id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2448692949,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-08-20T17:49:46.319Z,2022-08-20T18:42:41Z,3720044865,194,c9lu69xk59a75bnpzgalh1kut,3720044861,130,12,3720295691,197,568,3720044867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720044859,59,"1, 2, 32, 95, 6, 37, 23, 20, 10, 90, 77, 5, 8, 9, 11, 12, 14, 21, 24, 33, 36, 42",3720044855,30,"c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, by2gxuixij1eciu56k8mb3cgl, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, botfgp0oq4wqlwtcs9m90kded, 7r2tgpdrr4v6n9d2gkzwmlazt, 8qgbxff7xlg0zjtyees7ljljp, 3ddsnnhxo0mem95lcph71ix1x, ci37qg2uu0z3nppxvn0z9034l, 9qow77e16pvlb3860yjpydryt, a5eki9p236y4zxmp9qz202pcl, 6d7rip50yu2j7vyk76zokeehh, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, 84so0uovope0pkt6cz2iisbth, 8kttsnok9bbh7kpy3zz3j2xg5, 6zcok1vbaitp91a9nrac20t05, asyzhp3qu95vmzdbau6nmoic5, c8mp2wwwyvy930vfjnivg2hre",3720044863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720044857,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448697545,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-08-20T17:55:53.606Z,2022-08-20T18:42:38Z,3720069609,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720295377,197,8669,3720069603,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720069611,194,8lta4w1nytggiwnaqv4e5cc0l,3720069613,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720069607,130,12,3720069601,30,"4g0d51pqr4grzoe9cx7do6pxx, 8lta4w1nytggiwnaqv4e5cc0l, 545o5sllzb34kosvbw3fxhc5x, 89z0ym1zvwp7rikmd0kvpcq8l, 8585juruxxi6z8ih6kfqvrj6x, 6sejjyqssbr3olctm9nkq2v9x, 4ypa8ma678embtagi427eg4id, yau2ry4oz8da3etdtf5td0id, 8zltxvt0rcrcv96x1wmdhlrrp, 72sbeqsrvv64vwiec51r9g1k9, 6ehsdxl74v0qtlbjjjbu0r0t1, bmqg7owjivu1f3grdigkid0b9, awf3x41nsz8m73bhte5wlz6ui, 6n7sw8r0fhcoa8hfuxrtm96tx, 399j815r2akyfreynjrouwbmx, 7mog0f7cncmy6airdy3akurfu, 18endjtdloeh4vge1w9yd8yc5, 1s7qbrynbcv9uw9r5f29oyc5, 7u9bpiajlgr3zibj89pub7wbu, 1fsum47fkh62rer9xxe3smctm, q86iuo0cn7dlhvgwz6ix1mqy, eprihatu8znb0vq6kuaj38z1m, 8kioh2rzit592d4zwjoqsftas, 9wek84cn7z0ou46623nlo876y",3720069605,59,"69, 11, 13, 43, 14, 29, 7, 20, 18, 33, 6, 1, 2, 8, 15, 17, 23, 24, 28, 30, 40, 44, 77, 89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739141,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-08-20T18:45:05.250Z,2022-08-20T18:45:05Z,3720308407,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739167,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-08-20T18:45:05.250Z,2022-08-21T02:16:44Z,3720308549,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739215,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,50.1,50,2022-08-20T18:45:05.324Z,2022-08-21T02:20:32Z,3720308797,141,47.9,3720308801,212,12.7,3720308805,213,3.3,3721761265,178,,3720308795,140,38.1,3720308807,279,S,3720308793,56,Back,,,,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739269,4,1,1,0,2,4klvxyeh3xcus4ongu7c00mgc,1,37.3,48.2,2022-08-20T18:45:07.461Z,2022-08-21T02:20:38Z,3720309097,213,2.7,3721761569,178,,3720309091,140,28.8,3720309095,212,10.0,3720309089,56,Back,3720309093,141,54.8,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739405,5,1,1,0,4,4klvxyeh3xcus4ongu7c00mgc,1,31.4,51.2,2022-08-20T18:45:10.108Z,2022-08-21T02:20:42Z,3721761791,178,,3720309767,56,Right,3721268949,157,,3720309779,1,,3720309773,141,3.1,3720309769,140,66.6,3720309775,212,49.4,3720309777,213,5.6,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739411,6,1,1,0,10,4klvxyeh3xcus4ongu7c00mgc,0,66.7,3.1,2022-08-20T18:45:15.330Z,2022-08-21T02:21:02Z,3720309825,141,4.6,3720309827,212,1.7,3720309821,56,Right,3721714183,233,3,3720309823,140,68.0,3721762823,178,,3720309829,213,0.6,3721269393,236,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,3721269399,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739425,3,74,1,0,10,3vo5mpj7catp66nrwwqiuhuup,1,25.3,96.5,2022-08-20T18:45:15.406Z,2022-08-21T02:21:07Z,3720309879,56,Back,3721762985,178,,3721714187,233,6,3720309881,285,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740883,15,1,1,0,11,3vo5mpj7catp66nrwwqiuhuup,1,34.8,98.4,2022-08-20T18:45:16.539Z,2022-08-21T02:21:20Z,3720318395,56,Back,3720318401,212,2.3,3720318397,140,32.6,3721763725,178,,3720318403,213,3.1,3720318399,141,98.6,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739451,4,49,1,0,12,3vo5mpj7catp66nrwwqiuhuup,1,28.1,97.1,2022-08-20T18:45:17.651Z,2022-08-21T02:21:28Z,,,,,,,,,,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739501,5,1,1,0,12,3vo5mpj7catp66nrwwqiuhuup,1,28.1,98.7,2022-08-20T18:45:17.765Z,2022-08-21T02:21:33Z,3721764437,178,,3720310343,213,5.1,3720310339,141,82.4,3720310335,56,Back,3720310341,212,11.8,3720310337,140,32.0,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739625,6,1,1,0,14,3vo5mpj7catp66nrwwqiuhuup,1,34.3,76.7,2022-08-20T18:45:19.277Z,2022-08-21T02:21:52Z,3720311099,213,4.6,3721765305,178,,3720311097,212,9.3,3720311091,140,33.3,3720311095,141,63.1,3720311089,56,Back,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739661,7,2,1,0,22,3vo5mpj7catp66nrwwqiuhuup,1,75.5,32.8,2022-08-20T18:45:27.972Z,2022-08-21T02:22:06Z,3720311287,1,,3720311279,140,92.8,3720311277,56,Center,3721766171,178,,3720311281,141,76.4,3720311917,7,botfgp0oq4wqlwtcs9m90kded,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739683,7,55,1,0,22,4klvxyeh3xcus4ongu7c00mgc,1,17.1,44.7,2022-08-20T18:45:27.973Z,2022-08-21T02:22:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448739665,8,43,1,0,25,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-08-20T18:45:30.781Z,2022-08-20T18:45:35Z,3720311299,56,Center,3720311849,144,61,,,,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740139,8,1,1,0,47,4klvxyeh3xcus4ongu7c00mgc,1,14.1,53.7,2022-08-20T18:45:52.701Z,2022-08-21T02:22:14Z,3720313931,5,,3720313953,213,1.0,3720313999,189,,3720313933,241,,3720313939,56,Back,3720313947,141,80.3,3721766629,178,,3720313943,140,24.3,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,3720313949,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740181,9,1,1,0,51,4klvxyeh3xcus4ongu7c00mgc,1,24.2,77.5,2022-08-20T18:45:57.105Z,2022-08-21T02:22:19Z,3720314159,212,17.9,3720314161,213,4.5,3720314157,141,52.1,3721766813,178,,3720314155,140,19.8,3720314151,56,Back,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740245,10,1,1,0,54,4klvxyeh3xcus4ongu7c00mgc,1,19.8,48.4,2022-08-20T18:45:59.738Z,2022-08-21T02:22:25Z,3720314533,140,28.3,3720314539,213,5.0,3720314535,141,7.9,3721767031,178,,3720314531,56,Back,3720314537,212,29.0,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740273,11,1,1,0,57,4klvxyeh3xcus4ongu7c00mgc,1,28.7,5.5,2022-08-20T18:46:02.672Z,2022-08-21T02:22:31Z,3720314707,212,12.2,3720314705,141,3.1,3720314701,56,Back,3720314703,140,40.2,3721767401,178,,3720314709,213,6.1,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740303,12,1,1,0,59,4klvxyeh3xcus4ongu7c00mgc,1,36.7,6.7,2022-08-20T18:46:04.470Z,2022-08-21T02:22:41Z,3720314887,140,37.2,3720314885,56,Back,3720314889,141,17.6,3720314895,213,1.5,3720314891,212,7.4,3721767861,178,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740339,13,1,1,1,0,4klvxyeh3xcus4ongu7c00mgc,1,37.3,17.6,2022-08-20T18:46:05.400Z,2022-08-21T02:22:51Z,3720315107,56,Right,3720315113,212,25.7,3720315105,155,,3721768373,178,,3720315109,140,61.8,3720315111,141,18.2,3720315115,213,0.0,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740463,14,1,1,1,1,4klvxyeh3xcus4ongu7c00mgc,0,61.9,18.2,2022-08-20T18:46:06.812Z,2022-08-21T02:22:59Z,3720315835,168,,3720315837,56,Right,3720315845,213,6.2,3720315841,141,15.6,3721768887,178,,3720315843,212,17.2,3720315833,3,,3720315839,140,78.2,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740373,9,49,1,1,4,3vo5mpj7catp66nrwwqiuhuup,1,22.9,89.7,2022-08-20T18:46:09.557Z,2022-08-21T02:23:22Z,,,,,,,,,,,,,,,,,,,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740487,10,1,1,1,4,3vo5mpj7catp66nrwwqiuhuup,1,22.9,89.7,2022-08-20T18:46:09.605Z,2022-08-21T02:23:27Z,3720315985,140,6.7,3720315993,212,22.9,3720315983,56,Back,3721770593,178,,3720315989,141,67.1,3720315997,213,3.9,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740619,11,1,1,1,10,3vo5mpj7catp66nrwwqiuhuup,1,10,63.9,2022-08-20T18:46:15.517Z,2022-08-21T02:23:34Z,3720316835,141,89.0,3720316831,56,Back,3720316837,212,19.3,3720316841,213,1.1,3721770921,178,,3720316833,140,18.6,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740671,12,1,1,1,17,3vo5mpj7catp66nrwwqiuhuup,1,42.9,74,2022-08-20T18:46:22.820Z,2022-08-21T02:23:43Z,3720317135,213,1.3,3720317129,140,46.9,3720317131,141,95.7,3720317133,212,15.3,3721771507,178,,3720317127,56,Back,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740715,13,1,1,1,20,3vo5mpj7catp66nrwwqiuhuup,1,50.6,92.9,2022-08-20T18:46:25.602Z,2022-08-21T02:23:48Z,3720317451,213,5.8,3720317441,155,,3720317445,140,84.9,3720317455,1,,3721771781,178,,3720317447,141,67.2,3720317449,212,40.0,3720317443,56,Center,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740733,14,61,1,1,22,3vo5mpj7catp66nrwwqiuhuup,0,85.4,64.1,2022-08-20T18:46:28.052Z,2022-08-21T02:23:56Z,3720317561,56,Center,3721772211,178,,,,,,,,,,,,,,,,,,,,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740779,15,52,1,1,23,4klvxyeh3xcus4ongu7c00mgc,1,13.6,44.9,2022-08-20T18:46:28.933Z,2022-08-21T02:23:59Z,3721772331,178,,3721273045,376,,,,,,,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740849,16,1,1,1,26,4klvxyeh3xcus4ongu7c00mgc,1,16,47.2,2022-08-20T18:46:31.939Z,2022-08-21T02:24:01Z,3721772387,178,,3720318145,140,23.2,3720318195,189,,3720318151,213,1.3,3720318141,123,,3720318147,141,83.9,3720318143,56,Back,3720318149,212,26.1,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740901,17,1,1,1,32,4klvxyeh3xcus4ongu7c00mgc,1,26.9,79.9,2022-08-20T18:46:37.622Z,2022-08-21T02:24:08Z,3720318531,213,5.5,3720318525,212,6.3,3721772851,178,,3720318521,141,73.6,3720318515,140,31.3,3720318511,56,Back,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740927,18,1,1,1,33,4klvxyeh3xcus4ongu7c00mgc,1,31.3,72.3,2022-08-20T18:46:39.185Z,2022-08-21T02:24:13Z,3720318673,213,3.2,3720318665,140,21.4,3720318669,141,71.4,3720318671,212,10.4,3720318663,56,Back,3721773167,178,,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448740973,19,1,1,1,36,4klvxyeh3xcus4ongu7c00mgc,1,21.8,73,2022-08-20T18:46:41.274Z,2022-08-21T02:24:20Z,3721773499,178,,3720318883,213,0.9,3720318879,141,88.0,3720318877,140,28.8,3720318875,56,Back,3720318881,212,12.6,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741001,20,1,1,1,38,4klvxyeh3xcus4ongu7c00mgc,1,28.9,92.1,2022-08-20T18:46:43.447Z,2022-08-21T02:24:25Z,3721773803,178,,3720319053,140,34.6,3720319059,213,0.3,3720319055,141,94.5,3720319051,56,Back,3720319057,212,6.2,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449025199,839,67,1,1,38,4klvxyeh3xcus4ongu7c00mgc,1,35.5,92.7,2022-08-20T18:46:44.181Z,2022-08-21T03:56:25Z,3721885607,233,968,,,,,,,,,,,,,,,,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449025195,968,67,1,1,38,3vo5mpj7catp66nrwwqiuhuup,0,64.5,7.3,2022-08-20T18:46:44.182Z,2022-08-21T02:56:49Z,3721885615,233,839,,,,,,,,,,,,,,,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741019,21,1,1,1,38,4klvxyeh3xcus4ongu7c00mgc,0,34.7,94.5,2022-08-20T18:46:44.201Z,2022-08-21T03:56:25Z,3720319121,140,37.2,3720319119,56,Back,3721774167,178,,3720319131,213,5.0,3720319123,141,81.4,3720319127,212,9.3,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741043,16,49,1,1,39,3vo5mpj7catp66nrwwqiuhuup,1,57.1,7.7,2022-08-20T18:46:45.031Z,2022-08-21T02:24:34Z,,,,,,,,,,,,,,,,,,,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741205,17,1,1,1,42,3vo5mpj7catp66nrwwqiuhuup,1,55.1,6.2,2022-08-20T18:46:47.868Z,2022-08-21T02:24:39Z,3720320197,213,2.5,3720320191,140,23.5,3720320195,212,41.7,3720320189,56,Back,3720320199,1,,3721774781,178,,3720320193,141,43.3,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741361,18,1,1,1,49,3vo5mpj7catp66nrwwqiuhuup,1,26.3,49.9,2022-08-20T18:46:54.618Z,2022-08-21T02:24:45Z,3721775043,178,,3720321103,212,20.4,3720321097,56,Back,3720321101,141,75.3,3720321105,213,1.0,3720321099,140,36.6,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741383,19,1,1,1,57,3vo5mpj7catp66nrwwqiuhuup,1,57,78,2022-08-20T18:47:02.448Z,2022-08-21T02:24:51Z,3720321247,56,Left,3720321249,140,57.0,3720321259,212,13.2,3720321253,141,97.4,3720321261,213,1.6,3721775327,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741535,20,1,1,1,59,3vo5mpj7catp66nrwwqiuhuup,1,58.5,97.5,2022-08-20T18:47:04.740Z,2022-08-21T02:24:56Z,3720322189,212,13.5,3720322183,56,Back,3720322191,213,3.7,3721775667,178,,3720322187,141,87.5,3720322185,140,47.4,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741607,21,1,1,2,5,3vo5mpj7catp66nrwwqiuhuup,1,51.3,82.4,2022-08-20T18:47:10.835Z,2022-08-21T02:25:00Z,3720322563,141,52.8,3720322561,140,33.1,3720322565,212,27.8,3720322559,56,Back,3721775865,178,,3720322567,213,4.0,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741675,22,1,1,2,8,3vo5mpj7catp66nrwwqiuhuup,1,31.8,54,2022-08-20T18:47:13.361Z,2022-08-21T02:25:05Z,3720322921,140,15.6,3720322919,56,Back,3720322925,212,17.0,3721776129,178,,3720322923,141,53.1,3720322927,213,3.2,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741737,23,1,1,2,13,3vo5mpj7catp66nrwwqiuhuup,1,17.8,47.6,2022-08-20T18:47:18.839Z,2022-08-21T02:25:09Z,3720323263,213,4.9,3720323257,140,22.0,3720323255,56,Back,3721776281,178,,3720323259,141,17.0,3720323261,212,21.3,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741873,24,1,1,2,21,3vo5mpj7catp66nrwwqiuhuup,1,35.2,32.2,2022-08-20T18:47:27.011Z,2022-08-21T02:25:14Z,3720324119,56,Back,3720324123,141,52.8,3720324121,140,46.2,3720324125,212,18.2,3721776547,178,,3720324127,213,0.9,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741963,25,2,1,2,22,3vo5mpj7catp66nrwwqiuhuup,1,46.2,52.8,2022-08-20T18:47:28.214Z,2022-08-21T02:25:18Z,3720324571,140,86.7,3720324569,56,Right,3721776789,178,,3720324565,7,2r6hs8npijvt4wekd059t6tx,3720324573,141,11.8,3720324567,1,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448741967,22,55,1,2,22,4klvxyeh3xcus4ongu7c00mgc,1,31.6,54,2022-08-20T18:47:28.215Z,2022-08-21T02:25:18Z,,,,,,,,,,,,,,,,,,,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448742409,23,1,1,2,50,4klvxyeh3xcus4ongu7c00mgc,1,22,86.6,2022-08-20T18:47:55.819Z,2022-08-21T02:25:20Z,3720327371,56,Back,3720327375,141,51.9,3720327369,241,,3720327377,212,24.7,3720327439,189,,3720327367,5,,3721776943,178,,3720327379,213,4.4,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,3720327373,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448742481,24,1,1,2,54,4klvxyeh3xcus4ongu7c00mgc,1,19.8,48.8,2022-08-20T18:47:59.847Z,2022-08-21T02:25:30Z,3720327791,212,31.6,3720327789,141,4.1,3720327785,56,Back,3720327793,213,5.0,3720327787,140,27.9,3721777495,178,,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
