id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/10/value,qualifier/14/value,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2500355169,173,1,1,15,43,9dntj5dioj5ex52yrgwzxrq9l,1,36.2,89.9,2023-01-24T20:02:43.109Z,2023-01-25T02:26:54Z,3993607519,155,,3993607541,1,,3994048195,178,,3993607523,56,Center,3993607539,213,5.8,3993607527,140,69.1,3993607531,141,62.5,3993607535,212,39.2,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355175,174,44,1,15,45,9dntj5dioj5ex52yrgwzxrq9l,1,70.9,58.2,2023-01-24T20:02:45.412Z,2023-01-25T04:02:46Z,3993607555,286,,3993607553,56,Center,3993607639,233,137,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355179,137,44,1,15,45,btcy9nra9ak4m22ovr2ia6m5v,0,29.1,41.8,2023-01-24T20:02:45.413Z,2023-01-25T02:26:59Z,3993607599,285,,3993607655,233,174,3993607595,56,Back,,,,,,,,,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355185,175,1,1,15,45,9dntj5dioj5ex52yrgwzxrq9l,0,67.7,61.4,2023-01-24T20:02:45.445Z,2023-01-25T04:02:47Z,3993607625,3,,3993607637,213,6.0,3993607633,141,61.2,3993607629,56,Center,3993607631,140,68.2,3993607627,168,,3994048261,388,,3993607635,212,0.5,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355191,138,61,1,15,45,btcy9nra9ak4m22ovr2ia6m5v,1,31.1,41.5,2023-01-24T20:02:45.501Z,2023-01-25T02:27:13Z,3994048329,15,,3993607675,56,Back,3994048331,388,,,,,,,,,,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500432143,862,45,1,15,51,btcy9nra9ak4m22ovr2ia6m5v,0,14.1,34.3,2023-01-24T20:02:51.227Z,2023-01-25T02:27:31Z,3994035209,233,863,3993993893,285,,3993993891,56,Back,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500432137,863,3,1,15,51,9dntj5dioj5ex52yrgwzxrq9l,1,85.9,65.7,2023-01-24T20:02:51.227Z,2023-01-25T02:27:31Z,3994048443,178,,3993993883,286,,3993993937,464,,3993993881,56,Center,3994035205,233,862,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355287,176,15,1,15,53,9dntj5dioj5ex52yrgwzxrq9l,1,78.8,55.5,2023-01-24T20:02:53.547Z,2023-01-25T05:36:16Z,3993614097,139,,3993609995,20,,3993610193,215,,3993608147,18,,3993610199,147,53.4,3993610189,102,50.4,3993610201,230,98.5,3993609999,82,,11o903vztwpnmvgrinn208qnd,Rafael Leão,3993610195,458,,3993608145,22,,,3993610203,231,3993614095,314,3994048509,178,3993608149,56,Center,3993610197,146,3993614093,133,3993610187,78,,3993610191,103,,,,,,,50.2,87.3,19,,,,,,,,,
2500355301,177,61,1,15,54,9dntj5dioj5ex52yrgwzxrq9l,1,88,52.3,2023-01-24T20:02:54.109Z,2023-01-25T02:27:45Z,3993608387,228,,3993608211,56,Center,3994048553,178,,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355405,178,2,1,15,54,9dntj5dioj5ex52yrgwzxrq9l,1,79.6,52.7,2023-01-24T20:02:54.180Z,2023-01-25T02:28:52Z,3994048995,178,,3993615695,298,,3993608763,7,5awkzgwwh48prwgvxwewuc5hx,3993608765,56,Center,3993608769,141,52.5,3993608767,140,86.8,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355341,139,55,1,15,54,btcy9nra9ak4m22ovr2ia6m5v,1,14.4,47.6,2023-01-24T20:02:54.181Z,2023-01-25T02:28:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355653,140,1,1,16,20,btcy9nra9ak4m22ovr2ia6m5v,1,12.1,47.5,2023-01-24T20:03:20.399Z,2023-01-25T02:29:01Z,3994049047,178,,3993610021,140,21.3,3993610025,212,12.0,3993610019,56,Back,3993610013,5,,3993610027,213,0.6,3993610017,241,,3993610023,141,57.9,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355703,141,1,1,16,25,btcy9nra9ak4m22ovr2ia6m5v,1,28,50.3,2023-01-24T20:03:25.599Z,2023-01-25T02:29:07Z,3994049071,178,,3993610307,141,31.8,3993610303,56,Back,3993610309,212,12.8,3993610311,213,4.9,3993610305,140,30.4,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355733,142,1,1,16,29,btcy9nra9ak4m22ovr2ia6m5v,1,40.7,27.9,2023-01-24T20:03:30.024Z,2023-01-25T02:29:12Z,3993610457,213,0.4,3993610453,141,38.2,3994049087,178,,3993610449,56,Center,3993610451,140,55.8,3993610455,212,17.3,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355753,143,1,1,16,30,btcy9nra9ak4m22ovr2ia6m5v,1,55.8,38.2,2023-01-24T20:03:30.986Z,2023-01-25T02:29:17Z,3993610539,56,Center,3993610547,213,2.5,3993610543,141,44.2,3993994203,156,,3994049139,178,,3993610541,140,50.4,3993610545,212,7.0,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355851,144,1,1,16,31,btcy9nra9ak4m22ovr2ia6m5v,1,50.9,44,2023-01-24T20:03:31.794Z,2023-01-25T02:29:21Z,3993611101,1,,3993611097,213,1.1,3993611087,155,,3993611093,141,93.6,3994049163,178,,3993611089,56,Left,3993611095,212,37.6,3993611091,140,66.7,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355863,145,1,1,16,39,btcy9nra9ak4m22ovr2ia6m5v,1,94.7,77.3,2023-01-24T20:03:39.242Z,2023-01-25T02:29:26Z,3993611189,56,Center,3993611195,212,9.3,3993611191,140,92.1,3994049189,178,,3993611193,141,64.3,3993611197,213,4.4,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355869,146,61,1,16,39,btcy9nra9ak4m22ovr2ia6m5v,0,92.1,64.3,2023-01-24T20:03:39.835Z,2023-01-25T02:29:35Z,3993611221,56,Center,3994049239,178,,,,,,,,,,,,,,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355877,179,61,1,16,40,9dntj5dioj5ex52yrgwzxrq9l,1,14.1,50.3,2023-01-24T20:03:40.435Z,2023-01-25T02:29:41Z,3993611289,56,Back,3994049287,21,,3994049289,178,,,,,,,,,,,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355897,180,49,1,16,41,9dntj5dioj5ex52yrgwzxrq9l,1,10.9,42.4,2023-01-24T20:03:41.871Z,2023-01-25T02:29:53Z,,,,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355985,181,1,1,16,46,9dntj5dioj5ex52yrgwzxrq9l,1,4,18.5,2023-01-24T20:03:46.748Z,2023-01-25T02:30:28Z,3993611869,140,22.0,3994049643,178,,3993611871,141,5.1,3993611875,213,5.8,3993611867,56,Back,3993611873,212,21.0,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500355997,182,1,1,16,48,9dntj5dioj5ex52yrgwzxrq9l,1,22,5.1,2023-01-24T20:03:48.113Z,2023-01-25T02:30:32Z,3993611935,141,3.5,3993611931,56,Back,3993611939,213,3.3,3994049695,178,,3993611933,140,15.1,3993611937,212,7.3,3993611955,156,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356021,183,1,1,16,49,9dntj5dioj5ex52yrgwzxrq9l,0,15,3.5,2023-01-24T20:03:49.104Z,2023-01-25T02:30:42Z,3993612111,213,6.3,3993612109,212,31.8,3994049757,178,,3993612105,140,45.3,3993612101,155,,3993612107,141,2.8,3993612103,56,Back,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356037,147,49,1,16,52,btcy9nra9ak4m22ovr2ia6m5v,1,53.3,96.2,2023-01-24T20:03:52.093Z,2023-01-25T02:30:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356053,148,1,1,16,52,btcy9nra9ak4m22ovr2ia6m5v,0,54.3,96.8,2023-01-24T20:03:52.125Z,2023-01-25T02:30:52Z,3993612257,56,Left,3994049867,178,,3993612263,212,1.5,3993612259,140,55.7,3993612265,213,6.2,3993612261,141,96.6,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356079,184,8,1,16,52,9dntj5dioj5ex52yrgwzxrq9l,1,42.9,2.1,2023-01-24T20:03:52.417Z,2023-01-25T02:31:00Z,3993994341,385,,3994049939,178,,3993612399,56,Back,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356175,149,5,1,16,53,btcy9nra9ak4m22ovr2ia6m5v,1,59.4,101.6,2023-01-24T20:03:53.880Z,2023-01-25T02:31:05Z,3993612833,233,185,3993612813,56,Left,3993612815,347,,,,,,,,,,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356091,185,5,1,16,53,9dntj5dioj5ex52yrgwzxrq9l,0,40.6,-1.6,2023-01-24T20:03:53.880Z,2023-01-25T02:31:05Z,3993612857,233,149,3993612437,56,Back,3993612439,347,,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356323,150,1,1,17,9,btcy9nra9ak4m22ovr2ia6m5v,1,64.7,100,2023-01-24T20:04:09.631Z,2023-01-25T02:31:10Z,3993613513,107,,3993613523,213,4.2,3993613517,140,61.9,3993613515,56,Left,3993613521,212,6.1,3993613519,141,93.3,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500444097,1055,43,1,17,12,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-24T20:04:12.443Z,2023-01-25T04:59:27Z,3994059177,399,101537,3994076165,144,83,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356347,151,1,1,17,12,btcy9nra9ak4m22ovr2ia6m5v,0,61.8,93.3,2023-01-24T20:04:12.497Z,2023-01-25T02:31:23Z,3994050089,178,,3993613677,140,58.6,3993613681,212,4.6,3993616483,233,186,3993613679,141,98.0,3993613683,213,2.4,3993613675,56,Left,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500444089,1051,43,1,17,13,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-24T20:04:13.578Z,2023-01-25T03:57:27Z,3994059157,233,950,3994063909,144,67,,,,,,,,,,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500444087,950,43,1,17,13,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-01-24T20:04:13.579Z,2023-01-25T03:57:27Z,3994059161,233,1051,3994063915,144,67,,,,,,,,,,,,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356363,186,3,1,17,13,9dntj5dioj5ex52yrgwzxrq9l,0,41.2,3.8,2023-01-24T20:04:13.640Z,2023-01-25T02:32:02Z,3994050325,178,,3993994451,286,,3993994473,464,,3993994471,211,,3993613751,56,Back,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356443,153,5,1,17,14,btcy9nra9ak4m22ovr2ia6m5v,1,61.4,101.8,2023-01-24T20:04:15.042Z,2023-01-25T02:32:07Z,3993614235,233,187,3993614219,347,,3993614217,56,Left,,,,,,,,,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356379,187,5,1,17,14,9dntj5dioj5ex52yrgwzxrq9l,0,38.6,-1.8,2023-01-24T20:04:15.042Z,2023-01-25T02:32:07Z,3993613837,347,,3993613831,56,Back,3993614267,233,153,,,,,,,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356351,152,43,1,17,15,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-01-24T20:04:15.835Z,2023-01-24T20:04:47Z,3993616347,144,1,3993613801,236,0,3993613713,212,1.9,3993613707,56,Left,3993613709,140,60.4,3993613803,233,186,3993613711,141,97.7,3993613715,213,6.2,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,3993613807,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356457,154,1,1,17,23,btcy9nra9ak4m22ovr2ia6m5v,1,63.5,100,2023-01-24T20:04:23.116Z,2023-01-25T02:32:12Z,3993614301,140,61.2,3993614293,107,,3993614311,213,4.2,3993614297,56,Left,3993614303,141,95.0,3993614307,212,4.6,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356565,155,1,1,17,24,btcy9nra9ak4m22ovr2ia6m5v,1,61.5,92,2023-01-24T20:04:24.212Z,2023-01-25T02:32:20Z,3994050367,178,,3993614923,212,26.9,3993614917,56,Left,3993614915,155,,3993614919,140,87.0,3993614925,213,6.2,3993614921,141,88.7,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356583,188,4,1,17,26,9dntj5dioj5ex52yrgwzxrq9l,1,13,12.1,2023-01-24T20:04:26.597Z,2023-01-25T02:32:27Z,3993615021,285,,3993615019,152,,3993615015,294,,3993615017,56,Back,3993615039,233,156,3993615013,13,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356569,156,4,1,17,26,btcy9nra9ak4m22ovr2ia6m5v,0,87,87.9,2023-01-24T20:04:26.598Z,2023-01-25T02:32:27Z,3994050401,178,,3993614939,56,Left,3993614935,13,,3993614943,286,,3993614937,294,,3993615061,233,188,3993614941,152,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356723,189,1,1,17,37,9dntj5dioj5ex52yrgwzxrq9l,1,12.5,17,2023-01-24T20:04:37.611Z,2023-01-25T02:32:30Z,3993615755,213,1.8,3993615751,212,23.8,3993615739,56,Back,3993615741,140,7.9,3993615731,5,,3993615735,152,,3994050421,178,,3993615801,189,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,3993615747,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356779,190,1,1,17,38,9dntj5dioj5ex52yrgwzxrq9l,1,8.3,51.2,2023-01-24T20:04:38.390Z,2023-01-25T02:32:33Z,3993616013,56,Back,3993616027,213,0.9,3993616023,212,16.4,3994050451,178,,3993616015,140,18.4,3993616019,141,69.6,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356821,191,1,1,17,41,9dntj5dioj5ex52yrgwzxrq9l,1,24.9,76.4,2023-01-24T20:04:41.717Z,2023-01-25T02:32:38Z,3993616213,212,16.7,3993616207,56,Back,3994050469,178,,3993616215,213,0.9,3993616211,141,95.8,3993616209,140,34.6,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356849,192,1,1,17,45,9dntj5dioj5ex52yrgwzxrq9l,1,35.1,93,2023-01-24T20:04:45.047Z,2023-01-25T02:32:46Z,3993616351,56,Back,3993616355,141,85.4,3993616359,213,4.3,3994050481,178,,3993616353,140,32.8,3993616357,212,5.7,,,,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356901,193,1,1,17,45,9dntj5dioj5ex52yrgwzxrq9l,1,32.9,85.6,2023-01-24T20:04:45.743Z,2023-01-25T02:32:50Z,3993616609,140,24.3,3993616611,141,85.6,3993616615,213,3.1,3994050493,178,,3993616607,56,Back,3993616613,212,9.0,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356955,194,1,1,17,48,9dntj5dioj5ex52yrgwzxrq9l,1,25.3,80.6,2023-01-24T20:04:48.874Z,2023-01-25T02:32:53Z,3993616887,213,4.8,3993616883,141,43.9,3993616879,56,Back,3994050497,178,,3993616881,140,26.8,3993616885,212,25.0,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500356969,195,1,1,17,52,9dntj5dioj5ex52yrgwzxrq9l,1,30.4,38.8,2023-01-24T20:04:52.753Z,2023-01-25T02:33:04Z,3993616953,213,4.8,3993616947,140,31.5,3993616951,212,16.6,3994050517,178,,3993616949,141,14.4,3993616945,56,Back,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357015,196,1,1,17,55,9dntj5dioj5ex52yrgwzxrq9l,1,31.3,9,2023-01-24T20:04:55.452Z,2023-01-25T02:33:10Z,3993617167,141,9.3,3994050541,178,,3993617163,56,Back,3993617169,212,9.6,3993617165,140,40.4,3993617171,213,0.0,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357045,157,45,1,17,57,btcy9nra9ak4m22ovr2ia6m5v,0,56.6,85.4,2023-01-24T20:04:57.196Z,2023-01-25T02:33:48Z,3993617305,233,197,3993617283,56,Left,3993617285,285,,,,,,,,,,,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357031,197,3,1,17,57,9dntj5dioj5ex52yrgwzxrq9l,1,43.4,14.6,2023-01-24T20:04:57.196Z,2023-01-25T02:33:47Z,3993994749,465,,3993617227,56,Back,3993617287,233,157,3993617229,286,,3994050663,178,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357059,158,45,1,17,57,btcy9nra9ak4m22ovr2ia6m5v,0,50.8,80.6,2023-01-24T20:04:57.905Z,2023-01-25T02:34:03Z,3993617409,233,198,3993617319,285,,3993617317,56,Left,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357071,198,3,1,17,57,9dntj5dioj5ex52yrgwzxrq9l,1,49.2,19.4,2023-01-24T20:04:57.905Z,2023-01-25T02:34:03Z,3993617371,56,Back,3994050785,178,,3993617379,233,158,3993994819,465,,3993617373,286,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357165,199,1,1,18,1,9dntj5dioj5ex52yrgwzxrq9l,1,64.7,24,2023-01-24T20:05:01.863Z,2023-01-25T02:34:08Z,3993617849,141,26.1,3993617851,212,14.9,3993617845,56,Center,3993617847,140,78.8,3993617853,213,0.1,3994050811,178,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357171,200,3,1,18,6,9dntj5dioj5ex52yrgwzxrq9l,0,94.9,23,2023-01-24T20:05:06.798Z,2023-01-25T02:34:29Z,3993618011,233,159,3993617873,56,Center,3993994871,465,,3993617877,286,,3994050995,178,,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357181,159,7,1,18,8,btcy9nra9ak4m22ovr2ia6m5v,1,5.1,77,2023-01-24T20:05:08.276Z,2023-01-25T02:34:37Z,3993617985,233,200,3993617939,56,Back,3993617941,285,,3993994873,385,,3993617937,167,,3994051043,389,,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357203,160,6,1,18,8,btcy9nra9ak4m22ovr2ia6m5v,0,2.4,77.6,2023-01-24T20:05:08.973Z,2023-01-25T02:34:43Z,3993618149,233,201,3993618075,73,,3993618073,56,Back,,,,,,,,,,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357197,201,6,1,18,8,9dntj5dioj5ex52yrgwzxrq9l,1,97.6,22.4,2023-01-24T20:05:08.973Z,2023-01-25T02:34:43Z,3993618033,75,,3993618031,56,Center,3993618115,233,160,,,,,,,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357613,202,1,1,18,38,9dntj5dioj5ex52yrgwzxrq9l,1,99.5,0.5,2023-01-24T20:05:39.015Z,2023-01-25T02:34:48Z,3993619967,56,Right,3993619973,212,25.1,3994051167,178,,3993619969,140,77.7,3993619965,6,,3993619975,213,2.7,3993619971,141,15.5,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357643,203,1,1,18,41,9dntj5dioj5ex52yrgwzxrq9l,1,77.3,17.9,2023-01-24T20:05:41.493Z,2023-01-25T05:36:15Z,3993621513,210,15,3993620149,140,73.2,3994051213,178,,3993620161,213,1.8,3993620157,212,21.1,3993620147,56,Center,3993620153,141,48.3,,,,b0me6l44boibnwpbtasxoy02x,S. Dest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2500357663,161,45,1,18,43,btcy9nra9ak4m22ovr2ia6m5v,0,26.5,53.3,2023-01-24T20:05:44.005Z,2023-01-25T02:35:00Z,3993620403,233,204,3993620255,285,,3993620253,56,Back,,,,,,,,,,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357683,204,3,1,18,43,9dntj5dioj5ex52yrgwzxrq9l,1,73.5,46.7,2023-01-24T20:05:44.005Z,2023-01-25T02:34:59Z,3993620355,233,161,3993995089,464,,3993620337,56,Center,3993620339,286,,3994051269,178,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500357685,205,15,1,18,45,9dntj5dioj5ex52yrgwzxrq9l,1,74.2,51,2023-01-24T20:05:45.657Z,2023-01-25T05:36:15Z,3993621537,102,50.7,3993620475,25,,3993621541,103,5.7,3993620345,18,,3993621547,146,98.8,3993621531,133,,3993621527,78,,3994051317,178,,9sxg58hszjq17avxgumftdu22,S. Tonali,3993621587,233,163,3993620347,56,Center,,3993620477,72,3993621549,147,3993621529,29,3993621533,55,203,3993621543,215,,,,,,,,,,,,,,,,,49.8,,,,,,,,
