id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/13/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId
2502230761,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-01-29T18:42:14.727Z,2023-01-29T19:39:22Z,4003366465,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003366459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4003366461,59,"1, 22, 6, 68, 13, 3, 99, 20, 9, 11, 77, 4, 5, 7, 12, 17, 18, 19, 21, 23, 31, 55, 70, 81, 91, 95",4003366457,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, ypfascbq81vkjbe57108cpn9, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, dpcws493fepch23sk26m1a8yd, 1wynwp4x95o9w5tt4cdog6i1, cen5nxf8sb8binjr7apt9nb2t, 4zy4d60v2qmaplm9xbe51y1gp, cv0p6dzx3res3affivdwcpolx, 8n0c5t5wzfkoauryyzy8be0gl, 72im0m7d8rqpsclo4f5crqmsp, copo8qsmvy2fhpi1aev6f46i1, 896uaqjrz22q6fqjfzuwf77jd, cp13vthbds3tl1wtfelfx2evp, jk8n72zhngmdw2ek47zx7f11, 9bba1hgnx5mzpkzeazsoikn9x, 7knk2xsg4690hgq9us9us8ull, 9c9g2havtsf29fpt5582y8ne2, 40msbo4o5bwx0oeuz4743w161, 1ct0gujao4wvj1ff3aebqgqnd, abq67eup8kd31w8da2i0eftgp, bcqutyzafpahp2ni41u2xt4gl, u60zu48a4zqnupyxp2d0mqqd",4003471147,197,545,4003366463,130,4,4003366467,194,5d9i8ubibyiecxecr9jjvxexh,4003366469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502232417,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-29T18:45:19.206Z,2023-01-29T19:45:45Z,4003375505,59,"1, 59, 37, 3, 6, 23, 4, 8, 9, 21, 7, 11, 17, 18, 20, 24, 52, 62, 63, 68, 92, 99",4003375513,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003375507,130,17,4003375503,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4003375509,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003472593,197,10734,4003375511,194,57bin6he6kbdo2bs4i78z2k0l,4003375501,30,"7gu0t0g8nej405k918fwsf8id, du4ciqofpkn3nei5q3huwlnje, 9ka7y81b5kst146mhq7mom5ed, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, c5a7z6vphv9tp9ddid5jnrnx1, 363nsa82dww242zeo09wpcslx, 93i0gcndi2m8giqqcm4knduxh, 57bin6he6kbdo2bs4i78z2k0l, 97mmzzi3dwdos6jtj2m05w4ph, 8u46wgn2upd99tmmchxuw1gbt, 54c43p8ykqxjtbmy2z5nakijt, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 4cu8rbv55v6f6jiq50c4xatqs, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249841,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-29T19:46:00.804Z,2023-01-29T19:46:00Z,4003478979,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249849,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-01-29T19:46:00.804Z,2023-01-30T02:15:04Z,4003478997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249867,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,50.2,50.1,2023-01-29T19:46:00.897Z,2023-01-30T04:48:05Z,4003479083,212,18.4,4003479087,279,S,4003479081,141,59.4,4004033847,178,,4003479077,56,Back,4003479085,213,2.8,4003479079,140,33.7,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249871,4,1,1,0,2,2tk2l9sgktwc9jhzqdd4mpdtb,0,33.7,59.4,2023-01-29T19:46:03.644Z,2023-01-30T04:48:09Z,4004033877,178,,4003479135,212,48.3,4003479137,213,5.6,4003479133,141,16.0,4003795177,157,,4003479139,1,,4003479123,56,Right,4003479127,140,70.1,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249883,3,1,1,0,6,gi0l1habji5hpgar77dl5jqe,0,27.9,75,2023-01-29T19:46:07.074Z,2023-01-30T04:48:13Z,4003479183,140,41.7,4003479187,212,14.5,4003479189,213,6.2,4004033927,388,,4003479179,3,,4003479185,141,73.4,4003479181,56,Back,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249891,5,1,1,0,9,2tk2l9sgktwc9jhzqdd4mpdtb,1,56.3,17.8,2023-01-29T19:46:10.150Z,2023-01-30T04:48:16Z,4003479241,213,5.2,4003479239,212,4.5,4003479237,141,11.9,4004033971,388,,4003479233,56,Right,4003479235,140,58.2,4003795375,155,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249897,6,1,1,0,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.9,8.8,2023-01-29T19:46:11.204Z,2023-01-30T04:48:20Z,4003479285,141,17.9,4003479281,56,Right,4003479289,213,2.0,4004033999,178,,4003479287,212,6.7,4003479283,140,56.5,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249901,7,1,1,0,11,2tk2l9sgktwc9jhzqdd4mpdtb,0,56.5,17.9,2023-01-29T19:46:11.924Z,2023-01-30T04:48:23Z,4003479335,141,29.0,4004034047,178,,4003479331,56,Center,4003479329,155,,4003479341,1,,4003479339,213,0.2,4003479333,140,88.5,4003479337,212,34.4,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
