id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value
2473574597,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-10-17T15:32:28.174Z,2022-10-17T15:40:03Z,3852402871,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3852402869,130,2,3852402863,30,"e2dn4s6p2f6xnbaje17wd3jyt, jk8n72zhngmdw2ek47zx7f11, 14vhrqvqomi57x5mtsawm44b9, eqggzoepu1d4t13fw6ybebtn9, 5sxy1z2pz5bhlp767lyjte76d, 2bitk8s7gg2o7sjnjmolnw9ud, 6u6mobmk6lpvwebo76ddxr3s9, bh4a2zneilpvi1t7etuhkfl61, mh8eevw5lj4i9c7ue5n9j845, 1wnzwoisg4ctvcxsh2xnrkj4l, c87f30rukjnu7v3f3iqxpkxqt, e8c2o47zyuqa07lcrgzusn97u, bg7t6yere90otrlaxeu636q51, 3yl0m3n14kek9pwkp7catyh9l, bfjtj20rbx8bqszi5a3wayaqd, cxb8ue6jhyzcnacu7k4jy2ne1, 4cwu3yf14da7zglzpthg28j4l, dz33ybo9w22154xeaiteuca8l, bgpoqigjsb92lt6n5vrmshwwl, 151jcsoydef86be6b7rpt4bv8, 6l8t99gerta358od16upuhqz9, 888tdbsmzpau9eixoty8slpwq",3852402865,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3852402877,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3852402873,194,jk8n72zhngmdw2ek47zx7f11,3852402867,59,"1, 24, 3, 8, 25, 15, 37, 4, 10, 23, 7, 2, 5, 11, 13, 14, 18, 22, 27, 28, 29, 70",3852402875,197,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473576757,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-17T15:42:51.533Z,2022-10-17T16:49:47Z,3852414717,30,"7gu0t0g8nej405k918fwsf8id, du4ciqofpkn3nei5q3huwlnje, a1iz91ed6hus61yhhk2r0vkd1, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, z0nxnl93yjtz8mty3qi5542x, 1ftejgsl4hho40cceqne1hcyd, 57bin6he6kbdo2bs4i78z2k0l, 97mmzzi3dwdos6jtj2m05w4ph, 363nsa82dww242zeo09wpcslx, 8lgsqmwavspz4fv7t11rb6j9, c5a7z6vphv9tp9ddid5jnrnx1, a21winmltx1h9oiwqtfditkut, 8u46wgn2upd99tmmchxuw1gbt, eu4xivu8i6yla9fcnuncx1ucp, 9ka7y81b5kst146mhq7mom5ed, 4cu8rbv55v6f6jiq50c4xatqs, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, bqokrpmzy2l5xyn2rgzxotzpw, d2itdjj8bx0aztqggfgv7amay, el58uxf7oaqu95yx1vbgmr7it",3852414727,194,57bin6he6kbdo2bs4i78z2k0l,3852414725,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3852453757,197,8380,3852414723,130,18,3852414721,59,"1, 59, 92, 3, 6, 23, 20, 4, 7, 11, 9, 2, 8, 14, 17, 22, 37, 52, 62, 63, 65, 68, 99",3852414719,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3852414729,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583883,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-17T16:30:22.921Z,2022-10-17T16:30:26Z,3852454461,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583881,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2022-10-17T16:30:22.921Z,2022-10-17T22:28:57Z,3852454459,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583887,3,1,1,0,0,4plikfte18rv8v4l89z803d4y,1,50.2,50,2022-10-17T16:30:22.941Z,2022-10-17T22:38:19Z,3852454479,212,13.9,3852454481,213,2.9,3852867703,178,,3852454475,140,37.4,3852454473,56,Back,3852454477,141,55.2,3852454483,279,S,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583889,4,1,1,0,1,4plikfte18rv8v4l89z803d4y,1,37.4,55.2,2022-10-17T16:30:24.102Z,2022-10-17T22:38:29Z,3852454499,140,37.4,3852454501,141,57.5,3852454503,212,1.6,3852454505,213,1.6,3852454497,56,Back,3852867957,178,,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583895,5,1,1,0,2,4plikfte18rv8v4l89z803d4y,1,38.2,56.7,2022-10-17T16:30:25.236Z,2022-10-17T22:38:34Z,3852454525,155,,3852454527,56,Right,3852454531,141,3.2,3852454535,213,5.4,3852454529,140,68.2,3852454533,212,48.1,3852868043,178,,3852454537,1,,2bitk8s7gg2o7sjnjmolnw9ud,O. Colley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583897,6,44,1,0,5,4plikfte18rv8v4l89z803d4y,1,68,5,2022-10-17T16:30:27.955Z,2022-10-18T00:25:53Z,3852454545,233,3,3852454543,286,,3852454541,56,Right,,,,,,,,,,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583893,3,44,1,0,5,2tk2l9sgktwc9jhzqdd4mpdtb,0,32,95,2022-10-17T16:30:27.956Z,2022-10-17T22:38:58Z,3852454551,233,6,3852454515,285,,3852454513,56,Back,,,,,,,,,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473583899,7,1,1,0,5,4plikfte18rv8v4l89z803d4y,1,68.2,3.2,2022-10-17T16:30:28.034Z,2022-10-18T00:25:53Z,3852454563,213,0.1,3852454553,3,,3852454557,140,72.6,3852454555,56,Right,3852454559,141,4.0,3852454561,212,4.7,3852868489,388,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
