id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2524414725,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-03-25T14:15:30.461Z,2023-03-25T15:10:40Z,4122736979,194,5mx96hmn7ophhuvmybmf1esid,4122736983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122736981,197,4886,4122736969,30,"8mxu20zdh9wrguq79ib8y5m21, 6g8w8yuvkuayxcegsvzcjmmzt, 91mshvbc4rk9cf0chhgukakiy, 5mx96hmn7ophhuvmybmf1esid, e9zi7fb2t4akk1pzjpuhe4bf9, 8q4vt9778kxds17wm6e9hdoiy, 5dsht0mnmpm2asallpju46ms5, 2sqsqi4h0d982a171bfuqnd91, 43dtg3eg858i3agncnpq3p1wp, 4wzaq9gqohygfo22tjibldfjd, 76j19abwcie5w5hptkewlh0bt, a4nxfhy5n3xsbml9dgo8ynfmx, 4db9vewyt9kiqtqd5e0rloodm, 6dhwu4p5uu6oiada4q13g5tk9, uc2ekz3foqyl9djmicme4t4a, 322ut6dhdlh98w6dh7a2wcmqc, e7wnuabfcue5japm1i85fs02y",4122736975,130,12,4122736977,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4122736971,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4122736973,59,"29, 21, 3, 2, 5, 4, 26, 10, 18, 19, 6, 8, 9, 27, 28, 32, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524414749,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-03-25T14:15:35.210Z,2023-03-25T14:53:36Z,4122737117,197,4826,4122737119,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122737105,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 90ljpsmc6jf9657bs8cwkavl6, 2eu3cz65piv0j91gi396p9ega, emuuuhvah1jtq2fqs9ybfovvu, 6tqiy5a5cfpfm90j8r5udl8bu, 3je74tc5emuou6ckwdbscsbu, 71or1ne6d9zuo038qdt6vcvoq, 74p53a79q1tlis3a3gladqor9, e8whj7tdfmuk66shr30htmhud, f1rmwe24zg4697bqpc3z0y40l, b5j2ib54sum2pmzthjmfmr55h, 3tlocewlh3mb53wd0hk8nucbt, 74fouzsgp25muot2pp6as5otl, dw7bhxe9mbg94udlycw98gpgp, 937mkgz0gstvxyjiwfe9xiuzu, 1d4f90y6wm6i63g8sqeu4sqqy, b1cn7i49cjjiifnfw6xu18xsk",4122737107,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4122737109,59,"13, 26, 5, 32, 18, 4, 7, 16, 9, 14, 8, 22, 23, 24, 27, 28, 39, 50",4122737111,130,10,4122737115,194,f1rmwe24zg4697bqpc3z0y40l,4122737113,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425359,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-03-25T15:00:54.206Z,2023-03-25T15:00:57Z,4122791149,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425347,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-03-25T15:00:54.206Z,2023-04-05T15:15:42Z,4122791115,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425381,3,1,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,49.9,49.9,2023-03-25T15:00:54.395Z,2023-03-28T01:54:33Z,4122791175,279,S,4122791169,141,54.4,4122791165,56,Back,4122791167,140,40.5,4122791173,213,2.8,4122791171,212,10.3,4138763803,178,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425443,4,1,1,0,3,b3vbyitzi3nrw9ehj1eoko219,0,26.4,60.8,2023-03-25T15:00:57.244Z,2023-03-28T01:54:36Z,4122791385,213,5.5,4122791377,56,Right,4122791373,155,,4122791381,141,0.0,4122791379,140,68.2,4122791383,212,61.2,4122791387,1,,4122791375,196,,5mx96hmn7ophhuvmybmf1esid,R. Poole,4138763819,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425545,3,5,1,0,6,8rfydplrc9ki0sirqi0drcybk,1,28.8,101.7,2023-03-25T15:01:00.304Z,2023-03-28T01:54:39Z,4122791775,233,5,4122791773,347,,4122791771,56,Back,,,,,,,,,,,,,,,,e8whj7tdfmuk66shr30htmhud,J. Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425455,5,5,1,0,6,b3vbyitzi3nrw9ehj1eoko219,0,71.2,-1.7,2023-03-25T15:01:00.304Z,2023-03-28T01:54:40Z,4122791405,56,Right,4122791407,347,,4122791793,233,3,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425577,4,1,1,0,21,8rfydplrc9ki0sirqi0drcybk,0,29.1,100,2023-03-25T15:01:15.917Z,2023-03-28T01:54:42Z,4122791907,140,55.0,4122791909,141,89.3,4122791911,212,28.4,4122791915,1,,4122791913,213,6.0,4122791905,56,Left,4122791903,107,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425575,6,44,1,0,23,b3vbyitzi3nrw9ehj1eoko219,1,42.4,10.1,2023-03-25T15:01:17.652Z,2023-03-28T03:15:56Z,4122791901,285,,4122791899,56,Back,4122791965,233,5,,,,,,,,,,,,,,,,8q4vt9778kxds17wm6e9hdoiy,L. Montsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
