id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2518266309,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-03-11T14:04:55.302Z,2023-03-11T15:03:58Z,4087962643,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4087962649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4087962647,130,13,4087962651,194,5mx96hmn7ophhuvmybmf1esid,4087962653,197,12149,4087962655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087962645,59,"1, 2, 24, 15, 5, 4, 26, 12, 18, 27, 19, 6, 7, 9, 10, 11, 21, 29",4087962639,30,"9tlowuu89l3fnv5iowela1ca2, 5mx96hmn7ophhuvmybmf1esid, 1y7e8a23pc4xlc6ori1o1b8tm, dwp8bqc4rdleti92n0s6q9rdh, e9zi7fb2t4akk1pzjpuhe4bf9, 8q4vt9778kxds17wm6e9hdoiy, 5dsht0mnmpm2asallpju46ms5, cz9jf3ozld7o0hns2xmn54b56, 43dtg3eg858i3agncnpq3p1wp, 6dhwu4p5uu6oiada4q13g5tk9, 4wzaq9gqohygfo22tjibldfjd, 76j19abwcie5w5hptkewlh0bt, dz4jeb7rhr5jt3grs4evbs5bd, 4db9vewyt9kiqtqd5e0rloodm, 2sqsqi4h0d982a171bfuqnd91, 33eqc4ye34v5r0ix9cqg9fo4p, 6g8w8yuvkuayxcegsvzcjmmzt, 8mxu20zdh9wrguq79ib8y5m21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518278007,1,34,16,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-03-11T14:15:17.374Z,2023-03-11T14:15:17Z,4088025213,194,35f2se8cf2zmpxl45zulorpat,4088025211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4088025217,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088025203,30,"8hiqkrsoskyhhoc0n0wp7lql1, 56zd7s72x7izgeiybmmgc8acq, dj5ho4am5u4ew23hchm4g549h, eg2xijdgtcaa44x57pjezy3ft, 35f2se8cf2zmpxl45zulorpat, 4qg1mpymeaajx8gu7jycw5wph, ev42016zwnwiow3lbefukrbvt, 3j78tgfptah530cydckvfsauh, awx668jrec0gnqk5gyg7o0oyy, adfgsbp3tv9wgatujcr9mfuju, 81d38h08s97e8kl7kxew6si5l, 7qnu4sb2a2vj7nw8gkvv1pxw5, c1hj1hth3xj2f0ax3x6fdwj8q, 2nvu4o5lbowvig5ddb4563n8q, 3swij7ntrn9x9voc9clilgmvp, 5w3e46d2oh5wzrizfi9rdgwoa, 34ur42uwxdk48v051z05no9gp, f4p7kokn0a6epac4icy01l9lh",4088025209,130,18,4088025207,59,"33, 12, 7, 5, 14, 26, 6, 8, 11, 9, 10, 2, 3, 15, 18, 21, 23, 27",4088025205,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4088025215,197,16180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321297,2,32,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-03-11T15:00:29.904Z,2023-03-13T22:15:11Z,4088248843,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321305,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-03-11T15:00:29.904Z,2023-03-11T15:00:32Z,4088248873,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321373,3,1,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,50,50,2023-03-11T15:00:29.996Z,2023-03-14T04:02:08Z,4097159997,178,,4088249227,279,S,4088249221,141,49.0,4088249223,212,20.5,4088249225,213,3.2,4088249219,140,30.5,4088249217,56,Back,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321419,4,1,1,0,2,dv9l02o316cd9hbkxaho2u12f,0,34.4,46.4,2023-03-11T15:00:32.747Z,2023-03-14T04:02:12Z,4088249405,213,5.9,4088249397,56,Right,4088249399,140,72.2,4097160027,178,,4088249395,155,,4088249407,1,,4088249401,141,20.0,4088249403,212,43.6,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321475,3,1,1,0,6,b3vbyitzi3nrw9ehj1eoko219,0,27.3,70.9,2023-03-11T15:00:36.213Z,2023-03-14T04:02:17Z,4097160067,178,,4088249613,56,Back,4088249611,3,,4088249619,212,20.5,4088249617,141,44.8,4088249621,213,5.2,4088249615,140,37.1,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321467,5,44,1,0,8,dv9l02o316cd9hbkxaho2u12f,1,62.8,48.8,2023-03-11T15:00:38.322Z,2023-03-14T11:23:45Z,4088249585,286,,4088249715,233,4,4088249583,56,Center,,,,,,,,,,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321483,4,44,1,0,8,b3vbyitzi3nrw9ehj1eoko219,0,37.2,51.2,2023-03-11T15:00:38.323Z,2023-03-14T04:02:23Z,4088249795,233,5,4088249645,56,Back,4088249647,285,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321549,6,1,1,0,8,dv9l02o316cd9hbkxaho2u12f,1,62.6,42.5,2023-03-11T15:00:38.360Z,2023-03-14T11:23:46Z,4097160163,388,,4088249959,213,3.9,4088249951,141,27.6,4088249949,140,52.6,4088249945,3,,4088249955,212,14.6,4088249947,56,Center,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
