id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2529663257,1,34,16,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-04-07T13:15:17.437Z,2023-04-07T13:29:51Z,4169185767,59,"1, 34, 3, 25, 6, 15, 7, 5, 27, 10, 33, 9, 11, 12, 19, 29, 31, 44",4169185769,130,8,4169185763,30,"4905drgcc9husos98ppdup4gl, b7yfyzrvj7yjo48pu8faqnvft, a9352zsh3xr7rcxs0jmho7o8a, 6o9v88iiwvbulajrwpd7uvkr9, 91f9qkusefgcrv2ri2h1nci96, 1244ja0ma2r0071i7d45t6yfp, 6v9kb953ugi8odu4tdly7v3yt, dgzuswl2pnk7t03ts7nguholx, 1uyg5c61jzqickqaegb07yk15, 28izur14k14lcgegg8qede7yt, 7fpcipp26a9fqes841ad7lh3p, 1feu2co3n49llnckcxffuo79x, ab2bx5qzhdzlduh46iacngbf9, 932abz8zmqv4ilfnmq7m2ew9h, 6b7fxcw7upr57pku6gf6dteqd, b7lmlxy1s3atzgtud5ofsc92h, coupcn8k43jf15nqge220qo5x, 6bejhzrjgg7dz6cp6s45rah91",4169185771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169185765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4169185775,197,4778,4169185773,194,dgzuswl2pnk7t03ts7nguholx,4169185777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529663299,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-07T13:15:21.601Z,2023-04-07T14:21:45Z,4169186029,130,17,4169186025,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4169186035,197,16168,4169186031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169186027,59,"1, 26, 3, 5, 6, 2, 10, 28, 18, 22, 7, 4, 16, 27, 29, 31, 35, 38",4169186037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169186033,194,5bkjye9thnohmdgzwsrsy1n9,4169186023,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 5bkjye9thnohmdgzwsrsy1n9, dbvkpe7bc9clualadtx9rf1uc, 4uywqjm0i2ik5cwhulbmzxi39, f5zei3x0mg1i5q3soziuy579, 93kxb8ch3auv9li22mh1aidey, 7pia2vfewavgyc8d7pvgr7owl, 99uiqjteov3qby19bs8kozill, 40wbrqny2ekenyy37ver8dyol, bbrx2s4fcp7uplly4hpbt3xed, d22nvvj315b99fncrui6ezzkl, datykfu6jdjc3jlmi3flv7dud, dez3rm7q89xk157fwnc3tgqcq, cxfq8o3k68x1acwci3wx812w9, ein4ztrsuiclfbe9p066lmyok, ei0u7w8capvepbm7g08bh6dck, 5knn6bkjba6eh0torsnwrkl0q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693453,2,32,1,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-04-07T14:03:09.266Z,2023-04-11T00:21:13Z,4169348731,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693479,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-07T14:03:09.266Z,2023-04-07T14:03:12Z,4169348847,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693565,3,1,1,0,0,8b523ujgl21tbc01me65q0aoh,1,50.2,49.6,2023-04-07T14:03:09.320Z,2023-04-11T14:02:25Z,4183026727,178,,4169349345,140,29.8,4169349351,213,3.4,4169349349,212,22.3,4169349353,279,S,4169349347,141,40.7,4169349343,56,Back,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693637,4,1,1,0,3,8b523ujgl21tbc01me65q0aoh,0,29.4,40.4,2023-04-07T14:03:12.785Z,2023-04-11T14:02:28Z,4169349737,141,88.1,4169349733,56,Left,4169349741,213,0.6,4169349739,212,56.9,4169349735,140,73.9,4183026959,178,,4169349731,155,,4169349743,1,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693653,3,44,1,0,6,jv3jh5m5t7qy5t37vwwmnj16,1,24.9,12.2,2023-04-07T14:03:16.080Z,2023-04-11T19:26:42Z,4169349837,56,Back,4169349839,285,,4169349947,233,5,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693641,5,44,1,0,6,8b523ujgl21tbc01me65q0aoh,0,75.1,87.8,2023-04-07T14:03:16.081Z,2023-04-11T14:02:31Z,4169349765,56,Left,4169349991,233,3,4169349767,286,,,,,,,,,,,,,,,,,1uyg5c61jzqickqaegb07yk15,G. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693703,4,1,1,0,6,jv3jh5m5t7qy5t37vwwmnj16,1,23.7,12.5,2023-04-07T14:03:16.169Z,2023-04-11T19:26:42Z,4169350123,140,30.6,4169350127,212,8.7,4169350119,3,,4169350121,56,Back,4169350129,213,5.7,4183027061,388,,4169350125,141,5.5,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529693707,5,49,1,0,8,jv3jh5m5t7qy5t37vwwmnj16,1,31.8,3.8,2023-04-07T14:03:17.889Z,2023-04-11T14:02:41Z,,,,,,,,,,,,,,,,,,,,,,,,,40wbrqny2ekenyy37ver8dyol,N. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
