id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/15/value,assist
2526444281,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-04-01T13:15:09.396Z,2023-04-01T14:04:48Z,4152068175,197,4868,4152068173,194,dqgptypyedqzff38kn24en3s9,4152068167,59,"1, 2, 23, 16, 5, 29, 15, 4, 8, 9, 18, 6, 10, 12, 17, 22, 25",4152068165,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4152068177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152068163,30,"af0te77bq4mgr7rkkqateiswl, dqgptypyedqzff38kn24en3s9, bydqclpl0ph9brgu0esubx0ph, cqbxzfg7eb97z1rx01kms6ay1, 3nxrsmys3v8ci6xeqsx8yaac5, 1vni33hvf1nchb5gou5n5b2i2, 8f5io2957l6ye5u7bsan0ecfe, dhty303ilcb4cocqv68324xk9, b9apqidquztaojf6e3my6v7bp, 3ft5brlvxvw8otiyjppxkk6ad, b6p7xeo6oeep33e6fgt3h3gt1, a69q0jj7tjwzxpo6b4i1ed3h1, 5x46bjvslvsozkw1o5ddni12h, 6s5n6ri7p16dbqb35b2dpl0wl, 2ykne43vtv8c00rvviyr3rre2, 1225w9qp3uzp1fkblmyidsfhm, apgbqplqtvuc1dmdxi5gqhd04",4152068171,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4152068169,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526444297,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-01T13:15:10.946Z,2023-04-01T13:15:11Z,4152068285,194,49ca952ot1c3ytut2s281ds6h,4152068269,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, 7fwprbpdcdb7qcgaoe2humwo9, 1iy0goeaf5btyw09tr2ywbe8l, acvgu9prqaeucmvi9fx070i22, 32crcj18u4qnf8f07fbsopvpx, canpue729cozt0cw6a1dpi7ai, 9gfxdw176mc8yn7dowedmvtgp, 1r9aj50371x6f0xf7mmvldz9x, 4nph9aqyr2kz1gmdh7v9n3w89, i1bzoqwi1u382l4yx3n864x6, cruhiz25b3bbd4unocpu9bvf9, ddjh4t18kk75bz9sgga2g2f3d, c3nbdw1440h1uwwmixrjxwclx",4152068271,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4152068289,197,16169,4152068277,130,12,4152068281,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4152068273,59,"1, 2, 7, 5, 6, 12, 16, 8, 47, 44, 48, 3, 9, 10, 26, 30, 31, 40",4152068293,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488867,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-01T14:02:48.484Z,2023-04-03T20:59:04Z,4152292749,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488827,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-04-01T14:02:48.484Z,2023-04-01T14:02:48Z,4152292577,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489021,3,1,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,50,50,2023-04-01T14:02:48.486Z,2023-04-03T21:04:38Z,4161909947,178,,4152293567,141,53.1,4152293573,279,S,4152293565,140,38.8,4152293563,56,Back,4152293571,213,3.0,4152293569,212,11.9,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489125,4,1,1,0,2,8xeuwzxnm7hdlbjjuezgfkz3w,1,38.3,53.1,2023-04-01T14:02:50.484Z,2023-04-03T21:04:42Z,4152294009,140,58.3,4152294013,141,90.3,4152294021,1,,4152294001,155,,4152294017,212,32.9,4161910053,178,,4152294005,56,Left,4152294019,213,0.9,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489135,5,44,1,0,4,8xeuwzxnm7hdlbjjuezgfkz3w,1,65.9,84,2023-04-01T14:02:53.179Z,2023-04-04T09:05:48Z,4152294115,233,3,4152294065,56,Left,4152294067,286,,,,,,,,,,,,,,,,,bydqclpl0ph9brgu0esubx0ph,P. Souaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489089,3,44,1,0,4,9db4t34qy4owglhvvgwf5l22i,0,34.1,16,2023-04-01T14:02:53.180Z,2023-04-03T21:04:47Z,4152293799,56,Back,4152294173,233,5,4152293801,285,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489167,6,1,1,0,4,8xeuwzxnm7hdlbjjuezgfkz3w,0,58.3,90.3,2023-04-01T14:02:53.330Z,2023-04-04T09:05:48Z,4152294245,56,Left,4161910231,388,,4152294253,213,0.9,4152294241,3,,4152294247,140,63.9,4152294251,212,9.1,4152294243,168,,4152294249,141,100.0,bydqclpl0ph9brgu0esubx0ph,P. Souaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489507,4,5,1,0,7,9db4t34qy4owglhvvgwf5l22i,1,26.4,-1.2,2023-04-01T14:02:55.883Z,2023-04-03T21:05:00Z,4152295975,347,,4152296051,233,7,4152295973,56,Back,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
