id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2537090157,143,5,1,14,38,ahm0t06rup1bkd9z0mxl2lmph,0,26,-1.4,2023-04-22T14:16:46.570Z,2023-04-25T03:50:08Z,4208625045,56,Back,4208626007,233,174,4208625047,347,,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090327,174,5,1,14,38,9db4t34qy4owglhvvgwf5l22i,1,74,101.4,2023-04-22T14:16:46.570Z,2023-04-25T03:50:07Z,4208625923,347,,4208625963,233,143,4208625921,56,Left,,,,,,,,,,,,,,,,i1bzoqwi1u382l4yx3n864x6,Z. Larkeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090443,175,1,1,14,42,9db4t34qy4owglhvvgwf5l22i,1,75.6,100,2023-04-22T14:16:51.094Z,2023-04-25T03:50:12Z,4208626605,212,27.5,4208626609,1,,4208626607,213,5.2,4208626599,56,Center,4208626597,107,,4208626603,141,65.2,4208626601,140,87.3,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090497,176,1,1,14,44,9db4t34qy4owglhvvgwf5l22i,1,87.9,69,2023-04-22T14:16:53.017Z,2023-04-25T03:50:25Z,4208626873,141,87.8,4218741045,21,,4218741043,388,,4216980331,156,,4208626867,56,Left,4208626877,213,2.0,4208626869,140,82.8,4208626875,212,13.9,ddjh4t18kk75bz9sgga2g2f3d,S. Tedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090579,177,1,1,14,46,9db4t34qy4owglhvvgwf5l22i,1,83.6,87,2023-04-22T14:16:54.522Z,2023-04-25T03:50:30Z,4208627371,141,90.5,4208627369,140,76.2,4208627375,213,2.8,4208627357,3,,4218741103,388,,4208627373,212,8.1,4208627363,56,Left,,,,i1bzoqwi1u382l4yx3n864x6,Z. Larkeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090631,178,1,1,14,48,9db4t34qy4owglhvvgwf5l22i,1,82.1,84.8,2023-04-22T14:16:56.772Z,2023-04-25T03:50:48Z,4208627631,212,8.5,4218741139,178,,4208627627,140,77.2,4208627629,141,94.7,4208627625,56,Left,4208627633,213,2.2,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090653,179,1,1,14,48,9db4t34qy4owglhvvgwf5l22i,0,72.4,93.8,2023-04-22T14:16:57.393Z,2023-04-25T03:50:55Z,4208627785,56,Center,4208627787,140,76.4,4208627793,212,18.6,4208627789,141,67.2,4208627797,213,4.9,4218741315,178,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538657601,846,49,1,14,50,ahm0t06rup1bkd9z0mxl2lmph,1,24.2,34.5,2023-04-22T14:16:58.787Z,2023-04-25T03:51:00Z,,,,,,,,,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090715,145,1,1,14,50,ahm0t06rup1bkd9z0mxl2lmph,0,24,41.8,2023-04-22T14:16:58.808Z,2023-04-25T03:51:03Z,4208628133,213,6.0,4208628121,157,,4218741397,178,,4208628135,1,,4208628127,141,24.0,4208628129,212,41.4,4208628125,140,61.7,4208628123,56,Center,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538657931,775,44,1,14,52,9db4t34qy4owglhvvgwf5l22i,1,44.2,84.1,2023-04-22T14:17:00.665Z,2023-04-25T10:42:35Z,4217548543,233,847,4216985317,285,,4216985315,56,Back,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538657933,847,44,1,14,52,ahm0t06rup1bkd9z0mxl2lmph,0,55.8,15.9,2023-04-22T14:17:00.666Z,2023-04-25T03:51:12Z,4217548567,233,775,4216985321,56,Right,4216985323,286,,,,,,,,,,,,,,,,,3cy13tw0tdconbwzlwteg6xas,G. O'Donkor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090827,180,1,1,14,52,9db4t34qy4owglhvvgwf5l22i,1,42.8,79.9,2023-04-22T14:17:00.681Z,2023-04-25T10:42:35Z,4208628791,56,Back,4208628789,3,,4208628797,212,12.9,4208628799,213,4.9,4208628795,141,61.2,4208628793,140,44.8,4218741535,388,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538658061,776,49,1,14,54,9db4t34qy4owglhvvgwf5l22i,1,41.4,66,2023-04-22T14:17:02.622Z,2023-04-25T03:51:22Z,,,,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090931,181,1,1,14,54,9db4t34qy4owglhvvgwf5l22i,1,41.9,65.8,2023-04-22T14:17:02.641Z,2023-04-25T03:51:25Z,4208629343,212,6.5,4208629345,213,0.6,4218741669,178,,4208629337,56,Back,4208629339,140,47.0,4208629341,141,71.3,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090943,182,3,1,14,56,9db4t34qy4owglhvvgwf5l22i,0,57.4,69,2023-04-22T14:17:04.722Z,2023-04-25T03:51:32Z,4208629435,286,,4218741747,178,,4208629429,56,Center,4216988967,464,,4217553759,233,146,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090937,146,7,1,14,56,ahm0t06rup1bkd9z0mxl2lmph,1,42.6,31,2023-04-22T14:17:05.221Z,2023-04-25T03:51:38Z,4208629633,233,182,4208629373,56,Back,4216989065,383,,4208629375,285,,4218741807,178,,,,,,,,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537090979,147,49,1,14,58,ahm0t06rup1bkd9z0mxl2lmph,1,37.2,31.9,2023-04-22T14:17:06.562Z,2023-04-25T03:51:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091211,148,1,1,15,2,ahm0t06rup1bkd9z0mxl2lmph,1,27.3,34.5,2023-04-22T14:17:10.830Z,2023-04-25T03:46:06Z,4208630955,213,2.6,4208630947,56,Back,4208630949,140,9.3,4218738523,178,,4208630953,212,22.0,4208630951,141,51.0,,,,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091337,149,1,1,15,7,ahm0t06rup1bkd9z0mxl2lmph,1,10.7,47.8,2023-04-22T14:17:16.071Z,2023-04-25T03:46:12Z,4208631561,141,26.1,4208631573,213,4.9,4208631567,212,15.2,4218738575,178,,4208631557,140,14.0,4208631555,56,Back,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091461,150,1,1,15,10,ahm0t06rup1bkd9z0mxl2lmph,1,14.2,24.6,2023-04-22T14:17:19.159Z,2023-04-25T03:46:18Z,4208632255,140,20.7,4208632259,212,13.2,4208632257,141,7.9,4208632253,56,Back,4208632261,213,5.3,4218738621,178,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091515,151,1,1,15,13,ahm0t06rup1bkd9z0mxl2lmph,1,20.7,7.9,2023-04-22T14:17:21.789Z,2023-04-25T03:46:26Z,4208632527,212,14.1,4208632529,213,6.1,4208632525,141,3.5,4208632523,140,33.8,4208632521,56,Back,4218738695,178,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091643,152,1,1,15,14,ahm0t06rup1bkd9z0mxl2lmph,0,33.8,3.5,2023-04-22T14:17:22.626Z,2023-04-25T03:46:29Z,4208633213,212,21.0,4218738719,178,,4208633217,213,1.7,4208633207,140,31.9,4208633209,141,34.3,4208633205,56,Back,,,,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538658825,777,49,1,15,17,9db4t34qy4owglhvvgwf5l22i,1,69.3,74.6,2023-04-22T14:17:26.182Z,2023-04-25T03:46:36Z,,,,,,,,,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091745,183,1,1,15,17,9db4t34qy4owglhvvgwf5l22i,1,69.5,71.3,2023-04-22T14:17:26.231Z,2023-04-25T03:46:39Z,4208633745,213,3.3,4208633743,212,23.1,4218738795,178,,4208633741,141,67.4,4208633739,140,47.6,4208633737,56,Back,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091803,185,1,1,15,19,9db4t34qy4owglhvvgwf5l22i,1,48,64.7,2023-04-22T14:17:28.495Z,2023-04-25T03:46:45Z,4208634043,213,5.2,4208634041,212,20.0,4208634039,141,38.8,4208634037,140,57.0,4218738815,178,,4208634035,56,Center,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091747,184,43,1,15,21,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-22T14:17:29.890Z,2023-04-24T09:47:38Z,4216990417,144,49,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091847,186,1,1,15,22,9db4t34qy4owglhvvgwf5l22i,1,59.5,34.6,2023-04-22T14:17:30.735Z,2023-04-25T03:46:49Z,4208634309,56,Right,4208634311,140,54.1,4218738843,178,,4208634317,213,4.4,4208634315,212,16.6,4208634313,141,11.7,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091917,187,1,1,15,23,9db4t34qy4owglhvvgwf5l22i,1,54.1,11.7,2023-04-22T14:17:32.167Z,2023-04-25T03:46:52Z,4208634661,56,Center,4208634677,141,26.1,4208634679,212,10.0,4208634669,140,52.1,4218738875,178,,4208634685,213,1.8,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091959,188,61,1,15,24,9db4t34qy4owglhvvgwf5l22i,0,52.9,27,2023-04-22T14:17:33.462Z,2023-04-25T03:46:57Z,4218738915,178,,4208634823,56,Center,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091951,153,49,1,15,26,ahm0t06rup1bkd9z0mxl2lmph,1,40.6,62,2023-04-22T14:17:34.792Z,2023-04-25T03:47:01Z,,,,,,,,,,,,,,,,,,,,,,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537091993,154,3,1,15,27,ahm0t06rup1bkd9z0mxl2lmph,0,41.1,66.2,2023-04-22T14:17:35.569Z,2023-04-25T03:47:05Z,4217553771,233,189,4216993167,464,,4218738993,178,,4208635033,56,Back,4208635035,286,,,,,,,,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092083,189,7,1,15,27,9db4t34qy4owglhvvgwf5l22i,0,58.9,33.8,2023-04-22T14:17:35.655Z,2023-04-25T03:47:11Z,4208635535,233,154,4218739085,178,,4216993237,385,,4208635489,285,,4208635487,56,Center,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538659273,848,61,1,15,27,ahm0t06rup1bkd9z0mxl2lmph,1,43.2,71.5,2023-04-22T14:17:35.732Z,2023-04-25T03:47:20Z,4216993457,56,Back,4218739167,178,,,,,,,,,,,,,,,,,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092141,190,1,1,15,27,9db4t34qy4owglhvvgwf5l22i,1,60.1,41.2,2023-04-22T14:17:36.350Z,2023-04-25T03:47:26Z,4208635831,141,35.1,4208635827,56,Center,4208635829,140,57.7,4208635825,3,,4208635835,213,4.2,4218739249,178,,4208635833,212,4.9,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092151,191,49,1,15,28,9db4t34qy4owglhvvgwf5l22i,1,58.5,34.7,2023-04-22T14:17:37.242Z,2023-04-25T03:47:31Z,,,,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092191,192,1,1,15,28,9db4t34qy4owglhvvgwf5l22i,1,59.9,25.6,2023-04-22T14:17:37.263Z,2023-04-25T03:47:35Z,4208636073,56,Back,4208636085,213,2.7,4218739311,178,,4208636083,212,24.0,4208636077,140,39.1,4208636081,141,40.4,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092267,193,1,1,15,31,9db4t34qy4owglhvvgwf5l22i,1,39.1,40.4,2023-04-22T14:17:39.551Z,2023-04-25T03:47:40Z,4208636467,56,Back,4208636479,212,18.6,4208636477,141,66.1,4208636473,140,45.3,4208636481,213,1.2,4218739355,178,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092449,194,1,1,15,33,9db4t34qy4owglhvvgwf5l22i,1,45.8,66.6,2023-04-22T14:17:42.338Z,2023-04-25T03:47:42Z,4208637415,56,Back,4208637417,140,45.0,4208637419,141,33.6,4208637423,213,4.7,4218739391,178,,4208637421,212,22.5,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092553,195,1,1,15,38,9db4t34qy4owglhvvgwf5l22i,1,53.6,33.6,2023-04-22T14:17:46.698Z,2023-04-25T03:47:45Z,4208638047,212,23.0,4208638049,213,2.0,4208638045,141,64.9,4208638043,140,45.2,4208638041,56,Back,4218739419,178,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092591,196,1,1,15,41,9db4t34qy4owglhvvgwf5l22i,1,45.9,62.9,2023-04-22T14:17:49.730Z,2023-04-25T03:47:48Z,4208638259,141,72.6,4208638257,140,60.4,4218739473,178,,4208638255,56,Center,4208638265,213,0.4,4208638261,212,16.6,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092641,197,1,1,15,42,9db4t34qy4owglhvvgwf5l22i,1,60.4,72.6,2023-04-22T14:17:50.834Z,2023-04-25T03:47:52Z,4208638485,213,3.7,4208638477,56,Center,4208638483,212,10.0,4208638479,140,52.2,4208638481,141,65.2,4218739521,178,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092701,198,1,1,15,44,9db4t34qy4owglhvvgwf5l22i,1,53.3,65.7,2023-04-22T14:17:53.105Z,2023-04-25T03:47:54Z,4208638825,140,64.9,4208638829,141,64.0,4208638823,56,Center,4208638833,212,12.2,4218739541,178,,4208638837,213,6.2,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092743,199,1,1,15,45,9db4t34qy4owglhvvgwf5l22i,1,64.9,64,2023-04-22T14:17:53.937Z,2023-04-25T03:47:56Z,4208639043,213,4.1,4208639039,141,57.0,4208639037,140,61.4,4208639035,56,Center,4208639041,212,6.0,4218739573,178,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537092823,200,1,1,15,46,9db4t34qy4owglhvvgwf5l22i,1,61.4,57,2023-04-22T14:17:55.129Z,2023-04-25T03:47:59Z,4218739597,178,,4208639363,213,5.1,4208639355,141,40.6,4208639347,140,65.2,4208639359,212,11.8,4208639345,56,Center,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093133,201,1,1,15,48,9db4t34qy4owglhvvgwf5l22i,1,66.5,39.8,2023-04-22T14:17:57.018Z,2023-04-25T03:48:02Z,4208640871,212,24.1,4218739623,178,,4208640869,141,23.4,4208640867,140,86.8,4208640865,56,Center,4208640873,213,5.8,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093189,202,1,1,15,50,9db4t34qy4owglhvvgwf5l22i,0,90.9,22.1,2023-04-22T14:17:59.063Z,2023-04-25T03:48:04Z,4208641111,56,Center,4208641109,155,,4208641107,2,,4216996695,20,,4216996693,224,,4208641267,233,155,4208641115,141,49.3,4208641117,212,19.6,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,4208641119,213,1.2,4208641113,140,97.0,4218739647,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093151,155,41,1,15,51,ahm0t06rup1bkd9z0mxl2lmph,1,1.8,50.7,2023-04-22T14:17:59.878Z,2023-04-25T03:48:10Z,4208640931,141,53.4,4208641315,233,202,4218739699,389,,4208640925,140,5.8,4208640937,212,4.6,4208640941,213,0.4,4216997379,376,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538660197,778,61,1,15,51,9db4t34qy4owglhvvgwf5l22i,1,95.2,47.8,2023-04-22T14:17:59.910Z,2023-04-25T03:48:14Z,4218739739,178,,4216998213,56,Center,,,,,,,,,,,,,,,,,,,ddjh4t18kk75bz9sgga2g2f3d,S. Tedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093159,156,5,1,15,53,ahm0t06rup1bkd9z0mxl2lmph,1,-1,61,2023-04-22T14:18:01.968Z,2023-04-25T03:48:18Z,4208643489,233,203,4208640981,346,,4208640979,56,Back,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093503,203,5,1,15,53,9db4t34qy4owglhvvgwf5l22i,0,101,39,2023-04-22T14:18:01.968Z,2023-04-25T03:48:17Z,4208643537,233,156,4208642727,56,Center,4208642729,346,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093677,157,1,1,16,10,ahm0t06rup1bkd9z0mxl2lmph,1,4.5,50.4,2023-04-22T14:18:19.081Z,2023-04-25T03:48:23Z,4208643631,141,76.3,4208643625,124,,4208643629,140,11.4,4208643627,56,Back,4208643635,213,1.2,4208643639,237,,4208643633,212,19.0,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093751,158,1,1,16,12,ahm0t06rup1bkd9z0mxl2lmph,1,12.1,76.3,2023-04-22T14:18:21.392Z,2023-04-25T03:48:28Z,4208644019,140,26.4,4218739855,178,,4208644025,141,95.1,4208644031,212,19.7,4208644013,56,Back,4208644035,213,0.7,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093803,159,1,1,16,15,ahm0t06rup1bkd9z0mxl2lmph,0,26.4,95.1,2023-04-22T14:18:23.530Z,2023-04-25T03:48:30Z,4208645017,233,204,4208644323,56,Back,4208644325,140,31.1,4208645013,236,,4218739891,178,,4208645025,286,,4208644333,213,6.1,4208644331,212,5.1,987r1vdgx95x30elzrisjrzs9,C. Brown,4208644329,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093929,204,74,1,16,15,9db4t34qy4owglhvvgwf5l22i,1,73.4,2.3,2023-04-22T14:18:23.585Z,2023-04-25T03:48:34Z,4218739927,178,,4208644963,285,,4208645073,233,159,4208644961,56,Right,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537094147,160,5,1,16,16,ahm0t06rup1bkd9z0mxl2lmph,1,33.6,101.6,2023-04-22T14:18:25.494Z,2023-04-25T03:48:36Z,4208646067,347,,4208646137,233,205,4208646063,56,Back,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537093999,205,5,1,16,16,9db4t34qy4owglhvvgwf5l22i,0,66.4,-1.6,2023-04-22T14:18:25.494Z,2023-04-25T03:48:37Z,4208645279,347,,4208645273,56,Right,4208646179,233,160,,,,,,,,,,,,,,,,ddjh4t18kk75bz9sgga2g2f3d,S. Tedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537094253,161,1,1,16,25,ahm0t06rup1bkd9z0mxl2lmph,1,29.9,100,2023-04-22T14:18:33.784Z,2023-04-25T03:48:38Z,4208646619,141,94.8,4208646617,140,16.3,4208646615,56,Back,4208646623,213,3.5,4208646611,107,,4208646621,212,15.0,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537094461,162,1,1,16,28,ahm0t06rup1bkd9z0mxl2lmph,1,16.3,94.8,2023-04-22T14:18:36.775Z,2023-04-25T03:48:41Z,4208647611,140,2.9,4208647621,213,4.1,4208647609,56,Back,4218740025,178,,4208647615,212,23.3,4208647613,141,67.5,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537094635,163,1,1,16,33,ahm0t06rup1bkd9z0mxl2lmph,0,10.9,53.7,2023-04-22T14:18:41.634Z,2023-04-25T03:48:43Z,4208648519,213,6.1,4208648517,212,57.7,4216999321,155,,4208648513,141,42.1,4208648509,140,65.3,4208648521,1,,4208648505,56,Center,4218740037,178,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538660499,779,44,1,16,36,9db4t34qy4owglhvvgwf5l22i,1,31.5,52.4,2023-04-22T14:18:45.397Z,2023-04-25T10:42:36Z,4216999809,56,Back,4216999811,285,,4217548589,233,849,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538660505,849,44,1,16,36,ahm0t06rup1bkd9z0mxl2lmph,0,68.5,47.6,2023-04-22T14:18:45.398Z,2023-04-25T03:48:50Z,4216999833,56,Center,4216999835,286,,4217548627,233,779,,,,,,,,,,,,,,,,3cy13tw0tdconbwzlwteg6xas,G. O'Donkor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537094709,206,1,1,16,36,9db4t34qy4owglhvvgwf5l22i,0,33.7,54.9,2023-04-22T14:18:45.464Z,2023-04-25T10:42:36Z,4208648921,56,Back,4218740109,388,,4208648919,3,,4208648927,212,8.7,4208648929,213,5.8,4208648925,141,49.0,4208648923,140,41.1,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537094811,164,1,1,16,39,ahm0t06rup1bkd9z0mxl2lmph,0,69.4,47.8,2023-04-22T14:18:48.112Z,2023-04-25T03:48:55Z,4218740135,178,,4208649451,212,15.7,4208649453,213,6.1,4208649443,155,,4208649449,141,44.3,4208649447,140,84.2,4208649445,56,Center,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537095025,207,12,1,16,41,9db4t34qy4owglhvvgwf5l22i,1,19.5,60.6,2023-04-22T14:18:49.518Z,2023-04-25T03:49:01Z,4208650495,212,12.5,4208650497,213,1.2,4218740193,178,,4208650491,140,23.6,4208650489,56,Back,4208650493,141,77.9,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537094979,165,1,1,16,44,ahm0t06rup1bkd9z0mxl2lmph,0,78.2,41.5,2023-04-22T14:18:53.428Z,2023-04-25T03:49:13Z,4208650281,141,46.1,4218740321,178,,4208650273,56,Center,4208650285,213,0.3,4208650275,140,87.2,4208650283,212,10.0,,,,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538661107,780,61,1,16,45,9db4t34qy4owglhvvgwf5l22i,1,14.1,60.5,2023-04-22T14:18:54.130Z,2023-04-25T03:49:21Z,4218740391,178,,4217003009,56,Back,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
