id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2493257697,137,1,1,14,10,5jjqm8h6qm1w4s5f93uubhdrj,0,79.2,11.9,2022-12-26T15:16:34.791Z,2022-12-27T21:59:37Z,3957709321,72,,3956210893,141,42.5,3956210885,2,,3958083735,178,,3956210889,56,Center,3956210897,213,1.2,3956210887,155,,3957709319,223,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,3956210895,212,3956210891,140,86.7,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,
2493257775,113,12,1,14,11,2ezfenuwk3y65p8jdbj55xqt0,1,13,56.7,2022-12-26T15:16:35.933Z,2022-12-27T21:59:42Z,3956211373,167,,3958083747,178,,3956211303,213,1.4,3956211299,141,100.0,3956211297,140,18.8,3956211295,56,Back,3956211301,212,30.5,,,,2kecmwyt730pi8z3pnsqs1l1x,S. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257783,114,5,1,14,14,2ezfenuwk3y65p8jdbj55xqt0,0,16.1,102,2022-12-26T15:16:39.108Z,2022-12-27T21:59:47Z,3956212803,233,138,3956211337,347,,3956211333,56,Back,,,,,,,,,,,,,,,,2kecmwyt730pi8z3pnsqs1l1x,S. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258039,138,5,1,14,14,5jjqm8h6qm1w4s5f93uubhdrj,1,83.9,-2,2022-12-26T15:16:39.108Z,2022-12-27T21:59:47Z,3956212693,347,,3956212735,233,114,3956212691,56,Right,,,,,,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258087,139,1,1,14,24,5jjqm8h6qm1w4s5f93uubhdrj,1,84.4,0,2022-12-26T15:16:48.770Z,2022-12-27T21:59:51Z,3956212955,56,Right,3956212963,213,1.1,3956212957,140,88.0,3956212959,141,10.4,3956212961,212,9.2,3956212953,107,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258131,140,1,1,14,25,5jjqm8h6qm1w4s5f93uubhdrj,1,87.7,9.5,2022-12-26T15:16:49.894Z,2022-12-27T21:59:54Z,3958083797,178,,3956213199,212,4.0,3956213203,213,3.4,3956213195,141,7.9,3956213191,140,84.0,3956213189,56,Right,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258171,141,1,1,14,27,5jjqm8h6qm1w4s5f93uubhdrj,0,79.9,5,2022-12-26T15:16:51.938Z,2022-12-27T21:59:56Z,3956213407,56,Center,3956213403,2,,3957709719,224,,3956213413,212,27.4,3956213415,213,1.2,3956213405,155,,3956213411,141,42.7,3957709721,20,,kxfjnow9ky2mxefjujv392ol,J. Ward,,3958083811,178,3956213409,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258409,115,12,1,14,29,2ezfenuwk3y65p8jdbj55xqt0,1,12.7,57.6,2022-12-26T15:16:53.326Z,2022-12-27T22:00:11Z,3956214783,56,Back,3956214791,213,1.0,3956214789,212,23.9,3958083877,388,,3956214787,141,87.5,3956214785,140,24.6,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258327,142,1,1,14,32,5jjqm8h6qm1w4s5f93uubhdrj,1,74.9,29.1,2022-12-26T15:16:56.561Z,2022-12-27T22:00:31Z,3956214341,141,31.2,3956214345,213,2.8,3956214339,140,71.1,3956214343,212,4.2,3956214337,56,Center,3958083943,178,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258357,143,1,1,14,35,5jjqm8h6qm1w4s5f93uubhdrj,0,71.9,42.9,2022-12-26T15:16:59.975Z,2022-12-27T22:00:34Z,3956214467,140,90.2,3956214471,212,21.3,3956214465,56,Center,3956214473,213,0.4,3956214463,155,,3956214469,141,56.5,3958083957,178,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258519,116,12,1,14,37,2ezfenuwk3y65p8jdbj55xqt0,1,12.9,41,2022-12-26T15:17:01.376Z,2022-12-27T22:00:38Z,3956215355,141,65.1,3956215351,56,Back,3956215357,212,27.4,3958083983,178,,3956215359,213,0.6,3956215353,140,33.8,,,,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258487,144,1,1,14,41,5jjqm8h6qm1w4s5f93uubhdrj,0,64.7,38.6,2022-12-26T15:17:05.554Z,2022-12-27T22:00:42Z,3956215201,212,6.2,3956215197,140,69.7,3956215195,56,Center,3958083999,178,,3956215203,213,0.6,3956215199,141,43.4,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258527,117,49,1,14,41,2ezfenuwk3y65p8jdbj55xqt0,1,27.9,61.1,2022-12-26T15:17:06.057Z,2022-12-27T22:00:46Z,,,,,,,,,,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258591,118,1,1,14,42,2ezfenuwk3y65p8jdbj55xqt0,1,28.1,61.2,2022-12-26T15:17:06.977Z,2022-12-27T22:00:49Z,3956215737,56,Back,3956215743,212,6.8,3958084025,178,,3956215741,141,70.0,3956215745,213,1.1,3956215739,140,31.1,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258811,119,1,1,14,44,2ezfenuwk3y65p8jdbj55xqt0,1,32.1,69.4,2022-12-26T15:17:09.057Z,2022-12-27T22:00:54Z,3958084047,178,,3956216925,140,73.6,3956216921,56,Right,3956216919,155,,3956216927,141,13.1,3956216933,1,,3956216929,212,58.0,3956216931,213,5.6,6a08s0d0sgt7iw37spmo4bro5,S. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258827,120,1,1,14,55,2ezfenuwk3y65p8jdbj55xqt0,0,78.5,21.3,2022-12-26T15:17:19.264Z,2022-12-27T22:01:19Z,3957710959,213,1.6,3957710953,140,78.4,3958084159,178,,3957710955,141,23.7,3957711039,236,,3956217003,56,Center,3957830575,233,145,3957710957,212,1.6,2vw0m5bib6bnr5n1hsxkxe904,D. Kanu,,3957711041,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258853,145,74,1,14,55,5jjqm8h6qm1w4s5f93uubhdrj,1,22.6,81.4,2022-12-26T15:17:19.338Z,2022-12-27T22:01:23Z,3958084177,178,,3957830579,233,120,3956217139,56,Back,3956217141,285,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258855,146,49,1,14,56,5jjqm8h6qm1w4s5f93uubhdrj,1,26.6,83.3,2022-12-26T15:17:20.514Z,2022-12-27T22:01:26Z,,,,,,,,,,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259061,147,1,1,14,58,5jjqm8h6qm1w4s5f93uubhdrj,1,28.8,84.5,2022-12-26T15:17:22.901Z,2022-12-27T22:01:29Z,3956218243,140,35.9,3958084219,178,,3956218249,213,0.8,3956218241,56,Back,3956218247,212,10.5,3956218245,141,95.4,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259095,148,1,1,15,4,5jjqm8h6qm1w4s5f93uubhdrj,0,62.4,94.8,2022-12-26T15:17:29.135Z,2022-12-27T21:30:36Z,3956218407,140,80.7,3956218415,1,,3956218405,56,Center,3956218411,212,32.1,3956218403,155,,3958066301,178,,3956218413,213,5.4,3956218409,141,56.9,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259173,121,12,1,15,6,2ezfenuwk3y65p8jdbj55xqt0,1,15.4,47.8,2022-12-26T15:17:31.078Z,2022-12-27T21:30:48Z,3956218939,167,,3956218869,56,Back,3956218873,141,0.0,3956218875,212,35.6,3956219075,15,,3956218871,140,4.1,3958066395,178,,3956218877,213,4.4,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259181,122,5,1,15,10,2ezfenuwk3y65p8jdbj55xqt0,0,3.1,-1.4,2022-12-26T15:17:34.819Z,2022-12-27T21:30:53Z,3956218913,347,,3956220663,233,149,3956218911,56,Back,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259467,149,5,1,15,10,5jjqm8h6qm1w4s5f93uubhdrj,1,96.9,101.4,2022-12-26T15:17:34.819Z,2022-12-27T21:30:53Z,3956220577,347,,3956220575,56,Left,3956220633,233,122,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259829,150,1,1,15,35,5jjqm8h6qm1w4s5f93uubhdrj,1,97.3,100,2022-12-26T15:17:59.838Z,2022-12-27T21:30:57Z,3956222591,56,Left,3956222589,107,,3956222597,212,14.4,3956222595,141,92.7,3956222593,140,84.9,3956222599,213,3.6,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259835,151,50,1,15,38,5jjqm8h6qm1w4s5f93uubhdrj,1,94.8,83.2,2022-12-26T15:18:02.996Z,2022-12-27T22:03:06Z,3956222629,286,,3956222625,56,Left,3956222983,233,123,,,,,,,,,,,,,,,,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259877,123,7,1,15,39,2ezfenuwk3y65p8jdbj55xqt0,1,5.2,16.8,2022-12-26T15:18:03.742Z,2022-12-27T21:32:27Z,3956222891,285,,3957711759,385,,3956222883,56,Back,3956222875,167,,3956222941,233,151,3958067501,178,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259917,124,6,1,15,42,2ezfenuwk3y65p8jdbj55xqt0,0,0,8,2022-12-26T15:18:06.968Z,2022-12-27T21:32:28Z,3956223149,56,Back,3956223151,73,,3956223265,233,152,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259887,152,6,1,15,42,5jjqm8h6qm1w4s5f93uubhdrj,1,100,92,2022-12-26T15:18:06.968Z,2022-12-27T21:32:29Z,3956222967,73,,3956222961,56,Left,3956223231,233,124,,,,,,,,,,,,,,,,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260557,153,1,1,16,11,5jjqm8h6qm1w4s5f93uubhdrj,0,99.5,99.5,2022-12-26T15:18:35.636Z,2022-12-27T21:32:32Z,3956226707,6,,3956226719,140,93.6,3956226727,212,39.9,3956226709,155,,3958067553,178,,3957711879,20,,3956226731,213,4.6,3956226715,56,Center,kxfjnow9ky2mxefjujv392ol,J. Ward,,3956226723,141,3956226705,2,,3956226711,223,,3956226735,1,,,,,,,,,,,,,,,41.5,,,,,,,,
2493260577,126,44,1,16,13,2ezfenuwk3y65p8jdbj55xqt0,1,5.2,58.6,2022-12-26T15:18:37.431Z,2022-12-28T05:43:15Z,3956226851,233,154,3956226821,285,,3956226819,56,Back,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260571,154,44,1,16,13,5jjqm8h6qm1w4s5f93uubhdrj,0,94.8,41.4,2022-12-26T15:18:37.432Z,2022-12-27T21:32:38Z,3956226789,286,,3956226901,233,126,3956226785,56,Center,,,,,,,,,,,,,,,,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260609,127,12,1,16,13,2ezfenuwk3y65p8jdbj55xqt0,1,5.1,55.4,2022-12-26T15:18:37.505Z,2022-12-28T05:43:15Z,3956226957,56,Back,3956227051,167,,3956226961,140,0.0,3956226963,141,72.4,3956226973,213,2.1,3958067729,388,,3956226967,212,13.2,3956227195,15,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260613,128,6,1,16,15,2ezfenuwk3y65p8jdbj55xqt0,0,0,62.9,2022-12-26T15:18:39.618Z,2022-12-27T21:32:50Z,3956226991,56,Back,3956226993,73,,3956227227,233,155,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260639,155,6,1,16,15,5jjqm8h6qm1w4s5f93uubhdrj,1,100,37.1,2022-12-26T15:18:39.618Z,2022-12-27T21:32:50Z,3956227173,233,128,3956227145,75,,3956227141,56,Center,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261437,156,1,1,16,44,5jjqm8h6qm1w4s5f93uubhdrj,1,99.5,0.5,2022-12-26T15:19:08.817Z,2022-12-28T05:43:16Z,3956231381,141,36.9,3956234891,154,,3957712375,72,,3956231377,56,Center,3958067759,178,,3956231369,2,,3956231387,213,1.9,3956231379,140,91.6,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,1,3956234889,210,3956231383,212,26.1,3956231375,223,,3956231371,6,,,,,,,,,,,,,,,13,,,,,,,,
2493610797,804,67,1,16,45,5jjqm8h6qm1w4s5f93uubhdrj,1,94.1,42.2,2022-12-26T15:19:10.028Z,2022-12-28T05:43:15Z,3958084983,233,824,,,,,,,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493610795,824,67,1,16,45,2ezfenuwk3y65p8jdbj55xqt0,0,5.9,57.8,2022-12-26T15:19:10.029Z,2022-12-27T22:04:25Z,3958084987,233,804,,,,,,,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261449,157,13,1,16,45,5jjqm8h6qm1w4s5f93uubhdrj,1,93.7,41.9,2022-12-26T15:19:10.052Z,2022-12-28T05:43:16Z,3956231449,17,,3958067847,178,,3956234913,84,,3956234925,103,15.3,3956234917,154,,3956234929,230,99.0,3956234919,55,156,3956234927,328,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,3956232635,25,3956234915,29,,3956234931,231,48.0,3956234923,102,3956231451,56,Center,3956234911,72,,,,,,,,,,,42.4,,,,,,,
2493261459,129,5,1,16,46,2ezfenuwk3y65p8jdbj55xqt0,1,-1.1,62,2022-12-26T15:19:11.119Z,2022-12-27T21:33:12Z,3956231499,346,,3956231493,56,Back,3956231601,233,158,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261471,158,5,1,16,46,5jjqm8h6qm1w4s5f93uubhdrj,0,101.1,38,2022-12-26T15:19:11.119Z,2022-12-27T21:33:11Z,3956231541,56,Center,3956231643,233,129,3956231543,346,,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262295,130,1,1,17,21,2ezfenuwk3y65p8jdbj55xqt0,0,5,60.2,2022-12-26T15:19:45.572Z,2022-12-27T21:33:16Z,3956235951,140,68.7,3956235957,213,0.2,3956235947,124,,3956235955,212,68.2,3956235949,56,Left,3956235961,74,,3956235953,141,79.6,3956235959,1,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262323,159,1,1,17,25,5jjqm8h6qm1w4s5f93uubhdrj,0,27.6,35.5,2022-12-26T15:19:49.297Z,2022-12-27T21:33:19Z,3956236103,140,55.7,3956236109,213,6.0,3958067941,388,,3956236099,3,,3956236107,212,30.8,3956236101,56,Center,3956236105,141,22.4,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262411,131,1,1,17,26,2ezfenuwk3y65p8jdbj55xqt0,0,47.2,86.5,2022-12-26T15:19:50.412Z,2022-12-27T21:33:25Z,3956236627,141,29.7,3956236633,1,,3956236621,157,,3956236625,140,55.0,3956236623,56,Center,3956236631,213,4.9,3958067985,178,,3956236629,212,39.5,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262417,160,44,1,17,29,5jjqm8h6qm1w4s5f93uubhdrj,1,43.2,64.9,2022-12-26T15:19:53.560Z,2022-12-28T05:43:17Z,3956236671,285,,3956236669,56,Back,3956236741,233,132,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262419,132,44,1,17,29,2ezfenuwk3y65p8jdbj55xqt0,0,56.8,35.1,2022-12-26T15:19:53.561Z,2022-12-27T21:33:28Z,3956236675,286,,3956236849,233,160,3956236673,56,Center,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262441,161,1,1,17,29,5jjqm8h6qm1w4s5f93uubhdrj,0,42.2,61.8,2022-12-26T15:19:53.640Z,2022-12-28T05:43:17Z,3956236811,212,25.2,3956236805,56,Center,3956236807,140,64.5,3958068067,388,,3956236813,213,5.9,3956236809,141,48.0,3956236803,3,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262525,133,1,1,17,31,2ezfenuwk3y65p8jdbj55xqt0,1,36.9,53.8,2022-12-26T15:19:56.139Z,2022-12-27T21:33:38Z,3958068177,178,,3956237269,140,46.6,3956237273,212,21.2,3956237265,3,,3956237275,213,5.2,3956237271,141,26.4,3956237267,56,Back,,,,2kecmwyt730pi8z3pnsqs1l1x,S. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262529,134,44,1,17,33,2ezfenuwk3y65p8jdbj55xqt0,1,48.6,23.6,2022-12-26T15:19:58.153Z,2022-12-28T05:43:18Z,3956237281,56,Back,3956237283,285,,3956237317,233,162,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262505,162,44,1,17,33,5jjqm8h6qm1w4s5f93uubhdrj,0,51.4,76.4,2022-12-26T15:19:58.154Z,2022-12-27T21:33:43Z,3956237155,286,,3956237153,56,Center,3956237347,233,134,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262559,135,1,1,17,33,2ezfenuwk3y65p8jdbj55xqt0,0,48,26.4,2022-12-26T15:19:58.217Z,2022-12-28T05:43:18Z,3956237403,56,Center,3956237409,212,8.6,3956237407,141,28.2,3958068269,388,,3956237401,3,,3956237405,140,56.1,3956237411,213,0.1,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262567,163,1,1,17,34,5jjqm8h6qm1w4s5f93uubhdrj,1,46.9,78.2,2022-12-26T15:19:59.182Z,2022-12-27T21:33:57Z,3956237437,140,58.1,3956237443,213,6.0,3956237435,56,Center,3956237433,3,,3956237441,212,12.2,3958068395,178,,3956237439,141,73.6,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262579,164,49,1,17,35,5jjqm8h6qm1w4s5f93uubhdrj,1,54.3,76.4,2022-12-26T15:20:00.225Z,2022-12-27T21:34:02Z,,,,,,,,,,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262671,165,1,1,17,36,5jjqm8h6qm1w4s5f93uubhdrj,0,54.3,76.4,2022-12-26T15:20:00.283Z,2022-12-27T21:34:07Z,3956237979,56,Center,3956237999,1,,3956237987,141,69.3,3958068537,178,,3956237975,155,,3956237995,213,6.1,3956237983,140,85.0,3956237991,212,32.6,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262695,136,52,1,17,41,2ezfenuwk3y65p8jdbj55xqt0,1,14.1,42.1,2022-12-26T15:20:05.331Z,2022-12-27T21:34:10Z,3957713929,376,,3958068553,178,,,,,,,,,,,,,,,,,,,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262885,137,1,1,17,42,2ezfenuwk3y65p8jdbj55xqt0,1,15,42.1,2022-12-26T15:20:06.786Z,2022-12-27T21:34:13Z,3956239175,140,27.1,3956239171,123,,3958068617,178,,3956239177,141,47.6,3956239181,213,0.3,3956239179,212,13.2,3956239173,56,Back,,,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262929,138,1,1,17,46,2ezfenuwk3y65p8jdbj55xqt0,1,29.2,49.9,2022-12-26T15:20:10.496Z,2022-12-27T21:34:17Z,3956239363,141,86.8,3958068669,178,,3956239361,140,28.5,3956239367,213,1.6,3956239365,212,25.1,3956239359,56,Back,,,,,,,2kecmwyt730pi8z3pnsqs1l1x,S. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262955,139,1,1,17,48,2ezfenuwk3y65p8jdbj55xqt0,1,28.8,86.2,2022-12-26T15:20:12.911Z,2022-12-27T21:34:21Z,3956239539,212,8.5,3956239533,56,Back,3956239541,213,0.7,3958068693,178,,3956239535,140,35.2,3956239537,141,93.8,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263043,140,1,1,17,50,2ezfenuwk3y65p8jdbj55xqt0,1,35.6,94.1,2022-12-26T15:20:15.081Z,2022-12-27T21:34:24Z,3956240031,56,Back,3956240037,212,11.5,3956240035,141,86.9,3956240033,140,25.7,3958068733,178,,3956240039,213,3.6,,,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263185,141,1,1,17,53,2ezfenuwk3y65p8jdbj55xqt0,1,24.4,85.4,2022-12-26T15:20:17.407Z,2022-12-27T21:34:28Z,3958068793,178,,3956240759,212,26.1,3956240753,56,Back,3956240755,140,4.2,3956240757,141,63.0,3956240763,213,3.8,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263277,142,1,1,17,56,2ezfenuwk3y65p8jdbj55xqt0,0,3,69.3,2022-12-26T15:20:20.863Z,2022-12-27T21:34:35Z,3956241271,140,44.4,3956241277,213,0.5,3956241267,157,,3956241275,212,48.8,3958068885,178,,3956241273,141,100.0,3956241279,1,,3956241269,56,Back,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263337,144,5,1,17,59,2ezfenuwk3y65p8jdbj55xqt0,0,42.1,101.5,2022-12-26T15:20:23.876Z,2022-12-27T21:34:39Z,3956241807,233,166,3956241575,56,Back,3956241577,347,,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263367,166,5,1,17,59,5jjqm8h6qm1w4s5f93uubhdrj,1,57.9,-1.5,2022-12-26T15:20:23.876Z,2022-12-27T21:34:38Z,3956241753,56,Right,3956241789,233,144,3956241755,347,,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263283,143,43,1,18,2,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-12-26T15:20:26.493Z,2022-12-26T15:20:41Z,3956241315,56,Back,3956243499,144,61,,,,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263599,167,1,1,18,3,5jjqm8h6qm1w4s5f93uubhdrj,1,38.4,0,2022-12-26T15:20:28.136Z,2022-12-27T21:34:44Z,3956242933,56,Back,3956242941,212,19.3,3956242945,213,1.8,3956242937,141,25.8,3956242931,107,,3956242935,140,34.5,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493263695,168,1,1,18,13,5jjqm8h6qm1w4s5f93uubhdrj,1,32.6,37.7,2022-12-26T15:20:37.537Z,2022-12-27T21:34:47Z,3956243377,56,Back,3956243395,212,18.2,3956243387,141,11.1,3956243399,213,4.8,3956243379,140,34.3,3958069027,178,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
