id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2504851551,9,1,1,0,22,82kapkjwonlv9j1ui0ytv5sii,0,91.6,3.1,2023-02-06T11:21:41.709Z,2023-02-07T08:30:09Z,4017124363,140,87.9,4017124365,141,3.2,4017124369,213,3.1,4017124361,56,Right,4018433049,178,,4017124385,233,6,4017124389,286,,4017124367,212,3.9,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,4017124383,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851549,6,74,1,0,22,ahm0t06rup1bkd9z0mxl2lmph,1,17.8,94.2,2023-02-06T11:21:41.765Z,2023-02-07T08:30:06Z,4017124359,285,,4018433115,178,,4017124357,56,Back,4017124423,233,9,,,,,,,,,,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851557,7,5,1,0,23,ahm0t06rup1bkd9z0mxl2lmph,0,19.7,101.3,2023-02-06T11:21:42.671Z,2023-02-07T08:30:15Z,4017124409,347,,4017124407,56,Back,4017124439,233,10,,,,,,,,,,,,,,,,7cznyew8xg3fxfqeexid7pxt6,B. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851565,10,5,1,0,23,82kapkjwonlv9j1ui0ytv5sii,1,80.3,-1.3,2023-02-06T11:21:42.671Z,2023-02-07T08:30:14Z,4017124431,56,Right,4017124435,233,7,4017124433,347,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851603,11,1,1,0,39,82kapkjwonlv9j1ui0ytv5sii,0,82.5,0,2023-02-06T11:21:58.933Z,2023-02-07T08:30:21Z,4017124591,56,Right,4017124595,141,8.6,4017124599,213,0.5,4017124593,140,95.5,4017124597,212,15.3,4017124589,107,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851595,8,8,1,0,41,ahm0t06rup1bkd9z0mxl2lmph,1,6.3,87.2,2023-02-06T11:22:00.579Z,2023-02-07T08:31:09Z,4018433763,388,,4017124565,56,Back,4017320865,383,,,,,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851607,9,61,1,0,42,ahm0t06rup1bkd9z0mxl2lmph,1,7.5,86.9,2023-02-06T11:22:01.632Z,2023-02-07T08:30:46Z,4018433559,178,,4017124605,56,Back,,,,,,,,,,,,,,,,,,,7cznyew8xg3fxfqeexid7pxt6,B. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851605,12,61,1,0,42,82kapkjwonlv9j1ui0ytv5sii,1,98.1,9.8,2023-02-06T11:22:01.780Z,2023-02-07T08:30:51Z,4018433615,178,,4017124603,56,Right,,,,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505106921,829,83,1,0,44,82kapkjwonlv9j1ui0ytv5sii,1,98.7,9,2023-02-06T11:22:03.084Z,2023-02-07T08:55:20Z,4018449869,399,450529,,,,,,,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851617,10,1,1,0,44,ahm0t06rup1bkd9z0mxl2lmph,0,2.1,94.6,2023-02-06T11:22:03.953Z,2023-02-07T08:31:01Z,4017124637,212,1.8,4017124947,286,,4018433697,178,,4017124635,141,94.6,4017124941,236,,4017124943,233,13,4017124641,1,,4017124629,157,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,4017124633,140,3.8,4017124631,56,Back,4017124639,213,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851615,13,74,1,0,45,82kapkjwonlv9j1ui0ytv5sii,1,96.4,4.9,2023-02-06T11:22:04.316Z,2023-02-07T08:31:04Z,4017124939,285,,4018433725,178,,4017124627,56,Right,4017124949,233,10,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505106943,830,67,1,0,45,82kapkjwonlv9j1ui0ytv5sii,1,96,6.1,2023-02-06T11:22:04.740Z,2023-02-07T10:44:21Z,4018450047,233,896,,,,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505106941,896,67,1,0,45,ahm0t06rup1bkd9z0mxl2lmph,0,4,93.9,2023-02-06T11:22:04.741Z,2023-02-07T08:56:06Z,4018450051,233,830,,,,,,,,,,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504884851,782,50,1,0,46,82kapkjwonlv9j1ui0ytv5sii,1,96.2,4.4,2023-02-06T11:22:05.134Z,2023-02-07T08:31:35Z,4017298103,286,,4017298291,233,868,4017298101,56,Right,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504884883,868,7,1,0,46,ahm0t06rup1bkd9z0mxl2lmph,0,3.8,95.6,2023-02-06T11:22:05.261Z,2023-02-07T08:32:02Z,4017298275,285,,4017298273,56,Back,4017298283,233,782,4017324085,383,,4018434307,178,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504889465,788,61,1,0,46,82kapkjwonlv9j1ui0ytv5sii,1,95.2,6.4,2023-02-06T11:22:05.363Z,2023-02-07T08:32:06Z,4018434089,178,,4017323381,56,Right,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851623,11,1,1,0,47,ahm0t06rup1bkd9z0mxl2lmph,0,5.4,90.5,2023-02-06T11:22:06.052Z,2023-02-07T08:31:45Z,4017124665,212,19.1,4017124669,1,,4018434137,178,,4017124657,157,,4017124661,140,22.7,4017124663,141,81.8,4017124659,56,Back,4017124667,213,6.0,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851627,14,1,1,0,48,82kapkjwonlv9j1ui0ytv5sii,0,76.4,11,2023-02-06T11:22:07.681Z,2023-02-07T08:31:48Z,4017124687,141,23.5,4018434173,178,,4017124691,213,1.0,4017124685,140,81.5,4017124689,212,10.0,4017124683,56,Center,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851647,12,1,1,0,49,ahm0t06rup1bkd9z0mxl2lmph,0,20.1,65.8,2023-02-06T11:22:08.783Z,2023-02-07T08:31:55Z,4017124783,157,,4017124785,56,Back,4017124789,141,50.4,4017124791,212,21.6,4018434221,178,,4017124795,1,,4017124787,140,38.1,4017124793,213,5.8,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851649,13,44,1,0,52,ahm0t06rup1bkd9z0mxl2lmph,1,39.4,53.7,2023-02-06T11:22:11.823Z,2023-02-07T10:44:22Z,4017124801,285,,4017124831,233,15,4017124799,56,Back,,,,,,,,,,,,,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851651,15,44,1,0,52,82kapkjwonlv9j1ui0ytv5sii,0,60.6,46.3,2023-02-06T11:22:11.824Z,2023-02-07T08:32:15Z,4017124803,56,Center,4017124811,233,13,4017124805,286,,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504863449,420,1,1,0,52,ahm0t06rup1bkd9z0mxl2lmph,0,39.1,41.6,2023-02-06T11:22:11.872Z,2023-02-07T10:44:22Z,4017188267,56,Back,4017188265,3,,4017188273,212,8.7,4017188269,140,47.1,4018434477,388,,4017188275,213,0.3,4017188271,141,45.2,,,,uluqgj69z6yunsl8m505lyi,T. Goodrham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851653,16,43,1,0,56,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-02-06T11:22:15.433Z,2023-02-06T11:23:03Z,4017124807,56,Center,4017125157,144,50,4017124809,286,0,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851663,14,43,1,0,58,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-06T11:22:17.933Z,2023-02-06T11:22:54Z,4017124849,56,Back,4017124853,265,0,4017124847,13,0,4017125093,144,4,4017124851,152,0,4017124855,286,0,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851721,15,68,1,1,36,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-06T11:22:55.254Z,2023-02-07T08:32:24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851723,17,68,1,1,36,82kapkjwonlv9j1ui0ytv5sii,0,0,0,2023-02-06T11:22:55.278Z,2023-02-07T08:32:29Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851725,16,49,1,1,37,ahm0t06rup1bkd9z0mxl2lmph,1,42.1,52.1,2023-02-06T11:22:56.918Z,2023-02-07T08:32:34Z,,,,,,,,,,,,,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851727,17,1,1,1,40,ahm0t06rup1bkd9z0mxl2lmph,1,42,51.5,2023-02-06T11:22:59.319Z,2023-02-07T08:32:37Z,4017125145,56,Back,4017125149,141,33.9,4017125151,212,15.7,4018434707,178,,4017125153,213,4.0,4017125147,140,32.3,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851731,18,1,1,1,42,ahm0t06rup1bkd9z0mxl2lmph,1,32.4,31,2023-02-06T11:23:01.571Z,2023-02-07T08:32:40Z,4017125181,213,0.3,4018434759,178,,4017125177,141,36.6,4017125179,212,12.2,4017125175,140,43.4,4017125173,56,Back,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851737,18,45,1,1,44,82kapkjwonlv9j1ui0ytv5sii,0,61.6,69.6,2023-02-06T11:23:03.493Z,2023-02-07T08:32:53Z,4017125227,233,19,4017125219,285,,4017125217,56,Center,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851733,19,3,1,1,44,ahm0t06rup1bkd9z0mxl2lmph,1,38.4,30.4,2023-02-06T11:23:03.493Z,2023-02-07T08:32:53Z,4017326361,464,,4017125211,286,,4017125223,233,18,4018434905,178,,4017125209,56,Back,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851739,20,1,1,1,45,ahm0t06rup1bkd9z0mxl2lmph,1,41.9,31.4,2023-02-06T11:23:04.786Z,2023-02-07T08:32:56Z,4017125237,212,6.3,4018434933,178,,4017125233,140,47.3,4017125231,56,Back,4017125235,141,27.4,4017125239,213,5.8,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851741,21,4,1,1,46,ahm0t06rup1bkd9z0mxl2lmph,1,44,26.2,2023-02-06T11:23:05.777Z,2023-02-07T08:33:02Z,4017125243,13,,4017125249,265,,4017125245,56,Back,4017125251,286,,4017125247,152,,4017125339,233,19,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851753,19,4,1,1,46,82kapkjwonlv9j1ui0ytv5sii,0,56,73.8,2023-02-06T11:23:05.778Z,2023-02-07T08:33:02Z,4017125309,13,,4017125317,285,,4017125343,233,21,4018434989,178,,4017125313,152,,4017125311,56,Center,4017125315,265,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851759,22,1,1,1,58,ahm0t06rup1bkd9z0mxl2lmph,1,42.8,37.3,2023-02-06T11:23:17.059Z,2023-02-07T08:33:15Z,4017125361,213,2.2,4017125357,141,64.2,4017125349,5,,4017125351,152,,4017125359,212,22.8,4017125355,140,29.8,4018435131,178,,4017125353,56,Back,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851765,23,1,1,2,2,ahm0t06rup1bkd9z0mxl2lmph,1,30.9,69.3,2023-02-06T11:23:21.227Z,2023-02-07T08:33:26Z,4017125379,141,90.9,4017125375,56,Back,4017125377,140,45.8,4017125381,212,21.5,4018435295,178,,4017125383,213,0.8,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851767,24,1,1,2,4,ahm0t06rup1bkd9z0mxl2lmph,0,45,90.9,2023-02-06T11:23:23.161Z,2023-02-07T08:33:30Z,4017125391,140,48.8,4017125399,1,,4017125393,141,86.5,4017125389,56,Back,4017125395,212,5.0,4017125405,236,,4017125387,157,,4018435323,178,,7cznyew8xg3fxfqeexid7pxt6,B. Fleming,4017125411,286,,4017125397,213,5.6,4017125407,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851769,20,74,1,2,4,82kapkjwonlv9j1ui0ytv5sii,1,45.4,5.6,2023-02-06T11:23:23.260Z,2023-02-07T08:33:33Z,4018435361,21,,4017125413,233,24,4018435363,178,,4017125403,285,,4017125401,56,Back,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504851773,25,61,1,2,4,ahm0t06rup1bkd9z0mxl2lmph,1,48.6,85,2023-02-06T11:23:23.453Z,2023-02-07T08:33:41Z,4017125425,56,Back,4018435415,15,,4018435417,178,,,,,,,,,,,,,,,,,7cznyew8xg3fxfqeexid7pxt6,B. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505107207,832,67,1,2,6,82kapkjwonlv9j1ui0ytv5sii,1,52.6,24.3,2023-02-06T11:23:25.066Z,2023-02-07T10:44:22Z,4018451705,233,904,,,,,,,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505107203,904,67,1,2,6,ahm0t06rup1bkd9z0mxl2lmph,0,47.4,75.7,2023-02-06T11:23:25.067Z,2023-02-07T08:58:40Z,4018451719,233,832,,,,,,,,,,,,,,,,,,,,,,7cznyew8xg3fxfqeexid7pxt6,B. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504860975,382,1,1,2,6,82kapkjwonlv9j1ui0ytv5sii,1,54.2,24.4,2023-02-06T11:23:25.072Z,2023-02-07T10:44:23Z,4018435491,178,,4017177805,213,3.2,4017177801,141,24.0,4017177803,212,7.6,4017177797,56,Back,4017177799,140,47.0,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
