id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2484598115,6,5,1,0,7,8rfydplrc9ki0sirqi0drcybk,0,83.6,-1.6,2022-11-12T15:01:56.208Z,2022-11-15T04:06:25Z,3910445773,56,Right,3910445775,347,,3910447425,233,4,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598117,3,43,1,0,9,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-11-12T15:01:57.640Z,2022-11-12T15:02:01Z,3910445777,56,Back,3910446233,144,44,3910445779,285,0,,,,,,,,,,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598509,5,1,1,0,21,5pfqedkme2kabtqhkln35pf3l,1,11.2,100,2022-11-12T15:02:09.396Z,2022-11-15T04:06:35Z,3910447523,213,5.8,3910447513,107,,3910447515,56,Back,3910447519,141,95.3,3910447521,212,9.4,3910447517,140,19.0,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598535,6,1,1,0,21,5pfqedkme2kabtqhkln35pf3l,1,19,95.3,2022-11-12T15:02:10.183Z,2022-11-15T04:06:41Z,3910447623,56,Back,3910447639,213,3.2,3910447631,141,94.2,3917272641,178,,3910447637,212,11.6,3910447627,140,8.0,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598561,7,1,1,0,23,5pfqedkme2kabtqhkln35pf3l,1,8,94.2,2022-11-12T15:02:11.486Z,2022-11-15T04:06:47Z,3910447765,56,Back,3910447775,212,11.3,3910447779,213,0.3,3910447767,140,18.4,3917272661,178,,3910447771,141,98.7,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598607,8,1,1,0,23,5pfqedkme2kabtqhkln35pf3l,1,18.4,98.7,2022-11-12T15:02:12.202Z,2022-11-15T04:06:54Z,3910447965,212,8.4,3910447963,141,90.9,3917272693,178,,3910447961,140,12.2,3910447959,56,Back,3910447967,213,3.8,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598641,9,1,1,0,25,5pfqedkme2kabtqhkln35pf3l,1,12,89.9,2022-11-12T15:02:14.021Z,2022-11-15T04:06:58Z,3910448117,141,97.7,3917272701,178,,3910448121,213,0.3,3910448113,56,Back,3910448115,140,26.7,3910448119,212,16.3,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598717,10,1,1,0,27,5pfqedkme2kabtqhkln35pf3l,1,33.5,97.1,2022-11-12T15:02:16.135Z,2022-11-15T04:07:02Z,3910448479,141,76.9,3917272717,178,,3910448481,212,19.7,3910448475,140,46.9,3910448483,213,5.5,3910448471,56,Back,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485811717,918,3,1,0,29,5pfqedkme2kabtqhkln35pf3l,0,46.6,69.7,2022-11-12T15:02:17.993Z,2022-11-15T04:07:09Z,3916855357,286,,3916855361,467,f1rmwe24zg4697bqpc3z0y40l,3916855355,56,Back,3916855359,464,,3917272751,178,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598727,11,4,1,0,29,5pfqedkme2kabtqhkln35pf3l,1,43.9,74.5,2022-11-12T15:02:18.167Z,2022-11-15T04:07:59Z,3910448511,13,,3910448645,233,7,3910448517,265,,3910448519,286,,3910448513,56,Back,3910448515,152,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598745,7,4,1,0,29,8rfydplrc9ki0sirqi0drcybk,0,56.1,25.5,2022-11-12T15:02:18.168Z,2022-11-15T04:07:58Z,3917272965,178,,3910448587,13,,3910448675,233,11,3910448595,152,,3910448599,265,,3910448591,56,Center,3910448603,285,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599105,13,1,1,0,41,5pfqedkme2kabtqhkln35pf3l,1,43.9,71.3,2022-11-12T15:02:29.485Z,2022-11-15T04:08:05Z,3917273021,178,,3910450409,152,,3910450407,5,,3910450411,56,Back,3910450419,212,27.8,3910450415,141,36.1,3910450423,213,4.2,3910450413,140,30.5,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599193,14,1,1,0,44,5pfqedkme2kabtqhkln35pf3l,1,31.8,40.4,2022-11-12T15:02:32.496Z,2022-11-15T04:08:11Z,3910450785,56,Back,3910450791,212,25.4,3910450789,141,6.9,3910450793,213,5.2,3910450787,140,42.4,3917273067,178,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599289,15,1,1,0,47,5pfqedkme2kabtqhkln35pf3l,1,43.7,5.3,2022-11-12T15:02:35.857Z,2022-11-15T04:08:15Z,3910451211,212,26.8,3910451207,140,23.7,3910451213,213,2.5,3917273093,178,,3910451209,141,29.7,3910451205,56,Back,,,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599345,16,1,1,0,51,5pfqedkme2kabtqhkln35pf3l,1,28.9,33.7,2022-11-12T15:02:39.425Z,2022-11-15T04:08:19Z,3910451537,56,Back,3917273123,178,,3910451545,213,1.5,3910451543,212,24.6,3910451539,140,31.3,3910451541,141,69.7,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599465,17,1,1,0,53,5pfqedkme2kabtqhkln35pf3l,1,29.1,66.3,2022-11-12T15:02:41.937Z,2022-11-15T04:08:22Z,3910452077,56,Back,3917273143,178,,3910452083,212,19.6,3910452085,213,0.6,3910452081,141,81.7,3910452079,140,44.9,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599483,18,1,1,0,56,5pfqedkme2kabtqhkln35pf3l,0,41.2,86.2,2022-11-12T15:02:44.213Z,2022-11-15T04:08:32Z,3917273191,178,,3910452191,141,89.6,3910452183,56,Back,3910452689,236,,3910452185,140,44.7,3910452701,286,,3910452199,212,4.3,3910452203,213,0.6,f0sa0skucdf742t06hsmi8ne2,L. Gordon,3910452693,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599581,9,74,1,0,56,8rfydplrc9ki0sirqi0drcybk,1,57.4,5,2022-11-12T15:02:44.316Z,2022-11-15T04:08:36Z,3917273213,178,,3910452593,56,Right,3910452757,233,18,3910452597,285,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599621,10,5,1,0,56,8rfydplrc9ki0sirqi0drcybk,0,59.6,-1.6,2022-11-12T15:02:45.202Z,2022-11-15T04:08:43Z,3910452789,56,Right,3910452845,233,19,3910452791,347,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599625,19,5,1,0,56,5pfqedkme2kabtqhkln35pf3l,1,40.4,101.6,2022-11-12T15:02:45.202Z,2022-11-15T04:08:43Z,3910452799,347,,3910452821,233,10,3910452797,56,Back,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599669,20,1,1,1,1,5pfqedkme2kabtqhkln35pf3l,1,38,100,2022-11-12T15:02:49.641Z,2022-11-15T04:08:48Z,3910453027,140,39.8,3910453031,212,7.2,3910453029,141,91.8,3910453033,213,5.0,3910453023,107,,3910453025,56,Back,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599849,21,1,1,1,2,5pfqedkme2kabtqhkln35pf3l,1,39.8,91.2,2022-11-12T15:02:50.698Z,2022-11-15T04:08:53Z,3910453923,56,Back,3910453925,140,38.1,3910453929,212,5.4,3910453927,141,98.7,3910453931,213,1.9,3917273291,178,,,,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599863,22,4,1,1,4,5pfqedkme2kabtqhkln35pf3l,1,27.2,95.2,2022-11-12T15:02:52.917Z,2022-11-15T04:09:04Z,3910454003,13,,3910454009,56,Back,3910454007,295,,3910454015,285,,3910454233,233,11,3910454013,152,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599893,11,4,1,1,4,8rfydplrc9ki0sirqi0drcybk,0,72.8,4.8,2022-11-12T15:02:52.918Z,2022-11-15T04:09:04Z,3910454145,13,,3910454149,56,Right,3910454153,286,,3910454151,152,,3910454257,233,22,3910454147,295,,3917273337,178,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600093,23,1,1,1,11,5pfqedkme2kabtqhkln35pf3l,1,29.1,96.6,2022-11-12T15:02:59.960Z,2022-11-15T04:09:08Z,3910455061,141,54.9,3910455063,212,37.4,3917273349,178,,3910455067,1,,3910455059,140,5.9,3910455055,152,,3910455057,56,Back,3910455065,213,4.0,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,3910455053,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600203,24,1,1,1,15,5pfqedkme2kabtqhkln35pf3l,1,5.8,54.9,2022-11-12T15:03:03.504Z,2022-11-15T04:09:13Z,3910455611,212,29.9,3910455607,140,26.8,3910455613,213,5.5,3910455605,56,Back,3917273371,178,,3910455609,141,25.2,,,,,,,byo7r7emgxz5oiauh2z75vpp1,J. Belshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600287,25,1,1,1,20,5pfqedkme2kabtqhkln35pf3l,1,26,23.9,2022-11-12T15:03:08.926Z,2022-11-15T04:09:18Z,3910455895,56,Back,3910455899,141,68.8,3910455901,212,30.6,3910455903,213,1.5,3910455897,140,27.9,3917273405,178,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600375,26,1,1,1,23,5pfqedkme2kabtqhkln35pf3l,1,26.4,67.5,2022-11-12T15:03:11.719Z,2022-11-15T04:09:21Z,3910456331,56,Back,3910456339,213,0.9,3917273427,178,,3910456335,141,97.8,3910456333,140,42.2,3910456337,212,26.5,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600399,12,45,1,1,26,8rfydplrc9ki0sirqi0drcybk,0,62.3,4,2022-11-12T15:03:14.504Z,2022-11-15T04:09:28Z,3910456743,233,27,3910456419,56,Right,3910456747,285,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600453,27,3,1,1,26,5pfqedkme2kabtqhkln35pf3l,1,37.7,96,2022-11-12T15:03:14.504Z,2022-11-15T04:09:28Z,3917273439,178,,3910456699,233,12,3916430733,465,,3910456685,286,,3910456683,56,Back,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600479,28,1,1,1,28,5pfqedkme2kabtqhkln35pf3l,1,50.2,96.5,2022-11-12T15:03:16.632Z,2022-11-15T04:10:05Z,3917273473,178,,3910456797,212,4.7,3910456795,141,90.8,3910456793,140,52.8,3910456799,213,5.3,3910456791,56,Left,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600559,29,1,1,1,29,5pfqedkme2kabtqhkln35pf3l,1,52.8,90.8,2022-11-12T15:03:17.314Z,2022-11-15T04:10:08Z,3910457247,56,Left,3910457251,141,97.4,3910457253,212,7.8,3910457255,213,0.6,3910457249,140,58.9,3917273549,178,,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485728473,881,61,1,1,29,5pfqedkme2kabtqhkln35pf3l,0,59.6,96.5,2022-11-12T15:03:18.195Z,2022-11-15T04:10:17Z,3916431251,56,Left,3917273573,178,,,,,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600595,13,1,1,1,31,8rfydplrc9ki0sirqi0drcybk,0,35.6,7.9,2022-11-12T15:03:19.296Z,2022-11-15T04:10:24Z,3916431737,213,6.0,3910457421,56,Back,3916431855,236,,3916431731,140,37.6,3916431733,141,7.1,3916799393,233,30,3917273603,178,,3916431857,286,,430ffnfs8g98t6tkctdqhhd78,D. Baker,3916431735,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600565,30,74,1,1,31,5pfqedkme2kabtqhkln35pf3l,1,63.4,91.4,2022-11-12T15:03:19.354Z,2022-11-15T04:10:27Z,3916799397,233,13,3916431801,285,,3910457271,56,Left,3917273625,178,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604651,41,3,1,1,32,8rfydplrc9ki0sirqi0drcybk,0,36.6,11.5,2022-11-12T15:03:20.487Z,2022-11-15T04:10:42Z,3910485079,286,,3916799409,233,48,3917273667,178,,3916432285,465,,3910477709,56,Back,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604469,48,7,1,1,32,5pfqedkme2kabtqhkln35pf3l,1,63.4,88.5,2022-11-12T15:03:20.647Z,2022-11-15T04:10:48Z,3910476751,285,,3917273691,178,,3910476749,56,Left,3910485039,233,41,3916432379,383,,,,,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600697,31,50,1,1,35,5pfqedkme2kabtqhkln35pf3l,1,80.8,83.9,2022-11-12T15:03:24.003Z,2022-11-15T04:10:57Z,3910457923,56,Left,3910457925,286,,3910458271,233,14,,,,,,,,,,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600755,14,7,1,1,35,8rfydplrc9ki0sirqi0drcybk,1,19.2,16.1,2022-11-12T15:03:24.092Z,2022-11-15T04:11:02Z,3917273763,389,,3910458147,56,Back,3910458151,285,,3916432487,384,,3910458221,233,31,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600763,15,49,1,1,37,8rfydplrc9ki0sirqi0drcybk,1,22.5,9.2,2022-11-12T15:03:25.907Z,2022-11-15T04:11:10Z,,,,,,,,,,,,,,,,,,,,,,,,,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600797,16,1,1,1,37,8rfydplrc9ki0sirqi0drcybk,1,22.5,9.2,2022-11-12T15:03:25.947Z,2022-11-15T04:11:14Z,3910458401,141,13.1,3910458403,212,4.9,3910458405,213,0.6,3910458399,140,26.4,3917273813,178,,3910458395,56,Back,,,,,,,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600905,17,1,1,1,39,8rfydplrc9ki0sirqi0drcybk,1,26.4,13.1,2022-11-12T15:03:27.608Z,2022-11-15T04:11:20Z,3910458947,140,28.1,3910458943,56,Back,3910458953,213,5.0,3910458949,141,3.4,3910458951,212,6.8,3917273833,178,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601029,18,1,1,1,41,8rfydplrc9ki0sirqi0drcybk,1,28.1,3.4,2022-11-12T15:03:29.662Z,2022-11-15T04:11:27Z,3910459563,140,69.7,3910459553,157,,3917273865,178,,3910459575,1,,3910459559,56,Center,3910459573,213,0.4,3910459567,141,31.9,3910459571,212,47.8,430ffnfs8g98t6tkctdqhhd78,D. Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601067,19,44,1,1,44,8rfydplrc9ki0sirqi0drcybk,1,68.6,31.3,2022-11-12T15:03:32.993Z,2022-11-15T05:00:09Z,3910459685,286,,3910459683,56,Center,3910459727,233,32,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
