id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/16/value
2523310355,15,4,1,0,32,5g1fnexeromjl0lvnxp8hpnhi,1,34.8,45.5,2023-03-21T19:46:23.926Z,2023-03-23T12:25:52Z,4114704847,294,,4114704855,233,14,4114704849,56,Back,4114704845,13,,4114704853,286,,4114704851,152,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310341,14,4,1,0,32,5qwskbjpa17fvmtuu5qijy7cz,0,65.2,54.5,2023-03-21T19:46:23.927Z,2023-03-23T12:25:52Z,4114704773,294,,4114704863,233,15,4114704771,13,,4114704867,285,,4114704777,152,,4114704775,56,Center,4117320607,388,,,,,46ums24te70jl5qclztg8xhwp,K. Adedoyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310321,14,43,1,0,33,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-03-21T19:46:25.065Z,2023-03-21T20:38:26Z,4114704683,140,46.5,4114704679,3,0,4114704681,56,Back,4114815573,144,1,4114704687,212,16.3,4114704685,141,32.1,4114704689,213,5.8,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310409,16,1,1,0,42,5g1fnexeromjl0lvnxp8hpnhi,1,40.4,46.4,2023-03-21T19:46:33.766Z,2023-03-23T12:26:00Z,4114705121,140,37.1,4114705123,141,26.4,4114705127,213,4.5,4117320783,178,,4114705117,152,,4114705115,5,,4114705125,212,14.0,4114705119,56,Back,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310427,17,1,1,0,45,5g1fnexeromjl0lvnxp8hpnhi,1,35.2,26.4,2023-03-21T19:46:36.864Z,2023-03-23T12:26:04Z,4114705223,212,46.1,4114705221,141,10.9,4114705217,56,Right,4114705227,1,,4114705225,213,6.1,4117320839,178,,4114705215,155,,4114705219,140,77.9,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310443,18,1,1,0,51,5g1fnexeromjl0lvnxp8hpnhi,0,84.6,11.3,2023-03-21T19:46:42.403Z,2023-03-23T12:26:09Z,4117320921,178,,4114705271,140,86.2,4114705275,212,16.5,4114705273,141,35.4,4114705269,56,Center,4114705277,213,1.5,,,,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310449,15,8,1,0,52,5qwskbjpa17fvmtuu5qijy7cz,1,10.8,70.9,2023-03-21T19:46:43.422Z,2023-03-23T12:26:15Z,4114705309,56,Back,4117321005,178,,4116221263,385,,,,,,,,,,,,,,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310459,19,1,1,0,55,5g1fnexeromjl0lvnxp8hpnhi,0,92.1,26.2,2023-03-21T19:46:46.728Z,2023-03-23T12:26:18Z,4114705341,212,13.7,4114705339,141,46.3,4114705343,213,1.6,4114705335,56,Center,4114705337,140,92.0,4117321099,178,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310469,16,12,1,0,56,5qwskbjpa17fvmtuu5qijy7cz,1,7.7,52.2,2023-03-21T19:46:47.442Z,2023-03-23T12:26:24Z,4114705389,141,100.0,4117321213,178,,4114705407,167,,4114705385,56,Back,4114705387,140,10.0,4114705391,212,33.7,4114705393,213,1.5,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310471,17,5,1,0,58,5qwskbjpa17fvmtuu5qijy7cz,0,12.6,101.8,2023-03-21T19:46:50.163Z,2023-03-23T12:26:27Z,4114705405,347,,4114705403,56,Back,4114705509,233,20,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310487,20,5,1,0,58,5g1fnexeromjl0lvnxp8hpnhi,1,87.4,-1.8,2023-03-21T19:46:50.163Z,2023-03-23T12:26:27Z,4114705477,233,17,4114705469,56,Right,4114705471,347,,,,,,,,,,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310505,22,1,1,1,7,5g1fnexeromjl0lvnxp8hpnhi,1,73.6,0,2023-03-21T19:46:58.420Z,2023-03-23T12:26:31Z,4114705589,213,1.8,4114713771,107,,4114705585,141,14.4,4114705587,212,11.5,4114705581,56,Right,4114705583,140,70.7,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310541,23,2,1,1,7,5g1fnexeromjl0lvnxp8hpnhi,1,70.8,14.7,2023-03-21T19:46:59.187Z,2023-03-23T12:26:35Z,4114705747,7,4lz9m2nwif7tql9hqsv2u7vft,4114705753,141,6.4,4114705751,140,67.5,4114705749,56,Right,4117321471,178,,,,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523323647,241,55,1,1,7,5qwskbjpa17fvmtuu5qijy7cz,1,22.6,35.1,2023-03-21T19:46:59.188Z,2023-03-23T12:26:35Z,4114817101,189,,,,,,,,,,,,,,,,,,,,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310691,19,1,1,1,48,5qwskbjpa17fvmtuu5qijy7cz,1,9.7,90.2,2023-03-21T19:47:40.072Z,2023-03-23T12:26:39Z,4114706497,213,0.0,4114817473,5,,4114706487,157,,4114706491,140,61.4,4114706493,141,93.3,4114706489,56,Left,4114706499,1,,4114817475,152,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,4117321567,178,,4114706495,212,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310697,20,1,1,1,51,5qwskbjpa17fvmtuu5qijy7cz,0,61.4,93.3,2023-03-21T19:47:42.709Z,2023-03-23T12:26:41Z,4114706527,56,Left,4114706535,213,5.4,4114706529,140,67.4,4117321599,388,,4114706525,3,,4114706533,212,9.6,4114706531,141,82.7,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310693,25,1,1,1,52,5g1fnexeromjl0lvnxp8hpnhi,0,34.8,25,2023-03-21T19:47:43.770Z,2023-03-23T12:26:44Z,4114706511,213,5.5,4114706509,212,9.9,4114706505,140,41.4,4117321663,178,,4114706507,141,14.7,4114706503,56,Back,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523836563,982,83,1,1,54,5g1fnexeromjl0lvnxp8hpnhi,1,39.9,7.9,2023-03-21T19:47:45.549Z,2023-03-23T13:29:17Z,4117438375,399,217633,,,,,,,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310727,21,1,1,1,54,5qwskbjpa17fvmtuu5qijy7cz,1,61.7,91.1,2023-03-21T19:47:46.125Z,2023-03-23T12:26:57Z,4114706657,212,12.3,4117321865,178,,4114706653,140,73.1,4114706651,56,Left,4114706659,213,6.1,4114706655,141,87.1,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310737,22,1,1,1,55,5qwskbjpa17fvmtuu5qijy7cz,1,73.1,87.1,2023-03-21T19:47:46.879Z,2023-03-23T12:27:01Z,4114706703,56,Left,4114706707,141,82.3,4114706705,140,67.2,4114706709,212,7.0,4117321975,178,,4114706711,213,3.6,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310741,23,1,1,1,56,5qwskbjpa17fvmtuu5qijy7cz,0,67.2,82.1,2023-03-21T19:47:47.793Z,2023-03-23T12:27:05Z,4114706753,212,8.5,4114706749,141,76.1,4114706757,213,5.8,4117322055,178,,4114706739,56,Center,4114706743,140,74.3,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310749,26,8,1,1,56,5g1fnexeromjl0lvnxp8hpnhi,1,28.5,30,2023-03-21T19:47:48.152Z,2023-03-23T12:27:11Z,4116222879,384,,4114706775,56,Back,4117322161,21,,4117322163,178,,,,,,,,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310795,27,1,1,1,57,5g1fnexeromjl0lvnxp8hpnhi,0,37.3,25.3,2023-03-21T19:47:49.066Z,2023-03-23T12:27:16Z,4114706991,157,,4114706993,56,Right,4114706997,141,0.0,4114707003,1,,4114707001,213,6.0,4114706995,140,95.2,4117322257,178,,4114706999,212,63.5,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
