id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/16/value
2523302571,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-03-21T18:55:33.592Z,2023-03-22T16:14:27Z,4114661049,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4114661047,197,16466,4114661035,30,"82h98ebusz83rox95oi9kafh1, 4lz9m2nwif7tql9hqsv2u7vft, 75n089x1zca6gw23j27ohrhii, 5a86e1pl8b7ibmrkz3h6gs1yh, 3z9ioxbv8oeyqrbw5k8e3dec5, oe0lbxtc4qftnd886dzfm385, 2q6bsyszm27v5uvs30j5ty311, 9llmzvk9nw1kwy73o8z9f8usp, 9w0nk2mz77jqc62v4gv1h0vkl, 4mjzjj2p0pzyw0hcq4no9y0o9, alhqwxs7t2pxxxuztmvy1ibpx, wuidadmmyp6xcztp1lxdxg4p, 6rzq8xkkst4hgbh2ysj52gwyx, ck0ialh1trb7rflysbsm6g6vp, 944ptuekuetkjifbeaycqcoh5, 6q0zzgnbbzsbubnekye5dunai, 38tea2leeefxjnkk8g2orjyll, ba8qp1eswz0kzcr0245r7q8kp",4114661039,59,"25, 17, 24, 3, 2, 5, 4, 7, 9, 18, 10, 6, 11, 15, 26, 28, 29, 32",4114661041,130,17,4114661037,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4114661043,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4114661045,194,oe0lbxtc4qftnd886dzfm385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523302591,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-21T18:55:41.703Z,2023-03-21T20:47:33Z,4114661153,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4114661151,30,"1aq6osi0b0c580dlu9ugnjaei, 2asjeedy6igcuixqktdmk5k2x, 8w9kh0cuund2pw8wzs0rjrbah, 4eyngv286u5zbtppuih1g67s9, djjkjjtiuwnbaau5lv6iqkwr9, ag8f1ksvfel1a0y49d0iypuui, dzitwscdk6ogkf6bstbrik53p, a5cmnj0nhdbux68291ipqcei2, f4ef7in4fxoylsy29anhgqep5, 46ums24te70jl5qclztg8xhwp, 8i4qnoil4877e0wpwx3fj5b10, 7uhajc3suc68vemamuc3dyvp, a634junjbgfa84200m3khvw0l, 1vigb3e3dsxufbtvt4ed48e09, 4m5w23fmydm3or1ff42hgeqne, 20z2xkmqc3em5dol00ko4sp62, 2hdl7ccy1jxh95aa00x1nlnu, 2vwxulro5pc73zviman08je38",4114661161,194,dzitwscdk6ogkf6bstbrik53p,4114661157,130,12,4114661163,197,16212,4114661155,59,"40, 2, 14, 15, 12, 50, 11, 22, 20, 19, 8, 7, 9, 17, 18, 25, 30, 43",4114661165,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4114661159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310137,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-03-21T19:45:51.333Z,2023-03-21T19:45:51Z,4114703861,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310141,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-21T19:45:51.333Z,2023-03-23T09:06:33Z,4114703877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310149,3,1,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,49.4,50.3,2023-03-21T19:45:51.369Z,2023-03-23T12:13:17Z,4114703915,140,38.6,4114703919,212,11.3,4117303635,178,,4114703921,213,3.1,4114703913,56,Back,4114703923,279,S,4114703917,141,50.5,,,,46ums24te70jl5qclztg8xhwp,K. Adedoyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310165,4,1,1,0,2,5qwskbjpa17fvmtuu5qijy7cz,0,44.8,52.2,2023-03-21T19:45:53.889Z,2023-03-23T12:13:20Z,4114704007,1,,4114704003,212,38.4,4114703997,56,Left,4114704001,141,88.1,4114703995,155,,4114704005,213,0.7,4117303751,178,,4114703999,140,73.0,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310169,3,1,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,0,24,11.7,2023-03-21T19:45:56.304Z,2023-03-23T12:13:22Z,4114704019,212,14.1,4117303811,388,,4114704015,140,36.7,4114704017,141,18.5,4114704011,3,,4114704021,213,0.3,4114704013,56,Back,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310185,5,44,1,0,7,5qwskbjpa17fvmtuu5qijy7cz,1,68.4,86.8,2023-03-21T19:45:58.705Z,2023-03-23T19:52:43Z,4114704079,56,Left,4114704081,286,,4114704137,233,4,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310187,4,44,1,0,7,5g1fnexeromjl0lvnxp8hpnhi,0,31.6,13.2,2023-03-21T19:45:58.706Z,2023-03-23T12:13:25Z,4114704145,233,5,4114704089,285,,4114704087,56,Back,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310207,6,1,1,0,7,5qwskbjpa17fvmtuu5qijy7cz,0,69.2,89.3,2023-03-21T19:45:58.844Z,2023-03-23T19:52:44Z,4114704203,56,Left,4114704201,3,,4117304191,388,,4114704207,141,82.6,4114704205,140,72.4,4114704209,212,5.7,4114704211,213,5.3,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310499,21,44,1,0,9,5g1fnexeromjl0lvnxp8hpnhi,1,33.7,28,2023-03-21T19:46:00.336Z,2023-03-23T19:52:44Z,4114705995,233,7,4114705551,56,Back,4114705553,285,,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310211,7,44,1,0,9,5qwskbjpa17fvmtuu5qijy7cz,0,66.3,72,2023-03-21T19:46:00.337Z,2023-03-23T12:23:21Z,4114704231,286,,4114705999,233,21,4114704229,56,Center,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310205,5,1,1,0,9,5g1fnexeromjl0lvnxp8hpnhi,0,31.6,26.7,2023-03-21T19:46:00.430Z,2023-03-23T19:52:44Z,4114704199,213,5.3,4114704185,3,,4114704195,141,15.9,4114704197,212,9.0,4114704191,56,Back,4117317867,388,,4114704193,140,36.5,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310651,18,44,1,0,10,5qwskbjpa17fvmtuu5qijy7cz,1,65,86.6,2023-03-21T19:46:01.395Z,2023-03-23T19:52:45Z,4114706283,56,Left,4114706285,286,,4114710671,233,24,,,,,,,,,,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310667,24,44,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,0,35,13.4,2023-03-21T19:46:01.396Z,2023-03-23T12:23:28Z,4114706355,56,Back,4114710675,233,18,4114706357,285,,,,,,,,,,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310215,8,61,1,0,10,5qwskbjpa17fvmtuu5qijy7cz,0,68.4,89.4,2023-03-21T19:46:01.625Z,2023-03-23T19:52:45Z,4117318313,21,,4114704235,56,Left,4117318315,388,,,,,,,,,,,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310217,6,49,1,0,11,5g1fnexeromjl0lvnxp8hpnhi,1,38.8,8.5,2023-03-21T19:46:03.089Z,2023-03-23T12:23:50Z,,,,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310221,7,1,1,0,11,5g1fnexeromjl0lvnxp8hpnhi,0,38.8,8.5,2023-03-21T19:46:03.106Z,2023-03-23T12:23:53Z,4114704265,213,6.3,4114704259,140,51.7,4114704255,155,,4114704257,56,Right,4114704263,212,13.5,4114704261,141,8.0,4117318427,178,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310245,9,49,1,0,12,5qwskbjpa17fvmtuu5qijy7cz,1,56.2,89.9,2023-03-21T19:46:03.819Z,2023-03-23T12:23:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310247,10,1,1,0,12,5qwskbjpa17fvmtuu5qijy7cz,1,56.2,89.9,2023-03-21T19:46:03.832Z,2023-03-23T12:24:11Z,4114704361,140,75.1,4114704363,141,84.1,4114704367,213,6.1,4117318669,178,,4114704359,56,Left,4114704365,212,20.2,4117318671,21,,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523331495,341,1,1,0,13,5qwskbjpa17fvmtuu5qijy7cz,1,60.6,95.4,2023-03-21T19:46:04.637Z,2023-03-23T12:24:22Z,4117318831,178,,4114812425,141,80.2,4114812431,213,5.0,4114812427,212,10.9,4114812423,140,63.8,4114812421,56,Left,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523331727,342,1,1,0,14,5qwskbjpa17fvmtuu5qijy7cz,1,63.5,83.1,2023-03-21T19:46:05.730Z,2023-03-23T12:24:50Z,4117319345,178,,4114813607,141,86.3,4114813603,56,Left,4114813609,212,10.8,4114813611,213,2.9,4114813605,140,53.4,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523331827,343,1,1,0,15,5qwskbjpa17fvmtuu5qijy7cz,1,56.2,85.3,2023-03-21T19:46:06.631Z,2023-03-23T12:24:54Z,4114814145,213,6.2,4114814137,56,Left,4114814143,212,21.9,4114814139,140,77.0,4114814141,141,84.1,4117319427,178,,4114814135,155,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310265,11,61,1,0,16,5qwskbjpa17fvmtuu5qijy7cz,1,75.7,83.6,2023-03-21T19:46:08.300Z,2023-03-23T12:25:10Z,4114704449,56,Left,4117319759,21,,4117319761,178,,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523834289,967,83,1,0,22,5g1fnexeromjl0lvnxp8hpnhi,1,5.1,7.8,2023-03-21T19:46:13.370Z,2023-03-23T13:25:59Z,4117426513,399,217633,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310269,12,1,1,0,22,5qwskbjpa17fvmtuu5qijy7cz,0,95.8,91.7,2023-03-21T19:46:13.386Z,2023-03-23T12:25:13Z,4116219249,224,,4114704465,2,,4114704469,56,Center,4114704467,155,,4114704473,141,60.9,4116219251,72,,4114704475,212,21.0,4117319809,178,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,4114704477,213,4.8,4114704471,140,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310283,8,12,1,0,23,5g1fnexeromjl0lvnxp8hpnhi,1,13.5,40.1,2023-03-21T19:46:14.440Z,2023-03-23T12:25:16Z,4114704519,213,5.2,4114704515,141,15.2,4114704517,212,19.1,4114704511,56,Back,4117319837,388,,4114704513,140,21.9,4114704521,15,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310287,9,1,1,0,26,5g1fnexeromjl0lvnxp8hpnhi,1,22.1,15.3,2023-03-21T19:46:17.403Z,2023-03-23T12:25:19Z,4114704539,56,Back,4114704541,140,17.1,4114704543,141,13.1,4114704545,212,5.5,4114704547,213,3.4,4117319919,178,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310289,10,49,1,0,26,5g1fnexeromjl0lvnxp8hpnhi,1,17.1,13.1,2023-03-21T19:46:17.980Z,2023-03-23T12:25:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310293,11,1,1,0,27,5g1fnexeromjl0lvnxp8hpnhi,1,17.8,12.2,2023-03-21T19:46:18.657Z,2023-03-23T12:25:30Z,4114704559,56,Back,4114704565,212,6.3,4114704567,213,0.8,4114704563,141,19.2,4117320165,178,,4114704561,140,21.8,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310301,12,1,1,0,28,5g1fnexeromjl0lvnxp8hpnhi,1,23.9,22.1,2023-03-21T19:46:19.769Z,2023-03-23T12:25:34Z,4114704613,141,21.5,4114704611,140,13.9,4114704609,56,Back,4114704617,213,3.2,4114704615,212,10.5,4117320233,178,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310307,13,1,1,0,29,5g1fnexeromjl0lvnxp8hpnhi,0,13.9,21.5,2023-03-21T19:46:20.371Z,2023-03-23T12:25:38Z,4114704637,140,40.8,4114704633,155,,4114704639,141,20.1,4114704641,212,28.3,4114704643,213,6.2,4117320321,178,,4114704635,56,Back,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523310337,13,1,1,0,30,5qwskbjpa17fvmtuu5qijy7cz,0,60.4,77.3,2023-03-21T19:46:22.253Z,2023-03-23T12:25:42Z,4114704757,56,Center,4117320417,178,,4114704763,212,18.5,4114704761,141,55.4,4114704765,213,5.3,4114704759,140,70.9,4114704755,3,,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
