id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2477256699,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-10-25T18:00:44.761Z,2022-10-25T18:49:03Z,3871951399,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871951395,59,"1, 2, 3, 37, 8, 5, 12, 23, 14, 10, 4, 6, 7, 11, 17, 19, 24, 39",3871951397,130,12,3871951405,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871951403,197,16446,3871951401,194,8nudzikxeestbjz4yww8r13v9,3871951391,30,"3yamg9wboimwxyklpekdxgxxx, 8nudzikxeestbjz4yww8r13v9, dt6qnodvlkioltvbbhn08tqs5, a6sikfu3j1pp7mlfcdte2inoq, 5kdcg5tlzqdsmqdvyvxf49rrp, 2di9tk08yuqcb4wn9dvmwh97t, d41ua67591gafg6gb9iwg3p7u, b0hjaqg0on2lrpfcjxfyz7uqy, d866x81xlp0h24rtpg9jbczbp, 7mcxkeo8701m9cs3hfy6towrt, 5n4yyffs5f8b7exry819c4xxx, bk1tvg8t79kbsmnf2i39or6c5, 8wnv741y7ghjolf8g5c7psru1, 5djouum2kdazpcjf79gbk2ju1, 89kgqq1cfzs1r7zxltf5ls82x, dqk7nicp3ufef4hyus1begdii, 268os78lzi8fggnve9n15h5ux, 39gerw0vkyeriats1e0rgdn56",3871951393,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477256915,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-10-25T18:02:41.464Z,2022-10-25T18:02:41Z,3871953235,197,16113,3871953223,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, 16rur8pbshrs9xypsq7mnxzhl, dxk79tuyij7y3gg7j1ad651t6, aqu903olqgqkljzwr658cogd1, 9eaozqsxv2347nryh9pkmg251, 6q06inb8ukzfsrxy0arxl78q1, 7ybjr8x5s8j4zj17p544h6rmy, dndv2nbwzzvgrlgf6gmeqtryt, az767vfe6ig8vwir9uu2eu3th, b1yok7nf3a2fu9voe0oy7o6ad, 9bpm5m1tsplxq77m3cbpfm4t1, do0vklx8voqfr05b3j04ilex, 4qafo1hp52b8lqsqkxym0d8lx, 7iruezvsore21eboc96g7oqtx, 7h6eazahfe5epf6zgx1b1urpx, 4luphb29oi2p9ftkag6xb69jp, 8zcwhxcdh09wxdn29kzpox591",3871953237,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871953225,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3871953229,130,18,3871953227,59,"19, 21, 17, 14, 5, 2, 16, 25, 22, 24, 10, 4, 6, 7, 8, 9, 11, 20",3871953233,194,aqu903olqgqkljzwr658cogd1,3871953231,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265351,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-10-25T18:45:33.310Z,2022-10-25T18:45:40Z,3871997995,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265345,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-10-25T18:45:33.310Z,2022-10-28T05:46:04Z,3871997973,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265367,3,1,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,50.2,49.9,2022-10-25T18:45:33.412Z,2022-10-28T08:22:32Z,3871998059,141,57.5,3871998055,56,Back,3871998063,213,2.9,3871998057,140,28.7,3871998061,212,23.2,3871998065,279,S,3876717707,178,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265421,4,1,1,0,2,8mbtyq0has0uu0565fm9t5cdo,1,28.7,58.8,2022-10-25T18:45:35.714Z,2022-10-28T08:22:36Z,3871998277,213,1.4,3871998275,212,20.3,3871998273,141,88.3,3876717769,178,,3871998269,56,Back,3871998271,140,31.5,,,,,,,5kdcg5tlzqdsmqdvyvxf49rrp,A. Mariappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265447,5,1,1,0,5,8mbtyq0has0uu0565fm9t5cdo,0,31.5,89.4,2022-10-25T18:45:38.671Z,2022-10-28T08:22:39Z,3871998391,155,,3876717809,178,,3871998393,56,Center,3871998403,1,,3871998401,213,6.1,3871998395,140,91.0,3871998399,212,64.1,3871998397,141,68.2,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265479,3,52,1,0,9,69t8imcdaqlgfbds2p58596my,1,9.1,30.3,2022-10-25T18:45:43.031Z,2022-10-28T08:22:45Z,3875514581,377,,3876717877,178,,,,,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265559,4,1,1,0,15,69t8imcdaqlgfbds2p58596my,1,8.3,56.1,2022-10-25T18:45:49.011Z,2022-10-28T08:22:48Z,3876717925,178,,3871998861,140,23.8,3871998857,123,,3871998863,141,55.4,3871998859,56,Back,3871998867,213,6.3,3871998865,212,16.3,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265581,5,1,1,0,17,69t8imcdaqlgfbds2p58596my,1,23.8,55.4,2022-10-25T18:45:50.374Z,2022-10-28T08:22:53Z,3871998967,212,17.8,3876718003,178,,3871998969,213,3.0,3871998965,141,59.6,3871998961,140,7.1,3871998957,56,Back,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
