id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2504865077,9,61,1,0,6,ejm092fnt9zoxbpuklzd52ji8,0,85.2,96,2023-02-06T12:47:40.419Z,2023-02-07T02:51:33Z,4018248409,178,,4017194457,56,Left,4018248407,21,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865157,4,5,1,0,8,jv3jh5m5t7qy5t37vwwmnj16,1,20.5,-2,2023-02-06T12:47:42.433Z,2023-02-07T02:51:41Z,4017194755,56,Back,4017194757,347,,4017194771,233,10,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865083,10,5,1,0,8,ejm092fnt9zoxbpuklzd52ji8,0,79.5,102,2023-02-06T12:47:42.433Z,2023-02-07T02:51:41Z,4017194481,56,Left,4017194775,233,4,4017194483,347,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865159,5,27,1,0,10,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-06T12:47:44.854Z,2023-02-07T07:28:42Z,4017194765,41,Injury,4017194767,53,f5zei3x0mg1i5q3soziuy579,4017194813,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865161,11,27,1,0,10,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-06T12:47:44.854Z,2023-02-07T07:28:42Z,4017194809,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865291,6,28,1,1,40,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-06T12:49:14.520Z,2023-02-07T07:28:59Z,4017195423,233,12,4017195403,55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865287,12,28,1,1,40,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-06T12:49:14.520Z,2023-02-07T07:28:59Z,4017195419,233,6,4017195391,55,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865325,7,1,1,1,47,jv3jh5m5t7qy5t37vwwmnj16,0,25.5,0,2023-02-06T12:49:21.809Z,2023-02-07T02:52:31Z,4017195567,107,,4017195573,141,8.0,4017195569,56,Back,4017195577,213,0.3,4017195571,140,42.9,4017195575,212,19.2,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865327,13,1,1,1,50,ejm092fnt9zoxbpuklzd52ji8,0,58.8,82,2023-02-06T12:49:24.084Z,2023-02-07T02:52:35Z,4017195591,140,69.9,4018249049,388,,4017195595,212,21.2,4017195587,3,,4017195597,213,5.3,4017195589,56,Center,4017195593,141,56.0,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865337,8,1,1,1,52,jv3jh5m5t7qy5t37vwwmnj16,0,29.1,40.6,2023-02-06T12:49:26.470Z,2023-02-07T02:52:40Z,4017195665,212,36.2,4017195661,140,63.2,4018249083,178,,4017195667,213,6.1,4017195659,56,Center,4017195669,1,,4017195663,141,33.0,4017195657,157,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865339,14,1,1,1,54,ejm092fnt9zoxbpuklzd52ji8,0,33.7,67.5,2023-02-06T12:49:28.439Z,2023-02-07T02:52:45Z,4018249139,388,,4017195691,56,Center,4017195695,141,69.9,4017195697,212,26.8,4017195689,3,,4017195699,213,0.1,4017195693,140,59.2,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865357,9,4,1,1,57,jv3jh5m5t7qy5t37vwwmnj16,1,45.9,31.1,2023-02-06T12:49:31.137Z,2023-02-07T02:52:54Z,4017195743,56,Back,4017195749,286,,4017195747,265,,4017195751,233,15,4017195745,152,,4017195741,13,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865351,15,4,1,1,57,ejm092fnt9zoxbpuklzd52ji8,0,54.1,68.9,2023-02-06T12:49:31.138Z,2023-02-07T02:52:54Z,4017195727,265,,4017195729,285,,4017195723,56,Center,4017195757,233,9,4018249223,178,,4017195725,152,,4017195721,13,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865439,10,1,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,0,52.2,33.7,2023-02-06T12:49:58.669Z,2023-02-07T02:52:58Z,4017196111,152,,4017196121,213,0.3,4017196115,140,80.3,4018249257,178,,4017196117,141,46.6,4017196107,5,,4017196113,56,Center,4017196119,212,30.8,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,4017196109,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865435,16,44,1,2,27,ejm092fnt9zoxbpuklzd52ji8,1,22.9,54.6,2023-02-06T12:50:01.051Z,2023-02-07T08:58:51Z,4017196097,285,,4017196169,233,11,4017196095,56,Back,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865443,11,44,1,2,27,jv3jh5m5t7qy5t37vwwmnj16,0,77.1,45.4,2023-02-06T12:50:01.052Z,2023-02-07T02:53:03Z,4017196143,56,Center,4017196177,233,16,4017196145,286,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865445,17,1,1,2,27,ejm092fnt9zoxbpuklzd52ji8,1,17.5,53.4,2023-02-06T12:50:01.095Z,2023-02-07T08:58:52Z,4017196151,140,23.9,4017196149,56,Back,4017196155,212,8.1,4017196147,3,,4018249359,388,,4017196157,213,5.7,4017196153,141,46.8,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865455,18,1,1,2,28,ejm092fnt9zoxbpuklzd52ji8,1,22.6,45,2023-02-06T12:50:02.679Z,2023-02-07T02:53:17Z,4017196211,213,1.1,4017196205,140,25.4,4017407511,3,,4018249401,388,,4017196207,141,53.4,4017196203,56,Back,4017196209,212,6.4,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865457,19,1,1,2,29,ejm092fnt9zoxbpuklzd52ji8,0,25.6,57.7,2023-02-06T12:50:03.510Z,2023-02-07T02:53:30Z,4017196217,56,Center,4017196219,140,52.3,4017196227,1,,4018249467,178,,4017196223,212,28.1,4017196221,141,56.1,4017196215,157,,4017196225,213,6.2,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865467,12,1,1,2,32,jv3jh5m5t7qy5t37vwwmnj16,0,46.9,43,2023-02-06T12:50:06.090Z,2023-02-07T02:53:40Z,4017196273,140,70.7,4017196279,213,0.6,4017196269,3,,4017196277,212,30.1,4017196275,141,67.8,4017196271,56,Center,4018249521,178,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865475,20,1,1,2,34,ejm092fnt9zoxbpuklzd52ji8,1,24.9,44.3,2023-02-06T12:50:08.749Z,2023-02-07T02:53:45Z,4018249557,388,,4017196309,141,32.5,4017196303,3,,4017196313,213,5.6,4017196307,140,35.1,4017196311,212,13.4,4017196305,56,Back,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865493,21,1,1,2,35,ejm092fnt9zoxbpuklzd52ji8,0,35.1,32.5,2023-02-06T12:50:09.989Z,2023-02-07T02:53:50Z,4017196391,140,50.7,4017196389,56,Center,4017196393,141,43.4,4017196399,213,0.4,4017196387,157,,4017196397,212,18.0,4018249589,388,,4017196401,1,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865507,13,44,1,2,38,jv3jh5m5t7qy5t37vwwmnj16,1,48.6,56,2023-02-06T12:50:12.550Z,2023-02-07T08:58:52Z,4017196447,233,22,4017196443,56,Back,4017196445,285,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865499,22,44,1,2,38,ejm092fnt9zoxbpuklzd52ji8,0,51.4,44,2023-02-06T12:50:12.551Z,2023-02-07T02:53:58Z,4017196453,233,13,4017196417,286,,4017196415,56,Center,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865511,14,1,1,2,38,jv3jh5m5t7qy5t37vwwmnj16,0,47.8,55.4,2023-02-06T12:50:12.573Z,2023-02-07T08:58:52Z,4017196463,3,,4017196469,141,46.4,4017196467,140,47.1,4017196473,213,4.6,4017196465,56,Back,4017196471,212,6.2,4018249655,388,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865505,23,49,1,2,40,ejm092fnt9zoxbpuklzd52ji8,1,42,60.2,2023-02-06T12:50:14.110Z,2023-02-07T02:54:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865517,24,1,1,2,41,ejm092fnt9zoxbpuklzd52ji8,1,47.2,46.1,2023-02-06T12:50:15.448Z,2023-02-07T03:14:51Z,4017196499,56,Center,4017196507,213,0.3,4017196503,141,48.8,4017196505,212,6.7,4017196501,140,53.3,4018254315,178,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865543,25,1,1,2,42,ejm092fnt9zoxbpuklzd52ji8,1,53.3,48.8,2023-02-06T12:50:16.767Z,2023-02-07T03:15:02Z,4017196631,141,82.1,4017196635,213,0.9,4017196629,140,69.7,4017196627,56,Left,4018254347,178,,4017196633,212,28.4,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865559,26,1,1,2,47,ejm092fnt9zoxbpuklzd52ji8,1,81.3,69.9,2023-02-06T12:50:21.099Z,2023-02-07T03:15:14Z,4017197175,210,13,4017196705,56,Center,4017197177,154,,4017196703,155,,4017196713,213,5.1,4017196707,140,88.0,4018254379,178,,4017196711,212,18.0,5ozfcga88glwzazkg65ahwa8l,M. Benning,4017196709,141,1,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865567,27,13,1,2,48,ejm092fnt9zoxbpuklzd52ji8,1,86.9,47.2,2023-02-06T12:50:22.398Z,2023-02-07T03:15:14Z,4017197193,230,98.5,4017197189,102,57.6,4017196739,22,,4017197195,231,50.7,4017197181,29,,4018254417,388,,4017197183,154,,4017196997,328,,1788amerrk9fg3f9qddyxz8x5,D. Politic,4017196745,56,,Center,4017196993,15,4017197185,55,26,4017197191,103,22.2,4017409521,83,4017196743,17,,,,,,,,,,,,,,,,,,,,,,,,,
2504865565,15,5,1,2,49,jv3jh5m5t7qy5t37vwwmnj16,1,-0.8,42.2,2023-02-06T12:50:23.768Z,2023-02-07T03:15:22Z,4017196735,346,,4017196789,233,28,4017196733,56,Back,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865569,28,5,1,2,49,ejm092fnt9zoxbpuklzd52ji8,0,100.8,57.8,2023-02-06T12:50:23.768Z,2023-02-07T03:15:22Z,4017196771,346,,4017196769,56,Center,4017196795,233,15,,,,,,,,,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865663,16,1,1,3,13,jv3jh5m5t7qy5t37vwwmnj16,1,4.6,39.1,2023-02-06T12:50:47.840Z,2023-02-07T03:15:32Z,4017197311,140,61.9,4017197315,212,60.2,4017197323,74,,4017197317,213,6.3,4017197307,124,,4017197319,1,,4017197309,56,Center,4017197313,141,38.3,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865667,17,44,1,3,17,jv3jh5m5t7qy5t37vwwmnj16,1,62.4,41.6,2023-02-06T12:50:51.377Z,2023-02-07T08:58:53Z,4017197375,233,29,4017197331,286,,4017197329,56,Center,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865671,29,44,1,3,17,ejm092fnt9zoxbpuklzd52ji8,0,37.6,58.4,2023-02-06T12:50:51.378Z,2023-02-07T03:15:38Z,4017197365,56,Back,4017197383,233,17,4017197367,285,,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865669,18,1,1,3,17,jv3jh5m5t7qy5t37vwwmnj16,0,61.9,38.3,2023-02-06T12:50:51.439Z,2023-02-07T08:58:53Z,4017197353,212,3.3,4017197345,168,,4018254719,388,,4017197347,56,Center,4017197355,213,0,4017197343,3,,4017197349,140,65.0,4017197351,141,38.3,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865673,30,61,1,3,17,ejm092fnt9zoxbpuklzd52ji8,1,37.3,57.5,2023-02-06T12:50:51.485Z,2023-02-07T03:15:56Z,4018254871,15,,4018254873,388,,4017197373,56,Back,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865693,19,1,1,3,24,jv3jh5m5t7qy5t37vwwmnj16,1,68.5,90.2,2023-02-06T12:50:58.600Z,2023-02-07T03:16:03Z,4017197453,56,Left,4017197459,212,18.3,4018255047,178,,4017197457,141,89.0,4017197461,213,3.2,4017197455,140,51.1,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865697,20,1,1,3,26,jv3jh5m5t7qy5t37vwwmnj16,1,51.1,89,2023-02-06T12:51:00.851Z,2023-02-07T03:17:02Z,4018255421,178,,4017197477,140,39.3,4017197483,213,4.0,4017197479,141,69.3,4017197475,56,Back,4017197481,212,18.2,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865703,21,1,1,3,30,jv3jh5m5t7qy5t37vwwmnj16,0,39.3,69.3,2023-02-06T12:51:04.877Z,2023-02-07T03:17:15Z,4017197503,56,Center,4017197513,1,,4017197509,212,39.9,4017197507,141,44.8,4018255503,178,,4017197505,140,73.8,4017197501,155,,4017197511,213,5.9,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865709,32,44,1,3,32,ejm092fnt9zoxbpuklzd52ji8,1,26.7,52.2,2023-02-06T12:51:06.910Z,2023-02-07T08:58:53Z,4017197559,233,22,4017197553,285,,4017197551,56,Back,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865705,22,44,1,3,32,jv3jh5m5t7qy5t37vwwmnj16,0,73.3,47.8,2023-02-06T12:51:06.911Z,2023-02-07T03:17:24Z,4017197555,233,32,4017197521,56,Center,4017197523,286,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865701,31,8,1,3,33,ejm092fnt9zoxbpuklzd52ji8,1,24.2,52.4,2023-02-06T12:51:07.034Z,2023-02-07T08:58:54Z,4017410557,385,,4017198667,15,,4017197499,56,Back,4018255561,388,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865715,33,1,1,3,34,ejm092fnt9zoxbpuklzd52ji8,1,8.8,67.3,2023-02-06T12:51:08.160Z,2023-02-07T03:17:39Z,4017197591,56,Back,4017198557,1,,4017197595,141,33.1,4017197593,140,10.6,4017197599,213,4.8,4017198555,157,,4018255633,178,,4017197597,212,23.3,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504865707,23,43,1,3,35,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-06T12:51:09.835Z,2023-02-06T12:51:55Z,4017197539,168,0,4017197545,141,37.3,4017197537,3,0,4017197541,56,Center,4017197547,212,15.2,4017198577,144,1,4017197543,140,87.4,4017197549,213,5.9,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
