id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist,qualifier/18/value
2493221245,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-12-26T14:13:14.210Z,2022-12-26T14:13:14Z,3956015845,30,"886i2kpcsn38tt7wqios1ip5, 61aryp2zoj2ymcd318t9i70lx, 8x2yublirj5430deybqft0xxx, 2u4m2ja4yhgtqjgwns2om5y7e, bkpr0uwpx5kbu2ms41uxoljah, 9c3iyi7y3hdraso115kxmd87p, b3cehdu46pljqap9xw1j7pcyx, e3ff2af2lxs0rl8c4r5ns4wd1, 5kyyaapya2gv5awlfgckmwpux, 7b7ca1dklnp7reqcs5s4aauei, 2oqi7v6d676hbe9i9agdl9ckp, 6fd57izyk7hteztf9lnd1a6l1, aral6zvx8qxkfqkqwb7ldfk5x, 7xt0zamdkelc77pnx0hwgmeei, 6zl8z33wsnss7q7p8ybh19n56, 4lws9jepuxzs33zbt3w1ff9ih, 68emhvrwqi5m0q155ww2bzn1m, dbzfjq7wsamcoroj2azde6yhg",3956015865,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956015855,59,"25, 2, 11, 27, 15, 6, 26, 4, 10, 14, 7, 5, 9, 13, 17, 18, 22, 36",3956015861,194,e3ff2af2lxs0rl8c4r5ns4wd1,3956015857,130,8,3956015859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956015849,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3956015863,197,17032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493221303,1,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-12-26T14:13:21.674Z,2022-12-26T15:02:59Z,3956016217,59,"1, 15, 26, 6, 22, 5, 7, 3, 20, 14, 24, 9, 10, 13, 18, 30, 35",3956016227,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956016219,130,18,3956016213,30,"ezg39hlg3h14utboy2h3lijmd, dovxfzsqb5e7by2q6kq0j2z1l, bydla0otire1a58193o1buqjt, diw7je3i5mkvwf0kj898yi0gl, 1tkhk7k78uqvkegtn5i9r132t, cjroc2z4lnw58m804ihu8tm1h, ap3mja91coq7mbr6xkqvbss7p, 62azuux8vuk6956cuyjjtped, 7joniozhpy10veujjibxmbu2, 6hkzb4vehsx4wwm9y98euwacq, cmq9t6wadet4rrj3cvkjst7ca, 79a7csp3rppvt5e5q02zmolhx, 1mj4mnbthdlb1cjjuhvqckded, 4qris4sdzvtlkw5i3cmhhowrt, 1g9uh6aokaevbg7s6v2jh8h78, 3mudv2ein3iuv9smhmkk9vod0, 3fu2g2b7g9e5dvtj7a5qxq238",3956016223,194,62azuux8vuk6956cuyjjtped,3956016215,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3956016221,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3956016225,197,4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237777,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-12-26T15:02:31.353Z,2022-12-27T19:19:11Z,3956105497,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237761,2,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-12-26T15:02:31.353Z,2022-12-26T15:02:31Z,3956105437,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237845,3,1,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,50,50,2022-12-26T15:02:31.373Z,2022-12-27T21:04:34Z,3956105813,141,51.9,3958050047,178,,3956105817,213,3.0,3956105819,279,S,3956105815,212,7.9,3956105811,140,42.6,3956105809,56,Back,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237867,4,1,1,0,1,82kapkjwonlv9j1ui0ytv5sii,1,42.6,51.9,2022-12-26T15:02:33.189Z,2022-12-27T21:04:40Z,3958050107,178,,3956105961,141,25.3,3956105965,213,4.3,3956105955,56,Back,3956105959,140,35.1,3956105963,212,19.7,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237935,5,1,1,0,4,82kapkjwonlv9j1ui0ytv5sii,1,36.5,24,2022-12-26T15:02:36.323Z,2022-12-27T21:04:45Z,3956106291,212,39.6,3956106283,155,,3956106287,140,71.7,3956106289,141,45.1,3958050139,178,,3956106285,56,Center,3956106293,213,0.4,3956106297,1,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237995,6,61,1,0,8,82kapkjwonlv9j1ui0ytv5sii,1,71.7,45.1,2022-12-26T15:02:39.363Z,2022-12-27T21:05:05Z,3958050331,178,,3956106555,56,Center,3958050329,21,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238009,7,1,1,0,9,82kapkjwonlv9j1ui0ytv5sii,0,77.4,54.2,2022-12-26T15:02:40.556Z,2022-12-27T21:05:19Z,3956106619,213,5.6,3958050421,178,,3956106617,212,11.0,3956106611,56,Center,3956106615,141,43.9,3956106613,140,85.5,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238021,3,49,1,0,10,dmz37633qbsvl7gncq5s51yjw,1,13.6,57.8,2022-12-26T15:02:42.237Z,2022-12-27T21:05:28Z,,,,,,,,,,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238133,4,1,1,0,10,dmz37633qbsvl7gncq5s51yjw,0,13.6,57.8,2022-12-26T15:02:42.257Z,2022-12-27T21:05:39Z,3956107267,212,63.7,3956107275,1,,3956107259,157,,3956107271,213,5.7,3956107263,140,64.4,3958050481,178,,3956107265,141,6.7,3956107261,56,Right,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238149,8,12,1,0,15,82kapkjwonlv9j1ui0ytv5sii,1,34.8,97.4,2022-12-26T15:02:47.192Z,2022-12-27T21:06:00Z,3956107333,140,38.9,3956107405,167,,3956107339,213,0.6,3958050703,178,,3956107337,212,5.2,3956107331,56,Back,3956107335,141,100.0,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238613,5,5,1,0,16,dmz37633qbsvl7gncq5s51yjw,1,60.3,-1.6,2022-12-26T15:02:48.028Z,2022-12-27T21:06:11Z,3956109619,233,9,3956109563,56,Right,3956109565,347,,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238155,9,5,1,0,16,82kapkjwonlv9j1ui0ytv5sii,0,39.7,101.6,2022-12-26T15:02:48.028Z,2022-12-27T21:06:11Z,3956107365,56,Back,3956109655,233,5,3956107367,347,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238709,6,1,1,0,35,dmz37633qbsvl7gncq5s51yjw,1,58.2,0,2022-12-26T15:03:06.860Z,2022-12-27T21:06:21Z,3956110033,213,0.4,3956110025,56,Right,3956110029,141,8.5,3956110027,140,74.6,3956110031,212,18.6,3956110023,107,,,,,,,,61aryp2zoj2ymcd318t9i70lx,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238729,7,1,1,0,36,dmz37633qbsvl7gncq5s51yjw,0,74.2,2.7,2022-12-26T15:03:08.200Z,2022-12-27T21:06:45Z,3956110105,3,,3956110113,141,30.1,3956110117,213,1.2,3956110111,140,80.2,3958051099,388,,3956110115,212,19.7,3956110109,56,Center,,,,b3cehdu46pljqap9xw1j7pcyx,H. Knibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238701,10,49,1,0,39,82kapkjwonlv9j1ui0ytv5sii,1,26.5,70.2,2022-12-26T15:03:11.022Z,2022-12-27T21:06:55Z,,,,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238787,11,1,1,0,40,82kapkjwonlv9j1ui0ytv5sii,0,26.3,60.8,2022-12-26T15:03:12.296Z,2022-12-27T21:07:03Z,3956110397,212,28.6,3956110399,213,6.0,3958051357,178,,3956110393,140,52.6,3956110389,155,,3956110395,141,49.6,3956110391,56,Center,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238869,8,1,1,0,44,dmz37633qbsvl7gncq5s51yjw,1,43.3,53.8,2022-12-26T15:03:15.387Z,2022-12-27T21:07:12Z,3956110839,213,5.7,3956110833,141,32.0,3956110827,3,,3956110829,56,Center,3956110835,212,27.9,3956110831,140,65.8,3958051453,178,,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238875,9,49,1,0,46,dmz37633qbsvl7gncq5s51yjw,1,56.4,43.1,2022-12-26T15:03:17.598Z,2022-12-27T21:07:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238971,10,1,1,0,49,dmz37633qbsvl7gncq5s51yjw,1,59.3,22.5,2022-12-26T15:03:20.413Z,2022-12-27T21:54:50Z,3956111349,212,12.8,3956111353,213,4.5,3956111347,141,4.2,3958051721,178,,3956111343,56,Right,3956111345,140,56.4,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238989,11,1,1,0,50,dmz37633qbsvl7gncq5s51yjw,0,56.4,4.8,2022-12-26T15:03:21.388Z,2022-12-27T21:07:44Z,3956111463,155,,3956111467,140,74.5,3956111475,213,0.7,3956111469,141,26.6,3956111471,212,24.1,3956111465,56,Center,3958051873,178,,,,,61aryp2zoj2ymcd318t9i70lx,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239039,12,1,1,0,51,82kapkjwonlv9j1ui0ytv5sii,1,23.9,72.1,2022-12-26T15:03:23.181Z,2022-12-27T21:08:16Z,3956111705,56,Back,3956111713,213,0.7,3956111707,140,32.1,3956111709,141,81.8,3958052245,388,,3956111703,3,,3956111711,212,10.8,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239045,13,49,1,0,52,82kapkjwonlv9j1ui0ytv5sii,1,32.2,82,2022-12-26T15:03:24.163Z,2022-12-27T21:08:40Z,,,,,,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239569,15,4,1,0,53,82kapkjwonlv9j1ui0ytv5sii,1,32.8,81.7,2022-12-26T15:03:25.241Z,2022-12-27T21:08:58Z,3956114517,56,Back,3956195729,285,,3956114519,152,,3956114513,13,,3956114515,294,,3956195725,233,12,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239297,12,4,1,0,53,dmz37633qbsvl7gncq5s51yjw,0,67.2,18.3,2022-12-26T15:03:25.242Z,2022-12-27T21:08:58Z,3956195763,233,15,3956113035,56,Right,3956113031,13,,3956113037,152,,3956113039,286,,3958052737,178,,3956113033,294,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239565,14,43,1,0,54,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-12-26T15:03:26.094Z,2022-12-27T09:43:44Z,3956114483,141,85.0,3956114479,56,Left,3956114487,213,0.1,3956114489,1,0,3956114485,212,28.0,3956114481,140,58.8,3956114475,157,0,3957576153,144,1,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239721,16,1,1,1,22,82kapkjwonlv9j1ui0ytv5sii,0,35.7,77.5,2022-12-26T15:03:53.695Z,2022-12-27T21:09:03Z,3956115371,56,Center,3956115369,152,,3956115375,141,22.4,3956115367,157,,3956115381,213,5.4,3958052813,178,,3956115373,140,63.8,3956115365,5,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,3956115383,1,3956115377,212,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239755,13,1,1,1,25,dmz37633qbsvl7gncq5s51yjw,0,40.8,74.7,2022-12-26T15:03:57.076Z,2022-12-27T21:09:14Z,3956115569,3,,3956115571,56,Left,3956115575,141,81.1,3958052917,388,,3956115573,140,61.0,3956115579,213,0.2,3956115577,212,21.7,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239815,17,1,1,1,28,82kapkjwonlv9j1ui0ytv5sii,0,42.8,12.8,2022-12-26T15:03:59.962Z,2022-12-27T21:09:53Z,3958053271,388,,3956115885,213,0.4,3956115877,56,Center,3956115883,212,22.5,3956115881,141,24.4,3956115879,140,62.9,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239843,14,49,1,1,29,dmz37633qbsvl7gncq5s51yjw,1,42.1,79,2022-12-26T15:04:01.252Z,2022-12-27T21:56:13Z,,,,,,,,,,,,,,,,,,,,,,,,,2u4m2ja4yhgtqjgwns2om5y7e,B. Worman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239873,15,1,1,1,30,dmz37633qbsvl7gncq5s51yjw,0,42.1,79,2022-12-26T15:04:02.064Z,2022-12-27T21:10:09Z,3956116247,56,Center,3958053511,178,,3956116249,140,67.9,3956116253,212,30.3,3956116251,141,59.1,3956116255,213,5.8,3956116245,155,,,,,2u4m2ja4yhgtqjgwns2om5y7e,B. Worman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239905,19,1,1,1,33,82kapkjwonlv9j1ui0ytv5sii,1,28.3,46.6,2022-12-26T15:04:04.384Z,2022-12-27T21:10:25Z,3956116433,141,47.0,3956116425,3,,3958053625,388,,3956116439,212,11.8,3956116427,56,Back,3956116445,213,0.0,3956116429,140,39.5,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239883,18,43,1,1,33,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-12-26T15:04:04.711Z,2022-12-27T09:44:50Z,3956116303,285,0,3957576989,144,44,3956116301,56,Back,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
