id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId
2477127139,1452,67,1,0,12,8mbtyq0has0uu0565fm9t5cdo,1,30.6,40.1,2022-10-22T14:00:25.149Z,2022-10-25T10:15:22Z,3871229595,233,1057,,,,,,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477127135,1057,67,1,0,12,fvr504m6gaxsfmtx4fwm7iq1,0,69.4,59.9,2022-10-22T14:00:25.150Z,2022-10-25T09:58:57Z,3871229617,233,1452,,,,,,,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405537,5,61,1,0,13,8mbtyq0has0uu0565fm9t5cdo,1,27.7,33.1,2022-10-22T14:00:25.206Z,2022-10-25T10:15:22Z,3862083491,56,Back,3871009089,178,,,,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476834955,852,49,1,0,14,8mbtyq0has0uu0565fm9t5cdo,1,35.1,29.7,2022-10-22T14:00:27.098Z,2022-10-25T06:45:53Z,,,,,,,,,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405573,6,1,1,0,14,8mbtyq0has0uu0565fm9t5cdo,0,33.6,27.7,2022-10-22T14:00:27.130Z,2022-10-25T06:46:01Z,3871009301,178,,3862083645,140,72.8,3862083647,141,27.4,3862083651,213,6.3,3862083649,212,41.2,3862083653,1,,3862083643,56,Center,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476835161,686,49,1,0,16,fvr504m6gaxsfmtx4fwm7iq1,1,34.3,73.8,2022-10-22T14:00:28.628Z,2022-10-25T06:46:09Z,,,,,,,,,,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405649,8,1,1,0,16,fvr504m6gaxsfmtx4fwm7iq1,0,35.3,76.1,2022-10-22T14:00:28.679Z,2022-10-25T06:46:14Z,3862083975,56,Back,3862083979,140,39.0,3862083985,213,1.2,3862083983,212,11.0,3862083981,141,91.2,3871009517,178,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405641,7,8,1,0,18,8mbtyq0has0uu0565fm9t5cdo,1,65.7,12.3,2022-10-22T14:00:30.294Z,2022-10-25T06:46:58Z,3869622421,385,,3871010171,389,,3862083929,56,Right,,,,,,,,,,,,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405601,7,43,1,0,18,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-10-22T14:00:30.930Z,2022-10-24T10:58:46Z,3869622005,144,8,3862083779,56,Back,,,,,,,,,,,,,,,,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405657,8,5,1,0,19,8mbtyq0has0uu0565fm9t5cdo,0,79.7,-1.8,2022-10-22T14:00:31.308Z,2022-10-25T06:47:08Z,3862084539,233,10,3862084031,347,,3862084029,56,Right,,,,,,,,,,,,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405773,10,5,1,0,19,fvr504m6gaxsfmtx4fwm7iq1,1,20.3,101.8,2022-10-22T14:00:31.308Z,2022-10-25T06:47:08Z,3862084463,347,,3862084533,233,8,3862084461,56,Back,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405655,9,43,1,0,20,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-10-22T14:00:32.736Z,2022-10-24T10:59:04Z,3862084025,213,5.6,3862084015,157,0,3862084027,1,0,3862084017,56,Back,3862084019,140,41.8,3869622277,144,1,3862084021,141,87.5,3862084023,212,3.9,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406285,11,1,1,0,43,fvr504m6gaxsfmtx4fwm7iq1,0,21.7,100,2022-10-22T14:00:55.625Z,2022-10-25T06:47:12Z,3862086777,141,91.2,3862086775,140,53.2,3862086783,1,,3862086781,213,6.1,3862086771,107,,3862086773,56,Left,3862086779,212,33.8,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406279,9,44,1,0,45,8mbtyq0has0uu0565fm9t5cdo,1,37.4,10,2022-10-22T14:00:57.626Z,2022-10-25T09:56:56Z,3862087033,233,12,3862086731,56,Back,3862086733,285,,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406295,12,44,1,0,45,fvr504m6gaxsfmtx4fwm7iq1,0,62.6,90,2022-10-22T14:00:57.627Z,2022-10-25T06:47:17Z,3862086817,56,Left,3862087091,233,9,3862086819,286,,,,,,,,,,,,,,,,,1nvaqc5633cmmgqu2bpvly5ex,C. Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406299,10,1,1,0,45,8mbtyq0has0uu0565fm9t5cdo,0,28,11.1,2022-10-22T14:00:57.689Z,2022-10-25T09:56:56Z,3862086839,56,Back,3862086843,141,0.0,3862086841,140,37.0,3862086847,213,5.6,3862086837,3,,3862086845,212,12.7,3871010515,388,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406323,11,5,1,0,46,8mbtyq0has0uu0565fm9t5cdo,0,37.6,-1.1,2022-10-22T14:00:58.421Z,2022-10-25T06:47:29Z,3862086949,56,Back,3862086951,347,,3862161737,233,58,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475420155,58,5,1,0,46,fvr504m6gaxsfmtx4fwm7iq1,1,62.4,101.1,2022-10-22T14:00:58.421Z,2022-10-25T06:47:29Z,3862157785,56,Left,3862157787,347,,3862161697,233,11,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406497,13,1,1,0,53,fvr504m6gaxsfmtx4fwm7iq1,0,59,100,2022-10-22T14:01:05.488Z,2022-10-25T06:47:32Z,3862087857,56,Left,3862153655,1,,3862087865,141,93.8,3862087873,213,6.0,3862087869,212,22.8,3862087859,140,80.1,3862153653,107,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406525,12,44,1,0,55,8mbtyq0has0uu0565fm9t5cdo,1,12.9,7.8,2022-10-22T14:01:07.790Z,2022-10-25T09:56:57Z,3862087979,56,Back,3862108831,233,14,3862087981,285,,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406537,14,44,1,0,55,fvr504m6gaxsfmtx4fwm7iq1,0,87.1,92.2,2022-10-22T14:01:07.791Z,2022-10-25T06:47:37Z,3862109907,233,12,3862088033,286,,3862088031,56,Left,,,,,,,,,,,,,,,,1nvaqc5633cmmgqu2bpvly5ex,C. Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406539,13,1,1,0,55,8mbtyq0has0uu0565fm9t5cdo,0,5.9,9.4,2022-10-22T14:01:07.837Z,2022-10-25T09:56:57Z,3862088041,141,7.9,3871010801,388,,3862088043,212,7.7,3862088039,140,13.2,3862088045,213,6.2,3862088037,56,Back,3862088035,3,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406541,15,61,1,0,55,fvr504m6gaxsfmtx4fwm7iq1,1,80.1,93.8,2022-10-22T14:01:07.878Z,2022-10-25T06:47:48Z,3871010939,388,,3862088047,56,Left,3871010937,15,,,,,,,,,,,,,,,,,1nvaqc5633cmmgqu2bpvly5ex,C. Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406605,14,1,1,0,56,8mbtyq0has0uu0565fm9t5cdo,0,8.2,4.3,2022-10-22T14:01:09.189Z,2022-10-25T06:47:56Z,3862088315,140,13.5,3862088317,141,2.3,3862088321,213,6.0,3862088313,56,Back,3871011091,178,,3862088319,212,5.7,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406679,17,61,1,0,57,fvr504m6gaxsfmtx4fwm7iq1,1,83.7,96.9,2022-10-22T14:01:09.241Z,2022-10-25T06:48:02Z,3871011211,178,,3871011209,21,,3862088707,56,Left,,,,,,,,,,,,,,,,1nvaqc5633cmmgqu2bpvly5ex,C. Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406749,15,5,1,0,57,8mbtyq0has0uu0565fm9t5cdo,1,14.4,-1.5,2022-10-22T14:01:09.669Z,2022-10-25T06:48:13Z,3862089001,56,Back,3862089003,347,,3862094133,233,16,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406669,16,5,1,0,57,fvr504m6gaxsfmtx4fwm7iq1,0,85.6,101.5,2022-10-22T14:01:09.669Z,2022-10-25T06:48:13Z,3862094203,233,15,3862088641,347,,3862088639,56,Left,,,,,,,,,,,,,,,,1nvaqc5633cmmgqu2bpvly5ex,C. Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406819,16,1,1,1,3,8mbtyq0has0uu0565fm9t5cdo,0,13.4,0,2022-10-22T14:01:15.545Z,2022-10-25T06:48:18Z,3862089287,140,33.4,3862089285,56,Back,3862089295,1,,3862089293,213,0.2,3862089291,212,21.4,3862089289,141,4.9,3862089283,107,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406825,18,1,1,1,5,fvr504m6gaxsfmtx4fwm7iq1,0,57,95.2,2022-10-22T14:01:17.558Z,2022-10-25T06:48:20Z,3871011535,388,,3862089319,140,65.0,3862089323,212,9.3,3862089321,141,100.0,3862089317,56,Left,3862089325,213,0.4,3862089315,3,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406961,17,5,1,1,6,8mbtyq0has0uu0565fm9t5cdo,1,28,-1.5,2022-10-22T14:01:18.837Z,2022-10-25T06:48:30Z,3862090067,347,,3862090111,233,19,3862090065,56,Back,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406831,19,5,1,1,6,fvr504m6gaxsfmtx4fwm7iq1,0,72,101.5,2022-10-22T14:01:18.837Z,2022-10-25T06:48:31Z,3862090159,233,17,3862089345,56,Left,3862089349,347,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407059,18,1,1,1,12,8mbtyq0has0uu0565fm9t5cdo,1,23.5,0,2022-10-22T14:01:24.699Z,2022-10-25T06:48:36Z,3862090677,56,Right,3862090685,141,15.6,3862090687,212,35.7,3862090675,107,,3862090689,213,0.3,3862090681,140,55.7,3862090693,1,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407069,19,61,1,1,14,8mbtyq0has0uu0565fm9t5cdo,0,55.1,19.1,2022-10-22T14:01:26.743Z,2022-10-25T06:48:44Z,3871012081,178,,3862090765,56,Right,,,,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477093143,749,67,1,1,15,fvr504m6gaxsfmtx4fwm7iq1,1,38.5,73.4,2022-10-22T14:01:27.999Z,2022-10-25T09:56:57Z,3871055889,233,946,,,,,,,,,,,,,,,,,,,,,,75lptyj9mjvb2zyupi4fnnox5,T. Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477093141,946,67,1,1,15,8mbtyq0has0uu0565fm9t5cdo,0,61.5,26.6,2022-10-22T14:01:28Z,2022-10-25T07:20:00Z,3871055903,233,749,,,,,,,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407205,20,1,1,1,15,fvr504m6gaxsfmtx4fwm7iq1,0,35.4,77.3,2022-10-22T14:01:28.027Z,2022-10-25T09:56:58Z,3862091285,141,51.0,3862091287,212,41.6,3862091291,1,,3862091281,56,Center,3862091289,213,5.8,3862091283,140,71.2,3862091279,157,,3871012177,178,,75lptyj9mjvb2zyupi4fnnox5,T. Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407249,20,1,1,1,20,8mbtyq0has0uu0565fm9t5cdo,1,20,48.8,2022-10-22T14:01:32.239Z,2022-10-25T06:48:52Z,3862091513,141,48.8,3862091511,140,8.1,3862091509,56,Back,3862091517,213,3.1,3862091515,212,12.5,3871012253,178,,,,,,,,5kdcg5tlzqdsmqdvyvxf49rrp,A. Mariappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407341,21,1,1,1,21,8mbtyq0has0uu0565fm9t5cdo,0,8.1,48.8,2022-10-22T14:01:33.385Z,2022-10-25T06:48:55Z,3862091903,56,Back,3871012287,178,,3862091909,212,40.4,3862091901,157,,3862091907,141,74.5,3862091913,1,,3862091911,213,0.4,3862091905,140,42.8,3yamg9wboimwxyklpekdxgxxx,B. Garratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407375,21,44,1,1,23,fvr504m6gaxsfmtx4fwm7iq1,1,50.1,25.7,2022-10-22T14:01:36.098Z,2022-10-25T09:56:58Z,3862092143,286,,3862092059,56,Center,3862092135,233,22,,,,,,,,,,,,,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407357,22,44,1,1,23,8mbtyq0has0uu0565fm9t5cdo,0,49.9,74.3,2022-10-22T14:01:36.099Z,2022-10-25T08:14:06Z,3862091991,56,Back,3862091993,285,,3862092175,233,21,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407427,22,1,1,1,23,fvr504m6gaxsfmtx4fwm7iq1,0,43,25.9,2022-10-22T14:01:36.148Z,2022-10-25T09:56:59Z,3862092299,212,17.1,3862092291,3,,3862092293,56,Right,3862092301,213,5.9,3871012499,388,,3862092295,140,58.1,3862092297,141,16.5,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407413,23,1,1,1,25,8mbtyq0has0uu0565fm9t5cdo,0,30.3,77.6,2022-10-22T14:01:37.998Z,2022-10-25T06:49:09Z,3862092243,56,Left,3862092249,212,23.1,3862092241,3,,3862092251,213,0.1,3862092247,141,79.7,3871012577,388,,3862092245,140,52.3,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407547,23,1,1,1,27,fvr504m6gaxsfmtx4fwm7iq1,0,36.5,15.9,2022-10-22T14:01:39.380Z,2022-10-25T06:49:13Z,3862092905,157,,3862092921,212,53.7,3862092913,140,86.1,3871012639,178,,3862092917,141,35.4,3862092927,1,,3862092909,56,Center,3862092925,213,0.2,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407555,24,52,1,1,30,8mbtyq0has0uu0565fm9t5cdo,1,10.2,47.6,2022-10-22T14:01:43.151Z,2022-10-25T06:49:18Z,3869624927,378,,3871012759,388,,,,,,,,,,,,,,,,,,,,3yamg9wboimwxyklpekdxgxxx,B. Garratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407829,25,1,1,1,32,8mbtyq0has0uu0565fm9t5cdo,1,10.5,45.4,2022-10-22T14:01:44.476Z,2022-10-25T06:49:23Z,3862094233,141,14.0,3862094231,140,26.9,3862094239,213,5.4,3862094237,212,27.4,3862094225,123,,3862094227,56,Back,3871012865,178,,,,,3yamg9wboimwxyklpekdxgxxx,B. Garratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407889,26,1,1,1,37,8mbtyq0has0uu0565fm9t5cdo,1,48.9,2.6,2022-10-22T14:01:49.759Z,2022-10-25T06:49:27Z,3862094545,212,16.0,3862094537,56,Right,3871012961,178,,3862094541,141,4.9,3862094551,213,0.1,3862094539,140,64.1,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407897,27,61,1,1,38,8mbtyq0has0uu0565fm9t5cdo,0,59.2,7.1,2022-10-22T14:01:50.905Z,2022-10-25T06:49:38Z,3862094593,56,Right,3871013175,178,,,,,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477127257,1058,67,1,1,39,fvr504m6gaxsfmtx4fwm7iq1,1,38.3,85.4,2022-10-22T14:01:51.892Z,2022-10-25T10:15:22Z,3871230295,233,1453,,,,,,,,,,,,,,,,,,,,,,1nvaqc5633cmmgqu2bpvly5ex,C. Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
