id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2486670827,5,49,1,0,15,fvr504m6gaxsfmtx4fwm7iq1,1,57.1,62.3,2022-11-19T15:03:31.712Z,2022-11-22T04:03:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487037993,810,3,1,0,16,fvr504m6gaxsfmtx4fwm7iq1,0,55.6,74.9,2022-11-19T15:03:32.863Z,2022-11-22T04:03:36Z,3923756741,178,,3923238579,467,7pia2vfewavgyc8d7pvgr7owl,3923238573,56,Center,3923238577,464,,3923238575,286,,,,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670901,6,4,1,0,16,fvr504m6gaxsfmtx4fwm7iq1,1,57,62.5,2022-11-19T15:03:33.300Z,2022-11-22T04:56:22Z,3921293929,13,,3921293933,152,,3921293975,233,7,3921293931,56,Center,3921293939,265,,3921293941,286,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670897,7,4,1,0,16,jv3jh5m5t7qy5t37vwwmnj16,0,43,37.5,2022-11-19T15:03:33.301Z,2022-11-22T04:56:21Z,3921293883,265,,3921293881,152,,3923756783,178,,3921293879,56,Back,3921293885,285,,3921293999,233,6,3921293877,13,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671537,7,1,1,0,50,fvr504m6gaxsfmtx4fwm7iq1,1,57.1,63.1,2022-11-19T15:04:07.147Z,2022-11-22T04:03:50Z,3921297313,140,84.9,3921297317,212,38.4,3921297323,1,,3921297299,155,,3921297305,152,,3921297315,141,26.4,3923756845,178,,3921297319,213,5.6,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,3921297309,56,Center,3921297295,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671543,8,44,1,0,53,fvr504m6gaxsfmtx4fwm7iq1,1,85.6,28.5,2022-11-19T15:04:09.788Z,2022-11-22T07:15:48Z,3921297357,233,8,3921297345,56,Center,3921297347,286,,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671527,8,44,1,0,53,jv3jh5m5t7qy5t37vwwmnj16,0,14.4,71.5,2022-11-19T15:04:09.789Z,2022-11-22T04:04:01Z,3921297247,285,,3921297369,233,8,3921297245,56,Back,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671555,9,1,1,0,53,fvr504m6gaxsfmtx4fwm7iq1,0,84.9,26.4,2022-11-19T15:04:09.912Z,2022-11-22T07:15:49Z,3921297429,213,0.0,3921297419,3,,3923756959,388,,3921297425,141,26.4,3921297423,140,100.0,3921297421,56,Center,3921297427,212,16.5,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671601,9,5,1,0,55,jv3jh5m5t7qy5t37vwwmnj16,1,-1,71.6,2022-11-19T15:04:12.366Z,2022-11-22T04:04:08Z,3921297663,56,Back,3921297721,233,10,3921297665,346,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671563,10,5,1,0,55,fvr504m6gaxsfmtx4fwm7iq1,0,101,28.4,2022-11-19T15:04:12.366Z,2022-11-22T04:04:09Z,3921297457,56,Center,3921297745,233,9,3921297459,346,,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671847,10,1,1,1,5,jv3jh5m5t7qy5t37vwwmnj16,1,5,63,2022-11-19T15:04:21.748Z,2022-11-22T04:56:46Z,3921298759,212,26.3,3921298751,124,,3921298757,141,94.4,3921298753,56,Back,3921298765,237,,3921298755,140,19.7,3921298761,213,0.9,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671919,11,1,1,1,8,jv3jh5m5t7qy5t37vwwmnj16,0,21.8,96,2022-11-19T15:04:25.306Z,2022-11-22T04:56:48Z,3921299119,141,91.8,3921299125,1,,3921299115,56,Left,3921299121,212,45.0,3923757051,178,,3921299113,155,,3921299117,140,64.6,3921299123,213,6.2,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671947,11,1,1,1,11,fvr504m6gaxsfmtx4fwm7iq1,0,31.7,8.9,2022-11-19T15:04:28.133Z,2022-11-22T04:56:50Z,3921299257,3,,3921299265,212,26.5,3921299263,141,8.6,3921299267,213,6.3,3921299261,140,56.9,3923757083,388,,3921299259,56,Right,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671957,12,44,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,1,44,80.8,2022-11-19T15:04:30.003Z,2022-11-22T07:15:49Z,3921299361,233,12,3921299317,285,,3921299315,56,Back,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671953,12,44,1,1,13,fvr504m6gaxsfmtx4fwm7iq1,0,56,19.2,2022-11-19T15:04:30.004Z,2022-11-22T04:56:53Z,3921299277,286,,3921299275,56,Right,3921299417,233,12,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671967,13,1,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,1,49.7,75.8,2022-11-19T15:04:30.083Z,2022-11-22T07:15:50Z,3921299381,141,88.8,3921299385,212,10.3,3921299377,140,54.7,3923757147,388,,3921299371,3,,3921299373,56,Left,3921299391,213,1.0,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672043,14,1,1,1,17,jv3jh5m5t7qy5t37vwwmnj16,0,55.1,96.9,2022-11-19T15:04:34.093Z,2022-11-22T04:57:01Z,3921299749,140,59.3,3921299747,56,Left,3921299755,213,0.0,3921299753,212,4.4,3921299783,233,13,3921299781,236,,3923757193,178,,3921299787,286,,40wbrqny2ekenyy37ver8dyol,N. Freeman,3921299751,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672045,13,74,1,1,17,fvr504m6gaxsfmtx4fwm7iq1,1,40.1,3.5,2022-11-19T15:04:34.126Z,2022-11-22T04:57:03Z,3921299759,285,,3921299807,233,14,3923757213,178,,3921299757,56,Back,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672065,14,5,1,1,18,fvr504m6gaxsfmtx4fwm7iq1,0,37,-2,2022-11-19T15:04:35.213Z,2022-11-22T04:04:38Z,3921301059,233,15,3921299841,56,Back,3921299843,347,,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672287,15,5,1,1,18,jv3jh5m5t7qy5t37vwwmnj16,1,63,102,2022-11-19T15:04:35.213Z,2022-11-22T04:04:38Z,3921300995,347,,3921301039,233,14,3921300993,56,Left,,,,,,,,,,,,,,,,40wbrqny2ekenyy37ver8dyol,N. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672357,16,1,1,1,33,jv3jh5m5t7qy5t37vwwmnj16,1,60,100,2022-11-19T15:04:50.174Z,2022-11-22T04:57:09Z,3921301359,212,25.5,3921301365,1,,3921301345,56,Back,3921301351,140,37.4,3921301339,107,,3921301355,141,87.7,3921301363,213,3.5,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672455,17,1,1,1,37,jv3jh5m5t7qy5t37vwwmnj16,1,35.6,85.6,2022-11-19T15:04:54.024Z,2022-11-22T04:57:14Z,3923757309,178,,3921301867,56,Back,3921301877,1,,3921301871,141,43.3,3921301869,140,18.0,3921301873,212,34.2,3921301875,213,4.1,,,,ex186m2z3yp666b1g219a8ted,A. Mawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672517,18,1,1,1,41,jv3jh5m5t7qy5t37vwwmnj16,0,19.2,40.1,2022-11-19T15:04:57.987Z,2022-11-22T04:57:16Z,3921302159,140,70.2,3923757331,178,,3921302165,213,0.3,3921302157,56,Center,3921302167,1,,3921302161,141,63.9,3921302163,212,55.9,3921302155,157,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672569,15,1,1,1,44,fvr504m6gaxsfmtx4fwm7iq1,0,30.2,39.4,2022-11-19T15:05:01.549Z,2022-11-22T04:57:19Z,3921302425,141,40.4,3921302427,212,18.3,3921302421,56,Back,3921302423,140,47.6,3923757359,388,,3921302419,3,,3921302429,213,0.0,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672593,19,1,1,1,47,jv3jh5m5t7qy5t37vwwmnj16,1,52.3,58.1,2022-11-19T15:05:03.631Z,2022-11-22T04:57:24Z,3921302583,141,63.1,3921302587,213,2.8,3921302581,140,42.3,3921302579,56,Back,3921302585,212,11.0,3923757377,178,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672643,20,1,1,1,49,jv3jh5m5t7qy5t37vwwmnj16,1,42.1,63,2022-11-19T15:05:05.556Z,2022-11-22T04:57:26Z,3921302815,141,57.3,3923757403,178,,3921302823,213,4.1,3921302813,140,39.4,3921302809,56,Back,3921302819,212,4.8,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672751,21,1,1,1,51,jv3jh5m5t7qy5t37vwwmnj16,1,43.7,52.8,2022-11-19T15:05:08.178Z,2022-11-22T05:21:47Z,3921303395,212,47.2,3921305669,210,15,3923757425,178,,3921303387,155,,3921303399,1,,3921303393,141,32.8,3921305671,154,,3921303389,56,Center,ex186m2z3yp666b1g219a8ted,A. Mawson,3921303391,140,86.7,3921303397,213,1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672757,22,15,1,1,54,jv3jh5m5t7qy5t37vwwmnj16,1,86.7,32.8,2022-11-19T15:05:10.735Z,2022-11-22T05:21:43Z,3921305703,29,,3921303935,20,,3921305701,79,,3921305705,154,,3923757477,178,,3921305717,108,,3921305719,328,,3921303439,56,Center,4oogur7f8tfx3z011ap58ao5x,G. McCleary,3921305723,147,44.6,3921303435,63,,,3921305721,146,96.5,3921305707,55,21,3921312749,233,16,3921303431,22,3921305711,102,49.7,3921305713,103,29.7,,,,,,,,,,,,,,
2486672791,16,10,1,1,54,fvr504m6gaxsfmtx4fwm7iq1,1,1.7,52.2,2022-11-19T15:05:11.330Z,2022-11-22T05:21:54Z,3923240115,181,,3923240117,378,,3921312687,174,,3921312773,233,22,3921303565,182,,3921303567,56,Back,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672855,17,1,1,1,55,fvr504m6gaxsfmtx4fwm7iq1,1,6.6,64.6,2022-11-19T15:05:12.503Z,2022-11-22T04:54:06Z,3923757547,389,,3921303899,141,59.4,3921303897,140,4.7,3921303901,212,4.1,3921303893,3,,3921303903,213,4.2,3921303895,56,Back,,,,eslpks0nl5y4vnn6xi13iuqqx,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672857,18,52,1,1,56,fvr504m6gaxsfmtx4fwm7iq1,1,4.7,59.4,2022-11-19T15:05:13.366Z,2022-11-22T05:22:02Z,3923240177,377,,3923757565,178,,,,,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673293,19,1,1,2,17,fvr504m6gaxsfmtx4fwm7iq1,0,12.6,46,2022-11-19T15:05:33.752Z,2022-11-22T05:22:11Z,3921306159,56,Center,3921306169,1,,3921306155,199,,3921306163,141,26.4,3921306167,213,6.0,3921306161,140,64.4,3921306165,212,56.0,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673295,23,44,1,2,21,jv3jh5m5t7qy5t37vwwmnj16,1,31.4,73.8,2022-11-19T15:05:37.577Z,2022-11-22T07:15:50Z,3921306181,285,,3921306179,56,Back,3921306233,233,20,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673301,20,44,1,2,21,fvr504m6gaxsfmtx4fwm7iq1,0,68.6,26.2,2022-11-19T15:05:37.578Z,2022-11-22T04:05:28Z,3921306311,233,23,3921306197,56,Center,3921306199,286,,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673315,24,1,1,2,21,jv3jh5m5t7qy5t37vwwmnj16,1,27.1,74.4,2022-11-19T15:05:37.953Z,2022-11-22T07:15:51Z,3921306267,56,Back,3921306265,3,,3923757649,388,,3921306275,213,1.5,3921306273,212,3.6,3921306269,140,27.5,3921306271,141,79.6,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487038581,854,44,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,1,29.3,87.3,2022-11-19T15:05:40.841Z,2022-11-22T07:15:51Z,3923240579,285,,3923259003,233,811,3923240577,56,Back,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487038583,811,44,1,2,24,fvr504m6gaxsfmtx4fwm7iq1,0,70.7,12.7,2022-11-19T15:05:40.842Z,2022-11-22T04:05:36Z,3923240581,56,Right,3923259007,233,854,3923240583,286,,,,,,,,,,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673447,25,1,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,1,30.8,93.9,2022-11-19T15:05:41.221Z,2022-11-22T07:15:52Z,3921306937,212,8.7,3921306933,140,38.6,3921306939,213,0.4,3923757725,388,,3921306929,56,Back,3921306935,141,98.4,3921306927,3,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673519,26,1,1,2,27,jv3jh5m5t7qy5t37vwwmnj16,1,38.6,98.4,2022-11-19T15:05:43.642Z,2022-11-22T05:22:33Z,3921307277,140,57.9,3921307273,157,,3921307275,56,Center,3921307281,212,26.0,3921307283,213,5.6,3923757759,178,,3921307285,1,,3921307279,141,74.4,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673535,27,44,1,2,30,jv3jh5m5t7qy5t37vwwmnj16,1,57.4,79.1,2022-11-19T15:05:46.979Z,2022-11-22T07:15:52Z,3921307353,286,,3921307351,56,Left,3921307385,233,21,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673533,21,44,1,2,30,fvr504m6gaxsfmtx4fwm7iq1,0,42.6,20.9,2022-11-19T15:05:46.980Z,2022-11-22T04:05:48Z,3921307343,56,Back,3921307417,233,27,3921307345,285,,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673555,28,1,1,2,30,jv3jh5m5t7qy5t37vwwmnj16,0,57.9,74.4,2022-11-19T15:05:47.035Z,2022-11-22T07:15:53Z,3921307501,168,,3921307507,141,61.4,3921307503,56,Center,3923757823,388,,3921307509,212,18.0,3921307499,3,,3921307511,213,5.8,3921307505,140,72.8,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673631,22,1,1,2,32,fvr504m6gaxsfmtx4fwm7iq1,1,31.1,27.3,2022-11-19T15:05:49.334Z,2022-11-22T04:05:54Z,3921307833,213,2.7,3921307837,1,,3921307829,212,32.5,3923757857,178,,3921307821,140,3.0,3921307817,56,Back,3921307825,141,47.3,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673715,23,1,1,2,34,fvr504m6gaxsfmtx4fwm7iq1,1,0.4,50.9,2022-11-19T15:05:51.233Z,2022-11-22T04:58:09Z,3921308267,157,,3921308279,1,,3921308273,141,73.2,3921308269,56,Back,3921308271,140,40.8,3921308277,213,0.3,3923757889,178,,3921308275,212,45.0,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673731,24,1,1,2,39,fvr504m6gaxsfmtx4fwm7iq1,1,39.9,65.5,2022-11-19T15:05:56.456Z,2022-11-22T04:58:11Z,3921308359,212,11.0,3921308353,56,Back,3921308357,141,74.4,3921308361,213,2.6,3923757931,178,,3921308355,140,31.1,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
