id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/value
2509122727,6,1,1,0,19,dv9l02o316cd9hbkxaho2u12f,0,18.1,90,2023-02-18T15:01:16.465Z,2023-02-21T08:03:14Z,4039619083,157,,4039619099,1,,4039619095,212,50.0,4039619091,140,64.9,4039619087,56,Center,4039619093,141,76.1,4039619097,213,6.1,4047227833,178,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122715,6,44,1,0,22,ejm092fnt9zoxbpuklzd52ji8,1,35.3,24.4,2023-02-18T15:01:20.119Z,2023-02-21T08:52:07Z,4039619019,285,,4039619017,56,Back,4039619335,233,7,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122741,7,44,1,0,22,dv9l02o316cd9hbkxaho2u12f,0,64.7,75.6,2023-02-18T15:01:20.120Z,2023-02-21T08:03:19Z,4039619441,233,6,4039619149,286,,4039619147,56,Center,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122719,7,1,1,0,22,ejm092fnt9zoxbpuklzd52ji8,0,35.6,23.9,2023-02-18T15:01:20.159Z,2023-02-21T08:52:08Z,4039619035,56,Back,4047227961,388,,4039619039,141,29.4,4039619041,212,8.2,4039619043,213,0.5,4039619037,140,42.6,4039619033,3,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122799,8,61,1,0,23,dv9l02o316cd9hbkxaho2u12f,1,65.4,75.1,2023-02-18T15:01:20.236Z,2023-02-21T08:03:30Z,4047228049,178,,4039619397,56,Center,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122815,9,49,1,0,24,ejm092fnt9zoxbpuklzd52ji8,1,45.4,20,2023-02-18T15:01:21.733Z,2023-02-21T08:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122887,10,1,1,0,24,ejm092fnt9zoxbpuklzd52ji8,1,45.4,20,2023-02-18T15:01:21.773Z,2023-02-21T08:03:39Z,4039619817,56,Back,4047228145,178,,4039619821,141,5.5,4046550339,156,,4039619823,212,18.0,4039619819,140,31.1,4039619827,213,3.7,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122811,8,43,1,0,25,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-18T15:01:22.437Z,2023-02-20T17:22:09Z,4039619481,212,3.8,4046550327,144,1,4039619483,213,0.2,4039619471,56,Back,4039619479,141,20.0,4039619475,140,45.4,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122965,11,1,1,0,26,ejm092fnt9zoxbpuklzd52ji8,0,31.1,5.2,2023-02-18T15:01:24.121Z,2023-02-21T08:03:41Z,4039620255,213,0.3,4039620251,141,37.7,4039620247,56,Center,4047228185,178,,4039620257,1,,4039620253,212,67.6,4039620245,157,,4039620249,140,91.9,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122999,9,52,1,0,39,dv9l02o316cd9hbkxaho2u12f,1,9.6,59.7,2023-02-18T15:01:36.742Z,2023-02-21T08:03:46Z,4047228241,178,,4046550493,376,,,,,,,,,,,,,,,,,,,,8hiqkrsoskyhhoc0n0wp7lql1,G. Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123317,10,80,1,0,42,dv9l02o316cd9hbkxaho2u12f,0,13.3,59.3,2023-02-18T15:01:39.415Z,2023-02-21T08:03:51Z,4047228321,178,,,,,,,,,,,,,,,,,,,,,,,8hiqkrsoskyhhoc0n0wp7lql1,G. Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123577,11,1,1,0,45,dv9l02o316cd9hbkxaho2u12f,0,13.2,55.8,2023-02-18T15:01:42.286Z,2023-02-21T08:03:54Z,4039623269,1,,4039623265,212,56.7,4047228373,178,,4039623261,140,65.0,4039623257,198,,4039623267,213,6.0,4039623255,157,,4039623263,141,32.4,8hiqkrsoskyhhoc0n0wp7lql1,G. Woods,4039623259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2509123585,12,44,1,0,48,ejm092fnt9zoxbpuklzd52ji8,1,35.3,61.4,2023-02-18T15:01:45.661Z,2023-02-21T08:52:08Z,4039623281,56,Back,4039623285,285,,4039623473,233,12,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123605,12,44,1,0,48,dv9l02o316cd9hbkxaho2u12f,0,64.7,38.6,2023-02-18T15:01:45.662Z,2023-02-21T08:03:58Z,4039623377,56,Center,4039623379,286,,4039623515,233,12,,,,,,,,,,,,,,,,34ur42uwxdk48v051z05no9gp,J. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123591,13,1,1,0,48,ejm092fnt9zoxbpuklzd52ji8,0,35.6,55.1,2023-02-18T15:01:45.710Z,2023-02-21T08:52:09Z,4039623309,56,Back,4039623317,141,55.2,4039623321,213,0.0,4039623313,140,44.0,4039623307,3,,4039623319,212,8.8,4047228461,388,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510435197,777,1,1,0,49,dv9l02o316cd9hbkxaho2u12f,0,58.8,35.5,2023-02-18T15:01:46.950Z,2023-02-21T08:04:06Z,4046551955,3,,4046551963,212,8.3,4046551959,140,59.6,4046551965,213,4.8,4046551961,141,23.4,4047228515,178,,4046551957,56,Center,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123655,14,44,1,0,50,ejm092fnt9zoxbpuklzd52ji8,1,39.2,79.6,2023-02-18T15:01:48.147Z,2023-02-21T08:52:09Z,4039627765,233,14,4039623557,56,Back,4039627713,285,,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123819,14,44,1,0,50,dv9l02o316cd9hbkxaho2u12f,0,60.8,20.4,2023-02-18T15:01:48.148Z,2023-02-21T08:04:10Z,4039624331,286,,4039627223,233,14,4039624327,56,Right,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123671,15,1,1,0,51,ejm092fnt9zoxbpuklzd52ji8,0,41.1,78.4,2023-02-18T15:01:48.220Z,2023-02-21T08:52:09Z,4039623605,56,Back,4039623609,141,68.5,4039623613,213,3.9,4039623607,140,33.8,4039623611,212,10.2,4047228601,388,,4039623603,3,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510566447,1080,67,1,0,52,ejm092fnt9zoxbpuklzd52ji8,1,33.8,70.6,2023-02-18T15:01:49.579Z,2023-02-21T08:57:52Z,4047274825,233,1175,,,,,,,,,,,,,,,,,,,,,,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510566445,1175,67,1,0,52,dv9l02o316cd9hbkxaho2u12f,0,66.2,29.4,2023-02-18T15:01:49.580Z,2023-02-21T08:58:32Z,4047274833,233,1080,,,,,,,,,,,,,,,,,,,,,,34ur42uwxdk48v051z05no9gp,J. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123721,16,1,1,0,52,ejm092fnt9zoxbpuklzd52ji8,0,36,75.4,2023-02-18T15:01:49.649Z,2023-02-21T08:57:52Z,4039623839,56,Back,4039623845,212,2.3,4039623849,1,,4039623841,140,35.2,4039623837,157,,4039623843,141,72.3,4047228621,178,,4039623847,213,4.3,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123769,13,44,1,0,54,dv9l02o316cd9hbkxaho2u12f,1,57.9,25.3,2023-02-18T15:01:51.644Z,2023-02-21T08:52:10Z,4039667019,286,,4039667137,233,17,4039624103,56,Center,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123799,17,44,1,0,54,ejm092fnt9zoxbpuklzd52ji8,0,42.1,74.7,2023-02-18T15:01:51.645Z,2023-02-21T08:04:17Z,4039624239,285,,4039624237,56,Back,4039627209,233,13,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124045,20,43,1,0,54,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-18T15:01:51.693Z,2023-02-20T17:25:05Z,4039625451,3,0,4039625463,213,5.0,4039625459,212,7.5,4039625455,140,33.5,4039625453,56,Back,4046553613,144,1,4039625457,141,82.0,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510435519,778,1,1,0,54,dv9l02o316cd9hbkxaho2u12f,0,58.8,16.5,2023-02-18T15:01:51.707Z,2023-02-21T08:52:10Z,4046553701,212,5.5,4046553695,56,Right,4047228659,388,,4046553699,141,9.5,4046553693,3,,4046553703,213,5.2,4046553697,140,61.4,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123867,18,49,1,0,55,ejm092fnt9zoxbpuklzd52ji8,1,37.5,90.6,2023-02-18T15:01:52.737Z,2023-02-21T08:05:36Z,,,,,,,,,,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123923,19,3,1,0,55,ejm092fnt9zoxbpuklzd52ji8,0,39.2,92.1,2023-02-18T15:01:52.759Z,2023-02-21T08:05:33Z,4046554205,286,,4039624827,56,Back,4047229195,178,,4046554227,211,,4046554229,464,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124015,15,49,1,0,57,dv9l02o316cd9hbkxaho2u12f,1,52,9.2,2023-02-18T15:01:54.940Z,2023-02-21T08:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,ev42016zwnwiow3lbefukrbvt,R. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124073,16,1,1,0,58,dv9l02o316cd9hbkxaho2u12f,1,52,9.2,2023-02-18T15:01:55.227Z,2023-02-21T08:05:44Z,4039625567,141,16.2,4039625563,56,Back,4039625571,213,2.8,4047229303,178,,4039625569,212,15.0,4039625565,140,38.5,,,,,,,ev42016zwnwiow3lbefukrbvt,R. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124175,17,1,1,0,59,dv9l02o316cd9hbkxaho2u12f,1,38.5,16.2,2023-02-18T15:01:56.241Z,2023-02-21T08:05:47Z,4047229369,178,,4039626047,140,82.9,4039626055,1,,4039626043,155,,4039626051,212,46.9,4039626053,213,6.2,4039626045,56,Right,4039626049,141,9.1,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510566631,1194,43,1,1,1,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-02-18T15:01:58.191Z,2023-02-21T08:57:07Z,4047275493,233,1085,4047276405,144,67,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510566629,1085,43,1,1,1,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-18T15:01:58.192Z,2023-02-21T08:57:08Z,4047276419,144,67,4047275501,233,1194,,,,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124191,18,61,1,1,1,dv9l02o316cd9hbkxaho2u12f,0,83.2,9.1,2023-02-18T15:01:58.214Z,2023-02-21T08:05:53Z,4039626151,56,Right,4047229457,178,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124233,19,5,1,1,2,dv9l02o316cd9hbkxaho2u12f,0,75.6,-1.7,2023-02-18T15:01:59.402Z,2023-02-21T08:05:57Z,4039626353,347,,4039626459,233,21,4039626351,56,Right,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124213,21,5,1,1,2,ejm092fnt9zoxbpuklzd52ji8,1,24.4,101.7,2023-02-18T15:01:59.402Z,2023-02-21T08:05:57Z,4039626383,233,19,4039626251,56,Back,4039626253,347,,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124673,22,1,1,1,17,ejm092fnt9zoxbpuklzd52ji8,0,24.4,100,2023-02-18T15:02:14.265Z,2023-02-21T08:06:03Z,4039628527,213,6.1,4039628523,141,89.1,4039628519,56,Left,4039628521,140,59.8,4039628525,212,38.0,4039628529,1,,4039628517,107,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124807,20,1,1,1,19,dv9l02o316cd9hbkxaho2u12f,0,35.7,13.7,2023-02-18T15:02:16.199Z,2023-02-21T08:06:07Z,4039629225,141,23.9,4039629229,213,0.4,4039629223,140,50.8,4039629219,56,Center,4047229655,388,,4039629215,3,,4039629227,212,17.3,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124781,23,44,1,1,21,ejm092fnt9zoxbpuklzd52ji8,1,45.2,77,2023-02-18T15:02:18.333Z,2023-02-21T08:52:10Z,4039629463,233,21,4039629081,56,Back,4039629083,285,,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124827,21,44,1,1,21,dv9l02o316cd9hbkxaho2u12f,0,54.8,23,2023-02-18T15:02:18.334Z,2023-02-21T08:06:11Z,4039629311,56,Center,4039629313,286,,4039629515,233,23,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124801,24,1,1,1,21,ejm092fnt9zoxbpuklzd52ji8,0,41.1,77.9,2023-02-18T15:02:18.352Z,2023-02-21T08:52:11Z,4047229817,388,,4039629193,141,72.3,4039629201,213,6.1,4039629181,3,,4039629197,212,19.0,4039629191,140,58.8,4039629187,56,Center,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510562429,799,67,1,1,22,dv9l02o316cd9hbkxaho2u12f,1,41.2,26.6,2023-02-18T15:02:19.409Z,2023-02-21T08:52:11Z,4047252191,233,822,,,,,,,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510562427,822,67,1,1,22,ejm092fnt9zoxbpuklzd52ji8,0,58.8,73.4,2023-02-18T15:02:19.410Z,2023-02-21T08:28:25Z,4047252199,233,799,,,,,,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510435977,779,1,1,1,22,dv9l02o316cd9hbkxaho2u12f,0,43.4,27.7,2023-02-18T15:02:19.465Z,2023-02-21T08:52:11Z,4046556481,56,Center,4046556485,141,29.4,4046556489,213,0.1,4046556483,140,56.2,4047229759,178,,4046556487,212,13.5,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124897,25,1,1,1,22,ejm092fnt9zoxbpuklzd52ji8,0,42.4,72.7,2023-02-18T15:02:19.993Z,2023-02-21T08:06:28Z,4039629681,213,6.3,4039629677,212,24.9,4039629663,56,Center,4047229915,178,,4039629667,140,66.1,4039629673,141,71.5,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124905,22,49,1,1,24,dv9l02o316cd9hbkxaho2u12f,1,35.9,30.9,2023-02-18T15:02:21.573Z,2023-02-21T08:06:37Z,,,,,,,,,,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124969,23,1,1,1,25,dv9l02o316cd9hbkxaho2u12f,1,35.9,30.9,2023-02-18T15:02:22.527Z,2023-02-21T08:06:41Z,4039630063,141,64.5,4039630059,56,Back,4039630067,213,1.7,4047230119,178,,4039630061,140,32.1,4039630065,212,23.2,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125105,24,1,1,1,26,dv9l02o316cd9hbkxaho2u12f,0,32.2,64.5,2023-02-18T15:02:24.053Z,2023-02-21T08:06:44Z,4039630715,140,68.4,4039630723,213,6.2,4039630719,212,38.3,4039630711,157,,4047230159,178,,4039630717,141,57.9,4039630713,56,Center,4039630729,1,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125113,26,44,1,1,30,ejm092fnt9zoxbpuklzd52ji8,1,32,45,2023-02-18T15:02:27.324Z,2023-02-21T08:52:12Z,4039630873,233,25,4039630759,285,,4039630755,56,Back,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125127,25,44,1,1,30,dv9l02o316cd9hbkxaho2u12f,0,68,55,2023-02-18T15:02:27.325Z,2023-02-21T08:06:47Z,4039630785,286,,4039630781,56,Center,4039631069,233,26,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125157,27,1,1,1,30,ejm092fnt9zoxbpuklzd52ji8,1,31.3,48.2,2023-02-18T15:02:27.365Z,2023-02-21T08:52:12Z,4039630979,56,Center,4047230253,388,,4039630981,140,51.7,4039630975,3,,4039630987,213,6.1,4039630983,141,41.9,4039630985,212,21.8,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125215,28,44,1,1,32,ejm092fnt9zoxbpuklzd52ji8,1,52.6,44.2,2023-02-18T15:02:29.372Z,2023-02-21T08:52:12Z,4039631239,56,Center,4039631459,233,26,4039631241,286,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
