id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId
2533582901,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-04-15T13:15:02.515Z,2023-04-15T13:15:02Z,4190038555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190038549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4190038551,59,"1, 30, 3, 22, 2, 17, 8, 6, 10, 19, 7, 9, 18, 21, 23, 28, 31, 40",4190038559,197,4819,4190038557,194,6q5iqhaxdzqhj3jt0eptjvbv9,4190038547,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, f0sa0skucdf742t06hsmi8ne2, 9jj7t00bb5zflz78nlz3bvllg, 6wax1hh875vpvfi1fbetwmtey, 6hq92cx2829wfuzxmfhg1xpm1, 3pxdg41xbkbajeuxovusa2v9x, 6q5iqhaxdzqhj3jt0eptjvbv9, bdquc37ytagmw19zgrehnryz9, f4qyrav5wfp55jyprdoq1upcl, 9s6ec1a12gozqwjlsyo7y8gr9, dz04k2zt87y78ku9g14sxm21h, bgly2zwf7qro0phmd6hkry6ll, 4n37rih2qtphgtjxzo2id5f55, ct9ifm9mk702lkhhmlf12nlxx, c651trgr0pihuppxxd31z6go9, 401czina66h20pz9fg2d8l6y2, 5pafzbbuucga9ut20l6ckj7u2",4190038561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190038553,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533582939,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-15T13:15:04.353Z,2023-04-15T13:58:27Z,4190038767,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4190038779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190038775,194,f2d0i9t2qeyppfqrdv6xzc3px,4190038773,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190038771,130,16,4190038765,30,"2xd9g0s3888o99iq0eb5j6ead, e2sj7bhk2s9du1bs1vza1b4k5, ddc712ebtmrrpvj4shekecus5, h4x8lz5ou8esdao80mvls9yi, 69lg8jmug501h6biol5itk02y, akatb6qaa078a72zvl8gapoiy, 8thtb5uqqv63f880cwhpc5zv9, 1la1hsnuheliwojwmcbxroy96, a64e8yqggr7fmtdlyr9v80yxh, f2d0i9t2qeyppfqrdv6xzc3px, 8y3obwxpwckjfl7hkrrg97sgl, ebsspe8jslej9a253w4xpf55h, bwu80wn3lca4x2txuelku0a21, 85vh43wsin67z2dj0iod12fop, 6kxph7ulzz58v8tm3aaomy1ka, 6ge15340tp9n57m88z6rli6i2, 535ecbyyd28elesvxtvbxurpx, 6kz7c7i4wzph7qlzi9nzt266t",4190038777,197,14317,4190038769,59,"1, 11, 7, 15, 6, 34, 12, 38, 9, 10, 4, 3, 8, 17, 18, 23, 32, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627537,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-04-15T14:00:54.528Z,2023-04-17T22:44:19Z,4190266297,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627519,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-15T14:00:54.528Z,2023-04-15T14:00:54Z,4190266213,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627597,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,49.9,49.9,2023-04-15T14:00:54.536Z,2023-04-18T06:43:19Z,4190266531,141,50.7,4190266543,279,S,4190266527,140,33.5,4190266523,56,Back,4190266535,212,17.2,4190266539,213,3.1,4199540413,178,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627633,4,1,1,0,2,5pfqedkme2kabtqhkln35pf3l,1,35.4,48.4,2023-04-15T14:00:56.637Z,2023-04-18T06:43:25Z,4190266705,141,10.4,4190266703,140,43.5,4190266697,56,Back,4199540899,178,,4190266717,213,5.0,4190266711,212,27.2,,,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627719,5,1,1,0,4,5pfqedkme2kabtqhkln35pf3l,1,43.9,10.1,2023-04-15T14:00:59.315Z,2023-04-18T06:43:27Z,4199540925,178,,4190267145,213,2.8,4190267143,212,16.4,4190267131,56,Back,4190267139,141,19.1,4190267135,140,29.4,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627815,6,1,1,0,8,5pfqedkme2kabtqhkln35pf3l,1,28,22.4,2023-04-15T14:01:02.947Z,2023-04-18T06:43:32Z,4199540991,178,,4190267533,141,60.5,4190267529,56,Back,4190267535,212,25.9,4190267537,213,1.5,4190267531,140,29.2,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627931,7,1,1,0,11,5pfqedkme2kabtqhkln35pf3l,1,28.8,65.8,2023-04-15T14:01:05.703Z,2023-04-18T06:43:34Z,4190268085,213,1.1,4190268077,56,Back,4190268083,212,22.8,4190268081,141,95.7,4190268079,140,38.7,4199541017,178,,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627993,8,1,1,0,15,5pfqedkme2kabtqhkln35pf3l,0,42.2,95.9,2023-04-15T14:01:09.534Z,2023-04-18T06:47:48Z,4190268357,141,79.0,4190268361,213,5.9,4199543653,178,,4190268351,155,,4190268353,56,Left,4190268355,140,69.8,4190268359,212,31.2,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
