id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2494807197,640,1,1,0,25,9db4t34qy4owglhvvgwf5l22i,1,62.4,8.7,2023-01-02T15:03:50.242Z,2023-01-04T06:55:31Z,3964395451,3,,3964395457,141,17.3,3964395453,56,Right,3965131555,178,,3964395455,140,68.1,3964395461,213,0.8,3964395459,212,8.4,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656387,8,1,1,0,26,9db4t34qy4owglhvvgwf5l22i,0,64.6,20.1,2023-01-02T15:03:51.765Z,2023-01-04T06:56:03Z,3965131769,178,,3963591223,212,14.9,3963591225,213,4.5,3963591221,141,0.0,3963591217,56,Right,3963591219,140,61.2,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656273,6,43,1,0,27,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-01-02T15:03:52.761Z,2023-01-02T15:04:31Z,3963590759,56,Right,3963592853,144,5,3963590761,347,0,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656461,5,5,1,0,28,69t8imcdaqlgfbds2p58596my,1,37.5,101.6,2023-01-02T15:03:53.504Z,2023-01-04T06:56:22Z,3963591567,56,Back,3963591569,347,,3963591595,233,9,,,,,,,,,,,,,,,,dxk79tuyij7y3gg7j1ad651t6,J. Iredale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656389,9,5,1,0,28,9db4t34qy4owglhvvgwf5l22i,0,62.5,-1.6,2023-01-02T15:03:53.504Z,2023-01-04T06:56:22Z,3963591599,233,5,3963591229,347,,3963591227,56,Right,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656497,6,1,1,0,36,69t8imcdaqlgfbds2p58596my,1,36.2,100,2023-01-02T15:04:01.044Z,2023-01-04T06:57:07Z,3963591767,140,22.9,3963591773,213,3.6,3963591765,56,Back,3963591769,141,90.8,3963591771,212,15.9,3963591763,107,,,,,,,,dxk79tuyij7y3gg7j1ad651t6,J. Iredale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656571,7,1,1,0,39,69t8imcdaqlgfbds2p58596my,1,22.9,90.8,2023-01-02T15:04:04.058Z,2023-01-04T06:57:18Z,3965132293,178,,3963592187,140,11.1,3963592191,212,25.6,3963592185,56,Back,3963592189,141,57.9,3963592193,213,4.2,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656629,8,1,1,0,43,69t8imcdaqlgfbds2p58596my,1,11.1,57.9,2023-01-02T15:04:08.240Z,2023-01-04T06:57:31Z,3965132395,178,,3963592451,141,83.9,3963592447,56,Back,3963592453,212,19.0,3963592449,140,17.6,3963592455,213,1.2,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656651,9,1,1,0,47,69t8imcdaqlgfbds2p58596my,1,17.6,83.9,2023-01-02T15:04:12.654Z,2023-01-04T06:57:47Z,3963592563,141,55.7,3963592565,212,21.1,3963592561,140,9.3,3963592559,56,Back,3965132507,178,,3963592567,213,4.3,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656725,10,1,1,0,50,69t8imcdaqlgfbds2p58596my,1,9.3,55.7,2023-01-02T15:04:15.212Z,2023-01-04T07:02:40Z,3963592915,56,Back,3963592919,141,51.0,3963592921,212,24.2,3963592923,213,6.2,3965134467,178,,3963592917,140,32.1,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656773,11,1,1,0,53,69t8imcdaqlgfbds2p58596my,1,33,50.4,2023-01-02T15:04:18.073Z,2023-01-04T07:02:51Z,3965134549,178,,3963593149,141,91.1,3963593145,56,Left,3963593155,1,,3963593153,213,0.5,3963593143,155,,3963593147,140,76.5,3963593151,212,53.4,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656777,12,61,1,0,55,69t8imcdaqlgfbds2p58596my,0,76.5,91.1,2023-01-02T15:04:20.646Z,2023-01-04T07:03:10Z,3963593171,56,Left,3965134643,388,,,,,,,,,,,,,,,,,,,,7h6eazahfe5epf6zgx1b1urpx,J. Böðvarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657001,10,5,1,0,58,9db4t34qy4owglhvvgwf5l22i,1,14.3,-1.6,2023-01-02T15:04:23.651Z,2023-01-04T07:03:24Z,3963594257,56,Back,3963594259,347,,3963594273,233,13,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656795,13,5,1,0,58,69t8imcdaqlgfbds2p58596my,0,85.7,101.6,2023-01-02T15:04:23.651Z,2023-01-04T07:03:25Z,3963593273,347,,3963593271,56,Left,3963594319,233,10,,,,,,,,,,,,,,,,7h6eazahfe5epf6zgx1b1urpx,J. Böðvarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657031,11,1,1,1,16,9db4t34qy4owglhvvgwf5l22i,1,14.6,0,2023-01-02T15:04:41.080Z,2023-01-04T07:03:44Z,3963594413,141,4.4,3963594409,56,Back,3963594415,212,18.3,3963594407,107,,3963594417,213,0.2,3963594411,140,31.6,,,,,,,d25ilw75uqbnk15v383e1kxrd,R. Cundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657037,12,1,1,1,17,9db4t34qy4owglhvvgwf5l22i,0,29.6,4.1,2023-01-02T15:04:42.883Z,2023-01-04T07:04:36Z,3963594443,56,Back,3963594449,212,10.2,3963594445,140,38.6,3963594439,3,,3965135269,388,,3963594441,168,,3963594451,213,0.4,3963594447,141,9.8,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657047,14,1,1,1,18,69t8imcdaqlgfbds2p58596my,0,57.5,91.5,2023-01-02T15:04:43.594Z,2023-01-04T07:05:23Z,3963594501,140,70.3,3963594497,3,,3965135633,388,,3963594507,213,5.8,3963594505,212,14.9,3963594499,56,Left,3963594503,141,82.0,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657107,13,1,1,1,19,9db4t34qy4owglhvvgwf5l22i,0,24.9,23.7,2023-01-02T15:04:44.929Z,2023-01-04T07:06:03Z,3963594833,140,36.9,3963594825,3,,3963594829,56,Back,3963594845,213,6.0,3963594837,141,18.5,3965135703,388,,3963594841,212,13.1,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494807477,923,44,1,1,21,69t8imcdaqlgfbds2p58596my,1,59,86.4,2023-01-02T15:04:46.114Z,2023-01-04T09:03:58Z,3964699257,233,641,3964397553,286,,3964397551,56,Left,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494807497,641,44,1,1,21,9db4t34qy4owglhvvgwf5l22i,0,41,13.6,2023-01-02T15:04:46.115Z,2023-01-04T07:06:14Z,3964397679,285,,3964699261,233,923,3964397677,56,Back,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657135,16,1,1,1,21,69t8imcdaqlgfbds2p58596my,1,57.6,88.2,2023-01-02T15:04:46.207Z,2023-01-04T09:03:59Z,3963594969,3,,3963594971,56,Center,3963594977,212,12.7,3965136229,388,,3963594979,213,5.2,3963594975,141,71.3,3963594973,140,62.8,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494950797,1026,67,1,1,22,69t8imcdaqlgfbds2p58596my,1,61.7,69.7,2023-01-02T15:04:47.624Z,2023-01-04T09:03:59Z,3965161135,233,712,,,,,,,,,,,,,,,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494950795,712,67,1,1,22,9db4t34qy4owglhvvgwf5l22i,0,38.3,30.3,2023-01-02T15:04:47.625Z,2023-01-04T08:37:52Z,3965161145,233,1026,,,,,,,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657083,15,1,1,1,22,69t8imcdaqlgfbds2p58596my,0,57.4,74,2023-01-02T15:04:47.678Z,2023-01-04T09:04:00Z,3964398057,213,0.2,3963594681,56,Center,3964398051,140,69.5,3965136987,389,,3964398053,141,77.1,3964398055,212,12.9,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494807617,642,1,1,1,23,9db4t34qy4owglhvvgwf5l22i,0,30.7,23.9,2023-01-02T15:04:48.852Z,2023-01-04T07:08:39Z,3965137121,178,,3964398417,140,56.2,3964398421,212,27.1,3964398419,141,17.9,3964398415,56,Right,3964398413,155,,3964398423,213,6.1,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494807677,924,1,1,1,26,69t8imcdaqlgfbds2p58596my,0,43.8,82.1,2023-01-02T15:04:51.285Z,2023-01-04T07:08:57Z,3964398877,141,76.4,3964398871,3,,3964398881,213,6.1,3964398873,56,Center,3965137251,388,,3964398879,212,17.7,3964398875,140,60.2,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657177,14,44,1,1,27,9db4t34qy4owglhvvgwf5l22i,1,34.4,26.5,2023-01-02T15:04:52.887Z,2023-01-04T09:04:01Z,3963595199,285,,3963595197,56,Back,3963595219,233,17,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657143,17,44,1,1,27,69t8imcdaqlgfbds2p58596my,0,65.6,73.5,2023-01-02T15:04:52.888Z,2023-01-04T07:09:09Z,3963595005,286,,3963595269,233,14,3963595003,56,Center,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657191,15,61,1,1,27,9db4t34qy4owglhvvgwf5l22i,1,31.3,36.6,2023-01-02T15:04:52.933Z,2023-01-04T09:04:01Z,3965137547,21,,3963595281,56,Back,3965137549,388,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494658019,29,61,1,1,29,69t8imcdaqlgfbds2p58596my,1,62.3,81.2,2023-01-02T15:04:54.287Z,2023-01-04T07:10:01Z,3964400169,56,Left,3965137695,178,,,,,,,,,,,,,,,,,,,,7h6eazahfe5epf6zgx1b1urpx,J. Böðvarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657195,18,50,1,1,29,69t8imcdaqlgfbds2p58596my,1,67,77.3,2023-01-02T15:04:54.753Z,2023-01-04T07:10:24Z,3963595307,286,,3963597463,233,16,3963595305,56,Center,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657253,16,7,1,1,30,9db4t34qy4owglhvvgwf5l22i,1,33,22.7,2023-01-02T15:04:55.352Z,2023-01-04T07:10:35Z,3965137957,178,,3963597459,233,18,3963595573,56,Back,3963595575,285,,3964400323,384,,,,,,,,,,,1wpc3b44r2w9m2wallf1xcmlm,M. Wolfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657347,17,1,1,1,31,9db4t34qy4owglhvvgwf5l22i,1,39.7,11.2,2023-01-02T15:04:56.767Z,2023-01-04T07:10:46Z,3963595963,212,19.0,3963595965,213,0.0,3965138039,178,,3963595955,140,57.8,3963595959,141,11.4,3963595949,56,Right,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494808013,643,1,1,1,33,9db4t34qy4owglhvvgwf5l22i,1,47.6,11.8,2023-01-02T15:04:58.510Z,2023-01-04T07:10:58Z,3964400739,213,4.1,3964400735,141,3.8,3965138137,178,,3964400733,140,43.8,3964400731,56,Back,3964400737,212,6.7,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494808123,644,1,1,1,35,9db4t34qy4owglhvvgwf5l22i,1,46.6,4.6,2023-01-02T15:05:00.005Z,2023-01-04T07:11:10Z,3964401329,141,4.0,3964401333,213,6.3,3964401325,56,Right,3964401335,1,,3965138237,178,,3964401327,140,92.6,3964401331,212,48.3,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657375,18,1,1,1,40,9db4t34qy4owglhvvgwf5l22i,0,96.3,2.7,2023-01-02T15:05:05.043Z,2023-01-04T07:11:34Z,3964401475,224,,3963596171,233,19,3963596169,236,,3963596147,56,Right,3963596143,2,,3963596153,212,2.4,3963596175,286,,3963596149,140,96.3,32crcj18u4qnf8f07fbsopvpx,D. Cole,3963596151,141,6.2,3965138433,178,3964401477,20,3963596155,213,1.6,3963596145,155,,,,,,,,,,,,,,,,,,,,,,,
2494657333,19,12,1,1,40,69t8imcdaqlgfbds2p58596my,1,8.8,88.6,2023-01-02T15:05:05.073Z,2023-02-01T10:28:21Z,3963596189,233,18,3965138535,178,,3963595893,56,Back,3963595891,185,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657391,19,61,1,1,40,9db4t34qy4owglhvvgwf5l22i,1,93.3,26.2,2023-01-02T15:05:05.282Z,2023-01-04T07:12:58Z,3965139161,21,,3963596233,56,Center,3965139163,388,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657387,20,5,1,1,41,69t8imcdaqlgfbds2p58596my,1,-0.7,93.6,2023-01-02T15:05:06.523Z,2023-02-01T10:29:07Z,3963596211,56,Back,3963596345,233,20,3963596213,346,,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657405,20,5,1,1,41,9db4t34qy4owglhvvgwf5l22i,0,100.7,6.4,2023-01-02T15:05:06.523Z,2023-02-01T10:29:07Z,3963596293,346,,3963596291,56,Right,3963596377,233,20,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657619,21,1,1,1,58,69t8imcdaqlgfbds2p58596my,1,4.1,52.8,2023-01-02T15:05:23.774Z,2023-01-04T07:13:55Z,3963597503,213,5.3,3963597509,237,,3963597485,124,,3963597501,212,15.0,3963597497,141,34.2,3963597487,56,Back,3963597491,140,11.8,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657721,22,1,1,2,3,69t8imcdaqlgfbds2p58596my,1,11.6,33.4,2023-01-02T15:05:27.985Z,2023-01-04T07:14:20Z,3963598079,140,4.4,3965139875,178,,3963598081,141,52.4,3963598083,212,15.0,3963598077,56,Back,3963598085,213,2.1,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657789,23,1,1,2,9,69t8imcdaqlgfbds2p58596my,1,9.5,49.6,2023-01-02T15:05:34.029Z,2023-01-04T07:14:33Z,3965139983,178,,3963598437,141,25.6,3963598441,213,5.3,3963598439,212,20.2,3963598435,140,20.8,3963598433,56,Back,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657819,24,1,1,2,12,69t8imcdaqlgfbds2p58596my,0,22.3,23.7,2023-01-02T15:05:37.541Z,2023-01-04T07:14:41Z,3963598599,141,31.3,3963598603,213,0.1,3963598595,56,Center,3963598593,155,,3963598605,1,,3963598597,140,70.8,3965140055,178,,3963598601,212,51.2,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657839,21,1,1,2,15,9db4t34qy4owglhvvgwf5l22i,0,25.4,70.2,2023-01-02T15:05:40.228Z,2023-01-04T07:16:14Z,3963598725,212,17.9,3963598717,3,,3963598723,141,81.1,3963598727,213,0.4,3963598719,56,Back,3963598721,140,40.9,3965140493,178,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657849,25,61,1,2,16,69t8imcdaqlgfbds2p58596my,1,60.8,28.3,2023-01-02T15:05:41.488Z,2023-01-04T07:16:31Z,3965140865,388,,3963598775,56,Center,3965140863,15,,,,,,,,,,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657947,26,1,1,2,19,69t8imcdaqlgfbds2p58596my,1,58.3,28.9,2023-01-02T15:05:44.116Z,2023-01-04T07:16:41Z,3963599167,213,1.8,3963599159,56,Left,3963599161,140,51.3,3963599163,141,85.0,3965140911,178,,3963599169,1,,3963599165,212,38.8,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657967,27,1,1,2,22,69t8imcdaqlgfbds2p58596my,0,46.4,83.6,2023-01-02T15:05:47.866Z,2023-01-04T07:17:03Z,3963599233,56,Left,3965141075,178,,3963599237,141,100.0,3963599241,213,0.4,3963599235,140,72.9,3963599239,212,30.5,,,,,,,dxk79tuyij7y3gg7j1ad651t6,J. Iredale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
