id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2478721227,4,5,1,0,16,5qwskbjpa17fvmtuu5qijy7cz,1,-0.8,31.2,2022-10-29T14:00:54.844Z,2022-11-01T04:27:24Z,3879664527,56,Back,3879664531,346,,3879664557,233,8,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721159,8,5,1,0,16,8rfydplrc9ki0sirqi0drcybk,0,100.8,68.8,2022-10-29T14:00:54.844Z,2022-11-01T04:27:25Z,3879664239,56,Center,3879664625,233,4,3879664241,346,,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721955,5,1,1,0,40,5qwskbjpa17fvmtuu5qijy7cz,0,5,37,2022-10-29T14:01:18.202Z,2022-11-01T04:27:31Z,3879667587,140,48.3,3879667597,74,,3879667593,213,0.2,3879667583,124,,3879667589,141,49.0,3879667591,212,46.2,3879667595,1,,3879667585,56,Back,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721971,9,49,1,0,42,8rfydplrc9ki0sirqi0drcybk,1,51.8,47.3,2022-10-29T14:01:19.876Z,2022-11-01T04:27:37Z,,,,,,,,,,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722031,10,1,1,0,43,8rfydplrc9ki0sirqi0drcybk,1,51.8,47.3,2022-10-29T14:01:21.052Z,2022-11-01T04:27:41Z,3879667981,56,Center,3879667993,212,11.4,3879667983,140,61.2,3879667987,141,38.8,3887399875,178,,3879667995,213,5.8,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722099,11,1,1,0,44,8rfydplrc9ki0sirqi0drcybk,1,63,34.9,2022-10-29T14:01:22.196Z,2022-11-01T04:27:47Z,3879668325,141,42.5,3879668321,56,Center,3879668329,213,0.7,3879668323,140,68.9,3887399911,178,,3879668327,212,8.1,,,,,,,555ikrgh0veemzf7reasmqok5,J. Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722127,12,1,1,0,46,8rfydplrc9ki0sirqi0drcybk,0,77,42.2,2022-10-29T14:01:24.347Z,2022-11-01T04:27:57Z,3879668495,212,9.6,3887399977,178,,3879668483,140,84.2,3879668479,56,Center,3879668487,141,51.0,3879668499,213,0.7,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722193,6,12,1,0,47,5qwskbjpa17fvmtuu5qijy7cz,1,15.7,49.1,2022-10-29T14:01:25.182Z,2022-11-01T04:28:03Z,3879668829,212,31.7,3879668823,56,Back,3879668827,141,95.4,3887400023,178,,3879668825,140,19.4,3879668831,213,1.4,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722183,13,61,1,0,48,8rfydplrc9ki0sirqi0drcybk,0,69.8,11.1,2022-10-29T14:01:26.858Z,2022-11-01T04:28:09Z,3879668767,56,Right,3887400079,178,,,,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722607,7,5,1,0,50,5qwskbjpa17fvmtuu5qijy7cz,1,25.8,101,2022-10-29T14:01:28.451Z,2022-11-01T04:28:17Z,3879670673,233,14,3879670665,347,,3879670663,56,Back,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722213,14,5,1,0,50,8rfydplrc9ki0sirqi0drcybk,0,74.2,-1,2022-10-29T14:01:28.451Z,2022-11-01T04:28:17Z,3879670703,233,7,3879668911,347,,3879668909,56,Right,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722635,8,1,1,1,2,5qwskbjpa17fvmtuu5qijy7cz,1,19.5,100,2022-10-29T14:01:40.225Z,2022-11-01T04:28:22Z,3879670813,107,,3879670817,140,27.2,3879670819,141,81.4,3879670821,212,15.8,3879670815,56,Back,3879670823,213,5.3,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722695,9,1,1,1,3,5qwskbjpa17fvmtuu5qijy7cz,1,28,81.2,2022-10-29T14:01:41.072Z,2022-11-01T04:28:26Z,3879671121,141,99.0,3879671123,212,12.4,3887400197,178,,3879671117,56,Back,3879671119,140,25.5,3879671125,213,1.8,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722767,10,1,1,1,4,5qwskbjpa17fvmtuu5qijy7cz,0,23.5,94.8,2022-10-29T14:01:42.018Z,2022-11-01T04:28:31Z,3879671443,157,,3879671453,213,5.7,3879671447,140,64.0,3879671451,212,50.4,3887400211,178,,3879671449,141,55.1,3879671445,56,Center,3879671455,1,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722969,15,1,1,1,7,8rfydplrc9ki0sirqi0drcybk,1,29.9,44.8,2022-10-29T14:01:45.122Z,2022-11-01T04:28:56Z,3879672365,212,4.3,3879672359,56,Back,3879672357,3,,3887400355,388,,3879672363,141,40.4,3879672367,213,5.5,3879672361,140,32.9,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478722979,16,4,1,1,9,8rfydplrc9ki0sirqi0drcybk,1,33.9,34.5,2022-10-29T14:01:47.408Z,2022-11-01T04:29:11Z,3879672393,56,Back,3879672575,233,11,3879672399,286,,3879672391,13,,3886253341,294,,3879672395,152,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723007,11,4,1,1,9,5qwskbjpa17fvmtuu5qijy7cz,0,66.1,65.5,2022-10-29T14:01:47.409Z,2022-11-01T04:29:11Z,3879672521,285,,3879672515,56,Center,3886253363,294,,3887400411,388,,3879672513,13,,3879672625,233,16,3879672517,152,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723875,17,1,1,1,36,8rfydplrc9ki0sirqi0drcybk,1,37.2,35.1,2022-10-29T14:02:14.665Z,2022-11-01T04:29:17Z,3887400451,178,,3879676691,5,,3879676709,213,0.9,3879676703,140,66.2,3879676707,212,49.1,3879676705,141,91.8,3879676697,152,,3879676693,155,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,3879676701,56,Left,3879676711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723881,18,61,1,1,39,8rfydplrc9ki0sirqi0drcybk,0,65.5,95.7,2022-10-29T14:02:17.501Z,2022-11-01T04:29:50Z,3887400589,15,,3887400591,178,,3879676741,56,Left,,,,,,,,,,,,,,,,555ikrgh0veemzf7reasmqok5,J. Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724033,12,5,1,1,40,5qwskbjpa17fvmtuu5qijy7cz,1,38,-1.4,2022-10-29T14:02:18.830Z,2022-11-01T04:29:55Z,3879677479,347,,3879677505,233,19,3879677477,56,Back,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723905,19,5,1,1,40,8rfydplrc9ki0sirqi0drcybk,0,62,101.4,2022-10-29T14:02:18.830Z,2022-11-01T04:29:55Z,3879676839,56,Left,3879677563,233,12,3879676841,347,,,,,,,,,,,,,,,,,555ikrgh0veemzf7reasmqok5,J. Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724063,13,1,1,1,45,5qwskbjpa17fvmtuu5qijy7cz,1,36.2,0,2022-10-29T14:02:23.757Z,2022-11-01T04:30:02Z,3879677635,140,66.0,3879677643,1,,3879677631,107,,3879677639,212,32.5,3879677633,56,Right,3879677641,213,0.3,3879677637,141,11.4,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724139,14,1,1,1,47,5qwskbjpa17fvmtuu5qijy7cz,0,66,11.4,2022-10-29T14:02:25.146Z,2022-11-01T04:30:11Z,3879678051,56,Right,3879678057,212,7.6,3879678053,140,62.4,3886254485,3,,3887400687,178,,3879678061,213,4.2,3879678055,141,1.7,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480179889,774,67,1,1,48,8rfydplrc9ki0sirqi0drcybk,1,37,98.3,2022-10-29T14:02:26.178Z,2022-11-01T10:00:25Z,3887452999,233,849,,,,,,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480179883,849,67,1,1,48,5qwskbjpa17fvmtuu5qijy7cz,0,63,1.7,2022-10-29T14:02:26.179Z,2022-11-01T05:29:53Z,3887453007,233,774,,,,,,,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724113,20,8,1,1,48,8rfydplrc9ki0sirqi0drcybk,1,32.4,92.1,2022-10-29T14:02:26.215Z,2022-11-01T10:00:25Z,3879677911,56,Back,3887400741,178,,3886254731,384,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724159,21,49,1,1,50,8rfydplrc9ki0sirqi0drcybk,1,23.7,94.4,2022-10-29T14:02:28.401Z,2022-11-01T04:30:34Z,,,,,,,,,,,,,,,,,,,,,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724281,22,1,1,1,51,8rfydplrc9ki0sirqi0drcybk,1,23.7,94.4,2022-10-29T14:02:29.343Z,2022-11-01T04:30:43Z,3879678765,141,55.4,3879678771,1,,3879678763,140,3.4,3879678767,212,34.0,3879678769,213,4.0,3879678761,56,Back,3887400871,178,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724387,23,1,1,1,55,8rfydplrc9ki0sirqi0drcybk,0,3.7,45.8,2022-10-29T14:02:33.726Z,2022-11-01T04:30:47Z,3879679181,213,5.6,3887400903,178,,3879679165,140,39.0,3879679171,141,0.0,3879679175,212,49.3,3879679161,155,,3879679163,56,Back,3879679185,1,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724803,15,5,1,1,59,5qwskbjpa17fvmtuu5qijy7cz,1,58.6,102,2022-10-29T14:02:37.450Z,2022-11-01T04:30:49Z,3879681255,233,24,3879681163,56,Left,3879681167,347,,,,,,,,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724401,24,5,1,1,59,8rfydplrc9ki0sirqi0drcybk,0,41.4,-2,2022-10-29T14:02:37.450Z,2022-11-01T04:30:49Z,3879679221,347,,3879681289,233,15,3879679219,56,Back,,,,,,,,,,,,,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724867,16,1,1,2,9,5qwskbjpa17fvmtuu5qijy7cz,0,56.3,100,2022-10-29T14:02:47.728Z,2022-11-01T04:30:53Z,3879681473,107,,3879681477,140,66.8,3879681481,212,23.4,3879681479,141,71.7,3879681483,213,5.2,3879681475,56,Center,3879681485,1,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724879,25,8,1,2,11,8rfydplrc9ki0sirqi0drcybk,1,35.2,26.2,2022-10-29T14:02:49.376Z,2022-11-01T04:31:01Z,3887401013,388,,3879681527,56,Back,3886254907,383,,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724909,26,49,1,2,12,8rfydplrc9ki0sirqi0drcybk,1,37.5,38,2022-10-29T14:02:50.587Z,2022-11-01T04:31:05Z,,,,,,,,,,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725105,27,1,1,2,15,8rfydplrc9ki0sirqi0drcybk,1,43.8,58.4,2022-10-29T14:02:53.350Z,2022-11-01T04:31:12Z,3879682583,141,85.6,3879682587,213,0.6,3879682581,140,67.4,3887401097,178,,3879682577,56,Left,3879682585,212,30.9,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725315,28,2,1,2,17,8rfydplrc9ki0sirqi0drcybk,1,67.4,85.6,2022-10-29T14:02:55.311Z,2022-11-01T04:31:18Z,3879683525,140,88.5,3879683519,7,7ht3grz484ru1bcgp9gn7d2i1,3887401151,178,,3879683521,1,,3879683523,56,Center,3879683527,141,37.7,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725261,17,55,1,2,17,5qwskbjpa17fvmtuu5qijy7cz,1,15.6,59.4,2022-10-29T14:02:55.312Z,2022-11-01T04:31:18Z,,,,,,,,,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726111,18,1,1,2,36,5qwskbjpa17fvmtuu5qijy7cz,1,15.6,59.4,2022-10-29T14:03:14.845Z,2022-11-01T04:31:25Z,3879687483,5,,3879687497,213,5.4,3879687487,56,Back,3879687489,140,27.3,3879687491,141,39.4,3879687495,212,18.3,3879687485,241,,3887401227,178,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726259,19,1,1,2,41,5qwskbjpa17fvmtuu5qijy7cz,1,25.9,41.8,2022-10-29T14:03:19.003Z,2022-11-01T04:35:44Z,3879688145,212,63.2,3879688137,155,,3879688141,140,77.3,3879688139,56,Left,3887403009,178,,3879688143,141,90.3,3879688153,1,,3879688147,213,0.5,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726353,20,1,1,2,44,5qwskbjpa17fvmtuu5qijy7cz,1,77.4,89.9,2022-10-29T14:03:22.226Z,2022-11-01T04:35:51Z,3879688645,212,14.8,3887403077,178,,3879688641,140,63.9,3879688643,141,83.9,3879688647,213,3.4,3879688639,56,Left,,,,,,,4i9u8cvqi0326gzqouf7uqju1,J. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726421,21,1,1,2,48,5qwskbjpa17fvmtuu5qijy7cz,0,63.5,75,2022-10-29T14:03:25.974Z,2022-11-01T04:35:54Z,3879689043,56,Center,3879689053,213,5.5,3879689047,140,89.5,3879689051,212,37.2,3879689041,155,,3879689049,141,37.9,3879689055,1,,3887403127,178,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726445,29,12,1,2,50,8rfydplrc9ki0sirqi0drcybk,1,11.8,58.2,2022-10-29T14:03:28.107Z,2022-11-01T04:35:59Z,3879689207,141,47.2,3879689211,213,5.2,3887403187,388,,3879689209,212,8.4,3879689195,56,Back,3879689201,140,15.5,3879689267,15,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726515,22,1,1,2,52,5qwskbjpa17fvmtuu5qijy7cz,1,78.1,60.8,2022-10-29T14:03:30.162Z,2022-11-01T04:36:03Z,3879689651,212,9.9,3879689649,141,47.3,3879689647,140,74.5,3879689653,213,4.3,3887403229,178,,3879689645,56,Center,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726565,23,1,1,2,53,5qwskbjpa17fvmtuu5qijy7cz,1,74.5,47.3,2022-10-29T14:03:31.336Z,2022-11-01T04:36:08Z,3879689941,213,4.6,3879689939,212,9.9,3887403287,178,,3879689921,56,Center,3879689935,141,32.8,3879689927,140,73.9,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726607,24,1,1,2,55,5qwskbjpa17fvmtuu5qijy7cz,1,73.9,32.8,2022-10-29T14:03:33.079Z,2022-11-01T04:36:11Z,3879690159,140,79.3,3879690165,213,0.6,3887403319,178,,3879690157,56,Center,3879690163,212,6.9,3879690161,141,38.6,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726629,25,1,1,2,55,5qwskbjpa17fvmtuu5qijy7cz,0,79.3,38.6,2022-10-29T14:03:33.733Z,2022-11-01T04:36:17Z,3879690251,56,Center,3879690259,213,6.0,3879690253,140,81.8,3879690257,212,2.8,3887403359,178,,3879690255,141,37.3,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
