id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/12/value,qualifier/18/value,assist
2484558013,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-12T14:15:15.355Z,2022-11-12T14:15:15Z,3910240087,30,"3oyhjrd1ohnwf1x3d65997xzp, cz30ywnq6p6dig7x3hu6h7cnp, 987r1vdgx95x30elzrisjrzs9, 50flg4aoq4l0glnh61yzngc7p, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, 6fphke4c1tsj6xvvp7aki65sl, 8olbkp9lqy3em5s9h7a4aod4a, 5lngv6xyqc7xanqv8ytifc3px, 8g19rw3eni5p8jt5v1j9skwdl, dq21r0ge09ug4d2crb9j6q6dx, 8lcnj37j5nswqsqzud3t1a6l1, 9pd78l4lxwbbfnjmwvhu618tl, dp1q81h7kbbf9qokm7osub0et, exrh01dw52b651aet2am7v015, uluqgj69z6yunsl8m505lyi, c48yjuxzle51y3k7kr1fcyk4q, 3cy13tw0tdconbwzlwteg6xas",3910240089,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3910240105,197,16221,3910240091,59,"13, 33, 16, 18, 5, 4, 17, 14, 9, 11, 7, 6, 12, 15, 21, 27, 42, 39",3910240097,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910240101,194,bsrhtxhpnlxho2o4zvli5qmeh,3910240113,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910240093,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484558143,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-12T14:15:23.287Z,2022-11-12T14:15:23Z,3910240821,59,"1, 27, 11, 3, 6, 15, 23, 10, 26, 19, 22, 2, 5, 7, 8, 17, 21, 33",3910240827,194,a1muz32ocg2650ll5kjc02u39,3910240829,197,4681,3910240831,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910240825,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910240823,130,18,3910240819,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3910240817,30,"41lv87i23sxmdyrs4xxh96m3u, 8nzkkwhmox9lgbmwomq1rruju, 5ozfcga88glwzazkg65ahwa8l, 5yfb390wjjfdjhdf0jzaf1kgl, 6xjftfuwhkbs39xfc3phdbyl1, 5n4s7vdp0dx0ndkph7oyg7v1l, 4y3hm9ljv62c5jswanl0gk5, a1muz32ocg2650ll5kjc02u39, 4m9vn1q30f1c8ksiyxtei63ft, 1yzyn48jb8yd8bc0xywrhg0r9, bojsqjfaoi810xuyz0qeqs0r9, a2gluxzt6a3z5xwgu2q482rqh, 2uyrcl2hf5xunxm8zm98kh1at, 6ln898p7stih8l7ikzloet0b9, aclrl318d420oqe1fjgl1m3xm, bybpo6v76mntngcl9xwpil7u1, ef2y32lrxfsagikwuhjrovy3u, 1788amerrk9fg3f9qddyxz8x5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596923,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-12T15:01:05.931Z,2022-11-12T15:01:06Z,3910440459,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596943,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-12T15:01:05.931Z,2022-11-14T22:15:32Z,3910440513,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484725387,402,43,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-12T15:01:05.931Z,2022-11-12T16:04:36Z,3911113919,250,0,3911113911,56,Back,3911116581,144,39,3911113907,22,0,3911113909,19,0,,,,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597013,3,1,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,50,50,2022-11-12T15:01:06.031Z,2022-11-15T04:29:57Z,3917279339,178,,3910440781,140,27.6,3910440787,213,3.0,3910440789,279,S,3910440783,141,53.3,3910440785,212,23.6,3910440779,56,Back,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597069,4,1,1,0,3,ejm092fnt9zoxbpuklzd52ji8,1,27.9,54.3,2022-11-12T15:01:08.993Z,2022-11-15T04:30:07Z,3910441047,141,89.1,3910441053,1,,3910441033,155,,3910441049,212,46.2,3917279431,178,,3910441051,213,0.5,3910441037,56,Left,3910441043,140,65.7,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597085,5,44,1,0,6,ejm092fnt9zoxbpuklzd52ji8,1,66.4,87.1,2022-11-12T15:01:12.080Z,2022-11-15T11:49:25Z,3910441247,233,3,3910441083,56,Left,3910441087,286,,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597077,3,44,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,0,33.6,12.9,2022-11-12T15:01:12.081Z,2022-11-15T04:30:16Z,3910441229,233,5,3910441065,56,Back,3910441067,285,,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485808021,801,1,1,0,6,ejm092fnt9zoxbpuklzd52ji8,0,72.5,87.6,2022-11-12T15:01:12.104Z,2022-11-15T11:49:25Z,3916831525,212,1.3,3916831519,56,Left,3916831517,168,,3917279543,388,,3916831523,141,87.0,3916831527,213,6.0,3916831521,140,73.7,3916831515,3,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
