id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/16/value,assist,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2535564163,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-18T18:00:34.680Z,2023-04-19T12:20:32Z,4200538771,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4200538793,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200538787,194,dzitwscdk6ogkf6bstbrik53p,4200538791,197,16212,4200538765,30,"3wew9tjsjrsoyioiuzd7ve356, 2asjeedy6igcuixqktdmk5k2x, 4eyngv286u5zbtppuih1g67s9, 20z2xkmqc3em5dol00ko4sp62, a2g77lv071rnz76ujh30364tl, djjkjjtiuwnbaau5lv6iqkwr9, 8w9kh0cuund2pw8wzs0rjrbah, 7d9la6gbbobi9yie2ejf9uj1l, f4ef7in4fxoylsy29anhgqep5, 8i4qnoil4877e0wpwx3fj5b10, dzitwscdk6ogkf6bstbrik53p, 7uhajc3suc68vemamuc3dyvp, a634junjbgfa84200m3khvw0l, 1vigb3e3dsxufbtvt4ed48e09, 4m5w23fmydm3or1ff42hgeqne, a5cmnj0nhdbux68291ipqcei2, 74x5iaolqfr7r3on2uuriooyy, 1aq6osi0b0c580dlu9ugnjaei",4200538775,59,"1, 2, 15, 25, 16, 12, 14, 4, 20, 8, 11, 7, 9, 17, 18, 22, 34, 40",4200538783,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4200538779,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535564465,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-04-18T18:01:41.676Z,2023-04-18T18:49:09Z,4200540495,194,dxndu5lwom3srja7xhiadmdw5,4200540497,197,16178,4200540499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200540485,30,"4s848k6xkf7jqp11jkoit2a51, 93hm64q02lz37wj7xzbkv1m1h, 9ofz3mgz4077lbkuba1l3kru1, boc9kr63xs5j2lx89tl1vjxsl, 6cfr9qa1khqzv5oxsi8d3ug9h, em0i6q0h6q80melaxwx2nvz3e, 37ea7qzvbzt3zr4y2q4o5boq, ewtroels9b5fc9hv9c2laj90q, dxndu5lwom3srja7xhiadmdw5, 4y9ghbncgfgpv4qd604g8jw15, 6ictgtdi9ogl7n8dqh4dm1fxl, 2k02tiy3x2a7o11h0kxw33fmd, azp9bk80ozwjy2xx7tvqot5gp, czsjz7u9u01z5a4pyue7tu5wq, 1zpxu396rz1b3gymuheg69h3p, 1ur2h01o6jgewwzydb2caggoa, 45i2fz3wya2x8gsa1hn8yd65m, dzboc2cmovo7k3g70y5socpn9",4200540491,130,8,4200540487,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4200540489,59,"1, 12, 15, 18, 6, 4, 11, 22, 9, 8, 10, 3, 5, 16, 24, 26, 28, 39",4200540493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576301,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-18T18:45:33.858Z,2023-04-20T08:45:08Z,4200603643,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576295,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-04-18T18:45:33.858Z,2023-04-18T18:45:34Z,4200603611,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576335,3,1,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,49.9,50.3,2023-04-18T18:45:33.918Z,2023-04-20T18:07:06Z,4204663805,178,,4200603813,279,S,4200603809,212,23.6,4200603807,141,67.9,4200603805,140,30.5,4200603811,213,2.6,4200603803,56,Back,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576349,4,1,1,0,2,5jjqm8h6qm1w4s5f93uubhdrj,0,32.6,66.7,2023-04-18T18:45:36.643Z,2023-04-20T18:07:09Z,4200603895,1,,4200603883,157,,4200603885,56,Right,4200603891,212,66.0,4204663823,178,,4200603889,141,0.0,4200603887,140,77.0,4200603893,213,5.5,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576519,3,5,1,0,6,5qwskbjpa17fvmtuu5qijy7cz,1,26.7,101.8,2023-04-18T18:45:40.011Z,2023-04-20T18:07:11Z,4200683135,233,5,4200604659,56,Back,4200604661,347,,,,,,,,,,,,,,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576351,5,5,1,0,6,5jjqm8h6qm1w4s5f93uubhdrj,0,73.3,-1.8,2023-04-18T18:45:40.011Z,2023-04-20T18:07:12Z,4200603897,56,Right,4200603899,347,,4200683225,233,3,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576535,4,1,1,0,18,5qwskbjpa17fvmtuu5qijy7cz,0,35.6,100,2023-04-18T18:45:52.505Z,2023-04-20T18:07:15Z,4200604755,212,42.2,4200604749,56,Left,4200604747,107,,4200604759,1,,4200604757,213,6.2,4200604751,140,75.5,4200604753,141,94.2,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576567,6,1,1,0,22,5jjqm8h6qm1w4s5f93uubhdrj,0,23.3,7.4,2023-04-18T18:45:56.182Z,2023-04-20T18:07:29Z,4200604947,213,1.1,4200604945,212,14.9,4204663977,388,,4200604943,141,27.1,4200604939,56,Back,4200604937,3,,4200604941,140,29.6,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576539,5,43,1,0,22,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-18T18:45:56.221Z,2023-04-19T12:19:08Z,4200604789,212,9.4,4200604787,141,86.0,4200604785,140,80.2,4200604791,213,5.7,4200604783,56,Left,4202207923,144,1,4200604781,3,0,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576573,6,44,1,0,24,5qwskbjpa17fvmtuu5qijy7cz,1,67.9,81,2023-04-18T18:45:58.689Z,2023-04-20T20:17:31Z,4200604973,56,Left,4200605013,233,7,4200604975,286,,,,,,,,,,,,,,,,,20z2xkmqc3em5dol00ko4sp62,S. Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576579,7,44,1,0,24,5jjqm8h6qm1w4s5f93uubhdrj,0,32.1,19,2023-04-18T18:45:58.690Z,2023-04-20T18:07:33Z,4200605001,285,,4200605035,233,6,4200604999,56,Back,,,,,,,,,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576591,7,1,1,0,24,5qwskbjpa17fvmtuu5qijy7cz,1,63.5,84.5,2023-04-18T18:45:58.728Z,2023-04-20T20:17:31Z,4200605069,212,18.6,4200605073,213,0.3,4200605059,56,Left,4200605057,3,,4200605063,140,80.4,4204664117,388,,4200605065,141,92.6,,,,20z2xkmqc3em5dol00ko4sp62,S. Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576623,9,50,1,0,27,5qwskbjpa17fvmtuu5qijy7cz,1,92.2,91.1,2023-04-18T18:46:01.527Z,2023-04-20T18:08:30Z,4200605167,56,Left,4200605169,286,,4200605257,233,9,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576621,8,43,1,0,27,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-18T18:46:01.628Z,2023-04-18T18:46:49Z,4200605163,286,0,4200608863,144,3,4200605161,56,Left,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576603,8,43,1,0,27,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-04-18T18:46:01.628Z,2023-04-18T18:46:47Z,4200608695,144,45,4200605101,56,Back,4200605217,233,8,4200605103,285,0,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576637,9,7,1,0,28,5jjqm8h6qm1w4s5f93uubhdrj,0,7.8,8.9,2023-04-18T18:46:02.581Z,2023-04-20T18:08:54Z,4202209865,385,,4200605241,233,9,4200605229,285,,4200605227,56,Back,4204664183,178,,4204664405,21,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576651,10,61,1,0,28,5qwskbjpa17fvmtuu5qijy7cz,1,89.7,94.8,2023-04-18T18:46:02.689Z,2023-04-20T18:08:14Z,4204664443,178,,4200605305,56,Left,,,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576647,10,5,1,0,30,5jjqm8h6qm1w4s5f93uubhdrj,1,-0.9,15.1,2023-04-18T18:46:04.086Z,2023-04-20T18:08:17Z,4200605291,56,Back,4200703561,346,,4200683903,233,11,,,,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
