id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2494096969,804,49,1,0,13,8w89tsles26jm12aoelwvlttt,1,8.8,61.1,2022-12-29T19:44:37.227Z,2023-01-01T06:41:35Z,,,,,,,,,,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911901,6,1,1,0,14,8w89tsles26jm12aoelwvlttt,1,12.1,57.2,2022-12-29T19:44:38.123Z,2023-01-01T06:41:41Z,3962385597,178,,3959681669,212,34.7,3959681671,213,0.4,3959681661,155,,3959681663,56,Back,3959681665,140,42.6,3959681667,141,76.9,3959681673,1,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494526703,848,67,1,0,17,8w89tsles26jm12aoelwvlttt,1,36,59.1,2022-12-29T19:44:40.446Z,2023-01-02T06:51:43Z,3962927845,233,865,,,,,,,,,,,,,,,,,,,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494526701,865,67,1,0,17,5jjqm8h6qm1w4s5f93uubhdrj,0,64,40.9,2022-12-29T19:44:40.447Z,2023-01-01T17:16:55Z,3962927849,233,848,,,,,,,,,,,,,,,,,,,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494097005,805,61,1,0,17,8w89tsles26jm12aoelwvlttt,0,36.1,58.8,2022-12-29T19:44:40.455Z,2023-01-02T06:51:44Z,3962385613,178,,3960657693,56,Back,,,,,,,,,,,,,,,,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494097043,840,49,1,0,19,5jjqm8h6qm1w4s5f93uubhdrj,1,66.3,39.8,2022-12-29T19:44:42.407Z,2023-01-01T06:41:56Z,,,,,,,,,,,,,,,,,,,,,,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911917,6,1,1,0,19,5jjqm8h6qm1w4s5f93uubhdrj,1,61.8,41.5,2022-12-29T19:44:42.933Z,2023-01-01T06:42:01Z,3959681759,56,Center,3959681761,140,63.3,3959681763,141,37.0,3959681765,212,3.4,3962385683,178,,3959681767,213,5.2,,,,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911921,7,50,1,0,21,5jjqm8h6qm1w4s5f93uubhdrj,1,60.8,32.6,2022-12-29T19:44:44.773Z,2023-01-01T06:43:02Z,3959681783,56,Center,3959681785,286,,3959681859,233,7,,,,,,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911931,7,7,1,0,21,8w89tsles26jm12aoelwvlttt,0,39.2,67.4,2022-12-29T19:44:44.816Z,2023-01-01T06:42:35Z,3959681847,285,,3959681845,56,Back,3960658137,385,,3959681853,233,7,3962385847,178,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912275,19,61,1,0,21,5jjqm8h6qm1w4s5f93uubhdrj,0,64.4,46.4,2022-12-29T19:44:45.062Z,2023-01-01T06:42:45Z,3962385795,178,,3959683733,56,Center,,,,,,,,,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494097145,806,49,1,0,23,8w89tsles26jm12aoelwvlttt,1,39.6,53,2022-12-29T19:44:46.587Z,2023-01-01T06:43:12Z,,,,,,,,,,,,,,,,,,,,,,,,,6evqqxq5e0y1uvigg6bss4frp,W. Grigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911939,8,1,1,0,23,8w89tsles26jm12aoelwvlttt,0,47.3,49.6,2022-12-29T19:44:46.655Z,2023-01-01T06:43:14Z,3959681873,56,Back,3959681875,140,39.5,3959681877,141,68.7,3959681881,213,2.1,3962386031,178,,3959681879,212,15.4,,,,,,,6evqqxq5e0y1uvigg6bss4frp,W. Grigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911935,8,49,1,0,24,5jjqm8h6qm1w4s5f93uubhdrj,1,68.7,37.6,2022-12-29T19:44:47.749Z,2023-01-01T06:43:19Z,,,,,,,,,,,,,,,,,,,,,,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911947,9,1,1,0,25,5jjqm8h6qm1w4s5f93uubhdrj,1,68.7,37.4,2022-12-29T19:44:48.561Z,2023-01-01T06:43:23Z,3959681917,56,Center,3959681921,141,40.6,3959681925,213,0.4,3962386093,178,,3959681919,140,73.0,3959681923,212,5.0,,,,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911961,9,45,1,0,26,8w89tsles26jm12aoelwvlttt,0,29.1,56.8,2022-12-29T19:44:49.660Z,2023-01-01T06:43:41Z,3959682029,233,10,3959681991,285,,3959681989,56,Back,,,,,,,,,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911953,10,3,1,0,26,5jjqm8h6qm1w4s5f93uubhdrj,1,70.9,43.2,2022-12-29T19:44:49.660Z,2023-01-01T06:43:41Z,3959682011,233,9,3959681951,56,Center,3960658625,465,,3962386187,178,,3959681953,286,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911955,11,50,1,0,27,5jjqm8h6qm1w4s5f93uubhdrj,1,70.1,45,2022-12-29T19:44:51.041Z,2023-01-01T06:43:50Z,3959681955,56,Center,3959681957,286,,3959682087,233,10,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911975,10,7,1,0,28,8w89tsles26jm12aoelwvlttt,1,29.9,55,2022-12-29T19:44:51.538Z,2023-01-01T06:43:57Z,3960658745,383,,3959682077,56,Back,3962386311,178,,3959682079,285,,3959682081,233,11,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494097219,807,49,1,0,29,8w89tsles26jm12aoelwvlttt,1,22.3,65.7,2022-12-29T19:44:53.105Z,2023-01-01T06:44:02Z,,,,,,,,,,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493956781,398,1,1,0,29,8w89tsles26jm12aoelwvlttt,1,21.6,76.4,2022-12-29T19:44:53.144Z,2023-01-01T06:44:07Z,3959926025,56,Back,3959926027,140,23.9,3962386411,178,,3959926031,212,8.5,3959926033,213,1.3,3959926029,141,88.4,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911977,11,1,1,0,31,8w89tsles26jm12aoelwvlttt,0,30.8,73.6,2022-12-29T19:44:55.294Z,2023-01-01T06:44:15Z,3959682095,56,Center,3959682097,140,55.9,3962386431,178,,3959682103,213,0.1,3959682101,212,26.5,3959682099,141,77.0,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911983,12,1,1,0,33,5jjqm8h6qm1w4s5f93uubhdrj,0,43.2,17.1,2022-12-29T19:44:57.026Z,2023-01-01T06:44:25Z,3959682137,140,69.0,3959682141,212,29.2,3959682135,56,Center,3959682133,157,,3959682143,213,0.4,3959682145,1,,3962386459,178,,3959682139,141,33.0,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493911991,12,1,1,0,35,8w89tsles26jm12aoelwvlttt,0,27.3,75.8,2022-12-29T19:44:58.960Z,2023-01-01T06:44:35Z,3959682229,213,5.7,3959682213,56,Back,3959682217,140,38.7,3962386489,388,,3959682227,212,14.3,3960659225,157,,3960659227,1,,3959682223,141,64.3,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912003,13,1,1,0,38,5jjqm8h6qm1w4s5f93uubhdrj,0,62.4,37.6,2022-12-29T19:45:01.536Z,2023-01-01T06:44:42Z,3959682297,141,38.0,3962386511,178,,3959682295,140,75.5,3959682293,56,Center,3959682301,213,0.0,3959682299,212,13.8,3959682291,3,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912011,13,1,1,0,41,8w89tsles26jm12aoelwvlttt,1,24,67,2022-12-29T19:45:04.666Z,2023-01-01T06:44:53Z,3959682349,141,54.3,3962386579,178,,3959682353,213,3.7,3959682343,3,,3959682345,56,Back,3959682347,140,11.7,3959682351,212,15.5,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912013,14,52,1,0,42,8w89tsles26jm12aoelwvlttt,1,11.7,54.3,2022-12-29T19:45:05.909Z,2023-01-01T06:44:57Z,3960659387,377,,3962386601,178,,,,,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912049,15,80,1,0,50,8w89tsles26jm12aoelwvlttt,0,13.6,46.7,2022-12-29T19:45:13.885Z,2023-01-01T06:45:07Z,3962386675,178,,,,,,,,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912071,16,1,1,0,55,8w89tsles26jm12aoelwvlttt,0,18.2,38,2022-12-29T19:45:18.579Z,2023-01-01T06:45:47Z,3959682705,212,51.6,3959682703,141,0.0,3959682707,213,5.7,3959682699,56,Right,3960659439,157,,3960659461,198,,3962386933,178,,3959682709,1,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,3959682701,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912143,14,5,1,0,58,5jjqm8h6qm1w4s5f93uubhdrj,1,35.2,102,2022-12-29T19:45:21.776Z,2023-01-01T06:45:52Z,3959683097,56,Back,3959683101,233,17,3959683099,347,,,,,,,,,,,,,,,,,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912073,17,5,1,0,58,8w89tsles26jm12aoelwvlttt,0,64.8,-2,2022-12-29T19:45:21.776Z,2023-01-01T06:45:52Z,3959683119,233,14,3959682719,347,,3959682717,56,Right,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912157,15,1,1,1,13,5jjqm8h6qm1w4s5f93uubhdrj,1,30.4,100,2022-12-29T19:45:36.690Z,2023-01-01T06:45:56Z,3959683169,141,91.5,3959683179,1,,3959683167,140,52.2,3959683165,56,Left,3959683163,107,,3959683173,212,24.0,3959683177,213,6.0,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912161,16,44,1,1,15,5jjqm8h6qm1w4s5f93uubhdrj,1,53.5,92.9,2022-12-29T19:45:38.510Z,2023-01-02T06:51:44Z,3959683183,56,Left,3959683185,286,,3959683251,233,18,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912171,18,44,1,1,15,8w89tsles26jm12aoelwvlttt,0,46.5,7.1,2022-12-29T19:45:38.511Z,2023-01-01T06:46:01Z,3959683211,285,,3959683207,56,Back,3959683257,233,16,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912175,17,1,1,1,15,5jjqm8h6qm1w4s5f93uubhdrj,0,54.1,92.3,2022-12-29T19:45:38.517Z,2023-01-02T06:51:44Z,3959683231,56,Left,3962387061,388,,3959683237,212,8.2,3959683241,213,4.9,3959683233,140,55.8,3959683235,141,80.6,3959683229,3,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912183,19,49,1,1,16,8w89tsles26jm12aoelwvlttt,1,47.7,14.7,2022-12-29T19:45:39.665Z,2023-01-01T17:26:20Z,,,,,,,,,,,,,,,,,,,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912207,20,1,1,1,18,8w89tsles26jm12aoelwvlttt,1,44.3,13.8,2022-12-29T19:45:42.295Z,2023-01-01T06:46:28Z,3959683431,140,32.9,3959683429,56,Back,3962387217,178,,3959683435,212,14.5,3959683433,141,25.9,3959683437,213,2.5,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912219,21,1,1,1,21,8w89tsles26jm12aoelwvlttt,1,33.8,25.9,2022-12-29T19:45:45.141Z,2023-01-01T06:46:30Z,3959683509,212,18.8,3959683505,140,33.7,3959683503,56,Back,3959683507,141,53.6,3962387233,178,,3959683511,213,1.6,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912233,22,1,1,1,25,8w89tsles26jm12aoelwvlttt,0,35.1,70.2,2022-12-29T19:45:48.887Z,2023-01-01T06:46:34Z,3962387243,178,,3959683581,140,52.8,3959683585,212,18.7,3959683583,141,73.5,3959683587,213,0.1,3959683579,56,Center,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912245,18,8,1,1,26,5jjqm8h6qm1w4s5f93uubhdrj,1,59.3,27.6,2022-12-29T19:45:49.754Z,2023-01-01T06:46:40Z,3959683621,56,Center,3962387265,178,,3960661689,385,,,,,,,,,,,,,,,,,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912281,23,1,1,1,30,8w89tsles26jm12aoelwvlttt,1,28.4,71.8,2022-12-29T19:45:54.146Z,2023-01-01T06:46:49Z,3959683781,140,36.9,3962387283,178,,3959683783,141,64.5,3959683785,212,10.2,3959683787,213,5.8,3959683779,56,Back,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912317,24,1,1,1,32,8w89tsles26jm12aoelwvlttt,1,36.9,64.5,2022-12-29T19:45:55.453Z,2023-01-01T06:46:52Z,3959684009,213,2.9,3959684001,56,Back,3959684007,212,11.4,3959684005,141,69.1,3959684003,140,26.5,3962387339,178,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912345,25,1,1,1,34,8w89tsles26jm12aoelwvlttt,1,26.7,70,2022-12-29T19:45:57.857Z,2023-01-01T06:46:55Z,3959684189,213,1.3,3959684181,56,Back,3959684183,140,30.2,3959684185,141,91.2,3959684187,212,14.9,3962387365,178,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912351,26,50,1,1,35,8w89tsles26jm12aoelwvlttt,1,34.1,95.5,2022-12-29T19:45:59.111Z,2023-01-01T06:47:05Z,3959684219,56,Back,3959684277,233,20,3959684275,286,,,,,,,,,,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912359,20,7,1,1,37,5jjqm8h6qm1w4s5f93uubhdrj,0,65.9,4.5,2022-12-29T19:46:00.450Z,2023-01-01T06:47:09Z,3959684265,233,26,3960662007,383,,3959684243,56,Right,3959684247,285,,3962387417,178,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494527053,871,43,1,1,38,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-12-29T19:46:02.294Z,2023-01-02T04:49:52Z,3962930243,399,179263,3963202513,144,83,,,,,,,,,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912393,27,1,1,1,39,8w89tsles26jm12aoelwvlttt,0,37.1,97.2,2022-12-29T19:46:02.611Z,2023-01-01T06:47:17Z,3959684413,212,25.8,3959684415,213,6.1,3959684407,56,Left,3959684409,140,61.4,3962387441,178,,3959684411,141,92.0,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912387,21,49,1,1,42,5jjqm8h6qm1w4s5f93uubhdrj,1,28.7,8.8,2022-12-29T19:46:05.656Z,2023-01-01T06:47:26Z,,,,,,,,,,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912419,22,1,1,1,42,5jjqm8h6qm1w4s5f93uubhdrj,1,28.7,8.8,2022-12-29T19:46:05.677Z,2023-01-01T06:47:29Z,3959684571,140,11.2,3959684569,56,Back,3959684573,141,38.5,3959684575,212,27.3,3959684577,213,2.3,3962387521,178,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912485,23,1,1,1,46,5jjqm8h6qm1w4s5f93uubhdrj,1,10.8,39.2,2022-12-29T19:46:09.925Z,2023-01-01T06:47:38Z,3959684957,213,1.2,3959684955,212,22.6,3962387533,178,,3959684953,141,70.0,3959684949,56,Back,3959684951,140,19.0,,,,,,,45i2fz3wya2x8gsa1hn8yd65m,W. Blackmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912495,24,1,1,1,50,5jjqm8h6qm1w4s5f93uubhdrj,0,24.8,78.5,2022-12-29T19:46:14.229Z,2023-01-01T06:48:04Z,3959685033,141,87.5,3959685035,212,44.1,3959685037,213,0.1,3962387723,178,,3959685029,56,Left,3959685039,1,,3959685031,140,66.4,3959685027,155,,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
