id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/15/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,assist
2500361183,192,5,1,22,47,jv3jh5m5t7qy5t37vwwmnj16,1,-0.9,56.6,2023-01-24T20:09:32.183Z,2023-01-26T10:02:50Z,3993638095,233,196,3993638069,56,Back,3993638071,346,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361163,196,5,1,22,47,ahm0t06rup1bkd9z0mxl2lmph,0,100.9,43.4,2023-01-24T20:09:32.183Z,2023-01-26T10:02:50Z,3993637983,56,Center,3993637985,346,,3993638161,233,192,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361585,193,1,1,23,12,jv3jh5m5t7qy5t37vwwmnj16,1,5,63,2023-01-24T20:09:56.476Z,2023-01-26T10:02:54Z,3993640069,141,86.5,3993640075,1,,3993640065,56,Left,3993640079,74,,3993640071,212,55.5,3993640073,213,0.3,3993640063,124,,3993640067,140,55.6,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361587,194,44,1,23,15,jv3jh5m5t7qy5t37vwwmnj16,1,59.1,88.6,2023-01-24T20:09:59.612Z,2023-01-26T11:13:38Z,3993640087,233,197,3993640083,56,Left,3993640085,286,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361583,197,44,1,23,15,ahm0t06rup1bkd9z0mxl2lmph,0,40.9,11.4,2023-01-24T20:09:59.613Z,2023-01-26T11:13:04Z,3993640061,285,,3993640059,56,Back,3993640145,233,194,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361633,195,1,1,23,15,jv3jh5m5t7qy5t37vwwmnj16,1,55.6,86.3,2023-01-24T20:09:59.649Z,2023-01-26T11:13:38Z,3993640307,213,0.4,3993640303,141,91.8,3993640299,56,Left,3993640295,3,,3993640297,168,,3995416517,388,,3993640305,212,10.7,3993640301,140,65.1,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361639,196,61,1,23,17,jv3jh5m5t7qy5t37vwwmnj16,0,66.2,92.1,2023-01-24T20:10:01.508Z,2023-01-26T10:03:17Z,3995416603,178,,3993640333,56,Left,3995416601,21,,,,,,,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361653,197,5,1,23,19,jv3jh5m5t7qy5t37vwwmnj16,0,70.4,102,2023-01-24T20:10:03.700Z,2023-01-26T10:03:20Z,3993640945,233,198,3993640387,56,Left,3993640389,347,,,,,,,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361753,198,5,1,23,19,ahm0t06rup1bkd9z0mxl2lmph,1,29.6,-2,2023-01-24T20:10:03.700Z,2023-01-26T10:03:20Z,3993640931,233,197,3993640899,56,Back,3993640901,347,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361809,199,1,1,23,27,ahm0t06rup1bkd9z0mxl2lmph,1,33.5,0,2023-01-24T20:10:11.848Z,2023-01-26T10:03:48Z,3993641147,141,24.2,3993641151,213,0.9,3993641153,1,,3993641141,107,,3993641149,212,23.2,3993641145,140,47.7,3993641143,56,Back,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361811,200,50,1,23,29,ahm0t06rup1bkd9z0mxl2lmph,1,43.8,24.6,2023-01-24T20:10:14.091Z,2023-01-26T10:04:00Z,3993641259,233,198,3993641157,56,Back,3993641159,286,,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361823,198,7,1,23,30,jv3jh5m5t7qy5t37vwwmnj16,1,56.2,75.4,2023-01-24T20:10:14.652Z,2023-01-26T10:04:06Z,3993641225,285,,3993641255,233,200,3993641223,56,Center,3995417285,178,,3994242629,383,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500480167,937,61,1,23,30,ahm0t06rup1bkd9z0mxl2lmph,1,42,33.7,2023-01-24T20:10:14.903Z,2023-01-26T10:04:28Z,3995417621,178,,3994243123,56,Back,,,,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361829,201,43,1,23,32,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-01-24T20:10:16.847Z,2023-01-25T10:23:05Z,3994243215,144,50,3993641245,56,Back,3993641247,286,0,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361841,199,43,1,23,32,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-24T20:10:16.848Z,2023-01-25T10:23:04Z,3993641307,233,201,3993641305,285,0,3994243199,144,7,3993641303,56,Center,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361849,202,3,1,23,32,ahm0t06rup1bkd9z0mxl2lmph,0,42.2,31.6,2023-01-24T20:10:17.448Z,2023-01-26T10:06:35Z,3995419433,178,,3994243319,286,,3993641337,56,Back,3994282439,233,200,3994243521,465,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361845,200,7,1,23,33,jv3jh5m5t7qy5t37vwwmnj16,1,57.8,68.4,2023-01-24T20:10:17.575Z,2023-01-26T10:06:41Z,3993641329,56,Center,3995419517,178,,3994282435,233,202,3994243349,285,,3994243491,383,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361863,201,49,1,23,34,jv3jh5m5t7qy5t37vwwmnj16,1,55.7,75.3,2023-01-24T20:10:19.046Z,2023-01-26T10:07:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361871,202,50,1,23,34,jv3jh5m5t7qy5t37vwwmnj16,1,57.8,70.5,2023-01-24T20:10:19.109Z,2023-01-26T10:07:19Z,3993641445,56,Center,3993641571,233,203,3993641447,286,,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361885,203,7,1,23,34,ahm0t06rup1bkd9z0mxl2lmph,1,42.2,29.5,2023-01-24T20:10:19.275Z,2023-01-26T10:07:26Z,3993641555,233,202,3993641525,56,Back,3994243717,384,,3995420125,178,,3993641527,285,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361893,204,49,1,23,35,ahm0t06rup1bkd9z0mxl2lmph,1,38.3,28.9,2023-01-24T20:10:19.623Z,2023-01-26T10:09:35Z,,,,,,,,,,,,,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361905,205,1,1,23,36,ahm0t06rup1bkd9z0mxl2lmph,1,38.3,28.9,2023-01-24T20:10:20.538Z,2023-01-26T10:09:43Z,3993641593,140,45.1,3993641595,141,26.7,3993641591,56,Back,3993641599,213,6.1,3995422789,178,,3993641597,212,7.3,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361913,206,1,1,23,36,ahm0t06rup1bkd9z0mxl2lmph,0,45.1,26.7,2023-01-24T20:10:21.353Z,2023-01-26T10:09:55Z,3993641629,56,Back,3995423053,178,,3993641633,141,42.7,3993641637,213,2.3,3993641631,140,36.0,3993641635,212,14.5,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361923,203,8,1,23,37,jv3jh5m5t7qy5t37vwwmnj16,1,63.2,65.8,2023-01-24T20:10:22.297Z,2023-01-26T10:10:05Z,3994244019,385,,3995423231,389,,3993641689,56,Center,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361965,207,1,1,23,39,ahm0t06rup1bkd9z0mxl2lmph,0,30.5,50.1,2023-01-24T20:10:23.719Z,2023-01-26T10:10:09Z,3993641909,157,,3993641913,140,70.6,3995423283,178,,3993641911,56,Center,3993641919,213,6.0,3993641915,141,34.9,3993641921,1,,3993641917,212,43.4,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361987,204,1,1,23,41,jv3jh5m5t7qy5t37vwwmnj16,0,32.6,63.9,2023-01-24T20:10:25.719Z,2023-01-26T10:10:16Z,3993642011,141,49.9,3993642003,56,Center,3993642015,213,5.9,3995423509,178,,3993642013,212,26.2,3993642007,140,55.8,3993641999,3,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500361995,205,43,1,23,43,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-24T20:10:28.033Z,2023-01-25T10:24:32Z,3994244599,144,49,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500363355,225,43,1,23,43,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-01-24T20:10:28.276Z,2023-01-25T10:24:47Z,3994244761,144,49,,,,,,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362001,206,43,1,23,43,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-24T20:10:28.336Z,2023-01-25T10:24:35Z,3993642073,140,56.0,3994244627,144,1,3993642071,56,Center,3993642079,213,6.0,3993642075,141,52.7,3993642077,212,3.1,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362045,208,1,1,23,44,ahm0t06rup1bkd9z0mxl2lmph,1,43.2,49.3,2023-01-24T20:10:28.768Z,2023-01-26T10:10:20Z,3993642277,56,Back,3995423571,178,,3993642285,213,5.7,3993642281,141,43.9,3993642279,140,48.0,3993642283,212,6.2,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362047,209,50,1,23,45,ahm0t06rup1bkd9z0mxl2lmph,1,48,46.1,2023-01-24T20:10:29.564Z,2023-01-26T10:10:30Z,3993642291,286,,3993642289,56,Back,3993642317,233,207,,,,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362051,207,7,1,23,45,jv3jh5m5t7qy5t37vwwmnj16,0,52,53.9,2023-01-24T20:10:29.684Z,2023-01-26T10:10:39Z,3995424043,178,,3993642299,285,,3993642313,233,209,3994244973,385,,3993642297,56,Center,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500480615,938,61,1,23,45,ahm0t06rup1bkd9z0mxl2lmph,1,45.2,45,2023-01-24T20:10:29.690Z,2023-01-26T10:10:43Z,3995424115,178,,3994245181,56,Back,,,,,,,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362095,210,1,1,23,46,ahm0t06rup1bkd9z0mxl2lmph,1,36.8,45.1,2023-01-24T20:10:31.199Z,2023-01-26T10:10:49Z,3993642515,212,14.2,3995424207,178,,3993642511,140,29.3,3993642513,141,62.4,3993642509,56,Back,3993642517,213,2.2,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362121,211,1,1,23,48,ahm0t06rup1bkd9z0mxl2lmph,1,29.3,62.4,2023-01-24T20:10:32.789Z,2023-01-26T10:10:52Z,3993642635,56,Left,3993642639,141,90.6,3993642641,212,31.8,3995424249,178,,3993642637,140,53.5,3993642643,213,0.6,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362159,212,1,1,23,51,ahm0t06rup1bkd9z0mxl2lmph,1,48.9,90.3,2023-01-24T20:10:36.074Z,2023-01-26T10:10:59Z,3993642819,140,32.6,3995424297,178,,3993642817,56,Back,3993642823,212,20.0,3993642821,141,75.1,3993642825,213,3.7,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362203,213,1,1,23,54,ahm0t06rup1bkd9z0mxl2lmph,1,34,74.1,2023-01-24T20:10:38.491Z,2023-01-26T10:11:03Z,3993643087,212,10.8,3995424341,178,,3993643085,141,64.6,3993643089,213,5.6,3993643081,56,Back,3993643083,140,42.3,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362221,214,1,1,23,54,ahm0t06rup1bkd9z0mxl2lmph,1,42.3,64.6,2023-01-24T20:10:39.385Z,2023-01-26T10:11:09Z,3993643207,140,35.0,3995424415,178,,3993643209,141,76.4,3993643205,56,Back,3993643213,213,2.3,3993643211,212,11.1,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362251,215,1,1,23,57,ahm0t06rup1bkd9z0mxl2lmph,1,35,76.4,2023-01-24T20:10:41.463Z,2023-01-26T10:11:11Z,3993643331,212,12.1,3993643333,213,1.2,3993643325,56,Back,3993643329,141,93.2,3995424459,178,,3993643327,140,38.8,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362307,216,1,1,23,59,ahm0t06rup1bkd9z0mxl2lmph,1,32.2,94.2,2023-01-24T20:10:43.763Z,2023-01-26T10:11:15Z,3993643581,1,,3993643555,56,Back,3993643561,140,14.9,3993643575,212,32.7,3995424549,178,,3993643579,213,4.1,3993643567,141,54.3,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362361,217,1,1,24,3,ahm0t06rup1bkd9z0mxl2lmph,1,14.6,56.7,2023-01-24T20:10:47.505Z,2023-01-26T10:11:19Z,3993643817,213,1.1,3995424683,178,,3993643815,212,17.3,3993643811,140,22.1,3993643813,141,79.3,3993643809,56,Back,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362485,218,1,1,24,5,ahm0t06rup1bkd9z0mxl2lmph,1,16.4,76,2023-01-24T20:10:50.303Z,2023-01-26T10:11:22Z,3993644425,56,Back,3993644433,213,4.7,3993644429,141,28.3,3993644435,1,,3995424793,178,,3993644431,212,32.4,3993644427,140,15.5,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362705,219,1,1,24,12,ahm0t06rup1bkd9z0mxl2lmph,1,41.5,23.6,2023-01-24T20:10:56.950Z,2023-01-26T10:11:26Z,3993645429,213,5.4,3993645427,212,17.0,3993645421,140,52.1,3995424911,178,,3993645423,141,4.7,3993645419,56,Right,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362719,220,61,1,24,20,ahm0t06rup1bkd9z0mxl2lmph,0,38.4,16.8,2023-01-24T20:11:05.072Z,2023-01-26T10:11:49Z,3995425005,178,,3993645479,56,Back,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500480733,787,3,1,24,21,jv3jh5m5t7qy5t37vwwmnj16,0,62.4,71.8,2023-01-24T20:11:06.069Z,2023-01-26T10:11:55Z,3994245657,56,Center,3994245659,286,,3994245663,467,cz30ywnq6p6dig7x3hu6h7cnp,3994245661,465,,3995425479,178,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362775,208,4,1,24,21,jv3jh5m5t7qy5t37vwwmnj16,1,60,72.5,2023-01-24T20:11:06.150Z,2023-01-26T10:12:14Z,3993645741,286,,3993645737,152,,3993645733,13,,3993645739,265,,3993645735,56,Center,3993645753,233,221,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500362749,221,4,1,24,21,ahm0t06rup1bkd9z0mxl2lmph,0,40,27.5,2023-01-24T20:11:06.151Z,2023-01-26T10:12:13Z,3993645771,233,208,3993645597,152,,3993645601,265,,3995425787,178,,3993645605,285,,3993645595,56,Back,3993645593,13,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500363021,209,27,1,24,34,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-24T20:11:18.831Z,2023-01-26T10:12:21Z,3993646889,233,222,3993646851,41,Injury,3993646853,53,7pia2vfewavgyc8d7pvgr7owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500363017,222,27,1,24,34,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-01-24T20:11:18.831Z,2023-01-26T10:12:21Z,3993646907,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500363301,223,17,1,24,53,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-01-24T20:11:37.600Z,2023-01-26T10:12:24Z,3993648241,13,243,3993648239,392,,3993648237,31,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500363959,210,28,1,25,35,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-24T20:12:19.750Z,2023-01-26T10:12:31Z,3993651709,233,224,3993651665,55,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500363325,224,28,1,25,35,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-01-24T20:12:19.750Z,2023-01-26T10:12:31Z,3993648325,55,222,3993651717,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364077,211,1,1,25,45,jv3jh5m5t7qy5t37vwwmnj16,1,60.9,70.2,2023-01-24T20:12:30.096Z,2023-01-26T10:12:36Z,3993652227,56,Center,3993652235,213,5.7,3993652223,155,,3993652231,141,41.8,3993652237,1,,3993652225,152,,3993652233,212,37.7,3993652221,5,,1kw6qz2pi7wlam068oeirztud,J. Obita,3993652229,140,91.7,,3995426297,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500480975,788,44,1,25,47,jv3jh5m5t7qy5t37vwwmnj16,1,90.8,36.6,2023-01-24T20:12:32.298Z,2023-01-26T11:13:39Z,3994282579,233,939,3994246859,56,Center,3994246861,286,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500480979,939,44,1,25,47,ahm0t06rup1bkd9z0mxl2lmph,0,9.2,63.4,2023-01-24T20:12:32.299Z,2023-01-26T10:12:42Z,3994282595,233,788,3994246867,56,Back,3994246869,285,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364099,212,1,1,25,47,jv3jh5m5t7qy5t37vwwmnj16,0,90.9,41,2023-01-24T20:12:32.340Z,2023-01-26T11:13:39Z,3993652357,140,92.6,3995426511,388,,3993652359,141,69.3,3993652363,213,1.5,3993652355,56,Center,3993652361,212,19.3,3993652353,3,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364107,226,49,1,25,50,ahm0t06rup1bkd9z0mxl2lmph,1,5.4,33.3,2023-01-24T20:12:34.935Z,2023-01-26T10:12:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364167,227,12,1,25,51,ahm0t06rup1bkd9z0mxl2lmph,1,5.3,33,2023-01-24T20:12:36.041Z,2023-01-26T10:13:00Z,3993652717,213,5.9,3995426797,178,,3993652707,140,40.5,3993652709,141,13.5,3993652705,56,Back,3993652713,212,39.3,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364149,213,49,1,25,56,jv3jh5m5t7qy5t37vwwmnj16,1,55.5,83.2,2023-01-24T20:12:41.002Z,2023-01-26T10:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364195,214,1,1,25,56,jv3jh5m5t7qy5t37vwwmnj16,1,52.8,85,2023-01-24T20:12:41.015Z,2023-01-26T10:13:15Z,3993652843,1,,3993652837,141,66.9,3993652841,213,5.6,3993652839,212,19.5,3995427083,178,,3993652831,157,,3993652835,140,67.2,3993652833,56,Center,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364231,215,1,1,25,59,jv3jh5m5t7qy5t37vwwmnj16,1,67.2,66.9,2023-01-24T20:12:44.309Z,2023-01-26T10:13:42Z,3995427487,388,,3993653019,140,38.3,3993653017,56,Back,3993653023,212,30.5,3993653025,213,3.2,3993653021,141,62.9,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364269,216,1,1,26,2,jv3jh5m5t7qy5t37vwwmnj16,1,37.5,62.9,2023-01-24T20:12:47.321Z,2023-01-26T10:13:46Z,3993653209,212,30.6,3993653205,140,14.0,3993653211,213,3.8,3993653203,56,Back,3995427533,178,,3993653207,141,36.4,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364313,217,1,1,26,6,jv3jh5m5t7qy5t37vwwmnj16,0,12.9,38.6,2023-01-24T20:12:50.619Z,2023-01-26T10:13:51Z,3995427575,178,,3993653445,213,6.3,3993653449,1,,3993653441,212,60.9,3993653437,140,70.9,3993653433,157,,3993653439,141,37.3,3993653435,56,Center,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364325,228,44,1,26,9,ahm0t06rup1bkd9z0mxl2lmph,1,30.8,64,2023-01-24T20:12:54.110Z,2023-01-26T11:13:40Z,3993653499,56,Back,3993653533,233,218,3993653501,285,,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364323,218,44,1,26,9,jv3jh5m5t7qy5t37vwwmnj16,0,69.2,36,2023-01-24T20:12:54.111Z,2023-01-26T10:13:54Z,3993653495,56,Center,3993653627,233,228,3993653497,286,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364337,229,1,1,26,9,ahm0t06rup1bkd9z0mxl2lmph,0,32.3,65.2,2023-01-24T20:12:54.182Z,2023-01-26T11:13:40Z,3995427773,388,,3993653567,141,64.3,3993653563,56,Back,3993653571,213,6.1,3993653565,140,35.6,3993653569,212,3.5,3993653561,3,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500364343,219,61,1,26,9,jv3jh5m5t7qy5t37vwwmnj16,1,70.7,35.7,2023-01-24T20:12:54.189Z,2023-01-26T10:14:05Z,3995427931,15,,3993653593,56,Center,3995427933,388,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
