id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,assist
2494655447,7,1,1,0,25,8b523ujgl21tbc01me65q0aoh,1,27.5,65.2,2023-01-02T15:02:41.025Z,2023-01-04T05:40:31Z,3963586633,141,54.6,3963586631,140,26.0,3963586629,56,Back,3965108081,178,,3963586637,213,4.5,3963586635,212,7.4,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655473,8,1,1,0,28,8b523ujgl21tbc01me65q0aoh,1,26,53.9,2023-01-02T15:02:44.065Z,2023-01-04T05:40:39Z,3965108137,178,,3963586717,56,Back,3963586719,140,25.4,3963586725,213,4.7,3963586723,212,19.9,3963586721,141,24.6,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655523,9,1,1,0,30,8b523ujgl21tbc01me65q0aoh,1,25.5,24.4,2023-01-02T15:02:46.174Z,2023-01-04T05:40:45Z,3963586971,141,47.0,3963586973,212,19.3,3963586975,213,2.2,3963586969,140,14.4,3965108169,178,,3963586967,56,Back,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655557,10,1,1,0,36,8b523ujgl21tbc01me65q0aoh,0,22.8,49,2023-01-02T15:02:51.750Z,2023-01-04T05:40:50Z,3963587207,155,,3963587211,140,69.1,3963587213,141,70.6,3963587209,56,Center,3963587217,213,0.3,3963587215,212,50.8,3963587219,1,,3965108201,178,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655579,5,1,1,0,38,b3vbyitzi3nrw9ehj1eoko219,1,22,23.9,2023-01-02T15:02:54.695Z,2023-01-04T05:40:58Z,3963587353,3,,3963587363,213,5.4,3963587361,212,6.8,3963587359,141,16.4,3965108251,178,,3963587355,56,Back,3963587357,140,26.3,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655581,6,44,1,0,40,b3vbyitzi3nrw9ehj1eoko219,1,26.8,23.8,2023-01-02T15:02:56.454Z,2023-01-04T08:48:20Z,3963589735,233,19,3963587373,285,,3963587371,56,Back,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656029,19,44,1,0,40,8b523ujgl21tbc01me65q0aoh,0,73.2,76.2,2023-01-02T15:02:56.455Z,2023-01-04T05:41:09Z,3963589599,56,Center,3963589739,233,6,3963589601,286,,,,,,,,,,,,,,,,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655591,7,1,1,0,40,b3vbyitzi3nrw9ehj1eoko219,0,26.3,16.4,2023-01-02T15:02:56.515Z,2023-01-04T08:48:21Z,3963587423,3,,3963587429,141,24.0,3963587431,212,7.9,3965108365,388,,3963587433,213,0.7,3963587425,56,Back,3963587427,140,32.0,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655629,11,1,1,0,41,8b523ujgl21tbc01me65q0aoh,1,63.8,76.9,2023-01-02T15:02:57.523Z,2023-01-04T05:41:22Z,3963587603,3,,3963587605,56,Left,3965108427,178,,3963587607,140,69.2,3963587611,212,15.0,3963587613,213,1.2,3963587609,141,97.3,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655655,12,1,1,0,43,8b523ujgl21tbc01me65q0aoh,0,68.4,97.3,2023-01-02T15:02:59.464Z,2023-01-04T05:41:28Z,3963587781,56,Left,3963587789,213,5.9,3963587783,140,69.1,3963587785,141,96.9,3963587787,212,0.8,3965108479,178,,,,,,,,1oeekgzkzju2jce7651vbdrrp,G. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494846779,580,61,1,0,43,b3vbyitzi3nrw9ehj1eoko219,1,27.9,4.9,2023-01-02T15:02:59.576Z,2023-01-04T05:41:39Z,3964583179,56,Back,3965108547,178,,,,,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655689,13,1,1,0,45,8b523ujgl21tbc01me65q0aoh,1,70.4,90.8,2023-01-02T15:03:01.149Z,2023-01-04T05:41:49Z,3963587971,213,3.2,3963587963,56,Left,3963587967,141,90.6,3963587965,140,66.5,3965108589,178,,3963587969,212,4.1,,,,,,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655741,14,1,1,0,46,8b523ujgl21tbc01me65q0aoh,1,65.9,90.5,2023-01-02T15:03:02.695Z,2023-01-04T05:41:54Z,3963588219,56,Center,3963588227,213,4.9,3963588225,212,10.0,3963588223,141,76.1,3963588221,140,68.0,3965108621,178,,,,,,,,1oeekgzkzju2jce7651vbdrrp,G. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655773,15,1,1,0,50,8b523ujgl21tbc01me65q0aoh,1,68.2,74.4,2023-01-02T15:03:06.025Z,2023-01-04T05:41:58Z,3963588373,140,62.0,3963588371,56,Center,3963588375,141,31.9,3963588377,212,29.6,3965108637,178,,3963588379,213,4.5,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655809,16,1,1,0,53,8b523ujgl21tbc01me65q0aoh,1,61.8,30.4,2023-01-02T15:03:08.932Z,2023-01-04T05:42:02Z,3963588541,140,73.9,3963588543,141,30.3,3963588545,212,12.7,3963588547,213,6.3,3963588539,56,Center,3965108655,178,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655927,17,1,1,0,55,8b523ujgl21tbc01me65q0aoh,1,74,30.3,2023-01-02T15:03:11.322Z,2023-01-04T05:42:05Z,3963589113,212,16.2,3963589109,140,82.8,3965108685,178,,3963589111,141,10.7,3963589107,56,Right,3963589115,213,5.3,,,,,,,3fwxh0c612fj1flqrbozvja39,S. Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655933,18,4,1,1,1,8b523ujgl21tbc01me65q0aoh,1,80.4,6.6,2023-01-02T15:03:17.052Z,2023-01-04T05:42:14Z,3963589141,265,,3963589143,286,,3963589249,233,8,3963589139,152,,3963589135,13,,3963589137,56,Right,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655945,8,4,1,1,1,b3vbyitzi3nrw9ehj1eoko219,0,19.6,93.4,2023-01-02T15:03:17.053Z,2023-01-04T05:42:13Z,3965108739,178,,3963589265,233,18,3963589203,56,Back,3963589201,13,,3963589207,265,,3963589205,152,,3963589209,285,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656481,20,1,1,1,58,8b523ujgl21tbc01me65q0aoh,0,75.1,8.1,2023-01-02T15:04:13.919Z,2023-01-04T05:42:22Z,3963591687,155,,3963591685,5,,3963591691,56,Center,3963591689,152,,3963591699,213,1.0,3964584993,20,,3963591697,212,28.9,3963591695,141,44.3,7hduohz6mo32mbtdepyv5u7yt,L. Evans,3963591693,140,89.5,3965108793,178,3963591683,2,3964584991,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656503,9,12,1,1,59,b3vbyitzi3nrw9ehj1eoko219,1,9.9,57.6,2023-01-02T15:04:15.308Z,2023-01-04T05:42:26Z,3963591809,140,26.5,3963591813,141,40.6,3963591807,56,Back,3965108819,388,,3963591833,15,,3963591815,212,20.9,3963591817,213,5.7,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656595,21,1,1,2,4,8b523ujgl21tbc01me65q0aoh,0,73.5,82.8,2023-01-02T15:04:20.672Z,2023-01-04T05:42:31Z,3963592293,213,5.2,3963592283,155,,3964585651,223,,3963592289,141,47.4,3963592285,56,Center,3963592287,140,84.5,3963592291,212,26.7,3964585653,20,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,3965108863,178,,3964585475,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656635,10,12,1,2,6,b3vbyitzi3nrw9ehj1eoko219,1,15.5,58.1,2023-01-02T15:04:21.932Z,2023-01-04T05:42:45Z,3963592485,56,Back,3963592493,141,90.3,3963592513,15,,3965108965,178,,3963592489,140,33.0,3963592505,213,0.9,3963592499,212,28.6,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656685,23,50,1,2,9,8b523ujgl21tbc01me65q0aoh,1,69.8,6.8,2023-01-02T15:04:25.457Z,2023-01-04T05:42:54Z,3963592807,233,11,3963592743,56,Right,3963592745,286,,,,,,,,,,,,,,,,,3fwxh0c612fj1flqrbozvja39,S. Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656691,11,7,1,2,10,b3vbyitzi3nrw9ehj1eoko219,1,30.2,93.2,2023-01-02T15:04:26.283Z,2023-01-04T05:43:00Z,3963592791,233,23,3965109069,178,,3963592767,56,Back,3963592765,167,,3963592769,285,,3964585837,385,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656643,22,43,1,2,11,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-01-02T15:04:27.288Z,2023-01-02T15:04:33Z,3963592529,56,Right,3963592993,144,61,,,,,,,,,,,,,,,,,,,3fwxh0c612fj1flqrbozvja39,S. Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656693,12,5,1,2,11,b3vbyitzi3nrw9ehj1eoko219,0,33.2,101.4,2023-01-02T15:04:27.488Z,2023-01-04T05:43:04Z,3963592775,56,Back,3963592777,347,,3963593175,233,24,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656771,24,5,1,2,11,8b523ujgl21tbc01me65q0aoh,1,66.8,-1.4,2023-01-02T15:04:27.488Z,2023-01-04T05:43:03Z,3963593141,347,,3963593159,233,12,3963593139,56,Right,,,,,,,,,,,,,,,,3fwxh0c612fj1flqrbozvja39,S. Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656825,25,1,1,2,18,8b523ujgl21tbc01me65q0aoh,1,63.9,0,2023-01-02T15:04:34.158Z,2023-01-04T05:43:08Z,3963593417,107,,3963593429,1,,3963593419,56,Back,3963593425,212,34.0,3963593427,213,2.4,3963593423,141,30.9,3963593421,140,39.3,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656869,26,1,1,2,21,8b523ujgl21tbc01me65q0aoh,1,39,30.9,2023-01-02T15:04:37.459Z,2023-01-04T05:43:16Z,3963593579,141,21.2,3963593577,140,43.2,3963593583,212,7.9,3963593575,56,Back,3965109173,178,,3963593585,213,5.3,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656911,27,1,1,2,22,8b523ujgl21tbc01me65q0aoh,1,43.2,20.6,2023-01-02T15:04:38.308Z,2023-01-04T05:43:20Z,3963593765,213,2.4,3963593759,140,35.0,3963593757,56,Back,3965109201,178,,3963593763,212,11.4,3963593761,141,31.5,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656939,28,1,1,2,26,8b523ujgl21tbc01me65q0aoh,1,34.1,42.7,2023-01-02T15:04:42.349Z,2023-01-04T05:43:26Z,3963593923,141,68.1,3963593921,140,33.5,3965109227,178,,3963593919,56,Back,3963593927,213,1.6,3963593925,212,17.3,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656949,29,1,1,2,29,8b523ujgl21tbc01me65q0aoh,1,33.4,68.4,2023-01-02T15:04:44.708Z,2023-01-04T05:43:30Z,3963593979,141,46.9,3963593981,212,15.8,3963593977,140,27.6,3963593975,56,Back,3963593983,213,4.3,3965109251,178,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656957,30,1,1,2,31,8b523ujgl21tbc01me65q0aoh,1,26.8,44.2,2023-01-02T15:04:47.216Z,2023-01-04T05:43:37Z,3963594025,140,26.7,3963594031,141,20.1,3963594021,56,Back,3963594035,212,16.4,3965109285,178,,3963594039,213,4.7,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656979,31,1,1,2,33,8b523ujgl21tbc01me65q0aoh,1,26.7,20.3,2023-01-02T15:04:49.066Z,2023-01-04T05:43:42Z,3965109305,178,,3963594141,212,13.9,3963594129,56,Back,3963594143,213,0.8,3963594133,140,35.8,3963594137,141,35.1,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656997,32,1,1,2,33,8b523ujgl21tbc01me65q0aoh,1,35.8,34.8,2023-01-02T15:04:49.702Z,2023-01-04T05:43:48Z,3963594237,56,Right,3963594245,213,5.6,3963594239,140,59.9,3963594241,141,6.2,3965109339,178,,3963594243,212,31.9,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657005,33,3,1,2,37,8b523ujgl21tbc01me65q0aoh,0,65.6,3.6,2023-01-02T15:04:52.789Z,2023-01-04T05:43:55Z,3963594421,233,13,3963594271,286,,3964586399,465,,3963594269,56,Right,3965109385,178,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657023,13,7,1,2,37,b3vbyitzi3nrw9ehj1eoko219,1,34.4,96.4,2023-01-02T15:04:52.916Z,2023-01-04T05:44:03Z,3963594379,285,,3963594403,233,33,3964586429,385,,3965109417,178,,3963594377,56,Back,3963594375,167,,,,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657029,14,5,1,2,37,b3vbyitzi3nrw9ehj1eoko219,0,35.7,101.6,2023-01-02T15:04:53.091Z,2023-01-04T05:44:08Z,3963594399,56,Back,3963594401,347,,3963594729,233,34,3964586537,361,,,,,,,,,,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657087,34,5,1,2,37,8b523ujgl21tbc01me65q0aoh,1,64.3,-1.6,2023-01-02T15:04:53.091Z,2023-01-04T05:44:07Z,3963594701,347,,3963594699,56,Right,3964586517,361,,3963594707,233,14,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657159,35,1,1,2,45,8b523ujgl21tbc01me65q0aoh,1,57.8,0,2023-01-02T15:05:01.028Z,2023-01-04T05:44:11Z,3963595089,107,,3963595091,56,Back,3963595093,140,34.2,3963595095,141,16.5,3963595097,212,27.8,3963595101,1,,3963595099,213,2.7,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657247,36,1,1,2,51,8b523ujgl21tbc01me65q0aoh,1,35.2,19.4,2023-01-02T15:05:06.911Z,2023-01-04T05:44:26Z,3963595557,56,Back,3965109567,178,,3963595559,140,45.0,3963595565,213,1.0,3963595561,141,42.2,3963595563,212,18.6,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657293,37,1,1,2,56,8b523ujgl21tbc01me65q0aoh,1,46.6,55.4,2023-01-02T15:05:11.908Z,2023-01-04T05:44:31Z,3963595789,141,82.4,3965109605,178,,3963595791,212,18.8,3963595785,56,Back,3963595793,213,1.8,3963595787,140,42.6,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657365,38,1,1,3,0,8b523ujgl21tbc01me65q0aoh,1,42.2,86.2,2023-01-02T15:05:15.733Z,2023-01-04T05:44:34Z,3963596087,56,Back,3963596093,212,22.5,3963596091,141,53.6,3963596089,140,38.3,3965109631,178,,3963596095,213,4.5,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494657471,39,1,1,3,4,8b523ujgl21tbc01me65q0aoh,1,41.7,41.9,2023-01-02T15:05:20.589Z,2023-01-04T05:44:38Z,3965109643,178,,3963596649,213,5.5,3963596651,1,,3963596647,212,35.2,3963596645,141,5.2,3963596641,56,Right,3963596643,140,65.4,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
