id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value
2540656399,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-04-29T13:14:56.039Z,2023-04-29T13:14:56Z,4234611575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234611569,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4234611573,197,16115,4234611571,194,cwimbfv671qph6cxdcl32elzp,4234611565,59,"31, 22, 12, 27, 5, 23, 2, 4, 25, 48, 30, 3, 11, 13, 15, 20, 21, 29",4234611567,130,2,4234611563,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4234611561,30,"dgcocw72ey734nwc3omi02sid, bn65q0jh5fmyit8g8y4k9wsq2, 5j1eftktnca9eso1vvhu2hf55, 67xd8llko9zszuwg63ffopje2, 3dy32ujo7srhl6rq7vb9e97xm, 9e0t58fp461sn2pele7we3fu1, 5kg7eu8b1wktru5ohpid8e9qt, cwimbfv671qph6cxdcl32elzp, 43knl3z17afypz27sz4qzkxnu, a90bv7xfjlfi8s3kvbpyjvn8q, 1oxfxpbvol3526lbe42wxxze2, 3x8j3d4oygoxsu75ipz0idt6, 41ntkkxxtjznfdz7966j64161, 7itkpbbwwshyu3z35922nlzis, 2hwlmul5bz8qcxt75954ujiz9, as885sgoqhqie6xuony3pqrfu, 4luphb29oi2p9ftkag6xb69jp, 829ig7aac7nm8a7nb78jsf9at",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540656471,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-29T13:14:59.549Z,2023-04-29T13:57:23Z,4234611891,130,8,4234611895,194,bsrhtxhpnlxho2o4zvli5qmeh,4234611885,30,"3oyhjrd1ohnwf1x3d65997xzp, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 3jzhwh7lq7xzcz7clm28h0mvp, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, 4z5onwcaou5pjcz3kxncn8wl, 50flg4aoq4l0glnh61yzngc7p, 33ci88veciqvd4w5y145dyooa, dq21r0ge09ug4d2crb9j6q6dx, 8g19rw3eni5p8jt5v1j9skwdl, 7cznyew8xg3fxfqeexid7pxt6, d5yupvahq6bf4nde1nmgro6lm, exrh01dw52b651aet2am7v015, 5rmk7be4cd9cg1c9re06r1r3e, uluqgj69z6yunsl8m505lyi, 1lu7wsceoivdbsvqanykrr07p, cz30ywnq6p6dig7x3hu6h7cnp",4234611897,197,16222,4234611893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4234611887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4234611889,59,"13, 2, 16, 8, 5, 4, 23, 18, 22, 7, 11, 3, 19, 21, 25, 27, 30, 33",4234611899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697461,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-29T14:00:40.145Z,2023-04-29T14:00:40Z,4234816021,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697475,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-04-29T14:00:40.145Z,2023-05-01T18:26:00Z,4234816073,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697493,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,49.9,49.3,2023-04-29T14:00:40.165Z,2023-05-02T02:47:10Z,4234816143,56,Back,4244291875,178,,4234816147,141,49.3,4234816145,140,38.2,4234816155,279,S,4234816149,212,12.3,4234816153,213,3.1,,,,a90bv7xfjlfi8s3kvbpyjvn8q,C. Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697543,4,1,1,0,2,17zuelixesst1z59fwcix2dil,0,36.5,42.4,2023-04-29T14:00:42.888Z,2023-05-02T02:47:15Z,4234816409,213,5.6,4244291887,178,,4234816399,155,,4234816411,1,,4234816403,140,68.8,4234816407,212,42.6,4234816405,141,4.4,4234816401,56,Right,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697575,3,1,1,0,5,ahm0t06rup1bkd9z0mxl2lmph,0,25.5,91.8,2023-04-29T14:00:45.538Z,2023-05-02T02:47:23Z,4234816519,212,18.7,4234816521,213,6.2,4244291895,178,,4234816511,3,,4234816517,141,89.3,4234816513,56,Back,4234816515,140,43.2,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697609,5,1,1,0,6,17zuelixesst1z59fwcix2dil,0,62.2,3.8,2023-04-29T14:00:46.808Z,2023-05-02T02:47:47Z,4234816689,140,67.7,4234816691,141,3.7,4244291945,178,,4234816685,3,,4234816695,213,6.3,4234816687,56,Right,4234816693,212,5.8,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697645,4,1,1,0,7,ahm0t06rup1bkd9z0mxl2lmph,0,28.8,92.6,2023-04-29T14:00:48.127Z,2023-05-02T02:47:52Z,4234816871,213,5.6,4234816873,1,,4234816869,212,24.9,4234816861,157,,4234816865,140,47.2,4244291961,178,,4234816863,56,Back,4234816867,141,69.6,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540697661,6,61,1,0,9,17zuelixesst1z59fwcix2dil,0,59,23.6,2023-04-29T14:00:50.073Z,2023-05-02T02:48:02Z,4234816971,56,Center,4244291999,388,,4244291997,21,,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
