id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2513740265,7,5,1,0,17,69t8imcdaqlgfbds2p58596my,1,67.2,101.2,2023-02-28T19:45:56.443Z,2023-03-03T01:17:52Z,4064022179,56,Left,4064022181,347,,4064022189,233,4,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740367,8,1,1,0,32,69t8imcdaqlgfbds2p58596my,1,71.4,100,2023-02-28T19:46:11.233Z,2023-03-03T01:18:02Z,4064022651,212,11.8,4064022643,107,,4064022647,140,63.7,4064022645,56,Left,4064022653,213,4.0,4064022649,141,89.0,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740391,9,1,1,0,33,69t8imcdaqlgfbds2p58596my,1,63.7,89,2023-02-28T19:46:12.484Z,2023-03-03T01:18:07Z,4064022797,141,94.7,4064022799,212,7.1,4064022801,213,0.6,4064022795,140,69.4,4067528121,178,,4064022793,56,Left,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740405,10,1,1,0,34,69t8imcdaqlgfbds2p58596my,0,69.4,94.7,2023-02-28T19:46:13.305Z,2023-03-03T01:18:23Z,4064022859,212,3.6,4064022853,56,Left,4064022861,213,4.7,4064022857,141,89.4,4064022921,233,5,4064022925,286,,4064022855,140,69.5,4064022917,236,,64tpd90skhh1yj8yztefhahn9,D. John,4067528371,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740377,5,74,1,0,34,80jtkz2echk6yyyb9e2595cxr,1,32.5,7,2023-02-28T19:46:13.382Z,2023-03-03T01:18:38Z,4067528547,178,,4064022951,233,10,4064022699,56,Back,4064022701,285,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740389,6,5,1,0,34,80jtkz2echk6yyyb9e2595cxr,0,28.9,-2,2023-02-28T19:46:13.705Z,2023-03-03T01:20:26Z,4064022781,56,Back,4064022783,347,,4064023147,233,11,,,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740445,11,5,1,0,34,69t8imcdaqlgfbds2p58596my,1,71.1,102,2023-02-28T19:46:13.705Z,2023-03-03T01:20:27Z,4064023081,56,Left,4064023137,233,6,4064023083,347,,,,,,,,,,,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740549,12,1,1,0,46,69t8imcdaqlgfbds2p58596my,1,76.3,100,2023-02-28T19:46:25.383Z,2023-03-03T01:18:45Z,4064023609,213,4.9,4064023601,56,Left,4064023605,141,88.4,4064023599,107,,4064023603,140,78.1,4064023607,212,9.4,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740583,13,1,1,0,48,69t8imcdaqlgfbds2p58596my,1,78.1,88.4,2023-02-28T19:46:26.995Z,2023-03-03T01:18:52Z,4064023757,140,80.1,4064023761,212,3.4,4064023759,141,92.4,4067528787,178,,4064023755,56,Left,4064023763,213,0.9,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740595,14,1,1,0,49,69t8imcdaqlgfbds2p58596my,0,79.5,93.3,2023-02-28T19:46:28.229Z,2023-03-03T01:19:08Z,4064023813,213,5.5,4064023887,233,7,4064023805,56,Left,4067529035,178,,4064023885,236,,4064023807,140,81.0,4064023811,212,2.3,4064023891,286,,64tpd90skhh1yj8yztefhahn9,D. John,4064023809,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514298869,795,61,1,0,49,69t8imcdaqlgfbds2p58596my,1,70.3,92.8,2023-02-28T19:46:28.383Z,2023-03-03T01:19:25Z,4066942859,56,Left,4067529257,178,,,,,,,,,,,,,,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740615,7,74,1,0,49,80jtkz2echk6yyyb9e2595cxr,1,16.8,7.4,2023-02-28T19:46:28.442Z,2023-03-03T01:19:13Z,4064023869,285,,4064023867,56,Back,4067529101,178,,4064023905,233,14,,,,,,,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740657,9,49,1,0,50,80jtkz2echk6yyyb9e2595cxr,1,65,18,2023-02-28T19:46:29.794Z,2023-03-03T01:19:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740635,8,1,1,0,50,80jtkz2echk6yyyb9e2595cxr,0,14.6,2.8,2023-02-28T19:46:29.846Z,2023-03-03T01:19:36Z,4064023995,56,Right,4064024001,212,53.9,4064024005,1,,4067529417,178,,4064023999,141,18.0,4064023993,157,,4064024003,213,0.2,4064023997,140,65.0,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740685,15,1,1,0,53,69t8imcdaqlgfbds2p58596my,0,44,80.5,2023-02-28T19:46:32.594Z,2023-03-03T01:20:02Z,4064024253,3,,4064024257,140,65.0,4064024265,213,5.7,4064024261,212,25.7,4064024259,141,61.2,4067529789,178,,4064024255,56,Center,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740695,10,61,1,0,55,80jtkz2echk6yyyb9e2595cxr,0,37.1,34.2,2023-02-28T19:46:34.822Z,2023-03-03T01:21:36Z,4067531035,388,,4064024319,56,Back,4067531033,15,,,,,,,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740705,16,49,1,0,57,69t8imcdaqlgfbds2p58596my,1,67.5,58.8,2023-02-28T19:46:36.414Z,2023-03-03T06:42:34Z,,,,,,,,,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740729,17,3,1,0,57,69t8imcdaqlgfbds2p58596my,0,69.8,59.7,2023-02-28T19:46:36.503Z,2023-03-03T06:42:37Z,4064024437,56,Center,4067531327,178,,4067326333,233,11,4066943939,464,,4064024439,286,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740743,11,7,1,0,58,80jtkz2echk6yyyb9e2595cxr,0,30.2,40.3,2023-02-28T19:46:37.654Z,2023-03-03T01:23:06Z,4064024501,233,17,4066943973,385,,4064024493,56,Back,4067531387,178,,4064024495,285,,,,,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740759,18,61,1,0,58,69t8imcdaqlgfbds2p58596my,1,68.1,50.7,2023-02-28T19:46:37.689Z,2023-03-03T01:23:22Z,4064024577,56,Center,4067532193,178,,,,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740945,14,61,1,0,58,80jtkz2echk6yyyb9e2595cxr,1,33.6,42.8,2023-02-28T19:46:37.773Z,2023-03-03T01:23:33Z,4064025553,56,Back,4067532285,178,,,,,,,,,,,,,,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740777,19,61,1,0,59,69t8imcdaqlgfbds2p58596my,0,75,50,2023-02-28T19:46:38.703Z,2023-03-03T01:24:10Z,4064024667,56,Center,4067532659,178,,,,,,,,,,,,,,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740787,12,12,1,1,1,80jtkz2echk6yyyb9e2595cxr,1,27.2,57.6,2023-02-28T19:46:40.462Z,2023-03-03T01:24:18Z,4067532777,178,,4064024739,213,0.9,4064024731,56,Back,4064024735,141,100.0,4064024733,140,49.6,4064024737,212,38.3,4064024781,167,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740793,13,5,1,1,3,80jtkz2echk6yyyb9e2595cxr,0,48,101.8,2023-02-28T19:46:42.502Z,2023-03-03T01:24:27Z,4064024755,347,,4064025289,233,20,4064024753,56,Back,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740891,20,5,1,1,3,69t8imcdaqlgfbds2p58596my,1,52,-1.8,2023-02-28T19:46:42.502Z,2023-03-03T01:24:26Z,4064025275,56,Right,4064025277,347,,4064025285,233,13,,,,,,,,,,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740983,21,1,1,1,16,69t8imcdaqlgfbds2p58596my,1,52,0,2023-02-28T19:46:55.743Z,2023-03-03T01:24:35Z,4064025709,56,Back,4064025717,213,2.8,4064025713,141,10.1,4064025711,140,29.1,4064025719,1,,4064025707,107,,4064025715,212,25.4,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513740999,22,1,1,1,20,69t8imcdaqlgfbds2p58596my,1,29.1,10.1,2023-02-28T19:46:59.104Z,2023-03-03T01:25:04Z,4064025805,213,2.4,4064025799,140,9.6,4064025801,141,40.3,4064025797,56,Back,4064025803,212,29.0,4067533069,178,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741049,23,1,1,1,21,69t8imcdaqlgfbds2p58596my,1,9.6,40.3,2023-02-28T19:47:00.702Z,2023-03-03T01:25:11Z,4064026087,213,5.3,4067533507,178,,4064026079,56,Back,4064026083,141,29.8,4064026089,1,,4064026081,140,14.4,4064026077,157,,4064026085,212,8.7,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741087,24,1,1,1,25,69t8imcdaqlgfbds2p58596my,1,14.4,29.8,2023-02-28T19:47:04.265Z,2023-03-03T01:25:19Z,4064026259,141,41.3,4064026255,56,Back,4064026263,213,2.1,4067533657,388,,4064026257,140,9.6,4064026261,212,9.3,4064026253,3,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741091,25,52,1,1,27,69t8imcdaqlgfbds2p58596my,1,9.6,41.3,2023-02-28T19:47:06.666Z,2023-03-03T01:25:40Z,4066947401,377,,4067533897,178,,,,,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741173,26,1,1,1,34,69t8imcdaqlgfbds2p58596my,1,11.4,39.8,2023-02-28T19:47:13.603Z,2023-03-03T01:25:47Z,4064026741,1,,4064026737,212,37.8,4064026729,123,,4064026761,287,,4064026733,140,18.0,4067533939,178,,4064026735,141,94.4,4064026739,213,1.4,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,4064026731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741243,27,1,1,1,37,69t8imcdaqlgfbds2p58596my,1,18,94.4,2023-02-28T19:47:16.368Z,2023-03-03T01:25:51Z,4064027085,213,3.8,4067533987,178,,4064027077,141,82.3,4064027081,212,13.0,4064027073,56,Back,4064027075,140,8.4,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741299,28,1,1,1,40,69t8imcdaqlgfbds2p58596my,0,9.6,76.9,2023-02-28T19:47:19.353Z,2023-03-03T01:26:01Z,4064027401,213,0.2,4064027393,56,Back,4064027397,141,85.4,4067534033,178,,4064027395,140,45.6,4064027399,212,38.2,4064027391,155,,4064027403,1,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741307,15,44,1,1,42,80jtkz2echk6yyyb9e2595cxr,1,52.8,11.6,2023-02-28T19:47:21.843Z,2023-03-03T06:39:14Z,4064027423,56,Right,4064027457,233,29,4064027425,286,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741301,29,44,1,1,42,69t8imcdaqlgfbds2p58596my,0,47.2,88.4,2023-02-28T19:47:21.844Z,2023-03-03T06:39:14Z,4064027407,56,Back,4064027409,285,,4064027475,233,15,,,,,,,,,,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741309,16,1,1,1,42,80jtkz2echk6yyyb9e2595cxr,0,51.3,8.6,2023-02-28T19:47:21.874Z,2023-03-03T06:39:11Z,4064027439,213,0.3,4064027431,56,Right,4064027435,141,15.5,4067534177,388,,4064027437,212,17.3,4064027429,3,,4064027433,140,67.2,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741321,30,1,1,1,44,69t8imcdaqlgfbds2p58596my,0,34.8,85.3,2023-02-28T19:47:23.229Z,2023-03-03T06:39:20Z,4064027503,56,Back,4064027511,212,17.2,4064027507,140,48.5,4064027513,213,5.7,4067534291,388,,4064027501,3,,4064027509,141,71.4,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741345,17,49,1,1,45,80jtkz2echk6yyyb9e2595cxr,1,74.9,7.4,2023-02-28T19:47:24.284Z,2023-03-03T06:39:40Z,,,,,,,,,,,,,,,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741975,24,1,1,1,45,80jtkz2echk6yyyb9e2595cxr,1,55,34.9,2023-02-28T19:47:24.312Z,2023-03-03T06:39:33Z,4064031063,213,5.8,4064031047,56,Center,4064031051,140,64.2,4064031059,212,10.9,4064031055,141,27.4,4067534495,178,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741839,23,1,1,1,46,80jtkz2echk6yyyb9e2595cxr,1,65.2,30.1,2023-02-28T19:47:25.356Z,2023-03-03T06:39:59Z,4064030309,56,Right,4064030313,141,13.7,4064030311,140,71.7,4064030321,213,5.3,4067534587,178,,4064030315,212,13.1,,,,,,,dgl4fbdrmolqgg0xzejl7ve8l,M. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741357,18,1,1,1,48,80jtkz2echk6yyyb9e2595cxr,1,74.9,7.4,2023-02-28T19:47:27.460Z,2023-03-03T06:40:08Z,4064027713,140,62.9,4067534715,178,,4064027717,212,12.6,4064027719,213,3.2,4064027711,56,Right,4064027715,141,6.8,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741371,19,1,1,1,50,80jtkz2echk6yyyb9e2595cxr,0,62.9,6.8,2023-02-28T19:47:29.760Z,2023-03-03T06:38:47Z,4064027815,212,27.5,4064027811,140,74.6,4064027813,141,43.0,4067534753,178,,4064027809,56,Center,4064027817,213,1.1,,,,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514300017,796,49,1,1,53,69t8imcdaqlgfbds2p58596my,1,27.5,45,2023-02-28T19:47:32.363Z,2023-03-03T01:27:18Z,,,,,,,,,,,,,,,,,,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741443,31,1,1,1,53,69t8imcdaqlgfbds2p58596my,0,26.4,53.7,2023-02-28T19:47:32.413Z,2023-03-03T01:27:24Z,4064028189,213,0.3,4064028181,56,Back,4064028185,141,62.4,4064028191,1,,4064028187,212,21.2,4064028179,157,,4067535093,178,,4064028183,140,45.8,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741545,20,1,1,1,56,80jtkz2echk6yyyb9e2595cxr,1,58.1,29.7,2023-02-28T19:47:34.991Z,2023-03-03T01:27:28Z,4064028731,212,26.4,4064028723,3,,4064028727,140,34.3,4067535167,388,,4064028729,141,17.4,4064028733,213,3.5,4064028725,56,Back,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514300125,788,49,1,1,59,80jtkz2echk6yyyb9e2595cxr,1,29.5,21,2023-02-28T19:47:38.523Z,2023-03-03T06:44:37Z,,,,,,,,,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513741667,21,1,1,1,59,80jtkz2echk6yyyb9e2595cxr,0,34.3,17.4,2023-02-28T19:47:38.531Z,2023-03-03T01:28:02Z,4064029387,140,74.8,4064029391,212,44.3,4067535687,178,,4064029395,1,,4066950015,157,,4064029389,141,35.4,4064029385,56,Center,4064029393,213,0.3,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
