id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2497253777,223,44,1,24,14,3ptd7zlc5isrongig0wij2id4,1,18.2,82.6,2023-01-14T15:24:24.639Z,2023-01-16T20:41:05Z,3977255703,285,,3977255723,233,190,3977255699,56,Back,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253727,190,44,1,24,14,fvr504m6gaxsfmtx4fwm7iq1,0,81.8,17.4,2023-01-14T15:24:24.640Z,2023-01-16T08:59:42Z,3977255457,56,Right,3977255461,286,,3977255765,233,223,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253833,224,1,1,24,14,3ptd7zlc5isrongig0wij2id4,0,20.7,89.3,2023-01-14T15:24:24.666Z,2023-01-16T20:41:06Z,3977255953,140,29.6,3977255951,56,Back,3977255963,213,6.0,3977255955,141,85.9,3981097217,388,,3977255949,3,,3977255959,212,9.6,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253839,191,1,1,24,15,fvr504m6gaxsfmtx4fwm7iq1,1,74.4,24.8,2023-01-14T15:24:26.034Z,2023-01-16T08:59:56Z,3981097295,178,,3977255975,155,,3977255981,141,6.6,3977255983,212,12.4,3977255985,213,4.8,3977255977,56,Right,3977255979,140,74.9,,,,cjwflve6ukph4h2az1irm099l,R. Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253847,225,43,1,24,17,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-01-14T15:24:27.211Z,2023-01-15T19:39:36Z,3977256019,56,Back,3980623065,144,61,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253849,192,50,1,24,18,fvr504m6gaxsfmtx4fwm7iq1,1,76.2,8,2023-01-14T15:24:28.107Z,2023-01-16T09:00:02Z,3977256027,286,,3977256185,233,226,3977256025,56,Right,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253861,226,7,1,24,18,3ptd7zlc5isrongig0wij2id4,1,23.8,92,2023-01-14T15:24:28.582Z,2023-01-16T09:00:10Z,3981097385,178,,3977256157,233,192,3977256101,56,Back,3977256103,285,,3980623383,384,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253907,228,49,1,24,19,3ptd7zlc5isrongig0wij2id4,1,29.3,89.1,2023-01-14T15:24:29.128Z,2023-01-16T09:00:14Z,,,,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253913,229,1,1,24,19,3ptd7zlc5isrongig0wij2id4,0,29.3,89.1,2023-01-14T15:24:30.042Z,2023-01-16T09:00:23Z,3977256423,233,193,3977256387,213,6.1,3981097477,178,,3977256385,212,6.2,3977256419,236,,3977256379,56,Back,3977256383,141,87.7,3977256435,286,,1la1hsnuheliwojwmcbxroy96,J. Knight,3977256381,140,,,,,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,,,,,
2497253899,227,43,1,24,20,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-01-14T15:24:30.099Z,2023-01-14T17:14:16Z,3977256319,56,Back,3977256321,285,0,3978062411,144,7,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253911,193,74,1,24,20,fvr504m6gaxsfmtx4fwm7iq1,1,66.7,13.2,2023-01-14T15:24:30.119Z,2023-01-16T09:00:30Z,3977256375,56,Right,3981097519,178,,3977256463,233,229,3977256377,285,,,,,,,,,,,,,,cjwflve6ukph4h2az1irm099l,R. Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497253971,230,1,1,24,21,3ptd7zlc5isrongig0wij2id4,0,24.1,87.5,2023-01-14T15:24:31.809Z,2023-01-16T09:00:35Z,3977256711,140,59.6,3977256713,141,82.6,3977256715,212,37.4,3980623915,155,,3977256717,213,6.2,3981097555,178,,3977256709,56,Left,3977256719,1,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497254051,194,61,1,24,23,fvr504m6gaxsfmtx4fwm7iq1,0,41.1,7.9,2023-01-14T15:24:33.923Z,2023-01-16T09:00:39Z,3977257133,56,Back,3981097607,178,,,,,,,,,,,,,,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497254197,231,50,1,24,28,3ptd7zlc5isrongig0wij2id4,1,87.4,67.8,2023-01-14T15:24:38.972Z,2023-01-16T09:00:55Z,3977258059,233,195,3977257877,56,Center,3977257879,286,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497254209,195,7,1,24,29,fvr504m6gaxsfmtx4fwm7iq1,1,12.6,32.2,2023-01-14T15:24:39.100Z,2023-01-16T09:00:59Z,3977257939,167,,3977258031,233,231,3980624279,385,,3980624235,14,,3981097809,178,,3977257945,285,,3977257941,56,Back,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497254263,196,6,1,24,30,fvr504m6gaxsfmtx4fwm7iq1,0,0,26,2023-01-14T15:24:40.533Z,2023-01-16T09:01:03Z,3977258479,233,232,3977258315,73,,3977258313,56,Back,,,,,,,,,,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497254271,232,6,1,24,30,3ptd7zlc5isrongig0wij2id4,1,100,74,2023-01-14T15:24:40.533Z,2023-01-16T09:01:03Z,3977258341,73,,3977258371,233,196,3977258339,56,Center,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497255183,233,1,1,25,2,3ptd7zlc5isrongig0wij2id4,0,99.5,99.5,2023-01-14T15:25:12.168Z,2023-01-16T09:01:07Z,3977263059,212,33.8,3977263047,6,,3977263043,2,,3977263061,213,4.4,3981097895,178,,3977263051,223,,3977263057,141,51.8,3977263049,155,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,3977263063,1,3977263055,140,,3977263053,56,3980624587,20,,,,,,,,,,,,,,,,,,,,,,90.4,,Center,,,,,
2497255621,197,4,1,25,3,fvr504m6gaxsfmtx4fwm7iq1,1,8.2,39.2,2023-01-14T15:25:13.226Z,2023-01-16T09:01:43Z,3977265539,13,,3977495743,233,234,3977516407,294,,3977265551,285,,3977265541,56,Back,3977265543,152,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497255525,234,4,1,25,3,3ptd7zlc5isrongig0wij2id4,0,91.8,60.8,2023-01-14T15:25:13.227Z,2023-01-16T09:01:42Z,3977265003,13,,3977265011,286,,3977265005,56,Center,3981098163,178,,3977495781,233,197,3977516255,294,,3977265007,152,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497255869,236,43,1,25,27,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-01-14T15:25:37.220Z,2023-01-14T15:25:39Z,3977267299,144,5,3977266961,56,Back,3977266969,347,0,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256219,198,1,1,25,34,fvr504m6gaxsfmtx4fwm7iq1,1,12.5,34.3,2023-01-14T15:25:44.531Z,2023-01-16T09:01:48Z,3977268979,213,6.2,3981098221,178,,3977268959,5,,3977268971,56,Center,3977268977,212,56.3,3977268981,1,,3977268967,152,,3977268975,141,25.6,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,3977268973,140,3980625669,155,,,,,,,,,,,,,65.8,,,,,,,,,,,,,,,,,,,,,
2497256235,199,44,1,25,37,fvr504m6gaxsfmtx4fwm7iq1,1,65.5,18,2023-01-14T15:25:47.655Z,2023-01-16T20:41:06Z,3977269069,56,Right,3977269123,233,237,3977269071,286,,,,,,,,,,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256185,237,44,1,25,37,3ptd7zlc5isrongig0wij2id4,0,34.5,82,2023-01-14T15:25:47.656Z,2023-01-16T09:01:52Z,3977268759,56,Back,3977268763,285,,3977269133,233,199,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256257,200,1,1,25,37,fvr504m6gaxsfmtx4fwm7iq1,0,65.8,25.6,2023-01-14T15:25:47.695Z,2023-01-16T20:41:06Z,3977269185,141,39.8,3977269165,3,,3977269181,140,67.7,3981098287,388,,3977269189,212,9.9,3977269193,213,1.4,3977269171,56,Center,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497880557,825,49,1,25,39,3ptd7zlc5isrongig0wij2id4,1,39.8,74.3,2023-01-14T15:25:49.384Z,2023-01-16T09:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256253,238,1,1,25,39,3ptd7zlc5isrongig0wij2id4,0,31.7,85.6,2023-01-14T15:25:49.402Z,2023-01-16T09:02:04Z,3977269157,212,10.1,3977269147,56,Back,3981098355,178,,3977269161,213,0.0,3977269151,140,41.3,3977269153,141,85.7,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256283,201,61,1,25,39,fvr504m6gaxsfmtx4fwm7iq1,1,57.3,23.3,2023-01-14T15:25:49.794Z,2023-01-16T09:02:10Z,3981098405,178,,3977269347,56,Center,,,,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497880629,790,49,1,25,40,fvr504m6gaxsfmtx4fwm7iq1,1,62.2,14.7,2023-01-14T15:25:50.838Z,2023-01-16T09:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256349,202,1,1,25,40,fvr504m6gaxsfmtx4fwm7iq1,1,63.4,4.8,2023-01-14T15:25:50.871Z,2023-01-16T09:03:45Z,3977269709,212,5.5,3977269707,141,7.7,3977269703,56,Right,3977269711,213,2.8,3977269705,140,58.5,3981099345,178,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256477,203,1,1,25,42,fvr504m6gaxsfmtx4fwm7iq1,1,57.1,8.9,2023-01-14T15:25:52.125Z,2023-01-16T09:03:52Z,3977270415,140,81.1,3977270421,213,6.1,3977270411,155,,3981099473,178,,3977270413,56,Right,3977270419,212,25.5,3977270417,141,2.9,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256491,204,50,1,25,46,fvr504m6gaxsfmtx4fwm7iq1,1,82.4,4.2,2023-01-14T15:25:56.649Z,2023-01-16T09:04:24Z,3977270765,233,239,3977270507,286,,3977270505,56,Right,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256525,239,7,1,25,47,3ptd7zlc5isrongig0wij2id4,0,17.6,95.8,2023-01-14T15:25:57.358Z,2023-01-16T09:05:19Z,3977270739,233,204,3980627847,383,,3977270721,285,,3977270719,56,Back,3981100329,178,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256579,205,3,1,25,50,fvr504m6gaxsfmtx4fwm7iq1,0,84,4,2023-01-14T15:26:00.131Z,2023-01-16T09:05:53Z,3977271013,286,,3980628149,465,,3977271105,233,240,3977271009,56,Right,3981100587,178,,,,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256565,240,7,1,25,50,3ptd7zlc5isrongig0wij2id4,1,16,96,2023-01-14T15:26:00.253Z,2023-01-16T09:05:58Z,3977270943,56,Back,3977270945,285,,3981100615,178,,3980628219,385,,3977271057,233,205,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256573,241,49,1,25,50,3ptd7zlc5isrongig0wij2id4,1,15.4,93.5,2023-01-14T15:26:00.427Z,2023-01-16T09:06:04Z,,,,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256613,242,50,1,25,52,3ptd7zlc5isrongig0wij2id4,1,15.9,95.6,2023-01-14T15:26:02.316Z,2023-01-16T09:06:16Z,3977271665,233,206,3977271215,285,,3977271213,56,Back,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256677,206,7,1,25,52,fvr504m6gaxsfmtx4fwm7iq1,0,84.1,4.4,2023-01-14T15:26:02.680Z,2023-01-16T09:06:32Z,3980628717,385,,3977271539,56,Right,3977271537,167,,3977271627,233,242,3981100893,178,,3977271541,286,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256651,243,50,1,25,52,3ptd7zlc5isrongig0wij2id4,1,14.6,97.4,2023-01-14T15:26:02.823Z,2023-01-16T09:06:41Z,3977272973,233,208,3977271399,285,,3977271397,56,Back,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256923,208,7,1,25,53,fvr504m6gaxsfmtx4fwm7iq1,1,85.4,2.6,2023-01-14T15:26:03.358Z,2023-01-16T09:06:46Z,3977272925,286,,3977272959,233,243,3977272923,56,Right,3980628743,385,,3981101031,178,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497256691,207,5,1,25,53,fvr504m6gaxsfmtx4fwm7iq1,0,86.2,-1.6,2023-01-14T15:26:03.897Z,2023-01-16T09:06:50Z,3977271605,56,Right,3977271607,347,,3977273795,233,244,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497257067,244,5,1,25,53,3ptd7zlc5isrongig0wij2id4,1,13.8,101.6,2023-01-14T15:26:03.897Z,2023-01-16T09:06:50Z,3977273763,233,207,3977273705,347,,3977273703,56,Back,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497257153,245,1,1,26,11,3ptd7zlc5isrongig0wij2id4,0,14.6,100,2023-01-14T15:26:21.461Z,2023-01-16T09:06:54Z,3977274171,140,32.8,3977274173,141,96.2,3977274175,212,19.5,3977274167,56,Back,3977274161,107,,3977274177,213,6.1,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497257237,210,61,1,26,13,fvr504m6gaxsfmtx4fwm7iq1,1,64.5,4.6,2023-01-14T15:26:23.126Z,2023-01-16T09:08:54Z,3981102189,21,,3977274577,56,Right,3981102191,178,,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497257227,209,43,1,26,14,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-01-14T15:26:24.311Z,2023-01-14T15:26:40Z,3977277381,144,44,3977274539,286,0,3977274537,56,Right,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497257295,246,61,1,26,14,3ptd7zlc5isrongig0wij2id4,0,39,96.6,2023-01-14T15:26:24.349Z,2023-01-16T09:09:08Z,3977274839,56,Back,3981102337,178,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497257987,211,5,1,26,15,fvr504m6gaxsfmtx4fwm7iq1,1,51.5,-2,2023-01-14T15:26:25.310Z,2023-01-16T09:09:13Z,3977278757,233,247,3977278723,347,,3977278721,56,Right,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497257481,247,5,1,26,15,3ptd7zlc5isrongig0wij2id4,0,48.5,102,2023-01-14T15:26:25.310Z,2023-01-16T09:09:13Z,3977275881,347,,3977278767,233,211,3977275877,56,Back,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258053,212,1,1,26,36,fvr504m6gaxsfmtx4fwm7iq1,0,59.4,0,2023-01-14T15:26:46.585Z,2023-01-16T09:09:16Z,3977279057,107,,3977279059,56,Right,3977279067,213,0.3,3977279061,140,76.3,3977279063,141,5.8,3977279065,212,18.4,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258051,248,44,1,26,38,3ptd7zlc5isrongig0wij2id4,1,23.6,93.3,2023-01-14T15:26:48.194Z,2023-01-16T20:41:07Z,3977279237,233,213,3977279045,56,Back,3977279049,285,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258065,213,44,1,26,38,fvr504m6gaxsfmtx4fwm7iq1,0,76.4,6.7,2023-01-14T15:26:48.195Z,2023-01-16T09:09:21Z,3977279313,233,248,3977279145,286,,3977279141,56,Right,,,,,,,,,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258067,249,1,1,26,38,3ptd7zlc5isrongig0wij2id4,0,23.5,92.4,2023-01-14T15:26:48.250Z,2023-01-16T20:41:07Z,3977279149,3,,3977279167,213,0.1,3981102573,388,,3977279153,140,34.0,3977279151,56,Back,3977279155,141,94.7,3977279161,212,11.1,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258109,250,1,1,26,40,3ptd7zlc5isrongig0wij2id4,0,34,94.7,2023-01-14T15:26:50.297Z,2023-01-16T09:09:31Z,3977279405,56,Back,3977279413,213,0.8,3977279403,168,,3977279401,3,,3977279411,212,6.5,3981102645,388,,3977279407,140,38.3,3977279409,141,100.0,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258251,214,5,1,26,41,fvr504m6gaxsfmtx4fwm7iq1,1,63.2,-1.6,2023-01-14T15:26:51.261Z,2023-01-16T09:09:35Z,3977280327,233,251,3977280187,56,Right,3977280189,347,,,,,,,,,,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258119,251,5,1,26,41,3ptd7zlc5isrongig0wij2id4,0,36.8,101.6,2023-01-14T15:26:51.261Z,2023-01-16T09:09:35Z,3977279451,56,Back,3977280375,233,214,3977279455,347,,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258407,215,1,1,26,46,fvr504m6gaxsfmtx4fwm7iq1,0,67.1,0,2023-01-14T15:26:56.787Z,2023-01-16T09:09:39Z,3977281081,140,89.7,3977281083,141,25.2,3977281077,107,,3977281085,212,29.9,3977281079,56,Center,3977281087,213,0.7,3980632039,1,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258419,252,49,1,26,50,3ptd7zlc5isrongig0wij2id4,1,5.9,77,2023-01-14T15:27:00.476Z,2023-01-16T09:09:50Z,,,,,,,,,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258487,253,1,1,26,50,3ptd7zlc5isrongig0wij2id4,0,5.9,77,2023-01-14T15:27:00.547Z,2023-01-16T09:09:52Z,3977281489,140,53.0,3977281487,56,Left,3977281495,213,0.2,3977281485,157,,3977281497,1,,3981102833,178,,3977281493,212,50.8,3977281491,141,94.2,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258541,216,1,1,26,53,fvr504m6gaxsfmtx4fwm7iq1,1,45.9,11.4,2023-01-14T15:27:03.168Z,2023-01-16T09:10:02Z,3981102927,388,,3977281813,3,,3977281821,212,18.6,3977281815,56,Right,3977281823,213,0.1,3977281817,140,63.5,3977281819,141,13.9,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497881813,791,1,1,26,53,fvr504m6gaxsfmtx4fwm7iq1,0,57,11.5,2023-01-14T15:27:03.979Z,2023-01-16T09:10:09Z,3980632817,141,17.0,3980632807,56,Right,3981102991,388,,3980632825,213,0.2,3980632811,140,72.3,3980632801,3,,3980632803,168,,3980632821,212,16.5,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258745,254,4,1,26,54,3ptd7zlc5isrongig0wij2id4,1,26,82.2,2023-01-14T15:27:04.973Z,2023-01-16T09:10:16Z,3977282923,13,,3977282925,294,,3977282941,233,217,3977282931,285,,3977282927,56,Back,3977282929,152,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258701,217,4,1,26,54,fvr504m6gaxsfmtx4fwm7iq1,0,74,17.8,2023-01-14T15:27:04.974Z,2023-01-16T09:10:15Z,3977282647,294,,3977282649,56,Right,3981103063,178,,3977282653,286,,3977282645,13,,3977282989,233,254,3977282651,152,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258877,255,1,1,27,4,3ptd7zlc5isrongig0wij2id4,1,27.2,85.9,2023-01-14T15:27:14.305Z,2023-01-16T09:10:21Z,3977283751,140,18.7,3977283753,141,51.6,3981103127,178,,3977283743,5,,3977283755,212,25.0,3977283749,56,Back,3977283747,152,,3977283757,213,4.3,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497258909,256,1,1,27,6,3ptd7zlc5isrongig0wij2id4,1,17.3,50.6,2023-01-14T15:27:16.809Z,2023-01-16T09:10:24Z,3977283901,141,28.9,3977283891,140,25.5,3977283911,213,5.2,3977283889,56,Back,3977283905,212,17.1,3981103179,178,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497259061,257,1,1,27,12,3ptd7zlc5isrongig0wij2id4,1,36.3,9.7,2023-01-14T15:27:22.828Z,2023-01-16T09:10:27Z,3977284815,141,35.4,3977284813,140,26.8,3977284811,56,Back,3977284819,213,2.1,3977284817,212,20.1,3981103213,178,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497259161,258,1,1,27,15,3ptd7zlc5isrongig0wij2id4,1,27.6,46.4,2023-01-14T15:27:25.938Z,2023-01-16T09:10:30Z,3977285401,56,Back,3977285411,1,,3977285403,140,34.6,3977285405,141,95.4,3981103255,178,,3977285409,213,1.4,3977285407,212,34.1,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497259247,259,1,1,27,19,3ptd7zlc5isrongig0wij2id4,0,36,95,2023-01-14T15:27:29.553Z,2023-01-16T09:10:34Z,3977285893,56,Center,3977285925,212,61.4,3977285933,1,,3977285885,155,,3981103307,178,,3977285909,141,73.0,3977285899,140,92.7,3977285929,213,6.0,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
