id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2477804431,979,67,1,0,25,80jtkz2echk6yyyb9e2595cxr,0,36.3,3.4,2022-10-25T18:46:13.048Z,2022-10-27T08:47:11Z,3874795565,233,722,,,,,,,,,,,,,,,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266941,12,61,1,0,25,ahm0t06rup1bkd9z0mxl2lmph,0,65.1,97.5,2022-10-25T18:46:13.068Z,2022-10-27T09:07:56Z,3874761753,178,,3872005539,56,Left,,,,,,,,,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265941,6,43,1,0,27,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-10-25T18:46:14.878Z,2022-10-25T18:46:25Z,3872000637,156,0,3872000617,56,Back,3872000627,213,2.6,3872000977,144,1,3872000629,1,0,3872000621,140,3.3,3872000625,212,32.5,3872000623,141,31.8,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265989,7,52,1,0,30,80jtkz2echk6yyyb9e2595cxr,1,3.3,31.8,2022-10-25T18:46:17.993Z,2022-10-27T08:14:06Z,3874761853,178,,3873970551,376,,,,,,,,,,,,,,,,,,,,8xyeap5blm4g6swv05g95aesq,J. Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266159,8,1,1,0,34,80jtkz2echk6yyyb9e2595cxr,1,7.7,48.7,2022-10-25T18:46:22.204Z,2022-10-27T08:14:11Z,3874761923,178,,3872001737,141,93.3,3872001743,1,,3872001741,213,1.0,3872001733,56,Back,3872001735,140,26.6,3872001731,123,,3872003513,287,,8xyeap5blm4g6swv05g95aesq,J. Griffiths,3872001739,212,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266185,9,1,1,0,45,80jtkz2echk6yyyb9e2595cxr,0,75.4,96.6,2022-10-25T18:46:32.710Z,2022-10-27T08:14:22Z,3872001881,212,19.5,3872001879,141,75.0,3872001875,56,Center,3872001883,213,5.4,3872001877,140,87.6,3874762111,178,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266459,9,49,1,0,48,ahm0t06rup1bkd9z0mxl2lmph,1,29.2,33.7,2022-10-25T18:46:35.763Z,2022-10-27T08:14:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266251,5,1,1,0,48,ahm0t06rup1bkd9z0mxl2lmph,0,11.9,28.9,2022-10-25T18:46:35.817Z,2022-10-27T08:14:52Z,3872002161,1,,3872002157,212,47.5,3872002151,56,Right,3874762575,178,,3872002155,141,2.9,3872002159,213,5.9,3872002153,140,53.9,3872002149,157,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266303,10,1,1,0,51,80jtkz2echk6yyyb9e2595cxr,0,45.3,96.5,2022-10-25T18:46:38.796Z,2022-10-27T08:14:57Z,3872002435,56,Left,3874762683,178,,3872002433,157,,3872002449,213,6.0,3872002445,212,36.7,3872002441,141,79.6,3872002453,1,,3872002437,140,78.5,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266363,6,1,1,0,53,ahm0t06rup1bkd9z0mxl2lmph,1,21.6,21.9,2022-10-25T18:46:40.927Z,2022-10-27T08:15:07Z,3872002697,212,18.3,3872002689,3,,3874762869,388,,3872002695,141,41.0,3872002691,56,Back,3872002699,213,0.8,3872002693,140,33.9,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266371,7,49,1,0,56,ahm0t06rup1bkd9z0mxl2lmph,1,33.9,41,2022-10-25T18:46:43.387Z,2022-10-27T08:15:11Z,,,,,,,,,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266421,8,4,1,0,57,ahm0t06rup1bkd9z0mxl2lmph,1,27.6,29,2022-10-25T18:46:44.478Z,2022-10-27T08:15:22Z,3872003027,56,Back,3872003191,233,11,3872003033,285,,3872003029,152,,3872003025,13,,3872003031,265,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266455,11,4,1,0,57,80jtkz2echk6yyyb9e2595cxr,0,72.4,71,2022-10-25T18:46:44.479Z,2022-10-27T08:15:21Z,3872003159,13,,3872003167,286,,3872003215,233,8,3874763111,178,,3872003163,152,,3872003165,265,,3872003161,56,Center,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266895,10,1,1,1,21,ahm0t06rup1bkd9z0mxl2lmph,1,26.5,32.5,2022-10-25T18:47:08.846Z,2022-10-27T08:15:32Z,3872005327,152,,3872005329,56,Center,3872005335,212,49.6,3872005331,140,68.2,3872005333,141,66.9,3872005337,213,0.5,3872005339,1,,3874763349,178,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,3872005325,157,,3872005323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266871,12,4,1,1,23,80jtkz2echk6yyyb9e2595cxr,1,30,26.7,2022-10-25T18:47:11.088Z,2022-10-27T08:15:45Z,3872005205,152,,3872005201,295,,3872005427,233,11,3872005203,56,Back,3872005199,13,,3872005207,285,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266899,11,4,1,1,23,ahm0t06rup1bkd9z0mxl2lmph,0,70,73.3,2022-10-25T18:47:11.089Z,2022-10-27T08:15:45Z,3874763533,178,,3872005465,233,12,3872005357,295,,3872005365,152,,3872005361,56,Center,3872005367,286,,3872005355,13,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267375,13,1,1,1,50,80jtkz2echk6yyyb9e2595cxr,1,33.6,28.8,2022-10-25T18:47:37.928Z,2022-10-27T08:15:50Z,3872007623,212,57.5,3872007625,213,0.6,3872007621,141,75.7,3872007619,140,79.2,3874763611,178,,3872007617,56,Center,3872007613,155,,3872007615,152,,8xyeap5blm4g6swv05g95aesq,J. Griffiths,3872007611,5,,3872007627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267383,14,44,1,1,53,80jtkz2echk6yyyb9e2595cxr,1,77.6,74.4,2022-10-25T18:47:41.187Z,2022-10-27T09:07:57Z,3872007665,56,Center,3872007819,233,13,3872007667,286,,,,,,,,,,,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267397,13,44,1,1,53,ahm0t06rup1bkd9z0mxl2lmph,0,22.4,25.6,2022-10-25T18:47:41.188Z,2022-10-27T08:15:54Z,3872007747,56,Back,3872007749,285,,3872007833,233,14,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267417,15,1,1,1,53,80jtkz2echk6yyyb9e2595cxr,1,79.2,75.7,2022-10-25T18:47:41.248Z,2022-10-27T09:07:57Z,3872007847,140,87.1,3872007845,56,Center,3872007849,141,63.3,3872007853,213,5.5,3872007851,212,11.8,3872007843,3,,3874763787,388,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267421,16,61,1,1,55,80jtkz2echk6yyyb9e2595cxr,0,86.5,64.2,2022-10-25T18:47:43.046Z,2022-10-27T08:16:25Z,3872007861,56,Center,3874764301,178,,,,,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267479,14,12,1,1,56,ahm0t06rup1bkd9z0mxl2lmph,1,15.5,44.5,2022-10-25T18:47:43.672Z,2022-10-27T08:16:29Z,3874764375,178,,3872008171,167,,3872008157,212,22.6,3872008153,140,0.0,3872008159,213,3.8,3872008151,56,Back,3872008155,141,24.0,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267481,15,6,1,1,58,ahm0t06rup1bkd9z0mxl2lmph,0,0,23,2022-10-25T18:47:46.055Z,2022-10-27T08:16:41Z,3872008163,73,,3872008161,56,Back,3872008183,233,17,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267455,17,6,1,1,58,80jtkz2echk6yyyb9e2595cxr,1,100,77,2022-10-25T18:47:46.055Z,2022-10-27T08:16:42Z,3872008033,73,,3872008179,233,15,3872008031,56,Center,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267917,18,1,1,2,26,80jtkz2echk6yyyb9e2595cxr,0,99.5,99.5,2022-10-25T18:48:13.944Z,2022-10-27T08:16:47Z,3872010423,2,,3872010425,6,,3872010439,213,4.5,3872010437,212,25.1,3874764717,178,,3872010433,140,94.7,3873971575,72,,3872010431,56,Center,f1g68yocf85lxkf17pt2j7v85,C. Robertson,3872010435,141,63.4,3872010429,224,3872010427,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267941,16,44,1,2,27,ahm0t06rup1bkd9z0mxl2lmph,1,6,38.9,2022-10-25T18:48:15.086Z,2022-10-27T09:07:57Z,3872010561,56,Back,3872010563,285,,3872010593,233,19,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267925,19,44,1,2,27,80jtkz2echk6yyyb9e2595cxr,0,94,61.1,2022-10-25T18:48:15.087Z,2022-10-27T08:16:53Z,3872010463,56,Center,3872010639,233,16,3872010465,286,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267981,18,12,1,2,27,ahm0t06rup1bkd9z0mxl2lmph,1,6.3,39.4,2022-10-25T18:48:15.119Z,2022-10-27T09:07:58Z,3872010767,56,Back,3872010773,212,24.3,3872010813,15,,3872010775,213,6.1,3872010771,141,31.2,3874764937,388,,3872010769,140,28.8,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267977,20,1,1,2,29,80jtkz2echk6yyyb9e2595cxr,1,76.9,66.6,2022-10-25T18:48:16.800Z,2022-10-27T08:17:02Z,3872010743,140,86.7,3872010749,213,5.3,3872010745,141,46.0,3872010741,56,Center,3874765035,178,,3872010747,212,17.4,3872010739,3,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268471,26,44,1,2,31,80jtkz2echk6yyyb9e2595cxr,1,86.2,43.8,2022-10-25T18:48:18.643Z,2022-10-27T09:07:58Z,3872015091,233,28,3872013141,286,,3872013139,56,Center,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268657,28,44,1,2,31,ahm0t06rup1bkd9z0mxl2lmph,0,13.8,56.2,2022-10-25T18:48:18.644Z,2022-10-27T08:17:08Z,3872014123,56,Back,3872015099,233,26,3872014125,285,,,,,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267985,21,1,1,2,31,80jtkz2echk6yyyb9e2595cxr,0,86.7,46,2022-10-25T18:48:18.703Z,2022-10-27T09:07:58Z,3872010793,168,,3872010791,3,,3872010795,56,Center,3872010799,141,41.2,3874765245,388,,3872010801,212,5.2,3872010797,140,90.6,3872010803,213,5.6,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477650455,669,61,1,2,31,ahm0t06rup1bkd9z0mxl2lmph,1,14.7,65.7,2022-10-25T18:48:18.731Z,2022-10-27T08:17:20Z,3874765331,15,,3873972751,56,Back,3874765333,388,,,,,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267961,17,43,1,2,32,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-10-25T18:48:19.829Z,2022-10-25T18:54:46Z,3872044795,144,1,3872010657,213,0,3872010647,168,0,3872010653,141,41.2,3872010649,56,Back,3872010645,3,0,3872010655,212,0,3872010651,140,6.7,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268055,19,1,1,2,32,ahm0t06rup1bkd9z0mxl2lmph,0,22.9,68.1,2022-10-25T18:48:19.983Z,2022-10-27T08:17:24Z,3872011099,141,50.0,3872011095,56,Back,3872011093,157,,3872011103,213,5.7,3874765431,178,,3872011105,1,,3872011101,212,21.9,3872011097,140,40.2,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477804845,987,67,1,2,34,80jtkz2echk6yyyb9e2595cxr,1,57.7,60.2,2022-10-25T18:48:21.793Z,2022-10-27T09:07:59Z,3874797847,233,725,,,,,,,,,,,,,,,,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477804841,725,67,1,2,34,ahm0t06rup1bkd9z0mxl2lmph,0,42.3,39.8,2022-10-25T18:48:21.794Z,2022-10-27T08:49:18Z,3874797857,233,987,,,,,,,,,,,,,,,,,,,,,,3cy13tw0tdconbwzlwteg6xas,G. O'Donkor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268045,22,61,1,2,34,80jtkz2echk6yyyb9e2595cxr,1,56.1,64.5,2022-10-25T18:48:21.809Z,2022-10-27T09:07:59Z,3872011047,56,Center,3874765715,388,,,,,,,,,,,,,,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268081,23,1,1,2,37,80jtkz2echk6yyyb9e2595cxr,0,52.8,56.4,2022-10-25T18:48:24.472Z,2022-10-27T08:17:53Z,3872011237,212,28.4,3872011233,140,66.6,3874765973,388,,3872011231,56,Left,3872011235,141,92.4,3872011229,3,,3872011239,213,1.0,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268059,20,43,1,2,38,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-10-25T18:48:25.501Z,2022-10-26T15:58:04Z,3872011117,56,Back,3873973609,144,61,,,,,,,,,,,,,,,,,,,3cy13tw0tdconbwzlwteg6xas,G. O'Donkor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268061,21,43,1,2,38,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-10-25T18:48:25.508Z,2022-10-25T18:48:29Z,3872011383,144,45,3872011125,285,0,3872011123,56,Back,,,,,,,,,,,,,,,,3cy13tw0tdconbwzlwteg6xas,G. O'Donkor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477650631,670,49,1,2,40,ahm0t06rup1bkd9z0mxl2lmph,1,35.5,6.9,2022-10-25T18:48:27.830Z,2022-10-27T08:17:59Z,,,,,,,,,,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268125,22,1,1,2,40,ahm0t06rup1bkd9z0mxl2lmph,0,37.1,3.8,2022-10-25T18:48:27.871Z,2022-10-27T08:18:03Z,3874766139,178,,3872011481,56,Right,3872011485,140,65.9,3872011489,212,30.3,3872011491,213,0.0,3872011487,141,5.5,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477650661,928,49,1,2,42,80jtkz2echk6yyyb9e2595cxr,1,30.3,96.8,2022-10-25T18:48:29.987Z,2022-10-27T08:18:09Z,,,,,,,,,,,,,,,,,,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268271,24,1,1,2,43,80jtkz2echk6yyyb9e2595cxr,1,25.1,92.7,2022-10-25T18:48:31.082Z,2022-10-27T08:18:13Z,3872012131,140,11.0,3872012135,212,31.8,3872012129,56,Back,3872012133,141,51.3,3874766359,178,,3872012137,213,4.2,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268321,25,1,1,2,48,80jtkz2echk6yyyb9e2595cxr,0,12.3,50.9,2022-10-25T18:48:35.418Z,2022-10-27T08:18:17Z,3872012421,213,6.1,3872012415,140,88.5,3872012411,155,,3872012419,212,81.2,3872012413,56,Center,3872012423,1,,3874766395,178,,3872012417,141,30.7,8xyeap5blm4g6swv05g95aesq,J. Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268337,23,52,1,2,53,ahm0t06rup1bkd9z0mxl2lmph,1,8.1,72.4,2022-10-25T18:48:40.963Z,2022-10-27T08:18:22Z,3873974199,376,,3874766489,178,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
