id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2520217799,185,1,1,27,51,5qwskbjpa17fvmtuu5qijy7cz,0,33.8,36.4,2023-03-14T20:13:07.309Z,2023-03-16T06:02:43Z,4100382239,178,,4098325001,213,5.9,4098324997,141,16.2,4098325003,1,,4098324999,212,38.5,4098324995,140,68.1,4098324993,56,Right,4098324991,155,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217787,181,44,1,27,54,80jtkz2echk6yyyb9e2595cxr,1,30.1,85.3,2023-03-14T20:13:10.369Z,2023-03-16T19:58:22Z,4098324939,285,,4098324937,56,Back,4098325063,233,186,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217803,186,44,1,27,54,5qwskbjpa17fvmtuu5qijy7cz,0,69.9,14.7,2023-03-14T20:13:10.370Z,2023-03-16T06:02:47Z,4098325023,56,Right,4098325025,286,,4098325103,233,181,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217811,182,1,1,27,54,80jtkz2echk6yyyb9e2595cxr,1,28.3,86.8,2023-03-14T20:13:10.401Z,2023-03-16T19:58:22Z,4098325067,3,,4098325077,213,3.7,4098325073,141,74.5,4098325075,212,14.8,4100382323,388,,4098325071,140,16.7,4098325069,56,Back,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520612741,853,67,1,27,56,80jtkz2echk6yyyb9e2595cxr,1,20.2,77.2,2023-03-14T20:13:12.190Z,2023-03-16T19:58:22Z,4100413151,233,861,,,,,,,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520612739,861,67,1,27,56,5qwskbjpa17fvmtuu5qijy7cz,0,79.8,22.8,2023-03-14T20:13:12.191Z,2023-03-16T06:59:23Z,4100413163,233,853,,,,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520612705,851,43,1,27,56,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-14T20:13:12.220Z,2023-03-16T06:59:04Z,4100412995,233,860,4100413017,144,67,,,,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520612703,860,43,1,27,56,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-14T20:13:12.221Z,2023-03-16T06:59:04Z,4100413015,144,67,4100413005,233,851,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217823,183,61,1,27,56,80jtkz2echk6yyyb9e2595cxr,1,16.6,74.4,2023-03-14T20:13:12.235Z,2023-03-16T19:58:23Z,4098325123,56,Back,4100382483,178,,,,,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217833,184,49,1,27,58,80jtkz2echk6yyyb9e2595cxr,1,16,65.5,2023-03-14T20:13:14.580Z,2023-03-16T06:03:14Z,,,,,,,,,,,,,,,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217861,185,3,1,27,59,80jtkz2echk6yyyb9e2595cxr,1,19.9,81,2023-03-14T20:13:15.695Z,2023-03-16T06:03:26Z,4098325479,233,187,4098325299,56,Back,4100382707,178,,4098325301,285,,4099496893,464,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217881,187,45,1,27,59,5qwskbjpa17fvmtuu5qijy7cz,0,80.1,19,2023-03-14T20:13:15.695Z,2023-03-16T06:03:27Z,4098325495,233,185,4098325417,56,Right,4098325419,286,,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217901,186,1,1,28,3,80jtkz2echk6yyyb9e2595cxr,0,15.8,76.1,2023-03-14T20:13:19.025Z,2023-03-16T06:03:31Z,4098325527,213,5.9,4098325529,1,,4100382739,178,,4098325521,140,56.5,4098325525,212,47.0,4098325523,141,47.5,4098325519,56,Center,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520217927,188,49,1,28,7,5qwskbjpa17fvmtuu5qijy7cz,1,45.3,49.9,2023-03-14T20:13:22.771Z,2023-03-16T06:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218029,189,1,1,28,7,5qwskbjpa17fvmtuu5qijy7cz,1,44.2,50,2023-03-14T20:13:23.664Z,2023-03-16T06:03:42Z,4098326155,141,33.1,4098326153,140,55.5,4098326151,56,Center,4100382819,178,,4098326159,213,5.5,4098326157,212,16.5,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218127,190,1,1,28,15,5qwskbjpa17fvmtuu5qijy7cz,1,56.2,25.8,2023-03-14T20:13:31.114Z,2023-03-16T06:06:00Z,4098326543,56,Right,4098326545,140,64.8,4098326549,212,18.2,4100383929,178,,4098326547,141,2.5,4098326551,213,5.2,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218619,195,3,1,28,19,5qwskbjpa17fvmtuu5qijy7cz,0,80,7.2,2023-03-14T20:13:35.541Z,2023-03-16T06:06:06Z,4099497515,464,,4098329237,286,,4100383975,178,,4099537613,233,190,4098329235,56,Right,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218641,190,7,1,28,20,80jtkz2echk6yyyb9e2595cxr,0,20,92.8,2023-03-14T20:13:35.762Z,2023-03-16T06:06:10Z,4099497587,385,,4098329349,285,,4098329583,233,195,4098329347,56,Back,4100384005,178,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218155,191,1,1,28,21,5qwskbjpa17fvmtuu5qijy7cz,1,74.1,12.5,2023-03-14T20:13:37.320Z,2023-03-16T06:06:15Z,4100384039,178,,4098326699,213,2.0,4098326695,141,28.0,4098326693,140,69.1,4098326691,56,Center,4098326697,212,11.8,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218255,192,1,1,28,24,5qwskbjpa17fvmtuu5qijy7cz,1,69,24.9,2023-03-14T20:13:40.408Z,2023-03-16T06:06:23Z,4100384111,178,,4098327217,212,11.7,4098327213,140,73.3,4098327215,141,9.1,4098327211,56,Right,4098327219,213,5.1,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218283,193,1,1,28,27,5qwskbjpa17fvmtuu5qijy7cz,0,78.9,4.8,2023-03-14T20:13:42.801Z,2023-03-16T06:06:30Z,4098327367,56,Center,4098327377,212,14.0,4099497809,224,,4100384165,178,,4098327371,141,22.5,4098327379,213,1.0,4098327363,2,,4098327365,155,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,4099497811,20,,4098327369,140,,,,,,,,,,85.8,,,,,,,,,,,,,,,,,,,,,,,
2520218311,194,4,1,28,27,5qwskbjpa17fvmtuu5qijy7cz,1,86.3,14.8,2023-03-14T20:13:43.128Z,2023-03-16T06:07:08Z,4098327499,286,,4098327827,233,189,4098327497,152,,4098327493,10,,4098327495,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218359,189,4,1,28,27,80jtkz2echk6yyyb9e2595cxr,0,13.7,85.2,2023-03-14T20:13:43.129Z,2023-03-16T06:07:08Z,4098327817,56,Back,4098327831,233,194,4098327819,152,,4100384493,178,,4098327821,285,,4098327815,10,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218215,187,43,1,28,30,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-14T20:13:45.731Z,2023-03-14T20:14:07Z,4098327021,56,Back,4098328031,144,8,,,,,,,,,,,,,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218241,188,43,1,28,31,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-14T20:13:47.259Z,2023-03-14T20:14:11Z,4098328185,144,52,,,,,,,,,,,,,,,,,,,,,,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218853,196,1,1,29,33,5qwskbjpa17fvmtuu5qijy7cz,1,76,16.1,2023-03-14T20:14:49.486Z,2023-03-16T06:07:21Z,4098331717,154,,4098330499,152,,4098330507,212,30.2,4099498137,224,,4098330495,5,,4098330493,2,,4100384525,178,,4099498139,20,,dzitwscdk6ogkf6bstbrik53p,S. McConville,1,4098330509,213,1.0,4098330503,140,4098330505,141,53.4,4098330497,155,4098330501,56,Center,,91.6,4098331715,210,13,,,,,,,,,,,,,,,,,,,,
2520218863,198,13,1,29,35,5qwskbjpa17fvmtuu5qijy7cz,1,91.6,53.4,2023-03-14T20:14:51.032Z,2023-03-16T06:07:21Z,4098331519,24,,4098331721,29,,4098331735,231,50.5,4098331733,230,98.4,4098331731,103,31.9,4098331723,154,,4098331725,55,196,4098331729,102,37.5,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,4098330567,56,Center,4098330565,17,4100384533,388,,4098331525,328,4098331521,15,,,,4098331719,75,,,,,,,,,,,,,,,,,,,,,
2520218833,191,5,1,29,37,80jtkz2echk6yyyb9e2595cxr,1,-0.9,64.2,2023-03-14T20:14:53.298Z,2023-03-16T06:07:24Z,4098330397,346,,4098330395,56,Back,4098330703,233,199,,,,,,,,,,,,,,,,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218881,199,5,1,29,37,5qwskbjpa17fvmtuu5qijy7cz,0,100.9,35.8,2023-03-14T20:14:53.298Z,2023-03-16T06:07:24Z,4098330739,233,191,4098330659,346,,4098330657,56,Center,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218861,197,43,1,29,38,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-14T20:14:54.454Z,2023-03-15T15:35:57Z,4098330557,56,Center,4099498371,144,44,4098330579,233,192,4098330559,286,0,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520218859,192,43,1,29,38,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-14T20:14:54.455Z,2023-03-15T15:35:59Z,4098330555,285,0,4098330553,56,Back,4099498385,144,44,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219205,193,1,1,30,8,80jtkz2echk6yyyb9e2595cxr,0,4.4,49.7,2023-03-14T20:15:23.793Z,2023-03-16T05:53:57Z,4098332469,74,,4098332459,140,65.7,4098332455,124,,4098332465,213,0.2,4098332463,212,65.3,4098332461,141,65.8,4098332467,1,,4098332457,56,Center,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520443745,755,44,1,30,11,5qwskbjpa17fvmtuu5qijy7cz,1,32.1,32.3,2023-03-14T20:15:27.612Z,2023-03-16T19:58:23Z,4099537585,233,737,4099498651,56,Back,4099498653,285,,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520443759,737,44,1,30,11,80jtkz2echk6yyyb9e2595cxr,0,67.9,67.7,2023-03-14T20:15:27.613Z,2023-03-16T05:54:11Z,4099498715,286,,4099537589,233,755,4099498713,56,Center,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520443751,756,61,1,30,11,5qwskbjpa17fvmtuu5qijy7cz,1,32.1,32.3,2023-03-14T20:15:27.649Z,2023-03-16T19:58:23Z,4099498671,56,Back,4100377553,15,,4100377555,388,,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219233,200,49,1,30,12,5qwskbjpa17fvmtuu5qijy7cz,1,25.9,32.7,2023-03-14T20:15:28.499Z,2023-03-16T05:54:39Z,,,,,,,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219247,201,1,1,30,15,5qwskbjpa17fvmtuu5qijy7cz,1,25.9,32.7,2023-03-14T20:15:30.758Z,2023-03-16T05:54:46Z,4098332671,140,35.8,4098332675,212,29.6,4098332673,141,73.5,4100377805,178,,4098332677,213,1.2,4098332669,56,Back,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219271,202,1,1,30,16,5qwskbjpa17fvmtuu5qijy7cz,1,36,73.6,2023-03-14T20:15:32.167Z,2023-03-16T05:54:56Z,4098332821,213,3.0,4098332819,212,3.8,4098332815,140,32.4,4098332813,56,Back,4100377935,388,,4098332817,141,74.2,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219289,203,1,1,30,18,5qwskbjpa17fvmtuu5qijy7cz,0,30.6,76.4,2023-03-14T20:15:34.060Z,2023-03-16T05:55:00Z,4100377995,178,,4098332895,140,63.7,4098332907,213,0.1,4098332891,56,Left,4098332909,1,,4098332905,212,34.8,4098332901,141,79.7,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219335,195,49,1,30,19,80jtkz2echk6yyyb9e2595cxr,1,58,8.6,2023-03-14T20:15:35.576Z,2023-03-16T05:55:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219297,194,1,1,30,19,80jtkz2echk6yyyb9e2595cxr,0,40.7,12.9,2023-03-14T20:15:35.644Z,2023-03-16T05:55:10Z,4098332937,140,58.0,4098332935,56,Right,4100378107,178,,4098332943,213,6.1,4098332939,141,8.6,4098332941,212,18.4,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219457,207,61,1,30,20,5qwskbjpa17fvmtuu5qijy7cz,1,35.7,68.2,2023-03-14T20:15:36.313Z,2023-03-16T05:55:22Z,4098333653,56,Back,4100378225,178,,,,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219361,204,49,1,30,21,5qwskbjpa17fvmtuu5qijy7cz,1,57,94.2,2023-03-14T20:15:37.315Z,2023-03-16T05:55:29Z,,,,,,,,,,,,,,,,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219383,205,1,1,30,25,5qwskbjpa17fvmtuu5qijy7cz,1,53.1,95.4,2023-03-14T20:15:40.854Z,2023-03-16T05:55:37Z,4098333287,56,Back,4100378371,178,,4098333291,141,86.8,4098333289,140,31.5,4098333293,212,23.4,4098333295,213,3.4,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219451,206,1,1,30,28,5qwskbjpa17fvmtuu5qijy7cz,1,24.6,83.6,2023-03-14T20:15:43.861Z,2023-03-16T05:55:43Z,4098333623,140,12.9,4098333631,212,27.0,4098333627,141,48.2,4098333633,213,4.2,4098333621,56,Back,4100378441,178,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219587,208,1,1,30,32,5qwskbjpa17fvmtuu5qijy7cz,0,10.5,29.5,2023-03-14T20:15:48.553Z,2023-03-16T05:55:49Z,4100378477,178,,4098334317,213,0.1,4098334319,1,,4098334311,140,74.6,4098334309,56,Center,4098334315,212,67.4,4098334313,141,35.4,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219491,196,49,1,30,37,80jtkz2echk6yyyb9e2595cxr,1,29.2,69.6,2023-03-14T20:15:52.832Z,2023-03-16T05:56:00Z,,,,,,,,,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219565,197,1,1,30,37,80jtkz2echk6yyyb9e2595cxr,1,29.2,69.6,2023-03-14T20:15:52.895Z,2023-03-16T05:56:04Z,4100378579,178,,4098334203,212,26.0,4098334205,213,3.5,4098334201,141,56.7,4098334199,140,5.9,4098334195,56,Back,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219591,198,1,1,30,42,80jtkz2echk6yyyb9e2595cxr,1,4.1,46.7,2023-03-14T20:15:58.074Z,2023-03-16T05:56:10Z,4098334341,213,5.4,4098334337,141,29.2,4100378641,178,,4098334339,212,15.4,4098334335,140,13.4,4098334333,56,Back,,,,,,,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219629,199,1,1,30,44,80jtkz2echk6yyyb9e2595cxr,1,13.4,29.2,2023-03-14T20:16:00.340Z,2023-03-16T05:56:14Z,4098334495,56,Back,4098334499,141,5.0,4100378705,178,,4098334503,213,4.8,4098334497,140,14.3,4098334501,212,16.5,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219699,200,1,1,30,47,80jtkz2echk6yyyb9e2595cxr,1,14.3,5,2023-03-14T20:16:02.897Z,2023-03-16T05:56:18Z,4098334835,56,Back,4098334853,213,2.2,4098334839,140,2.0,4098334849,212,20.8,4098334843,141,28.9,4100378775,178,,,,,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219733,201,1,1,30,53,80jtkz2echk6yyyb9e2595cxr,1,8.2,40.9,2023-03-14T20:16:09.283Z,2023-03-16T05:56:22Z,4098335027,140,9.9,4098335029,141,60.5,4098335031,212,13.4,4098335025,56,Back,4100378817,178,,4098335033,213,1.4,,,,,,,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219757,202,1,1,30,56,80jtkz2echk6yyyb9e2595cxr,1,10,60.3,2023-03-14T20:16:11.761Z,2023-03-16T05:56:27Z,4098335177,56,Back,4098335185,213,3.9,4098335183,212,11.4,4098335181,141,48.7,4100378875,178,,4098335179,140,2.1,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219793,203,1,1,30,57,80jtkz2echk6yyyb9e2595cxr,1,2.1,48.7,2023-03-14T20:16:13.138Z,2023-03-16T05:56:32Z,4098335333,56,Back,4098335335,140,16.0,4098335331,155,,4098335339,212,35.1,4098335337,141,95.6,4100378933,178,,4098335343,1,,4098335341,213,1.1,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219795,204,61,1,30,59,80jtkz2echk6yyyb9e2595cxr,0,16,95.6,2023-03-14T20:16:15.612Z,2023-03-16T05:56:43Z,4098335347,56,Back,4100379065,21,,4100379067,178,,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219799,205,5,1,31,0,80jtkz2echk6yyyb9e2595cxr,0,18.2,101,2023-03-14T20:16:16.366Z,2023-03-16T05:56:47Z,4098335369,347,,4098335499,233,209,4098335367,56,Back,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219817,209,5,1,31,0,5qwskbjpa17fvmtuu5qijy7cz,1,81.8,-1,2023-03-14T20:16:16.366Z,2023-03-16T05:56:47Z,4098335463,347,,4098335461,56,Right,4098335479,233,205,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520219983,210,1,1,31,22,5qwskbjpa17fvmtuu5qijy7cz,1,82.1,0,2023-03-14T20:16:38.679Z,2023-03-16T05:56:52Z,4098336385,141,9.4,4098336383,140,73.3,4098336387,212,12.1,4098336381,56,Right,4098336379,107,,4098336389,213,2.4,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220003,211,1,1,31,25,5qwskbjpa17fvmtuu5qijy7cz,1,74.7,13.8,2023-03-14T20:16:41.579Z,2023-03-16T05:56:56Z,4100379155,178,,4098336507,212,15.0,4098336509,213,6.2,4098336501,56,Right,4098336505,141,11.4,4098336503,140,88.9,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220035,212,1,1,31,28,5qwskbjpa17fvmtuu5qijy7cz,0,88.9,11.4,2023-03-14T20:16:43.823Z,2023-03-16T05:56:59Z,4098336689,2,,4100379195,178,,4098336697,141,65.1,4099499991,20,,4098336699,212,37.1,4098336691,155,,4098336693,56,Center,4098336695,140,95.3,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,4098336703,1,,4099499989,224,4098336701,213,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220039,206,12,1,31,30,80jtkz2echk6yyyb9e2595cxr,1,1.7,32.8,2023-03-14T20:16:46.189Z,2023-03-16T05:57:04Z,4100379249,388,,4098336707,140,0.0,4098336845,15,,4098336705,56,Back,4098336781,167,,4098336713,213,4.2,4098336709,141,23.9,4098336711,212,7.1,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220047,207,6,1,31,31,80jtkz2echk6yyyb9e2595cxr,0,0,27.4,2023-03-14T20:16:47.621Z,2023-03-16T05:57:10Z,4098336751,73,,4098336747,56,Back,4098336855,233,213,,,,,,,,,,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220061,213,6,1,31,31,5qwskbjpa17fvmtuu5qijy7cz,1,100,72.6,2023-03-14T20:16:47.621Z,2023-03-16T05:57:09Z,4098336847,233,207,4098336805,73,,4098336803,56,Center,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220191,214,1,1,31,50,5qwskbjpa17fvmtuu5qijy7cz,0,99.5,99.5,2023-03-14T20:17:06.152Z,2023-03-16T05:57:16Z,4100379345,178,,4098337499,2,,4098337507,56,Center,4098337515,213,4.4,4098337513,212,33.2,4098337511,141,53.1,4098337517,1,,4099500229,20,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,4098337509,140,89.8,4098337501,6,4098337503,155,,4098337505,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220201,208,44,1,31,51,80jtkz2echk6yyyb9e2595cxr,1,8.4,44.2,2023-03-14T20:17:07.648Z,2023-03-16T19:58:24Z,4098337561,285,,4098337565,233,215,4098337559,56,Back,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520220197,215,44,1,31,51,5qwskbjpa17fvmtuu5qijy7cz,0,91.6,55.8,2023-03-14T20:17:07.649Z,2023-03-16T05:57:24Z,4098337547,286,,4098337545,56,Center,4098337583,233,208,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
