id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,assist
2500324309,1,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-24T18:54:20.241Z,2023-01-24T18:54:20Z,3993459089,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993459079,59,"1, 6, 26, 33, 22, 5, 7, 3, 8, 14, 24, 9, 13, 15, 17, 18, 20, 30",3993459083,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3993459085,194,62azuux8vuk6956cuyjjtped,3993459075,30,"ezg39hlg3h14utboy2h3lijmd, diw7je3i5mkvwf0kj898yi0gl, bydla0otire1a58193o1buqjt, dbe9gwg6ggyqh9fvdruelz8wl, 1tkhk7k78uqvkegtn5i9r132t, cjroc2z4lnw58m804ihu8tm1h, ap3mja91coq7mbr6xkqvbss7p, 62azuux8vuk6956cuyjjtped, 6t0n68hbpi4fa6lzt815gyc5w, 6hkzb4vehsx4wwm9y98euwacq, cmq9t6wadet4rrj3cvkjst7ca, 79a7csp3rppvt5e5q02zmolhx, 4qris4sdzvtlkw5i3cmhhowrt, dovxfzsqb5e7by2q6kq0j2z1l, 31xl77lt8tax7bta6s45p9fpx, 1g9uh6aokaevbg7s6v2jh8h78, 7joniozhpy10veujjibxmbu2, 3mudv2ein3iuv9smhmkk9vod0",3993459087,197,4889,3993459081,130,18,3993459077,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325575,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-24T19:00:03.543Z,2023-01-24T19:50:34Z,3993465141,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3993465147,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993465133,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3993465135,59,"1, 2, 21, 14, 4, 33, 6, 28, 9, 12, 10, 42, 7, 16, 20, 22, 23, 30",3993465137,130,4,3993465131,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9j8icoctjp1icwle91r62q76x, 9qeg65oa5skmypxvt73vckfrp, 1vfuzp09s9oj95ruav4ln9ch6, 9r28zj6fz3z8dzojktwambsut, 8uch2zjj8vxmfi2l544j5ipxx, bhtwzoyaqug2p0ezr7c6wxuui, 6evqqxq5e0y1uvigg6bss4frp, am8ws7w5mpzvbnb8bvvztbpwp, 2uids8ea8jv4r62psqj37x3e2, 3nwvlft28lt3fiirchylvwtm1, 3jitoqthsisleiprkhni7gycp, 9mgcugydtvdr5wk7qii9wpd2i, 7wgynxj11urhizi5r3girip2i, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu, 87t5bq8gb92jo9vdj3wfc6jxm",3993465143,194,8uch2zjj8vxmfi2l544j5ipxx,3993465145,197,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343145,2,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-24T19:44:53.687Z,2023-01-24T19:44:56Z,3993549377,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343139,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-24T19:44:53.687Z,2023-01-26T04:16:11Z,3993549363,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343189,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,49.9,50.1,2023-01-24T19:44:53.717Z,2023-01-26T06:12:20Z,3993549537,141,36.9,3993549543,279,S,3993549541,213,3.5,3993549539,212,22.7,3993549533,56,Back,3995271751,178,,3993549535,140,30.0,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343231,4,1,1,0,3,8w89tsles26jm12aoelwvlttt,1,31.8,38.5,2023-01-24T19:44:57.142Z,2023-01-26T06:12:23Z,3993549703,141,85.1,3993549709,1,,3993549699,56,Left,3993549705,212,53.6,3994347979,155,,3995271771,178,,3993549701,140,73.0,3993549707,213,0.6,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343237,5,61,1,0,5,8w89tsles26jm12aoelwvlttt,0,73.1,85.4,2023-01-24T19:44:59.548Z,2023-01-26T06:13:04Z,3995272081,388,,3995272079,21,,3993549731,56,Left,,,,,,,,,,,,,,,,6evqqxq5e0y1uvigg6bss4frp,W. Grigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343227,3,49,1,0,6,82kapkjwonlv9j1ui0ytv5sii,1,37.6,19.4,2023-01-24T19:45:00.637Z,2023-01-26T06:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343265,4,1,1,0,8,82kapkjwonlv9j1ui0ytv5sii,0,41.2,10.9,2023-01-24T19:45:02.128Z,2023-01-26T06:13:14Z,3993549829,213,0.1,3993549823,140,75.6,3993549831,1,,3993549825,141,17.9,3993549821,56,Right,3993549827,212,36.4,3995272169,178,,3993549819,157,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500343285,6,1,1,0,10,8w89tsles26jm12aoelwvlttt,0,34.5,79.3,2023-01-24T19:45:04.031Z,2023-01-26T06:13:21Z,3993549891,212,5.7,3993549887,140,38.8,3993549885,56,Back,3993549893,213,0.7,3993549889,141,84.4,3995272243,178,,3993549883,3,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
