id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,qualifier/16/value,assist,qualifier/17/value
2529689425,5,49,1,0,6,8mbtyq0has0uu0565fm9t5cdo,1,37,76.7,2023-04-07T14:00:34.638Z,2023-04-09T17:41:14Z,,,,,,,,,,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689523,6,1,1,0,6,8mbtyq0has0uu0565fm9t5cdo,0,37,76.7,2023-04-07T14:00:34.655Z,2023-04-09T17:41:18Z,4177435315,178,,4169328739,157,,4169328745,141,56.4,4169328741,56,Center,4169328747,212,54.3,4169328743,140,87.0,4169328749,213,6.0,4169328751,1,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689513,7,52,1,0,12,9db4t34qy4owglhvvgwf5l22i,1,14,41.3,2023-04-07T14:00:40.135Z,2023-04-09T17:42:31Z,4177439339,178,,4176294935,377,,,,,,,,,,,,,,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689733,8,80,1,0,22,9db4t34qy4owglhvvgwf5l22i,0,13.6,52.8,2023-04-07T14:00:50.155Z,2023-04-09T17:42:34Z,4177439507,178,,,,,,,,,,,,,,,,,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689901,9,1,1,0,25,9db4t34qy4owglhvvgwf5l22i,0,21.1,51.2,2023-04-07T14:00:53.221Z,2023-04-09T17:42:37Z,4169330703,1,,4169330697,141,70.2,4169330693,56,Center,4169330699,212,53.6,4177439675,178,,4169330701,213,0.2,4169330695,140,70.6,4169330691,155,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531008833,722,44,1,0,28,8mbtyq0has0uu0565fm9t5cdo,1,25.3,24.5,2023-04-07T14:00:56.560Z,2023-04-09T18:37:01Z,4177057515,233,826,4176297261,285,,4176297259,56,Back,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531008841,826,44,1,0,28,9db4t34qy4owglhvvgwf5l22i,0,74.7,75.5,2023-04-07T14:00:56.561Z,2023-04-09T17:42:41Z,4176297289,56,Center,4177057525,233,722,4176297291,286,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689947,7,1,1,0,28,8mbtyq0has0uu0565fm9t5cdo,0,34.4,32.7,2023-04-07T14:00:56.633Z,2023-04-09T18:37:01Z,4169330903,3,,4169330907,56,Right,4169330909,140,57.4,4169330911,141,0.0,4169330915,213,5.5,4169330913,212,33.8,4169330917,1,,4177440117,388,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689915,10,43,1,0,30,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-07T14:00:58.702Z,2023-04-07T14:01:15Z,4169330739,56,Center,4169330741,286,0,4169332469,144,44,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689957,8,5,1,0,32,8mbtyq0has0uu0565fm9t5cdo,0,49.8,-2,2023-04-07T14:01:00.220Z,2023-04-09T17:42:47Z,4169330959,347,,4169331129,233,11,4169330957,56,Back,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689971,11,5,1,0,32,9db4t34qy4owglhvvgwf5l22i,1,50.2,102,2023-04-07T14:01:00.220Z,2023-04-09T17:42:47Z,4169331055,347,,4169331051,56,Left,4169331117,233,8,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690133,12,1,1,0,38,9db4t34qy4owglhvvgwf5l22i,1,55.5,100,2023-04-07T14:01:06.077Z,2023-04-09T17:42:51Z,4169331827,56,Left,4169331833,212,28.4,4169331829,140,81.3,4169331837,1,,4169331831,141,88.6,4169331835,213,6.0,4169331825,107,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690465,14,1,1,0,40,9db4t34qy4owglhvvgwf5l22i,0,86.5,91.2,2023-04-07T14:01:08.246Z,2023-04-09T17:42:56Z,4177440739,388,,4169333795,141,76.9,4169333785,168,,4169333799,213,5.7,4169333783,3,,4169333797,212,18.4,4169333789,56,Center,4169333793,140,100.0,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690193,13,43,1,0,42,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-07T14:01:10.862Z,2023-04-07T14:01:22Z,4169332167,140,100.0,4169332175,213,5.8,4169332163,168,0,4169332171,212,21.9,4169332165,56,Center,4169332169,141,75.3,4169333157,144,1,4169332161,3,0,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690165,9,5,1,0,44,8mbtyq0has0uu0565fm9t5cdo,1,-1.4,20.8,2023-04-07T14:01:12.777Z,2023-04-09T17:43:20Z,4169334299,233,15,4169332017,56,Back,4169332019,346,,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690475,15,5,1,0,44,9db4t34qy4owglhvvgwf5l22i,0,101.4,79.2,2023-04-07T14:01:12.777Z,2023-04-09T17:43:20Z,4169334459,233,9,4169333835,56,Left,4169333839,346,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690685,10,1,1,1,4,8mbtyq0has0uu0565fm9t5cdo,0,3.8,44.6,2023-04-07T14:01:32.503Z,2023-04-09T17:43:25Z,4169334841,124,,4169334845,140,57.5,4169334853,1,,4169334851,213,5.8,4169334855,74,,4169334849,212,64.5,4169334843,56,Right,4169334847,141,0.0,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690697,11,5,1,1,8,8mbtyq0has0uu0565fm9t5cdo,0,59.3,-1.8,2023-04-07T14:01:36Z,2023-04-09T17:43:28Z,4169334919,56,Right,4169335421,233,16,4169334921,347,,,,,,,,,,,,,,,,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690771,16,5,1,1,8,9db4t34qy4owglhvvgwf5l22i,1,40.7,101.8,2023-04-07T14:01:36Z,2023-04-09T17:43:28Z,4169335355,347,,4169335353,56,Back,4169335373,233,11,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690797,17,1,1,1,10,9db4t34qy4owglhvvgwf5l22i,0,38.9,100,2023-04-07T14:01:38.178Z,2023-04-09T17:43:32Z,4169335471,140,80.8,4169335467,107,,4169335481,213,6.1,4169335485,1,,4169335469,56,Left,4169335473,141,87.1,4169335477,212,45.1,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690885,12,1,1,1,12,8mbtyq0has0uu0565fm9t5cdo,0,18.8,7.4,2023-04-07T14:01:39.985Z,2023-04-09T17:43:36Z,4169335987,56,Back,4169335993,212,14.0,4169335989,140,32.0,4177443263,388,,4169335991,141,4.9,4169335995,213,6.2,4169335985,3,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690923,18,1,1,1,14,9db4t34qy4owglhvvgwf5l22i,1,73,90.8,2023-04-07T14:01:42.461Z,2023-04-09T17:43:41Z,4169336155,140,74.4,4169336151,3,,4169336161,213,4.8,4169336157,141,69.7,4169336153,56,Center,4169336159,212,14.4,4177443545,388,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691001,19,1,1,1,16,9db4t34qy4owglhvvgwf5l22i,1,74.4,69.7,2023-04-07T14:01:44.261Z,2023-04-09T17:43:45Z,4169336545,56,Left,4169336553,213,0.7,4177443845,388,,4169336549,141,87.4,4169336551,212,19.8,4169336547,140,89.4,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691007,20,61,1,1,17,9db4t34qy4owglhvvgwf5l22i,0,89.4,88.3,2023-04-07T14:01:45.505Z,2023-04-09T18:05:16Z,4177512787,388,,4169336561,56,Left,,,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691655,13,5,1,1,20,8mbtyq0has0uu0565fm9t5cdo,1,10,-0.8,2023-04-07T14:01:48.372Z,2023-04-09T17:43:53Z,4169339669,347,,4169339665,56,Back,4169339715,233,21,,,,,,,,,,,,,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691019,21,5,1,1,20,9db4t34qy4owglhvvgwf5l22i,0,90,100.8,2023-04-07T14:01:48.372Z,2023-04-09T17:43:54Z,4169336619,56,Left,4169339755,233,13,4169336621,347,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691725,14,1,1,1,43,8mbtyq0has0uu0565fm9t5cdo,0,19.3,0,2023-04-07T14:02:10.948Z,2023-04-09T17:43:57Z,4169339993,212,20.8,4169339989,140,38.7,4169339983,107,,4169339987,56,Back,4169339991,141,4.1,4169339995,213,0.2,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691869,22,1,1,1,45,9db4t34qy4owglhvvgwf5l22i,1,62.2,90.9,2023-04-07T14:02:12.902Z,2023-04-09T17:44:01Z,4169340699,56,Center,4169340707,213,4.6,4169340703,141,68.8,4169340697,3,,4169340705,212,15.1,4169340701,140,60.8,4177445323,388,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691899,23,44,1,1,46,9db4t34qy4owglhvvgwf5l22i,1,62.4,70.2,2023-04-07T14:02:14.567Z,2023-04-09T18:37:02Z,4169340955,233,15,4169340863,286,,4169340861,56,Center,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691815,15,44,1,1,46,8mbtyq0has0uu0565fm9t5cdo,0,37.6,29.8,2023-04-07T14:02:14.568Z,2023-04-09T17:44:06Z,4169340429,285,,4169340427,56,Back,4169340977,233,23,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691927,24,1,1,1,46,9db4t34qy4owglhvvgwf5l22i,0,60.8,68.8,2023-04-07T14:02:14.639Z,2023-04-09T18:37:02Z,4169341031,56,Left,4169341035,141,90.2,4169341039,213,0.7,4177446545,388,,4169341033,140,78.9,4169341029,3,,4169341037,212,23.9,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691907,16,1,1,1,49,8mbtyq0has0uu0565fm9t5cdo,1,19.5,13.4,2023-04-07T14:02:17.011Z,2023-04-09T17:44:32Z,4169340905,56,Back,4169340915,213,6.2,4169340911,141,11.9,4169340917,1,,4169340913,212,8.4,4177447255,388,,4169340907,140,27.4,4169340903,157,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691953,17,1,1,1,50,8mbtyq0has0uu0565fm9t5cdo,1,27.4,11.9,2023-04-07T14:02:18.494Z,2023-04-09T17:44:35Z,4169341183,141,17.1,4169341187,212,6.6,4169341179,140,32.7,4169341173,3,,4169341189,213,0.6,4169341177,56,Back,4177447425,388,,4169341175,168,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691989,18,1,1,1,52,8mbtyq0has0uu0565fm9t5cdo,0,32.7,17.1,2023-04-07T14:02:19.967Z,2023-04-09T17:44:43Z,4169341361,140,57.2,4169341357,56,Right,4169341365,141,0.0,4169341371,213,5.8,4169341367,212,28.5,4176304299,155,,4177447833,178,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691999,19,5,1,1,54,8mbtyq0has0uu0565fm9t5cdo,0,58.3,-1,2023-04-07T14:02:22.261Z,2023-04-09T17:44:46Z,4169341431,347,,4169341943,233,25,4169341429,56,Right,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692085,25,5,1,1,54,9db4t34qy4owglhvvgwf5l22i,1,41.7,101,2023-04-07T14:02:22.261Z,2023-04-09T17:44:46Z,4169341917,56,Back,4169341931,233,19,4169341919,347,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692211,26,1,1,1,57,9db4t34qy4owglhvvgwf5l22i,1,40.6,100,2023-04-07T14:02:25.511Z,2023-04-09T17:44:48Z,4169342533,141,87.8,4169342545,1,,4169342529,140,64.9,4169342537,212,27.1,4169342541,213,5.9,4169342525,56,Left,4169342521,107,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692223,27,61,1,1,58,9db4t34qy4owglhvvgwf5l22i,0,63.3,89.6,2023-04-07T14:02:26.693Z,2023-04-09T17:44:54Z,4177448407,178,,4169342639,56,Left,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692243,20,49,1,2,0,8mbtyq0has0uu0565fm9t5cdo,1,39.9,4.9,2023-04-07T14:02:28.265Z,2023-04-09T17:45:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692321,21,1,1,2,1,8mbtyq0has0uu0565fm9t5cdo,1,39.9,4.9,2023-04-07T14:02:29.551Z,2023-04-09T17:45:09Z,4169343097,56,Back,4177449259,178,,4169343099,140,33.2,4169343103,212,7.3,4169343105,213,2.9,4169343101,141,7.9,,,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692333,22,50,1,2,2,8mbtyq0has0uu0565fm9t5cdo,1,32.8,12,2023-04-07T14:02:30.195Z,2023-04-09T17:45:19Z,4169343357,233,28,4169343155,56,Back,4169343157,285,,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692369,28,7,1,2,2,9db4t34qy4owglhvvgwf5l22i,0,67.2,88,2023-04-07T14:02:30.523Z,2023-04-09T17:45:22Z,4169343309,286,,4169343321,233,22,4169343305,56,Left,4176305569,383,,4177450033,178,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529765255,363,61,1,2,2,8mbtyq0has0uu0565fm9t5cdo,1,29.8,5.2,2023-04-07T14:02:30.597Z,2023-04-09T17:45:26Z,4169742311,56,Back,4177450253,178,,,,,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692439,29,3,1,2,3,9db4t34qy4owglhvvgwf5l22i,0,59.4,96.2,2023-04-07T14:02:31.624Z,2023-04-09T17:45:30Z,4169343563,56,Left,4177450493,178,,4169740179,286,,4176306039,465,,4169740205,233,23,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692403,23,7,1,2,3,8mbtyq0has0uu0565fm9t5cdo,1,40.6,3.8,2023-04-07T14:02:31.726Z,2023-04-09T17:45:33Z,4169343607,233,29,4169343441,56,Back,4169343443,285,,4176306207,383,,4177450813,178,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692537,24,1,1,2,4,8mbtyq0has0uu0565fm9t5cdo,1,32.4,4.6,2023-04-07T14:02:32.629Z,2023-04-09T17:45:38Z,4169344037,140,39.8,4169344041,212,7.8,4169344039,141,3.2,4169344035,56,Back,4177451035,178,,4169344043,213,6.2,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692575,25,1,1,2,6,8mbtyq0has0uu0565fm9t5cdo,0,40.4,3.2,2023-04-07T14:02:34.203Z,2023-04-09T17:45:42Z,4169344213,141,93.2,4169344209,140,56.4,4169344221,1,,4169344217,212,63.5,4177451347,178,,4169344197,155,,4169344219,213,1.3,4169344201,196,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,4169344205,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
