id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/15/value,assist,qualifier/16/value
2537057969,8,1,1,0,14,1musyruv2ufjrjnj6gvdbr8kt,1,52.1,93.6,2023-04-22T14:01:50.878Z,2023-04-25T10:35:10Z,4219122147,178,,4208459013,140,39.2,4208459017,212,23.8,4208459019,213,4.1,4208459011,56,Back,4208459015,141,64.9,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058065,9,1,1,0,17,1musyruv2ufjrjnj6gvdbr8kt,1,36.6,61.2,2023-04-22T14:01:53.781Z,2023-04-25T10:27:54Z,4208459433,213,4.8,4219122313,178,,4208459427,140,37.7,4208459431,212,16.8,4208459425,56,Back,4208459429,141,36.5,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058133,10,1,1,0,20,1musyruv2ufjrjnj6gvdbr8kt,1,40.3,34.5,2023-04-22T14:01:56.201Z,2023-04-25T10:27:58Z,4219122431,178,,4208459683,213,5.2,4208459677,140,50.1,4208459681,212,22.5,4208459675,56,Right,4208459679,141,5.0,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058153,11,1,1,0,21,1musyruv2ufjrjnj6gvdbr8kt,0,50.3,7.1,2023-04-22T14:01:57.793Z,2023-04-25T10:28:02Z,4208459775,213,0.6,4219122515,178,,4208459773,212,3.3,4208459835,286,,4208459829,236,,4208459771,141,9.7,4208459767,56,Right,4208459831,233,4,cyrr9517kjkt2l5tuqe966zth,L. Palmer,4208459769,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058159,4,74,1,0,21,dv9l02o316cd9hbkxaho2u12f,1,42.1,92.1,2023-04-22T14:01:57.982Z,2023-04-25T10:28:05Z,4219122567,178,,4208459859,233,11,4208459785,56,Back,4208459787,285,,,,,,,,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058185,5,5,1,0,22,dv9l02o316cd9hbkxaho2u12f,0,46.4,101.7,2023-04-22T14:01:58.687Z,2023-04-25T10:28:07Z,4208459917,347,,4208459915,56,Back,4208460729,233,12,,,,,,,,,,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058337,12,5,1,0,22,1musyruv2ufjrjnj6gvdbr8kt,1,53.6,-1.7,2023-04-22T14:01:58.687Z,2023-04-25T10:28:07Z,4208460619,56,Right,4208460663,233,5,4208460625,347,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058499,13,1,1,0,26,1musyruv2ufjrjnj6gvdbr8kt,1,48.5,0,2023-04-22T14:02:02.107Z,2023-04-25T10:28:12Z,4208461441,140,81.3,4208461445,212,35.2,4208461439,56,Right,4208461443,141,9.8,4208461449,1,,4208461437,107,,4208461447,213,0.2,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058511,14,3,1,0,28,1musyruv2ufjrjnj6gvdbr8kt,0,87,14.6,2023-04-22T14:02:04.997Z,2023-04-25T10:28:18Z,4219122921,178,,4208461497,56,Right,4217751519,233,775,4208461499,286,,4217338959,465,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538720251,775,7,1,0,29,dv9l02o316cd9hbkxaho2u12f,1,13,85.4,2023-04-22T14:02:05.314Z,2023-04-25T10:28:24Z,4217339321,383,,4217339319,285,,4219123067,21,,4219123065,178,,4217751501,233,14,4217339317,56,Back,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058451,6,49,1,0,31,dv9l02o316cd9hbkxaho2u12f,1,3.1,77.9,2023-04-22T14:02:07.311Z,2023-04-25T10:28:29Z,,,,,,,,,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058609,7,1,1,0,33,dv9l02o316cd9hbkxaho2u12f,0,4.6,89.9,2023-04-22T14:02:09.809Z,2023-04-25T10:28:33Z,4208462017,141,84.2,4219123353,178,,4208462013,56,Back,4208462029,1,,4208462011,157,,4208462015,140,41.3,4208462021,212,38.7,4208462025,213,6.2,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058671,15,1,1,0,36,1musyruv2ufjrjnj6gvdbr8kt,0,56,12.5,2023-04-22T14:02:12.121Z,2023-04-25T10:28:37Z,4208462379,3,,4219123519,388,,4208462387,212,16.2,4208462385,141,19.5,4208462381,56,Right,4208462389,213,0.3,4208462383,140,70.7,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058749,8,1,1,0,39,dv9l02o316cd9hbkxaho2u12f,0,36.2,92,2023-04-22T14:02:15.907Z,2023-04-25T10:28:39Z,4208462755,212,14.0,4208462747,56,Back,4208462753,141,84.7,4208462759,213,5.9,4208462745,155,,4219123613,178,,4208462749,140,48.7,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538720325,786,49,1,0,41,1musyruv2ufjrjnj6gvdbr8kt,1,52.8,13.3,2023-04-22T14:02:17.130Z,2023-04-25T10:28:43Z,,,,,,,,,,,,,,,,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058937,16,1,1,0,41,1musyruv2ufjrjnj6gvdbr8kt,1,53.9,16.7,2023-04-22T14:02:17.204Z,2023-04-25T10:28:47Z,4208463705,56,Center,4208463703,155,,4208463709,141,26.1,4208463711,212,15.9,4219123877,178,,4208463707,140,67.8,4208463713,213,0.4,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058965,17,1,1,0,43,1musyruv2ufjrjnj6gvdbr8kt,0,66.2,25.8,2023-04-22T14:02:19.921Z,2023-04-25T10:28:54Z,4219124023,178,,4208463865,141,36.3,4208463861,56,Center,4208463857,3,,4208463863,140,85.1,4208463873,213,0.3,4208463867,212,21.1,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538720549,776,49,1,0,46,dv9l02o316cd9hbkxaho2u12f,1,13.7,70,2023-04-22T14:02:22.512Z,2023-04-25T10:28:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059135,9,1,1,0,46,dv9l02o316cd9hbkxaho2u12f,0,12.9,64.6,2023-04-22T14:02:22.516Z,2023-04-25T10:29:02Z,4208464645,56,Back,4217341189,1,,4208464649,141,91.8,4217341185,157,,4219124233,178,,4208464651,212,20.3,4208464647,140,20.9,4208464653,213,1.1,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059169,18,1,1,0,50,1musyruv2ufjrjnj6gvdbr8kt,0,75.2,8.3,2023-04-22T14:02:26.526Z,2023-04-25T10:29:07Z,4208464837,140,70.8,4208464843,213,1.9,4208464839,141,25.6,4208464841,212,12.6,4219124385,178,,4208464831,3,,4208464835,56,Center,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059195,10,1,1,0,52,dv9l02o316cd9hbkxaho2u12f,1,29.5,74.1,2023-04-22T14:02:28.519Z,2023-04-25T10:29:13Z,4208464965,3,,4219124619,178,,4208464969,140,38.0,4208464975,213,6.1,4208464971,141,71.2,4208464967,56,Back,4208464973,212,9.1,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059203,11,43,1,0,54,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-04-22T14:02:30.436Z,2023-04-24T12:33:41Z,4217341541,144,49,,,,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059289,12,1,1,0,54,dv9l02o316cd9hbkxaho2u12f,0,37.6,72.4,2023-04-22T14:02:30.837Z,2023-04-25T10:29:19Z,4219124843,178,,4208465473,1,,4208465469,212,34.5,4208465459,56,Center,4208465471,213,0.1,4208465465,141,77.3,4208465461,140,70.3,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059375,19,1,1,0,56,1musyruv2ufjrjnj6gvdbr8kt,1,32.6,21.5,2023-04-22T14:02:32.378Z,2023-04-25T10:53:44Z,4219176975,178,,4208465891,213,1.0,4208465887,212,7.8,4208465879,56,Back,4208465885,141,31.0,4208465881,140,36.8,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059381,20,49,1,0,57,1musyruv2ufjrjnj6gvdbr8kt,1,40.7,28.9,2023-04-22T14:02:33.785Z,2023-04-25T10:29:29Z,,,,,,,,,,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059523,21,1,1,0,57,1musyruv2ufjrjnj6gvdbr8kt,1,30.9,33.6,2023-04-22T14:02:33.800Z,2023-04-25T10:29:34Z,4208466579,212,25.3,4219125361,178,,4208466571,140,8.4,4208466575,141,46.8,4208466585,213,2.8,4208466565,56,Back,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059673,22,1,1,1,1,1musyruv2ufjrjnj6gvdbr8kt,1,9.8,46.6,2023-04-22T14:02:37.033Z,2023-04-25T10:29:38Z,4208467377,141,71.8,4208467381,213,1.0,4219125509,178,,4208467373,56,Back,4208467379,212,20.0,4208467375,140,19.7,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059745,23,1,1,1,3,1musyruv2ufjrjnj6gvdbr8kt,1,22.8,73.8,2023-04-22T14:02:39.810Z,2023-04-25T10:29:45Z,4208467753,141,59.9,4219125677,178,,4208467755,212,10.2,4208467751,140,26.5,4208467749,56,Back,4208467757,213,5.1,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059961,24,1,1,1,7,1musyruv2ufjrjnj6gvdbr8kt,1,26.8,55.7,2023-04-22T14:02:43.845Z,2023-04-25T10:29:48Z,4219125771,178,,4208468773,56,Back,4208468777,140,33.3,4208468781,141,76.9,4208468785,213,1.1,4208468783,212,15.9,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060063,25,1,1,1,9,1musyruv2ufjrjnj6gvdbr8kt,1,34.5,78.9,2023-04-22T14:02:45.456Z,2023-04-25T10:29:53Z,4208469273,141,73.4,4208469275,212,6.8,4208469271,140,29.1,4208469277,213,3.7,4208469269,56,Back,4219125983,178,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060139,26,1,1,1,11,1musyruv2ufjrjnj6gvdbr8kt,1,24.8,69.7,2023-04-22T14:02:47.490Z,2023-04-25T10:29:58Z,4219126157,178,,4208469633,140,26.9,4208469643,213,4.9,4208469631,56,Back,4208469635,141,54.4,4208469637,212,10.6,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537173759,400,1,1,1,13,1musyruv2ufjrjnj6gvdbr8kt,1,28.8,49.9,2023-04-22T14:02:49.792Z,2023-04-25T10:30:02Z,4209065031,213,4.9,4209065019,56,Back,4209065027,212,22.6,4209065023,141,17.2,4219126281,178,,4209065021,140,32.5,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060325,27,61,1,1,21,1musyruv2ufjrjnj6gvdbr8kt,0,73.8,5.4,2023-04-22T14:02:57.323Z,2023-04-25T10:30:12Z,4208470557,56,Right,4219126537,178,,,,,,,,,,,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061039,13,5,1,1,23,dv9l02o316cd9hbkxaho2u12f,1,20.8,100.9,2023-04-22T14:02:59.685Z,2023-04-25T10:30:15Z,4208474161,233,28,4208474135,56,Back,4208474137,347,,,,,,,,,,,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060351,28,5,1,1,23,1musyruv2ufjrjnj6gvdbr8kt,0,79.2,-0.9,2023-04-22T14:02:59.685Z,2023-04-25T10:30:15Z,4208470671,56,Right,4208470675,347,,4208474243,233,13,,,,,,,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061117,14,1,1,1,43,dv9l02o316cd9hbkxaho2u12f,0,15.6,100,2023-04-22T14:03:19.522Z,2023-04-25T10:30:18Z,4208474549,140,31.0,4208474545,107,,4208474547,56,Back,4208474553,212,17.1,4208474555,213,6.0,4208474551,141,93.5,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061191,16,44,1,1,45,dv9l02o316cd9hbkxaho2u12f,1,48.8,82,2023-04-22T14:03:21.377Z,2023-04-25T10:55:14Z,4208474929,56,Back,4208475897,285,,4208475881,233,29,,,,,,,,,,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061203,29,44,1,1,45,1musyruv2ufjrjnj6gvdbr8kt,0,51.2,18,2023-04-22T14:03:21.378Z,2023-04-25T10:30:23Z,4208474993,286,,4208474991,56,Right,4208475963,233,16,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061165,15,1,1,1,45,dv9l02o316cd9hbkxaho2u12f,0,36.2,92.7,2023-04-22T14:03:21.424Z,2023-04-25T10:55:15Z,4219127085,388,,4208474827,141,78.3,4217343607,168,,4208474831,213,5.8,4208474821,3,,4208474825,140,55.6,4208474823,56,Center,4208474829,212,22.6,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061269,30,49,1,1,47,1musyruv2ufjrjnj6gvdbr8kt,1,42.9,18.6,2023-04-22T14:03:23.430Z,2023-04-25T10:30:33Z,,,,,,,,,,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061463,31,1,1,1,48,1musyruv2ufjrjnj6gvdbr8kt,1,41.5,21.3,2023-04-22T14:03:24.685Z,2023-04-25T10:30:36Z,4208476391,56,Back,4208476395,141,39.2,4219127165,178,,4208476393,140,34.8,4208476399,213,2.1,4208476397,212,14.1,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061629,32,1,1,1,54,1musyruv2ufjrjnj6gvdbr8kt,1,34.9,61.4,2023-04-22T14:03:30.123Z,2023-04-25T10:30:39Z,4208477197,212,21.7,4219127235,178,,4208477191,56,Back,4208477195,141,90.7,4208477199,213,1.2,4208477193,140,43.0,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061665,33,1,1,1,57,1musyruv2ufjrjnj6gvdbr8kt,0,42.6,89.7,2023-04-22T14:03:33.444Z,2023-04-25T10:30:44Z,4208477367,213,6.0,4208477359,56,Center,4208477363,141,77.3,4208477365,212,29.2,4208477361,140,69.2,4219127387,178,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538721245,777,49,1,1,58,dv9l02o316cd9hbkxaho2u12f,1,32.3,29.7,2023-04-22T14:03:34.580Z,2023-04-25T10:30:47Z,,,,,,,,,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061755,18,1,1,1,58,dv9l02o316cd9hbkxaho2u12f,1,28.4,35.7,2023-04-22T14:03:34.595Z,2023-04-25T10:30:52Z,4219127579,178,,4208477853,212,21.7,4208477855,213,5.4,4208477849,141,11.1,4208477843,140,41.6,4208477839,56,Back,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061693,17,43,1,2,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-04-22T14:03:36.004Z,2023-04-24T12:35:15Z,4217344439,144,8,4208477519,56,Back,,,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061799,20,1,1,2,0,dv9l02o316cd9hbkxaho2u12f,1,41.6,11.1,2023-04-22T14:03:36.780Z,2023-04-25T10:30:55Z,4208478081,213,3.4,4208478069,56,Back,4208478077,212,12.9,4208478073,141,5.6,4208478071,140,29.8,4219127625,178,,,,,,,,5w3e46d2oh5wzrizfi9rdgwoa,J. Coley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
