id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,assist
2515036829,1,34,16,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-03-04T14:15:05.004Z,2023-03-04T17:10:39Z,4070847291,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070847297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070847289,130,18,4070847287,59,"31, 28, 2, 6, 24, 34, 15, 4, 17, 19, 8, 1, 3, 10, 23, 32, 33, 35",4070847293,194,egr5n9jynbg3llc2tn2g5ncnp,4070847279,30,"4s0yf91l8xqodeuv473hmp5ka, 9z75i0zrgtuumyixz8dl9ysbt, 56g3fffeygobuei72gnkm9a09, 8xxeuttt1yy26qf8w73bqua51, 2r6gxw9yjxvaplv70ftq7wout, am14op2bc5krnoxpj6w9n5sk, 1f8911tjafl7cun4lxydhpp7t, egr5n9jynbg3llc2tn2g5ncnp, ald5oocxwh4pip8fw6v3ym8h6, evb6gpvuutmnisv9d12gs0xcl, cvxq0jdcg97tafit6s7s447v9, 46q465awyk7ndr9faq83vmuw9, 5sfchvj1d5dgpwc6j5oshhkut, effzy3ttltffcz92a3ro4woa, 4qrvri86m93wpyugq0zq4aaqx, 91alifyhplzo2de1tooerpgfe, ebsl5dh99nsoun0lksywr31n8, 2vw0m5bib6bnr5n1hsxkxe904",4070847295,197,4825,4070847283,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515036985,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-03-04T14:15:15.834Z,2023-03-04T17:10:41Z,4070848179,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4070848177,30,"82h98ebusz83rox95oi9kafh1, 5udpap0himq2ggsw4f0o5hqdx, 4lz9m2nwif7tql9hqsv2u7vft, 48pxorkarv5aq03l6179bes45, 5a86e1pl8b7ibmrkz3h6gs1yh, oe0lbxtc4qftnd886dzfm385, 2q6bsyszm27v5uvs30j5ty311, 9llmzvk9nw1kwy73o8z9f8usp, 9w0nk2mz77jqc62v4gv1h0vkl, 4mjzjj2p0pzyw0hcq4no9y0o9, alhqwxs7t2pxxxuztmvy1ibpx, 4xxoasz03erxlyonu2t8y5fqh, 4cyf8fcefkz6433g76okyd65m, 75n089x1zca6gw23j27ohrhii, 944ptuekuetkjifbeaycqcoh5, ba8qp1eswz0kzcr0245r7q8kp, 6q0zzgnbbzsbubnekye5dunai, 6rzq8xkkst4hgbh2ysj52gwyx",4070848185,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070848183,130,17,4070848191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070848187,194,5udpap0himq2ggsw4f0o5hqdx,4070848181,59,"25, 8, 17, 22, 3, 5, 4, 7, 9, 18, 10, 16, 21, 24, 26, 32, 28, 11",4070848189,197,16120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070581,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-03-04T15:01:02.246Z,2023-03-06T21:36:26Z,4071014903,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070595,2,32,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-03-04T15:01:02.246Z,2023-03-04T15:01:06Z,4071014975,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070673,3,1,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,50.3,50,2023-03-04T15:01:02.356Z,2023-03-07T08:17:12Z,4071015283,212,9.7,4079879109,178,,4071015285,213,3.5,4071015277,56,Back,4071015279,140,41.8,4071015287,279,S,4071015281,141,44.5,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070713,4,1,1,0,1,5g1fnexeromjl0lvnxp8hpnhi,0,41.8,44.5,2023-03-04T15:01:03.937Z,2023-03-07T08:17:16Z,4071015483,212,49.1,4071015485,213,0.9,4071015471,155,,4071015479,140,70.9,4071015481,141,100.0,4071015487,1,,4079879195,178,,4071015475,56,Left,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070771,3,5,1,0,4,2ezfenuwk3y65p8jdbj55xqt0,1,32,-1.6,2023-03-04T15:01:07.195Z,2023-03-07T08:17:25Z,4071015793,347,,4071015889,233,5,4071015791,56,Back,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070729,5,5,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,0,68,101.6,2023-03-04T15:01:07.195Z,2023-03-07T08:17:25Z,4071015907,233,3,4071015547,347,,4071015545,56,Left,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071153,4,1,1,0,18,2ezfenuwk3y65p8jdbj55xqt0,0,33.6,0,2023-03-04T15:01:21.063Z,2023-03-07T08:17:31Z,4071017547,1,,4071017541,141,7.1,4071017535,107,,4071017545,213,0.2,4071017543,212,26.4,4071017539,140,58.2,4071017537,56,Right,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071137,6,12,1,0,20,5g1fnexeromjl0lvnxp8hpnhi,1,33.9,90.7,2023-03-04T15:01:22.992Z,2023-03-07T08:17:41Z,4078030343,140,35.0,4078030349,213,1.4,4078030347,212,7.0,4071017483,56,Back,4078030345,141,100.0,4078030341,167,,4079879581,178,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071647,5,5,1,0,21,2ezfenuwk3y65p8jdbj55xqt0,1,58.8,-2,2023-03-04T15:01:23.814Z,2023-03-07T08:17:52Z,4071039469,233,7,4071019679,347,,4071019677,56,Right,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071699,7,5,1,0,21,5g1fnexeromjl0lvnxp8hpnhi,0,41.2,102,2023-03-04T15:01:23.814Z,2023-03-07T08:17:51Z,4071019947,56,Back,4071019953,347,,4071039567,233,5,,,,,,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071801,6,1,1,0,35,2ezfenuwk3y65p8jdbj55xqt0,1,56.3,0,2023-03-04T15:01:38.174Z,2023-03-07T08:17:57Z,4071020399,107,,4071020419,213,0.5,4071020403,56,Right,4071020411,141,12.0,4071020407,140,71.4,4071020415,212,18.5,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071817,7,3,1,0,40,2ezfenuwk3y65p8jdbj55xqt0,0,81,7,2023-03-04T15:01:42.824Z,2023-03-07T08:18:13Z,4071020481,286,,4079880125,178,,4071020479,56,Right,4078042261,465,,4071020519,211,,,,,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071879,8,49,1,0,41,5g1fnexeromjl0lvnxp8hpnhi,1,21.7,82.4,2023-03-04T15:01:43.420Z,2023-03-07T08:18:24Z,,,,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071971,9,1,1,0,42,5g1fnexeromjl0lvnxp8hpnhi,0,12.3,89.3,2023-03-04T15:01:45.170Z,2023-03-07T08:18:31Z,4079880475,178,,4071021183,56,Back,4071021195,212,23.4,4071021179,157,,4071021187,140,33.0,4071021191,141,100.0,4071021203,1,,4071021199,213,0.4,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072417,8,5,1,0,45,2ezfenuwk3y65p8jdbj55xqt0,1,70.4,-2,2023-03-04T15:01:47.307Z,2023-03-07T08:18:38Z,4071023125,347,,4071023241,233,10,4071023123,56,Right,,,,,,,,,,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071987,10,5,1,0,45,5g1fnexeromjl0lvnxp8hpnhi,0,29.6,102,2023-03-04T15:01:47.307Z,2023-03-07T08:18:38Z,4071023273,233,8,4071021267,56,Back,4071021269,347,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072489,9,1,1,0,57,2ezfenuwk3y65p8jdbj55xqt0,1,78.1,0,2023-03-04T15:01:59.967Z,2023-03-07T08:21:12Z,4071023467,107,,4071023477,212,10.8,4071023475,141,8.3,4071023471,140,69.9,4071023469,56,Right,4071023481,213,2.5,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072571,10,1,1,0,58,2ezfenuwk3y65p8jdbj55xqt0,1,69.9,8.3,2023-03-04T15:02:00.901Z,2023-03-07T08:21:18Z,4079882663,178,,4071023861,212,5.4,4071023855,56,Right,4071023863,213,5.8,4071023857,140,74.6,4071023859,141,4.9,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072601,11,50,1,1,0,2ezfenuwk3y65p8jdbj55xqt0,1,70.6,11.2,2023-03-04T15:02:02.946Z,2023-03-07T08:21:52Z,4071024033,286,,4071024967,233,11,4071024027,56,Right,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072803,11,7,1,1,0,5g1fnexeromjl0lvnxp8hpnhi,0,29.4,88.8,2023-03-04T15:02:03.234Z,2023-03-07T08:21:56Z,4071024911,167,,4071024935,233,11,4071024919,285,,4078689535,383,,4079882889,178,,4071024915,56,Back,,,,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072635,12,61,1,1,1,2ezfenuwk3y65p8jdbj55xqt0,1,74.8,3.2,2023-03-04T15:02:03.365Z,2023-03-07T08:22:06Z,4071024173,56,Right,4079883281,178,,,,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072909,12,5,1,1,2,5g1fnexeromjl0lvnxp8hpnhi,1,23.6,101.8,2023-03-04T15:02:04.438Z,2023-03-07T08:22:10Z,4071025419,56,Back,4071025425,347,,4071025543,233,13,,,,,,,,,,,,,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072741,13,5,1,1,2,2ezfenuwk3y65p8jdbj55xqt0,0,76.4,-1.8,2023-03-04T15:02:04.438Z,2023-03-07T08:22:10Z,4071024611,56,Right,4071025553,233,12,4071024613,347,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073259,13,1,1,1,18,5g1fnexeromjl0lvnxp8hpnhi,0,21.2,100,2023-03-04T15:02:20.871Z,2023-03-07T08:22:14Z,4071027067,212,18.3,4071027061,141,95.9,4071027073,213,6.1,4071027047,107,,4071027051,56,Back,4071027055,140,38.2,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073313,14,1,1,1,20,2ezfenuwk3y65p8jdbj55xqt0,0,55.2,7.1,2023-03-04T15:02:22.403Z,2023-03-07T08:22:23Z,4079883497,388,,4071027369,212,14.1,4071027361,56,Right,4071027367,141,0.0,4071027357,3,,4071027373,213,5.9,4071027365,140,67.4,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073699,14,5,1,1,21,5g1fnexeromjl0lvnxp8hpnhi,1,33,101.4,2023-03-04T15:02:23.954Z,2023-03-07T08:22:29Z,4071029323,347,,4071029319,56,Back,4071029413,233,15,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073337,15,5,1,1,21,2ezfenuwk3y65p8jdbj55xqt0,0,67,-1.4,2023-03-04T15:02:23.954Z,2023-03-07T08:22:29Z,4071027473,347,,4071027471,56,Right,4071029483,233,14,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073789,15,1,1,1,33,5g1fnexeromjl0lvnxp8hpnhi,1,32.5,100,2023-03-04T15:02:35.432Z,2023-03-07T08:22:33Z,4071029795,212,14.7,4071029793,141,80.2,4071029787,107,,4071029789,56,Back,4071029797,213,4.9,4071029791,140,35.0,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
