id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,assist
2515073865,16,1,1,1,34,5g1fnexeromjl0lvnxp8hpnhi,1,35,80.2,2023-03-04T15:02:36.316Z,2023-03-07T08:22:43Z,4071030191,212,10.8,4071030189,141,95.9,4071030187,140,36.4,4071030193,213,1.4,4079883763,178,,4071030185,56,Back,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073875,17,61,1,1,35,5g1fnexeromjl0lvnxp8hpnhi,0,36.3,92.1,2023-03-04T15:02:38.081Z,2023-03-07T08:24:26Z,4079884833,178,,4071030241,56,Back,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516747121,926,43,1,1,36,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-03-04T15:02:39.220Z,2023-03-07T11:49:12Z,4079917547,233,986,4080324399,144,67,,,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516747115,986,43,1,1,36,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-03-04T15:02:39.221Z,2023-03-07T11:49:12Z,4080324433,144,67,4079917559,233,926,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073889,16,49,1,1,36,2ezfenuwk3y65p8jdbj55xqt0,1,63.5,8.9,2023-03-04T15:02:39.227Z,2023-03-07T08:24:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074015,17,1,1,1,37,2ezfenuwk3y65p8jdbj55xqt0,1,63.4,10.9,2023-03-04T15:02:39.271Z,2023-03-07T08:24:50Z,4071030919,56,Center,4079885027,178,,4071030927,213,1.4,4071030921,140,65.1,4071030923,141,27.7,4071030925,212,11.6,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074113,18,1,1,1,40,2ezfenuwk3y65p8jdbj55xqt0,1,68.3,31.3,2023-03-04T15:02:43.030Z,2023-03-07T08:25:14Z,4071031383,140,62.9,4071031385,141,36.6,4079885259,178,,4071031391,213,2.6,4071031389,212,6.7,4071031381,56,Center,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074203,19,1,1,1,42,2ezfenuwk3y65p8jdbj55xqt0,1,63.5,35.7,2023-03-04T15:02:44.648Z,2023-03-07T08:25:25Z,4071031829,141,8.0,4071031827,140,77.8,4079885371,178,,4071031833,213,5.4,4071031825,56,Right,4071031831,212,24.1,,,,,,,1f8911tjafl7cun4lxydhpp7t,G. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074325,20,1,1,1,46,2ezfenuwk3y65p8jdbj55xqt0,1,83,10.1,2023-03-04T15:02:48.302Z,2023-03-07T08:25:37Z,4071032427,213,3.2,4071032421,140,74.7,4071032419,56,Right,4079885521,178,,4071032425,212,8.7,4071032423,141,9.7,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074369,21,1,1,1,49,2ezfenuwk3y65p8jdbj55xqt0,1,75.4,10,2023-03-04T15:02:51.809Z,2023-03-07T08:26:01Z,4071032659,56,Right,4071032663,141,16.2,4071032665,212,7.1,4079885839,178,,4071032667,213,2.5,4071032661,140,70.0,,,,,,,1f8911tjafl7cun4lxydhpp7t,G. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074531,22,1,1,1,50,2ezfenuwk3y65p8jdbj55xqt0,1,68,18.8,2023-03-04T15:02:52.725Z,2023-03-07T08:26:10Z,4079885947,178,,4071033479,56,Center,4071033483,141,26.7,4071033485,212,8.5,4071033481,140,74.3,4071033487,213,0.7,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516753663,1066,67,1,1,51,2ezfenuwk3y65p8jdbj55xqt0,1,78.5,32.8,2023-03-04T15:02:53.814Z,2023-03-07T12:36:01Z,4079949039,233,1237,,,,,,,,,,,,,,,,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516753659,1237,67,1,1,51,5g1fnexeromjl0lvnxp8hpnhi,0,21.5,67.2,2023-03-04T15:02:53.815Z,2023-03-07T09:22:25Z,4079949055,233,1066,,,,,,,,,,,,,,,,,,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516517855,817,3,1,1,53,2ezfenuwk3y65p8jdbj55xqt0,0,77.9,34.3,2023-03-04T15:02:55.746Z,2023-03-07T08:26:32Z,4078690987,56,Center,4079886389,178,,4078690989,286,,4078690991,464,,4078690993,467,48pxorkarv5aq03l6179bes45,,,,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074543,23,4,1,1,54,2ezfenuwk3y65p8jdbj55xqt0,1,73.2,32.2,2023-03-04T15:02:56.550Z,2023-03-07T08:26:39Z,4071033557,286,,4071033551,56,Center,4071033555,265,,4071033553,152,,4071033549,13,,4071034217,233,18,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074631,18,4,1,1,54,5g1fnexeromjl0lvnxp8hpnhi,0,26.8,67.8,2023-03-04T15:02:56.551Z,2023-03-07T08:26:39Z,4071033963,265,,4071033959,56,Back,4071034241,233,23,4071033957,13,,4079886529,178,,4071033967,285,,4071033961,152,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076409,24,1,1,2,42,2ezfenuwk3y65p8jdbj55xqt0,0,75.8,33.1,2023-03-04T15:03:44.517Z,2023-03-07T08:26:49Z,4071042843,56,Center,4071042845,140,91.6,4071042837,5,,4071042839,155,,4071042849,212,25.8,4071042841,152,,4071042847,141,62.1,4071042851,213,0.9,evb6gpvuutmnisv9d12gs0xcl,J. Payne,4079886747,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076457,19,12,1,2,43,5g1fnexeromjl0lvnxp8hpnhi,1,9.5,41.5,2023-03-04T15:03:46.102Z,2023-03-07T08:26:58Z,4071043055,212,5.3,4071043053,141,43.3,4071043107,15,,4079886927,388,,4071043051,140,14.4,4071043057,213,0.2,4071043049,56,Back,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076615,25,1,1,2,46,2ezfenuwk3y65p8jdbj55xqt0,1,77.9,66.9,2023-03-04T15:03:48.628Z,2023-03-07T08:27:13Z,4071043845,213,4.0,4071043843,212,4.4,4079887011,178,,4071048551,210,13,4071043839,140,75.1,4071043837,56,Center,4071043841,141,62.0,,,,8xxeuttt1yy26qf8w73bqua51,M. Hector,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076627,26,13,1,2,47,2ezfenuwk3y65p8jdbj55xqt0,1,75.1,62,2023-03-04T15:03:49.675Z,2023-03-07T08:27:14Z,4071048609,55,25,4071043899,56,Center,4071048617,102,41.2,4071048635,230,97.8,4071045175,20,,4079887097,178,,4078691721,81,,4071043897,18,,1f8911tjafl7cun4lxydhpp7t,G. Kilkenny,4071048639,231,,50.2,4071048623,215,4071048619,103,69.4,4071048605,29,4071048629,328,4071045173,24,,,,,,,,,,,,,,,,,,,,,
2515076601,20,5,1,2,48,5g1fnexeromjl0lvnxp8hpnhi,1,-1.1,48.9,2023-03-04T15:03:50.954Z,2023-03-07T08:27:20Z,4071043759,56,Back,4071044263,233,27,4071043761,346,,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515076681,27,5,1,2,48,2ezfenuwk3y65p8jdbj55xqt0,0,101.1,51.1,2023-03-04T15:03:50.954Z,2023-03-07T08:27:20Z,4071044199,346,,4071044197,56,Center,4071044319,233,20,,,,,,,,,,,,,,,,1f8911tjafl7cun4lxydhpp7t,G. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077789,21,1,1,3,15,5g1fnexeromjl0lvnxp8hpnhi,0,5,37,2023-03-04T15:04:17.519Z,2023-03-07T08:27:25Z,4071050039,1,,4071050023,140,55.5,4071050043,74,,4071050035,213,6.0,4071050017,124,,4071050019,56,Right,4071050033,212,55.8,4071050029,141,11.4,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077739,28,1,1,3,18,2ezfenuwk3y65p8jdbj55xqt0,0,45.1,94.8,2023-03-04T15:04:21.217Z,2023-03-07T08:27:35Z,4071049809,213,0.3,4071049801,56,Left,4071049807,212,16.0,4079887321,388,,4071049799,3,,4071049803,140,59.8,4071049805,141,100.0,,,,8xxeuttt1yy26qf8w73bqua51,M. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077891,22,5,1,3,20,5g1fnexeromjl0lvnxp8hpnhi,1,42.9,-1.4,2023-03-04T15:04:22.413Z,2023-03-07T08:27:40Z,4071050515,56,Back,4071050519,347,,4071050627,233,29,,,,,,,,,,,,,,,,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077767,29,5,1,3,20,2ezfenuwk3y65p8jdbj55xqt0,0,57.1,101.4,2023-03-04T15:04:22.413Z,2023-03-07T08:27:40Z,4071049911,56,Left,4071050665,233,22,4071049913,347,,,,,,,,,,,,,,,,,8xxeuttt1yy26qf8w73bqua51,M. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077965,23,1,1,3,24,5g1fnexeromjl0lvnxp8hpnhi,0,45.6,0,2023-03-04T15:04:27.057Z,2023-03-07T08:27:48Z,4071050975,107,,4071050987,1,,4071050981,141,9.7,4071050979,140,65.4,4071050977,56,Right,4071050985,213,0.4,4071050983,212,22.2,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
