id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2492087617,124,1,1,14,23,80jtkz2echk6yyyb9e2595cxr,0,77.3,39.8,2022-12-17T15:15:44.456Z,2022-12-20T06:15:52Z,3949984681,213,5.6,3949984677,141,22.7,3952057983,388,,3949984671,3,,3949984679,212,17.6,3949984675,140,89.9,3951797383,189,,3949984673,56,Center,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087731,138,12,1,14,26,8w89tsles26jm12aoelwvlttt,1,10.5,76.7,2022-12-17T15:15:47.200Z,2022-12-20T05:33:45Z,3949985297,141,79.6,3949985301,213,0.1,3949985299,212,34.9,3949985295,140,43.7,3952058025,178,,3949985293,56,Back,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087647,125,8,1,14,28,80jtkz2echk6yyyb9e2595cxr,1,62,20.6,2022-12-17T15:15:49.205Z,2022-12-20T05:33:49Z,3949984949,15,,3951797475,384,,3952058057,388,,3949984819,56,Right,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087653,126,43,1,14,29,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-17T15:15:50.185Z,2022-12-17T15:15:52Z,3949984849,56,Right,3949984929,144,8,,,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087699,127,43,1,14,33,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-17T15:15:54.601Z,2022-12-17T15:15:56Z,3949985231,144,49,,,,,,,,,,,,,,,,,,,,,,8xyeap5blm4g6swv05g95aesq,J. Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087807,128,1,1,14,34,80jtkz2echk6yyyb9e2595cxr,1,20.2,36.4,2022-12-17T15:15:55.733Z,2022-12-20T05:34:03Z,3949985683,140,27.7,3949985685,141,46.4,3949985681,56,Back,3949985689,213,0.7,3952058135,178,,3949985687,212,10.4,,,,,,,8xyeap5blm4g6swv05g95aesq,J. Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087863,129,1,1,14,38,80jtkz2echk6yyyb9e2595cxr,1,27.7,46.4,2022-12-17T15:15:59.532Z,2022-12-20T05:34:08Z,3949986011,140,28.4,3949986009,56,Back,3952058181,178,,3949986017,213,4.7,3949986013,141,5.6,3949986015,212,27.8,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087919,130,1,1,14,43,80jtkz2echk6yyyb9e2595cxr,1,35.1,18.5,2022-12-17T15:16:04.038Z,2022-12-20T05:34:12Z,3949986303,56,Back,3952058241,178,,3949986305,140,31.6,3949986309,212,23.9,3949986307,141,53.3,3949986311,213,1.7,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492087973,131,1,1,14,48,80jtkz2echk6yyyb9e2595cxr,1,33,58.7,2022-12-17T15:16:09.075Z,2022-12-20T05:34:17Z,3949986645,141,96.3,3949986643,140,59.0,3949986647,212,37.4,3949986651,1,,3949986649,213,0.8,3952058285,178,,3949986641,56,Left,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088001,132,1,1,14,51,80jtkz2echk6yyyb9e2595cxr,1,59,96.3,2022-12-17T15:16:12.666Z,2022-12-20T05:34:31Z,3949986763,141,74.5,3952058405,178,,3949986765,212,15.5,3949986761,140,63.2,3949986759,56,Center,3949986767,213,5.0,,,,,,,89wk8a6aqw64nub8dgdj7zjl5,D. Hume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492427853,845,61,1,14,52,80jtkz2echk6yyyb9e2595cxr,0,64.5,79.5,2022-12-17T15:16:13.692Z,2022-12-20T05:35:10Z,3952058721,178,,3951798043,56,Left,,,,,,,,,,,,,,,,,,,307tfvtl56s1rf61x8kjevjzd,J. Koroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088125,140,1,1,14,53,8w89tsles26jm12aoelwvlttt,0,37.6,21.1,2022-12-17T15:16:14.173Z,2022-12-20T05:35:13Z,3951798359,236,,3951798177,141,24.4,3951798361,286,,3951798181,213,1.1,3949987427,56,Back,3951798179,212,2.5,3952058737,178,,3951798175,140,38.6,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,3952013141,233,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,
2492088003,133,74,1,14,53,80jtkz2echk6yyyb9e2595cxr,1,61.4,73.6,2022-12-17T15:16:14.231Z,2022-12-20T05:35:19Z,3949986771,56,Center,3952013145,233,140,3952058769,178,,3951798283,285,,,,,,,,,,,,,,307tfvtl56s1rf61x8kjevjzd,J. Koroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088127,141,4,1,14,56,8w89tsles26jm12aoelwvlttt,1,45.6,21.9,2022-12-17T15:16:17.468Z,2022-12-20T05:35:26Z,3949987435,56,Back,3949987433,295,,3949987441,233,134,3949987437,152,,3949987439,286,,3949987431,13,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088107,134,4,1,14,56,80jtkz2echk6yyyb9e2595cxr,0,54.4,78.1,2022-12-17T15:16:17.469Z,2022-12-20T05:35:25Z,3949987343,295,,3949987345,56,Center,3949987349,285,,3949987461,233,141,3949987341,13,,3952058833,178,,3949987347,152,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088187,142,1,1,15,5,8w89tsles26jm12aoelwvlttt,1,47.3,28.9,2022-12-17T15:16:26.255Z,2022-12-20T05:10:49Z,3952046893,178,,3949987761,141,26.4,3949987759,140,32.7,3951798657,189,,3949987757,56,Back,3949987753,5,,3949987763,212,15.4,3949987755,152,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,3949987765,213,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,
2492088219,143,1,1,15,8,8w89tsles26jm12aoelwvlttt,1,33.5,26.2,2022-12-17T15:16:29.618Z,2022-12-20T05:10:52Z,3949987901,212,9.8,3949987895,56,Back,3949987903,213,0.8,3951798685,189,,3952046919,178,,3949987897,140,40.1,3949987899,141,36.3,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088257,144,1,1,15,10,8w89tsles26jm12aoelwvlttt,1,40.1,36.3,2022-12-17T15:16:31.426Z,2022-12-20T05:10:56Z,3949988115,140,32.3,3952046949,178,,3949988121,213,4.1,3949988117,141,20.0,3951798687,189,,3949988119,212,13.8,3949988111,56,Back,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088291,145,1,1,15,12,8w89tsles26jm12aoelwvlttt,1,32.3,19.8,2022-12-17T15:16:33.585Z,2022-12-20T05:10:59Z,3949988297,56,Back,3949988299,140,25.7,3951798757,189,,3949988301,141,49.7,3949988305,213,1.9,3952046963,178,,3949988303,212,21.5,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088273,135,43,1,15,13,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-17T15:16:34.241Z,2022-12-17T15:16:42Z,3949988199,141,6.7,3949988901,144,1,3949988195,56,Right,3949988197,140,66.6,3949988203,213,1.0,3949988201,212,2.8,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088349,146,1,1,15,15,8w89tsles26jm12aoelwvlttt,1,26.8,50.4,2022-12-17T15:16:35.995Z,2022-12-20T05:11:01Z,3949988547,213,1.3,3951798789,189,,3952046993,178,,3949988541,140,31.9,3949988545,212,21.7,3949988543,141,81.4,3949988539,56,Back,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088385,147,1,1,15,17,8w89tsles26jm12aoelwvlttt,1,32,81.2,2022-12-17T15:16:38.257Z,2022-12-20T05:11:05Z,3949988763,140,24.6,3952047005,178,,3949988777,213,4.3,3949988773,212,20.3,3949988759,56,Back,3949988767,141,53.6,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088433,148,1,1,15,20,8w89tsles26jm12aoelwvlttt,1,15.4,45.2,2022-12-17T15:16:41.468Z,2022-12-20T05:11:36Z,3949988993,56,Back,3949988995,140,21.5,3949988999,212,25.3,3949989001,213,5.0,3952047247,178,,3949988997,141,9.2,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088509,149,1,1,15,22,8w89tsles26jm12aoelwvlttt,1,21.8,9.2,2022-12-17T15:16:43.546Z,2022-12-20T05:11:39Z,3952047291,178,,3949989371,141,28.8,3949989365,157,,3949989377,1,,3949989373,212,28.1,3949989369,140,45.4,3949989375,213,0.5,3949989367,56,Back,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492090025,166,44,1,15,26,8w89tsles26jm12aoelwvlttt,1,42.8,27.7,2022-12-17T15:16:47.223Z,2022-12-20T06:15:53Z,3949997601,285,,3949997599,56,Back,3949997631,233,136,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088485,136,44,1,15,26,80jtkz2echk6yyyb9e2595cxr,0,57.2,72.3,2022-12-17T15:16:47.224Z,2022-12-20T05:12:00Z,3949989257,56,Center,3949989261,286,,3949997665,233,166,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088517,150,61,1,15,26,8w89tsles26jm12aoelwvlttt,1,45.4,28.8,2022-12-17T15:16:47.260Z,2022-12-20T06:15:53Z,3952047841,21,,3949989397,56,Back,3952047843,178,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492428153,627,1,1,15,27,8w89tsles26jm12aoelwvlttt,0,44.2,23.1,2022-12-17T15:16:48.456Z,2022-12-20T05:12:51Z,3951799715,212,13.7,3951799709,56,Center,3951799717,213,0.6,3951799711,140,54.8,3951799713,141,34.9,3951799707,3,,3952047923,178,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088543,137,1,1,15,29,80jtkz2echk6yyyb9e2595cxr,0,41.5,62.9,2022-12-17T15:16:50.039Z,2022-12-20T05:12:58Z,3949989543,140,58.0,3949989531,3,,3949989539,56,Center,3949989545,141,59.6,3952047955,388,,3949989549,213,6.2,3949989547,212,17.5,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088607,151,1,1,15,31,8w89tsles26jm12aoelwvlttt,1,43.4,31.2,2022-12-17T15:16:52.730Z,2022-12-20T05:13:01Z,3949989867,213,0.8,3949989861,140,55.8,3949989859,56,Center,3952047985,178,,3949989865,212,18.8,3949989863,141,51.2,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088719,152,1,1,15,34,8w89tsles26jm12aoelwvlttt,1,60.4,55.1,2022-12-17T15:16:55.737Z,2022-12-20T05:13:05Z,3949990443,141,85.9,3949990439,56,Left,3949990445,212,33.5,3952048011,178,,3949990441,140,85.3,3949990449,1,,3949990447,213,0.7,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088721,153,3,1,15,39,8w89tsles26jm12aoelwvlttt,0,88.2,88.4,2022-12-17T15:17:00.358Z,2022-12-20T05:13:22Z,3949990457,286,,3952048145,178,,3949990455,56,Left,3951799887,464,,3949990461,211,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088749,138,49,1,15,41,80jtkz2echk6yyyb9e2595cxr,1,27.1,23.7,2022-12-17T15:17:01.951Z,2022-12-20T05:13:28Z,,,,,,,,,,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088783,139,1,1,15,43,80jtkz2echk6yyyb9e2595cxr,1,27.1,23.7,2022-12-17T15:17:03.848Z,2022-12-20T05:13:32Z,3949990819,141,13.5,3952048215,178,,3949990821,212,9.3,3949990817,140,33.0,3949990815,56,Back,3949990823,213,5.4,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088797,140,1,1,15,46,80jtkz2echk6yyyb9e2595cxr,0,39.5,27.7,2022-12-17T15:17:07.013Z,2022-12-20T05:13:42Z,3949990875,140,45.4,3949990881,213,1.4,3949990877,141,70.5,3949990871,56,Back,3952048279,178,,3949990879,212,29.8,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088849,155,49,1,15,47,8w89tsles26jm12aoelwvlttt,1,58.3,29.8,2022-12-17T15:17:08.478Z,2022-12-20T05:13:50Z,,,,,,,,,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088823,154,43,1,15,48,8w89tsles26jm12aoelwvlttt,1,0,0,2022-12-17T15:17:09.491Z,2022-12-19T15:44:07Z,3949990999,56,Center,3951800059,144,8,,,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088889,156,1,1,15,49,8w89tsles26jm12aoelwvlttt,1,51.2,33.7,2022-12-17T15:17:10.715Z,2022-12-20T05:13:55Z,3949991325,141,44.8,3949991323,140,56.2,3949991327,212,9.2,3949991329,213,1.0,3952048387,178,,3949991321,56,Center,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088909,157,1,1,15,51,8w89tsles26jm12aoelwvlttt,1,56.2,44.8,2022-12-17T15:17:11.925Z,2022-12-20T05:14:00Z,3949991439,213,3.0,3949991437,212,13.4,3952048429,178,,3949991433,140,43.6,3949991435,141,47.8,3949991429,56,Back,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088949,158,1,1,15,52,8w89tsles26jm12aoelwvlttt,1,43.6,47.8,2022-12-17T15:17:13.354Z,2022-12-20T05:14:03Z,3949991641,141,74.8,3952048457,178,,3949991643,212,18.7,3949991639,140,47.1,3949991645,213,1.4,3949991637,56,Back,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492088991,159,1,1,15,55,8w89tsles26jm12aoelwvlttt,1,55.7,81.7,2022-12-17T15:17:16.837Z,2022-12-20T05:14:07Z,3952048485,178,,3949991867,141,96.8,3949991869,212,20.7,3949991865,140,72.8,3949991863,56,Left,3949991871,213,0.5,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089017,160,1,1,15,58,8w89tsles26jm12aoelwvlttt,1,72.7,96.6,2022-12-17T15:17:19.520Z,2022-12-20T05:14:10Z,3949992007,140,73.8,3949992011,212,9.7,3949992009,141,82.4,3949992013,213,4.8,3952048527,178,,3949992005,56,Left,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089039,161,1,1,15,59,8w89tsles26jm12aoelwvlttt,0,73.7,82.1,2022-12-17T15:17:20.370Z,2022-12-20T05:14:13Z,3949992117,213,0.7,3949992101,56,Left,3949992109,141,100.0,3949992105,140,88.8,3949992113,212,20.5,3952048551,178,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089215,141,5,1,16,1,80jtkz2echk6yyyb9e2595cxr,1,13.8,-1.6,2022-12-17T15:17:22.153Z,2022-12-20T05:14:16Z,3949993027,233,162,3949993001,347,,3949992999,56,Back,,,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089051,162,5,1,16,1,8w89tsles26jm12aoelwvlttt,0,86.2,101.6,2022-12-17T15:17:22.153Z,2022-12-20T05:14:17Z,3949992169,56,Left,3949992173,347,,3949993037,233,141,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089231,142,1,1,16,11,80jtkz2echk6yyyb9e2595cxr,1,10.3,0,2022-12-17T15:17:32.265Z,2022-12-20T05:14:22Z,3949993095,212,12.0,3949993087,107,,3949993089,56,Back,3949993093,141,4.4,3949993097,213,0.3,3949993091,140,21.1,3951800331,189,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089383,143,1,1,16,14,80jtkz2echk6yyyb9e2595cxr,1,17.8,9.7,2022-12-17T15:17:35.301Z,2022-12-20T05:14:32Z,3949993939,212,38.3,3949993931,155,,3949993943,1,,3949993937,141,65.1,3952048699,178,,3949993941,213,1.8,3949993933,56,Back,3949993935,140,11.1,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089417,144,1,1,16,21,80jtkz2echk6yyyb9e2595cxr,0,11.7,92.1,2022-12-17T15:17:42.407Z,2022-12-20T05:14:39Z,3949994123,140,53.7,3949994131,1,,3949994125,141,86.0,3949994129,213,6.2,3952048747,178,,3949994121,56,Left,3949994127,212,44.3,3949994119,155,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089555,164,1,1,16,24,8w89tsles26jm12aoelwvlttt,1,45.9,16.1,2022-12-17T15:17:44.928Z,2022-12-20T05:14:48Z,3949994879,140,66.4,3949994881,141,29.1,3949994877,56,Center,3949994885,213,0.4,3949994873,3,,3949994883,212,23.3,3952048817,388,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089565,165,4,1,16,26,8w89tsles26jm12aoelwvlttt,1,72.6,28.4,2022-12-17T15:17:47.585Z,2022-12-20T05:14:53Z,3949994915,294,,3949994913,13,,3949994921,286,,3949994917,56,Center,3949994951,233,145,3949994919,152,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492089531,145,4,1,16,26,80jtkz2echk6yyyb9e2595cxr,0,27.4,71.6,2022-12-17T15:17:47.586Z,2022-12-20T05:14:53Z,3949994737,285,,3949994969,233,165,3949994731,294,,3949994729,13,,3949994735,152,,3952048861,178,,3949994733,56,Back,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492090865,167,1,1,17,43,8w89tsles26jm12aoelwvlttt,1,74.8,26.1,2022-12-17T15:19:04.357Z,2022-12-20T05:15:01Z,3950002255,213,1.5,3950002253,212,4.4,3950004559,210,15,3950002249,140,75.1,3950002247,56,Center,3950002243,5,,3952048917,178,,3950002245,152,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,3950004561,154,3950002251,141,32.5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2492090871,168,15,1,17,45,8w89tsles26jm12aoelwvlttt,1,75.1,33,2022-12-17T15:19:05.874Z,2022-12-20T05:15:02Z,3950003637,233,146,3950004613,231,49.5,3950003617,24,,3950004591,29,,3950004593,154,,3950002279,18,,3950004609,147,41.3,3950004607,146,86.2,9qeg65oa5skmypxvt73vckfrp,B. Johnson,3950004611,230,3950003621,72,,3950002281,56,Center,3950004603,328,,3951804139,215,98.5,,,3950004599,102,3950004587,78,3950004595,55,3950004601,103,19,3950003627,82,51.8,167,3952048943,178,,,,,,
2492090901,146,10,1,17,45,80jtkz2echk6yyyb9e2595cxr,1,13.8,54.9,2022-12-17T15:19:06.229Z,2022-12-20T09:01:37Z,3950003657,233,168,3950002441,94,,3952048999,178,,3952132493,21,,3950002443,56,Back,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492090897,169,15,1,17,47,8w89tsles26jm12aoelwvlttt,1,75.9,40.6,2022-12-17T15:19:08.657Z,2022-12-20T05:15:13Z,3950005931,458,,3950005939,231,48.6,3950005925,102,49.1,3950002429,56,Center,3950005169,72,,3950005937,230,99.1,3950005923,78,,3950002427,18,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,3950005173,82,3950005205,233,147,3950005933,146,85.3,3950005927,103,12.5,3952049059,178,,,,3950005935,147,3950005929,215,3950005921,24,,,,,,43.9,,,,,,,,,
2492090919,147,10,1,17,48,80jtkz2echk6yyyb9e2595cxr,1,10.8,51.2,2022-12-17T15:19:09.101Z,2022-12-20T05:15:18Z,3952049095,178,,3950005233,233,169,3950002519,94,,3950002521,56,Back,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091029,148,12,1,17,49,80jtkz2echk6yyyb9e2595cxr,1,12.4,46,2022-12-17T15:19:10.141Z,2022-12-20T05:15:25Z,3950003087,212,14.8,3952049149,178,,3950003085,141,46.1,3950003089,213,0.0,3950003081,56,Back,3950003083,140,26.5,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091033,149,81,1,17,49,80jtkz2echk6yyyb9e2595cxr,0,26.5,46.1,2022-12-17T15:19:10.602Z,2022-12-20T05:15:33Z,3950003103,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091465,150,68,1,18,26,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-17T15:19:47.829Z,2022-12-20T05:16:34Z,3950005631,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091581,170,68,1,18,26,8w89tsles26jm12aoelwvlttt,0,0,0,2022-12-17T15:19:47.830Z,2022-12-20T05:16:17Z,3950010885,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091529,151,49,1,18,27,80jtkz2echk6yyyb9e2595cxr,1,20.8,33.6,2022-12-17T15:19:48.826Z,2022-12-20T11:23:31Z,,,,,,,,,,,,,,,,,,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091539,152,1,1,18,29,80jtkz2echk6yyyb9e2595cxr,0,20.8,33.6,2022-12-17T15:19:50.632Z,2022-12-20T05:16:52Z,3950005883,157,,3950005891,212,57.1,3952049927,178,,3950005885,56,Center,3950005889,141,27.1,3950005893,213,6.2,3950005895,1,,3950005887,140,75.0,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091639,171,1,1,18,32,8w89tsles26jm12aoelwvlttt,0,38.7,67,2022-12-17T15:19:53.433Z,2022-12-20T05:17:01Z,3950006515,213,0.2,3952050013,388,,3950006513,212,13.6,3950006505,56,Center,3950006509,140,51.3,3950006501,3,,3950006511,141,71.5,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492429133,846,61,1,18,33,80jtkz2echk6yyyb9e2595cxr,1,49.6,26.5,2022-12-17T15:19:54.824Z,2022-12-20T05:17:13Z,3951804901,56,Back,3952050073,178,,3952050107,21,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091605,153,61,1,18,35,80jtkz2echk6yyyb9e2595cxr,0,47.4,14.2,2022-12-17T15:19:56.027Z,2022-12-20T05:17:20Z,3952050189,178,,3950006323,56,Back,,,,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091735,172,49,1,18,37,8w89tsles26jm12aoelwvlttt,1,52.6,85.8,2022-12-17T15:19:57.881Z,2022-12-20T05:17:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
