id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/19/value,assist
2500350963,85,1,1,9,33,3ptd7zlc5isrongig0wij2id4,1,71.4,95.4,2023-01-24T19:56:17.029Z,2023-01-26T12:56:33Z,3993586727,141,90.9,3993586729,212,3.9,3993586731,213,5.4,3993586725,140,73.7,3993586723,56,Left,3995600415,178,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500350967,86,50,1,9,33,3ptd7zlc5isrongig0wij2id4,1,68.5,85.4,2023-01-24T19:56:17.705Z,2023-01-26T12:56:41Z,3993586737,56,Left,3993586767,233,69,3993586739,286,,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500350973,69,7,1,9,35,ejm092fnt9zoxbpuklzd52ji8,0,31.5,14.6,2023-01-24T19:56:19.065Z,2023-01-26T12:56:46Z,3995600485,389,,3993586761,233,86,3994372609,385,,3993586759,285,,3993586757,56,Back,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351019,87,1,1,9,37,3ptd7zlc5isrongig0wij2id4,1,62.8,84.8,2023-01-24T19:56:20.856Z,2023-01-26T12:56:50Z,3995600511,178,,3993586953,213,0.2,3993586945,56,Left,3993586951,212,18.3,3993586947,140,79.8,3993586949,141,90.5,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351023,88,50,1,9,38,3ptd7zlc5isrongig0wij2id4,1,83.8,90,2023-01-24T19:56:21.968Z,2023-01-26T12:57:00Z,3993587019,233,70,3993586971,286,,3993586969,56,Left,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351011,70,7,1,9,39,ejm092fnt9zoxbpuklzd52ji8,1,16.2,10,2023-01-24T19:56:22.975Z,2023-01-26T12:57:14Z,3994372773,383,,3993586995,233,88,3993586933,285,,3993586931,56,Back,3995600653,178,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351017,71,49,1,9,39,ejm092fnt9zoxbpuklzd52ji8,1,13.5,12,2023-01-24T19:56:23.413Z,2023-01-26T12:57:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351057,72,1,1,9,42,ejm092fnt9zoxbpuklzd52ji8,0,9.7,17.7,2023-01-24T19:56:26.061Z,2023-01-26T12:57:25Z,3993587123,141,22.4,3995600697,178,,3993587119,56,Center,3993587117,155,,3993587129,1,,3993587127,213,0.1,3993587121,140,56.2,3993587125,212,48.9,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351061,89,49,1,9,45,3ptd7zlc5isrongig0wij2id4,1,44.6,68.1,2023-01-24T19:56:29.615Z,2023-01-26T12:57:32Z,,,,,,,,,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351087,90,1,1,9,47,3ptd7zlc5isrongig0wij2id4,0,45.9,74.8,2023-01-24T19:56:31.134Z,2023-01-26T12:57:35Z,3993587253,140,73.0,3995600765,178,,3993587257,212,30.6,3993587259,213,0.4,3993587255,141,91.4,3993587251,56,Left,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351121,73,1,1,9,49,ejm092fnt9zoxbpuklzd52ji8,1,27.2,7,2023-01-24T19:56:32.908Z,2023-01-26T12:57:39Z,3995600813,178,,3993587437,213,0.8,3993587429,56,Back,3993587435,212,10.0,3993587431,140,33.8,3993587433,141,17.6,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351125,74,49,1,9,50,ejm092fnt9zoxbpuklzd52ji8,1,33.8,17.6,2023-01-24T19:56:34.515Z,2023-01-26T12:57:47Z,,,,,,,,,,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351145,75,1,1,9,50,ejm092fnt9zoxbpuklzd52ji8,1,33.8,17.6,2023-01-24T19:56:34.575Z,2023-01-26T12:57:49Z,3993587543,141,36.4,3993587539,56,Back,3995600883,178,,3993587547,213,0.9,3993587541,140,43.6,3993587545,212,16.4,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351249,76,1,1,9,54,ejm092fnt9zoxbpuklzd52ji8,1,43.6,36.4,2023-01-24T19:56:37.945Z,2023-01-26T12:57:56Z,3993588073,56,Back,3995600911,178,,3993588077,141,8.9,3993588079,212,19.0,3993588075,140,47.0,3993588081,213,4.9,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351273,77,1,1,10,2,ejm092fnt9zoxbpuklzd52ji8,1,73.8,20.3,2023-01-24T19:56:46.011Z,2023-01-26T12:58:00Z,3993588193,141,21.0,3993588197,212,17.3,3993588189,140,90.3,3993588201,213,0.0,3993588185,56,Right,3995600921,178,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351287,78,1,1,10,4,ejm092fnt9zoxbpuklzd52ji8,0,95,21.5,2023-01-24T19:56:48.228Z,2023-01-26T12:58:50Z,3995601061,178,,3993588291,212,11.6,3993588285,56,Center,3993588287,140,93.1,3993588289,141,38.3,3993588293,213,1.7,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351307,91,12,1,10,4,3ptd7zlc5isrongig0wij2id4,1,7.7,65.2,2023-01-24T19:56:48.766Z,2023-01-26T12:58:54Z,3995601073,178,,3993588389,56,Back,3993588393,140,0.0,3993588399,213,2.6,3993588437,167,,3993588397,212,10.9,3993588395,141,73.3,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351327,79,6,1,10,6,ejm092fnt9zoxbpuklzd52ji8,1,100,26.8,2023-01-24T19:56:49.865Z,2023-01-26T12:58:58Z,3993588483,233,92,3993588477,56,Center,3993588479,75,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351311,92,6,1,10,6,3ptd7zlc5isrongig0wij2id4,0,0,73.2,2023-01-24T19:56:49.865Z,2023-01-26T12:58:59Z,3993588491,233,79,3993588417,56,Back,3993588419,73,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351783,80,1,1,10,43,ejm092fnt9zoxbpuklzd52ji8,0,99.5,0.5,2023-01-24T19:57:27.760Z,2023-01-26T12:59:02Z,3993590735,233,94,3993590643,6,,3993590653,141,55.2,3993590659,1,,3993590649,56,Center,3993590657,213,1.7,3993590641,2,,3993590651,140,95.9,6ln898p7stih8l7ikzloet0b9,D. Worrall,3994373337,225,3994373189,20,,3994373339,387,,3995601113,178,,3993590655,212,,,37.4,3993590645,155,,,,,,,,,,,,,,,,,,,,
2500351789,93,44,1,10,46,3ptd7zlc5isrongig0wij2id4,1,5.9,43.4,2023-01-24T19:57:30.224Z,2023-01-27T11:11:21Z,3993590689,56,Back,3993590693,285,,3993590725,233,81,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351785,81,44,1,10,46,ejm092fnt9zoxbpuklzd52ji8,0,94.1,56.6,2023-01-24T19:57:30.225Z,2023-01-26T12:59:06Z,3993590753,233,93,3993590665,286,,3993590663,56,Center,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351795,94,11,1,10,46,3ptd7zlc5isrongig0wij2id4,1,7.7,42.1,2023-01-24T19:57:30.407Z,2023-01-27T11:11:22Z,3993590707,56,Back,3993590709,88,,3995601163,388,,3994373313,378,,3993590775,233,80,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500351967,95,80,1,11,4,3ptd7zlc5isrongig0wij2id4,0,16,43.9,2023-01-24T19:57:47.885Z,2023-01-26T12:59:37Z,3995601273,178,,,,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352035,96,1,1,11,9,3ptd7zlc5isrongig0wij2id4,0,24.7,36.1,2023-01-24T19:57:53.222Z,2023-01-26T12:59:55Z,3993592039,140,73.4,3995601335,178,,3993592037,56,Center,3993592043,212,51.2,3993592035,155,,3993592041,141,32.2,3993592045,213,6.2,3993592047,1,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352065,82,1,1,11,12,ejm092fnt9zoxbpuklzd52ji8,0,23.9,69.3,2023-01-24T19:57:56.600Z,2023-01-26T13:00:02Z,3993592201,140,36.9,3993592205,212,14.6,3993592199,56,Back,3993592197,3,,3993592207,213,5.9,3995601371,388,,3993592203,141,61.5,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352083,97,1,1,11,15,3ptd7zlc5isrongig0wij2id4,1,60.2,32.5,2023-01-24T19:57:59Z,2023-01-26T13:00:06Z,3993592299,141,36.9,3993592303,213,0.5,3995601385,388,,3993592293,3,,3993592297,140,65.2,3993592295,56,Center,3993592301,212,6.0,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352089,98,1,1,11,15,3ptd7zlc5isrongig0wij2id4,0,65.2,36.9,2023-01-24T19:57:59.394Z,2023-01-26T13:00:13Z,3993592323,56,Center,3993592331,213,5.8,3993592329,212,6.6,3993592327,141,32.4,3993592321,3,,3995601411,178,,3993592325,140,70.8,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352111,83,1,1,11,16,ejm092fnt9zoxbpuklzd52ji8,1,31.3,65.4,2023-01-24T19:58:00.366Z,2023-01-27T05:25:56Z,3995601423,178,,3993592433,141,8.5,3993592431,140,41.4,3993592435,212,40.1,3993592429,56,Back,3993592427,157,,3993592439,1,,3993592437,213,5.0,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352113,84,49,1,11,21,ejm092fnt9zoxbpuklzd52ji8,1,43.3,8,2023-01-24T19:58:04.853Z,2023-01-26T13:00:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352159,85,1,1,11,23,ejm092fnt9zoxbpuklzd52ji8,1,60.5,5,2023-01-24T19:58:07.621Z,2023-01-26T13:00:23Z,3993592723,141,17.7,3993592719,56,Right,3993592727,213,0.8,3995601461,178,,3993592721,140,68.3,3993592725,212,11.9,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352183,86,1,1,11,27,ejm092fnt9zoxbpuklzd52ji8,1,64.6,19.1,2023-01-24T19:58:11.405Z,2023-01-27T05:15:24Z,3993592865,140,72.7,3993592867,141,19.7,3993592871,213,0.0,3993592869,212,8.5,3993592863,56,Right,3995601517,178,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352243,87,1,1,11,30,ejm092fnt9zoxbpuklzd52ji8,1,74.4,16.5,2023-01-24T19:58:14.742Z,2023-01-26T13:00:32Z,3993593203,140,69.4,3993593209,213,2.3,3993593207,212,7.6,3993593201,56,Center,3993593205,141,24.6,3995601559,178,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352275,88,1,1,11,36,ejm092fnt9zoxbpuklzd52ji8,1,68.3,28.9,2023-01-24T19:58:19.939Z,2023-01-26T13:00:35Z,3993593355,141,13.4,3993593351,56,Right,3993593359,213,3.9,3993593357,212,14.7,3995601575,178,,3993593353,140,58.6,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352339,89,1,1,11,38,ejm092fnt9zoxbpuklzd52ji8,1,58.6,13.4,2023-01-24T19:58:21.874Z,2023-01-26T13:00:38Z,3993593649,140,72.7,3993593647,56,Right,3993593651,141,14.9,3993593655,213,0.1,3995601583,178,,3993593653,212,14.8,,,,,,,a2gluxzt6a3z5xwgu2q482rqh,L. Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352341,90,4,1,11,41,ejm092fnt9zoxbpuklzd52ji8,1,73,21.1,2023-01-24T19:58:24.834Z,2023-01-26T13:00:53Z,3993593663,152,,3993593667,286,,3993593683,233,99,3993593659,13,,3993593665,265,,3993593661,56,Right,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352323,99,4,1,11,41,3ptd7zlc5isrongig0wij2id4,0,27,78.9,2023-01-24T19:58:24.835Z,2023-01-26T13:00:53Z,3993593585,285,,3993593581,152,,3995601697,178,,3993593577,56,Back,3993593693,233,90,3993593573,13,,3993593583,265,,,,,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500352981,91,1,1,12,41,ejm092fnt9zoxbpuklzd52ji8,0,71.4,18.5,2023-01-24T19:59:25.588Z,2023-01-26T13:00:57Z,3993596903,212,28.6,3993596897,56,Center,3993596899,140,89.2,3994376155,20,,3993596891,5,,3993596889,2,,3993596893,155,,3995601715,178,,6ln898p7stih8l7ikzloet0b9,D. Worrall,3993596901,141,3993596895,152,,3994376153,224,,3993596905,213,0.9,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,
2500353011,100,12,1,12,43,3ptd7zlc5isrongig0wij2id4,1,14.1,56.1,2023-01-24T19:59:26.797Z,2023-01-26T13:01:05Z,3993597079,141,11.7,3995601769,388,,3993597077,140,8.8,3993597081,212,30.7,3993597075,56,Back,3993597103,15,,3993597083,213,4.5,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353031,101,49,1,12,46,3ptd7zlc5isrongig0wij2id4,1,8.3,11.6,2023-01-24T19:59:30.473Z,2023-01-26T13:01:10Z,,,,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353043,102,1,1,12,46,3ptd7zlc5isrongig0wij2id4,0,8.2,11.1,2023-01-24T19:59:30.516Z,2023-01-26T13:01:13Z,3993597221,213,0.3,3993597213,56,Back,3993597219,212,26.1,3995601825,178,,3993597217,141,22.8,3993597215,140,31.9,3993597211,157,,3993597223,1,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353099,92,1,1,12,48,ejm092fnt9zoxbpuklzd52ji8,1,65.4,75.6,2023-01-24T19:59:32.013Z,2023-01-26T13:01:18Z,3993597517,212,14.9,3993597519,213,0.2,3993597511,56,Left,3993597515,141,80.9,3995601867,178,,3993597513,140,79.2,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353103,93,4,1,12,50,ejm092fnt9zoxbpuklzd52ji8,1,78.5,80.5,2023-01-24T19:59:34.385Z,2023-01-26T13:01:41Z,3993597531,152,,3993597543,233,103,3993597535,286,,3993597529,56,Left,3993597527,13,,3993597533,265,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353071,103,4,1,12,50,3ptd7zlc5isrongig0wij2id4,0,21.5,19.5,2023-01-24T19:59:34.386Z,2023-01-26T13:01:41Z,3993597383,285,,3993597375,13,,3993597381,265,,3993597379,152,,3995602069,389,,3993597377,56,Back,3993597561,233,93,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353707,94,1,1,13,52,ejm092fnt9zoxbpuklzd52ji8,0,75.3,79.6,2023-01-24T20:00:35.956Z,2023-01-26T13:01:45Z,3993600385,155,,3993600397,212,27.2,3993600399,213,5.4,3993600383,5,,3994376429,224,,3994376431,72,,3993600391,140,92.3,3993600389,56,Center,5ozfcga88glwzazkg65ahwa8l,M. Benning,3993600393,141,3993600387,152,,3995602095,178,,3993600381,2,,,,49.4,,,,,,,,,,,,,,,,,,,,,,,,
2500353729,104,12,1,13,53,3ptd7zlc5isrongig0wij2id4,1,9.3,54.6,2023-01-24T20:00:37.204Z,2023-01-26T13:01:49Z,3993600475,141,12.2,3993600471,56,Back,3993600479,213,4.6,3995602125,388,,3993600477,212,29.0,3993600495,15,,3993600473,140,6.6,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500507129,815,3,1,13,57,3ptd7zlc5isrongig0wij2id4,0,5,6.6,2023-01-24T20:00:41.191Z,2023-01-26T13:02:07Z,3995602161,178,,3994376659,56,Back,3994376689,465,,3994376661,285,,3994585731,233,95,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353757,95,7,1,13,57,ejm092fnt9zoxbpuklzd52ji8,1,95,93.4,2023-01-24T20:00:41.288Z,2023-01-26T13:02:03Z,3994376699,286,,3995602241,178,,3994376745,385,,3993600591,56,Left,3994585723,233,815,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353789,96,5,1,13,58,ejm092fnt9zoxbpuklzd52ji8,0,94.8,100.8,2023-01-24T20:00:42.111Z,2023-01-26T13:02:12Z,3993600759,56,Left,3993600761,347,,3993601757,233,105,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500353987,105,5,1,13,58,3ptd7zlc5isrongig0wij2id4,1,5.2,-0.8,2023-01-24T20:00:42.111Z,2023-01-26T13:02:12Z,3993601739,56,Back,3993601741,347,,3993601743,233,96,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354131,106,1,1,14,30,3ptd7zlc5isrongig0wij2id4,0,9.2,0,2023-01-24T20:01:14.664Z,2023-01-26T13:02:15Z,3993602373,141,3.7,3993602369,56,Back,3993602375,212,19.9,3993602371,140,27.9,3993602367,107,,3993602377,213,0.2,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354149,97,1,1,14,32,ejm092fnt9zoxbpuklzd52ji8,1,62.7,89.4,2023-01-24T20:01:16.644Z,2023-01-26T13:02:29Z,3993602455,3,,3993602463,212,11.0,3993602459,140,72.6,3993602457,56,Left,3995602437,178,,3993602465,213,5.9,3993602461,141,84.1,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500833577,950,67,1,14,33,ejm092fnt9zoxbpuklzd52ji8,1,70.7,84.1,2023-01-24T20:01:17.458Z,2023-01-27T11:11:22Z,3996115021,233,952,,,,,,,,,,,,,,,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500833575,952,67,1,14,33,3ptd7zlc5isrongig0wij2id4,0,29.3,15.9,2023-01-24T20:01:17.459Z,2023-01-27T05:20:02Z,3996115027,233,950,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354167,98,1,1,14,33,ejm092fnt9zoxbpuklzd52ji8,0,72.6,84.1,2023-01-24T20:01:17.471Z,2023-01-27T11:11:22Z,3994376915,155,,3995602549,178,,3993602573,140,80.4,3993602575,141,71.8,3993602571,56,Center,3993602577,212,11.7,3993602579,213,5.5,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354173,107,44,1,14,35,3ptd7zlc5isrongig0wij2id4,1,21,28.4,2023-01-24T20:01:19.401Z,2023-01-27T11:11:23Z,3993602591,56,Back,3993602611,233,99,3993602593,285,,,,,,,,,,,,,,,,,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354171,99,44,1,14,35,ejm092fnt9zoxbpuklzd52ji8,0,79,71.6,2023-01-24T20:01:19.402Z,2023-01-26T13:02:48Z,3993602705,233,107,3993602587,56,Center,3993602589,286,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354183,108,1,1,14,35,3ptd7zlc5isrongig0wij2id4,1,23.8,29.1,2023-01-24T20:01:19.446Z,2023-01-27T11:11:23Z,3993602667,56,Back,3993602669,140,24.8,3993602675,213,4.9,3993602671,141,18.0,3993602665,3,,3995602621,388,,3993602673,212,7.6,,,,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500833583,954,67,1,14,36,3ptd7zlc5isrongig0wij2id4,1,22.6,19.1,2023-01-24T20:01:20.456Z,2023-01-27T11:11:24Z,3996115071,233,951,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500833581,951,67,1,14,36,ejm092fnt9zoxbpuklzd52ji8,0,77.4,80.9,2023-01-24T20:01:20.457Z,2023-01-27T05:20:19Z,3996115079,233,954,,,,,,,,,,,,,,,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354195,109,1,1,14,36,3ptd7zlc5isrongig0wij2id4,1,23.3,17.1,2023-01-24T20:01:20.478Z,2023-01-27T11:11:24Z,3995602713,178,,3993602725,141,5.0,3993602729,213,5.5,3993602731,1,,3993602727,212,11.2,3993602721,56,Back,3993602723,140,30.5,3993602719,157,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354213,111,1,1,14,37,3ptd7zlc5isrongig0wij2id4,0,30.5,5,2023-01-24T20:01:21.206Z,2023-01-26T13:03:03Z,3993602787,140,42.8,3993602789,141,5.8,3993602793,213,0.0,3995602771,178,,3993602781,155,,3993602783,56,Back,3993602791,212,12.9,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354189,100,43,1,14,38,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-01-24T20:01:22.398Z,2023-01-24T20:01:41Z,3993603807,144,61,3993602709,56,Left,,,,,,,,,,,,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354249,101,1,1,14,39,ejm092fnt9zoxbpuklzd52ji8,1,55.3,79.7,2023-01-24T20:01:22.805Z,2023-01-26T13:03:09Z,3993602943,140,64.0,3995602859,178,,3993602939,3,,3993602947,212,9.2,3993602949,213,0.1,3993602945,141,81.7,3993602941,56,Left,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500354201,110,43,1,14,39,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-01-24T20:01:23.101Z,2023-01-24T20:01:56Z,3993604509,144,49,,,,,,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
