id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2518321293,6,5,1,0,14,ejm092fnt9zoxbpuklzd52ji8,0,38.7,102,2023-03-11T15:00:29.522Z,2023-03-14T10:55:55Z,4088248835,56,Back,4088250195,233,6,4088248837,347,,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321589,6,5,1,0,14,8rfydplrc9ki0sirqi0drcybk,1,61.3,-2,2023-03-11T15:00:29.522Z,2023-03-14T10:55:54Z,4088250121,56,Right,4088250123,347,,4088250171,233,6,,,,,,,,,,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321639,7,1,1,0,25,8rfydplrc9ki0sirqi0drcybk,1,60.1,0,2023-03-11T15:00:40.423Z,2023-03-14T10:55:56Z,4088250349,56,Right,4088250357,213,1.9,4088250351,140,58.3,4088250353,141,7.4,4088250347,107,,4088252283,189,,4088250355,212,6.5,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321667,8,1,1,0,29,8rfydplrc9ki0sirqi0drcybk,0,60.7,8,2023-03-11T15:00:44.534Z,2023-03-14T10:56:00Z,4088250477,141,14.4,4088250471,155,,4088250473,56,Right,4088250479,212,9.4,4088250481,213,0.5,4097599543,178,,4088250475,140,68.6,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321715,7,1,1,0,30,ejm092fnt9zoxbpuklzd52ji8,1,16.6,84.7,2023-03-11T15:00:45.935Z,2023-03-14T10:56:03Z,4097599603,178,,4088250755,212,13.6,4088250757,213,6.1,4088250749,56,Back,4088250753,141,80.3,4088250751,140,29.2,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321735,8,1,1,0,31,ejm092fnt9zoxbpuklzd52ji8,1,29.4,80.6,2023-03-11T15:00:46.593Z,2023-03-14T10:56:28Z,4088250837,212,10.9,4097599655,178,,4088250831,56,Back,4088250833,140,39.8,4088250839,213,0.0,4096009577,168,,4088250835,141,81.2,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321747,9,1,1,0,32,ejm092fnt9zoxbpuklzd52ji8,0,41.3,81.1,2023-03-11T15:00:47.294Z,2023-03-14T10:56:31Z,4088250885,1,,4088250877,140,76.0,4088250881,212,36.4,4088250879,141,80.9,4097599705,178,,4088250883,213,6.3,4096008953,155,,4088250875,56,Left,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321855,9,1,1,0,33,8rfydplrc9ki0sirqi0drcybk,0,36.9,14.1,2023-03-11T15:00:48.784Z,2023-03-14T10:56:34Z,4088251427,213,0.0,4088251417,157,,4088251421,140,70.7,4088251423,141,14.9,4088251429,1,,4097600091,178,,4088251419,56,Right,4088251425,212,35.5,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321841,10,44,1,0,36,ejm092fnt9zoxbpuklzd52ji8,1,31,83.8,2023-03-11T15:00:51.255Z,2023-03-14T11:53:53Z,4088251337,56,Back,4088251559,233,10,4088251339,285,,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321863,10,44,1,0,36,8rfydplrc9ki0sirqi0drcybk,0,69,16.2,2023-03-11T15:00:51.256Z,2023-03-14T10:56:41Z,4088251579,233,10,4088251473,286,,4088251471,56,Right,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321851,11,1,1,0,36,ejm092fnt9zoxbpuklzd52ji8,1,32.6,82.6,2023-03-11T15:00:51.383Z,2023-03-14T11:53:54Z,4088251401,212,9.4,4088251399,141,74.5,4088251395,56,Back,4088251397,140,25.4,4088251403,213,3.8,4097600287,388,,4088251393,3,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321873,12,1,1,0,37,ejm092fnt9zoxbpuklzd52ji8,1,25.1,74.1,2023-03-11T15:00:52.755Z,2023-03-14T10:56:51Z,4088251515,140,25.1,4088251519,212,11.8,4088251521,213,1.6,4097600435,388,,4088251513,56,Back,4088251517,141,91.4,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321879,13,49,1,0,39,ejm092fnt9zoxbpuklzd52ji8,1,24.8,93.8,2023-03-11T15:00:54.444Z,2023-03-14T10:56:55Z,,,,,,,,,,,,,,,,,,,,,,,,,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321927,14,1,1,0,39,ejm092fnt9zoxbpuklzd52ji8,0,23.7,88,2023-03-11T15:00:54.484Z,2023-03-14T10:56:58Z,4088251719,140,56.7,4088251725,213,5.7,4097600579,178,,4088251715,157,,4088251717,56,Center,4088251727,1,,4088251723,212,41.7,4088251721,141,54.0,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321999,11,1,1,0,41,8rfydplrc9ki0sirqi0drcybk,0,39.5,40.6,2023-03-11T15:00:56.576Z,2023-03-14T11:20:03Z,4088251991,140,55.8,4088251993,141,62.4,4097642359,388,,4088251987,3,,4088251995,212,22.6,4088251989,56,Center,4088251999,213,0.7,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322123,15,1,1,0,45,ejm092fnt9zoxbpuklzd52ji8,1,43,26.7,2023-03-11T15:01:00.604Z,2023-03-14T10:57:07Z,4097600701,178,,4088252525,213,4.1,4088252519,140,35.7,4088252521,141,12.0,4088252523,212,12.6,4088252517,56,Back,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322177,16,1,1,0,48,ejm092fnt9zoxbpuklzd52ji8,1,39.7,3.1,2023-03-11T15:01:04.035Z,2023-03-14T10:57:10Z,4088252757,140,54.1,4088252763,213,6.2,4097600805,178,,4088252761,212,15.1,4088252755,56,Right,4088252759,141,1.7,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322231,17,50,1,0,49,ejm092fnt9zoxbpuklzd52ji8,1,54.6,3.3,2023-03-11T15:01:05.056Z,2023-03-14T10:57:18Z,4088253055,56,Right,4088253057,286,,4088253109,233,12,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322209,12,7,1,0,50,8rfydplrc9ki0sirqi0drcybk,1,45.4,96.7,2023-03-11T15:01:05.245Z,2023-03-14T10:57:23Z,4088252937,167,,4096013065,385,,4088253093,233,17,4088252939,56,Back,4088252941,285,,4097601097,178,,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322221,13,5,1,0,50,8rfydplrc9ki0sirqi0drcybk,0,44.8,101.2,2023-03-11T15:01:05.976Z,2023-03-14T10:57:28Z,4088253007,56,Back,4088253009,347,,4088253345,233,18,,,,,,,,,,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322239,18,5,1,0,50,ejm092fnt9zoxbpuklzd52ji8,1,55.2,-1.2,2023-03-11T15:01:05.976Z,2023-03-14T10:57:27Z,4088253065,347,,4088253315,233,13,4088253063,56,Right,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322459,19,1,1,1,0,ejm092fnt9zoxbpuklzd52ji8,1,55.1,0,2023-03-11T15:01:15.236Z,2023-03-14T10:57:30Z,4088254075,107,,4088254079,140,40.7,4088254083,212,15.9,4088254081,141,5.5,4088254085,213,2.8,4088254077,56,Back,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322549,20,1,1,1,3,ejm092fnt9zoxbpuklzd52ji8,1,40.7,5.5,2023-03-11T15:01:18.206Z,2023-03-14T10:57:33Z,4097601301,178,,4088254543,141,38.9,4088254555,1,,4088254521,56,Back,4088254553,213,2.5,4088254551,212,38.0,4088254525,140,11.7,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322625,21,1,1,1,6,ejm092fnt9zoxbpuklzd52ji8,0,11.7,38.9,2023-03-11T15:01:21.697Z,2023-03-14T10:57:38Z,4088254927,212,62.1,4088254923,140,70.5,4088254921,56,Center,4097601435,178,,4088254919,157,,4088254929,213,0.1,4088254925,141,48.7,4088254931,1,,41lv87i23sxmdyrs4xxh96m3u,A. Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322697,14,1,1,1,9,8rfydplrc9ki0sirqi0drcybk,0,25.6,33.1,2023-03-11T15:01:24.417Z,2023-03-14T10:57:43Z,4088255287,212,11.8,4088255283,140,36.8,4088255279,3,,4097601551,178,,4088255281,56,Back,4088255289,213,6.2,4088255285,141,32.5,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322785,22,1,1,1,10,ejm092fnt9zoxbpuklzd52ji8,1,63.8,65.5,2023-03-11T15:01:25.987Z,2023-03-14T10:57:52Z,4088255699,212,13.6,4088255695,140,68.1,4088255697,141,46.7,4088255693,56,Center,4088255701,213,5.1,4097601699,178,,4088255691,3,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322821,24,1,1,1,13,ejm092fnt9zoxbpuklzd52ji8,1,67.4,44.9,2023-03-11T15:01:28.706Z,2023-03-14T10:57:55Z,4088255889,141,8.2,4088255901,213,5.0,4097601749,178,,4088255885,140,74.0,4088255895,212,25.9,4088255883,56,Right,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322811,23,43,1,1,14,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-03-11T15:01:29.542Z,2023-03-11T15:01:45Z,4088258293,144,49,,,,,,,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322997,25,1,1,1,17,ejm092fnt9zoxbpuklzd52ji8,0,80,1,2023-03-11T15:01:32.977Z,2023-03-14T10:58:00Z,4088256789,56,Center,4088256785,2,,4088256801,212,31.2,4096015441,224,,4097601785,178,,4096015443,20,,4088256787,155,,4088256797,141,45.8,6ln898p7stih8l7ikzloet0b9,D. Worrall,4088256793,140,86.2,4088256805,213,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520091779,822,67,1,1,19,8rfydplrc9ki0sirqi0drcybk,1,18.9,51,2023-03-11T15:01:34.518Z,2023-03-14T11:53:54Z,4097644453,233,955,,,,,,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520091775,955,67,1,1,19,ejm092fnt9zoxbpuklzd52ji8,0,81.1,49,2023-03-11T15:01:34.519Z,2023-03-14T11:23:01Z,4097644463,233,822,,,,,,,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323005,15,8,1,1,19,8rfydplrc9ki0sirqi0drcybk,1,18.9,48.8,2023-03-11T15:01:34.547Z,2023-03-14T11:53:55Z,4088256827,56,Back,4096015863,385,,4097601833,178,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520091815,823,67,1,1,21,8rfydplrc9ki0sirqi0drcybk,1,28.2,42.2,2023-03-11T15:01:36.537Z,2023-03-14T11:53:55Z,4097644639,233,957,,,,,,,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520091811,957,67,1,1,21,ejm092fnt9zoxbpuklzd52ji8,0,71.8,57.8,2023-03-11T15:01:36.538Z,2023-03-14T11:21:23Z,4097644647,233,823,,,,,,,,,,,,,,,,,,,,,,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323093,16,61,1,1,21,8rfydplrc9ki0sirqi0drcybk,0,26.3,41,2023-03-11T15:01:36.608Z,2023-03-14T11:53:55Z,4097601885,178,,4088257307,56,Back,,,,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323157,26,1,1,1,22,ejm092fnt9zoxbpuklzd52ji8,1,75.8,45.4,2023-03-11T15:01:37.558Z,2023-03-14T10:58:14Z,4088257635,141,62.0,4088257639,213,2.2,4088257631,56,Center,4088257633,140,67.7,4097601993,178,,4088257637,212,14.1,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323169,27,1,1,1,24,ejm092fnt9zoxbpuklzd52ji8,1,68.3,60.5,2023-03-11T15:01:39.428Z,2023-03-14T10:58:19Z,4088257715,140,73.1,4088257719,212,7.7,4088257713,56,Center,4088257721,213,0.9,4088257717,141,69.0,4097602133,178,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323331,28,1,1,1,26,ejm092fnt9zoxbpuklzd52ji8,1,73.9,70,2023-03-11T15:01:41.277Z,2023-03-14T10:58:22Z,4088258585,141,93.5,4088258589,213,1.1,4088258583,140,80.8,4088258581,56,Left,4097602215,178,,4088258587,212,17.5,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323383,29,1,1,1,29,ejm092fnt9zoxbpuklzd52ji8,1,74.7,91.4,2023-03-11T15:01:44.657Z,2023-03-14T10:58:29Z,4088258805,56,Center,4097602313,178,,4088258809,141,76.1,4088258811,212,12.7,4088258815,213,5.3,4088258807,140,81.6,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323479,30,1,1,1,31,ejm092fnt9zoxbpuklzd52ji8,1,81.1,76.1,2023-03-11T15:01:46.198Z,2023-03-14T10:58:37Z,4088259209,213,1.9,4097602423,178,,4088259195,56,Left,4088259205,212,10.7,4088259197,140,78.1,4088259201,141,91.1,,,,,,,8nzkkwhmox9lgbmwomq1rruju,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323531,31,1,1,1,34,ejm092fnt9zoxbpuklzd52ji8,0,78.2,92.9,2023-03-11T15:01:49.337Z,2023-03-14T10:58:40Z,4097602475,178,,4088259479,141,97.5,4088259483,213,0.2,4088259481,212,15.0,4088259473,56,Left,4088259477,140,92.2,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323769,33,50,1,1,35,ejm092fnt9zoxbpuklzd52ji8,1,85.3,93.6,2023-03-11T15:01:50.400Z,2023-03-14T10:58:47Z,4088260699,286,,4088260697,56,Left,4088261235,233,17,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323575,17,7,1,1,35,8rfydplrc9ki0sirqi0drcybk,1,14.7,6.4,2023-03-11T15:01:50.667Z,2023-03-14T10:58:51Z,4096016657,385,,4097602587,178,,4088261165,233,33,4088259701,167,,4088259703,56,Back,4088259705,285,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323581,18,5,1,1,35,8rfydplrc9ki0sirqi0drcybk,0,13.6,-0.8,2023-03-11T15:01:50.779Z,2023-03-14T10:58:54Z,4088260035,233,32,4088259727,347,,4088259725,56,Back,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323621,32,5,1,1,35,ejm092fnt9zoxbpuklzd52ji8,1,86.4,100.8,2023-03-11T15:01:50.779Z,2023-03-14T10:58:54Z,4088259951,56,Left,4088259953,347,,4088259989,233,18,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324269,34,1,1,1,57,ejm092fnt9zoxbpuklzd52ji8,0,83.1,100,2023-03-11T15:02:12.811Z,2023-03-14T10:58:57Z,4088263119,212,26.9,4088263115,140,92.2,4088263125,1,,4088263117,141,64.0,4088263113,56,Center,4088263123,213,5.1,4088263111,107,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
