id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/12/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/value
2516962317,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-07T19:00:26.045Z,2023-03-09T17:41:15Z,4081075055,194,ex0gkrnzj98vrwpk9tpcfw91x,4081075059,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4081075053,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4081075047,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4081075051,130,12,4081075049,59,"1, 2, 14, 15, 16, 50, 28, 25, 20, 23, 22, 17, 18, 19, 30, 34, 42",4081075045,30,"3wew9tjsjrsoyioiuzd7ve356, 2asjeedy6igcuixqktdmk5k2x, 8w9kh0cuund2pw8wzs0rjrbah, 4eyngv286u5zbtppuih1g67s9, a2g77lv071rnz76ujh30364tl, ag8f1ksvfel1a0y49d0iypuui, ex0gkrnzj98vrwpk9tpcfw91x, 20z2xkmqc3em5dol00ko4sp62, f4ef7in4fxoylsy29anhgqep5, a2hmi1q39n8xmxhy2u1q533oq, a5cmnj0nhdbux68291ipqcei2, 1vigb3e3dsxufbtvt4ed48e09, 4m5w23fmydm3or1ff42hgeqne, 46ums24te70jl5qclztg8xhwp, 2hdl7ccy1jxh95aa00x1nlnu, 74x5iaolqfr7r3on2uuriooyy, d8s5hdtsmitdvix6l02rjn1g4",4081075057,197,16213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516962333,1,34,16,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-03-07T19:00:27.934Z,2023-03-07T19:00:28Z,4081075127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4081075131,197,4778,4081075121,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4081075133,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4081075123,59,"1, 44, 3, 25, 6, 15, 19, 5, 9, 10, 33, 7, 11, 27, 29, 30, 31, 34",4081075119,30,"4905drgcc9husos98ppdup4gl, 6bejhzrjgg7dz6cp6s45rah91, a9352zsh3xr7rcxs0jmho7o8a, 6o9v88iiwvbulajrwpd7uvkr9, 91f9qkusefgcrv2ri2h1nci96, 1244ja0ma2r0071i7d45t6yfp, 6b7fxcw7upr57pku6gf6dteqd, dgzuswl2pnk7t03ts7nguholx, 1feu2co3n49llnckcxffuo79x, 28izur14k14lcgegg8qede7yt, 7fpcipp26a9fqes841ad7lh3p, 6v9kb953ugi8odu4tdly7v3yt, ab2bx5qzhdzlduh46iacngbf9, 1uyg5c61jzqickqaegb07yk15, b7lmlxy1s3atzgtud5ofsc92h, d3si5voqkdc8did5gkp67tg5w, coupcn8k43jf15nqge220qo5x, b7yfyzrvj7yjo48pu8faqnvft",4081075129,194,dgzuswl2pnk7t03ts7nguholx,4081075125,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971175,2,32,1,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-03-07T19:46:46.480Z,2023-03-09T19:16:02Z,4081122293,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971189,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-07T19:46:46.480Z,2023-03-07T19:46:48Z,4081122361,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971219,3,1,1,0,0,8b523ujgl21tbc01me65q0aoh,1,50.4,50.9,2023-03-07T19:46:46.519Z,2023-03-10T09:59:25Z,4085090821,178,,4081122477,212,18.1,4081122475,141,50.3,4081122479,213,3.2,4081122481,279,S,4081122473,140,33.2,4081122471,56,Back,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971259,4,1,1,0,3,8b523ujgl21tbc01me65q0aoh,0,31,44.3,2023-03-07T19:46:49.843Z,2023-03-10T09:59:27Z,4081122701,212,58.9,4081122703,213,0.7,4081122693,155,,4085090887,178,,4081122705,1,,4081122695,56,Left,4081122699,141,97.4,4081122697,140,75.3,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971497,3,5,1,0,10,5qwskbjpa17fvmtuu5qijy7cz,1,24.5,-1.5,2023-03-07T19:46:56.566Z,2023-03-10T09:59:42Z,4081123745,347,,4081123765,233,5,4081123743,56,Back,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971331,5,5,1,0,10,8b523ujgl21tbc01me65q0aoh,0,75.5,101.5,2023-03-07T19:46:56.566Z,2023-03-10T09:59:42Z,4081123027,56,Left,4081123779,233,3,4081123029,347,,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971537,4,1,1,0,31,5qwskbjpa17fvmtuu5qijy7cz,0,30,0,2023-03-07T19:47:18.011Z,2023-03-10T09:59:45Z,4081123907,107,,4081123917,213,0.2,4081123919,1,,4081123915,212,30.5,4081123911,140,58.4,4081123913,141,8.6,4081123909,56,Right,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971545,6,1,1,0,33,8b523ujgl21tbc01me65q0aoh,0,36.5,89.9,2023-03-07T19:47:19.745Z,2023-03-10T09:59:49Z,4081123975,212,26.6,4085091273,388,,4081123973,141,81.2,4081123971,140,61.2,4081123969,56,Left,4081123967,3,,4081123977,213,6.1,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
