id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2529663117,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-07T13:15:02.899Z,2023-04-07T13:58:23Z,4169184971,197,4681,4169184967,194,4y3hm9ljv62c5jswanl0gk5,4169184953,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4169184963,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169184959,130,18,4169184951,30,"1etperk4v88ohoddjdb5dj2l1, 1yzyn48jb8yd8bc0xywrhg0r9, 8nzkkwhmox9lgbmwomq1rruju, 89agv6797txmlw6m4nyhhsa2, 6xjftfuwhkbs39xfc3phdbyl1, 5n4s7vdp0dx0ndkph7oyg7v1l, agvyoqarq5zhflge7bm1hn36d, 4y3hm9ljv62c5jswanl0gk5, 4m9vn1q30f1c8ksiyxtei63ft, 5lngv6xyqc7xanqv8ytifc3px, b0l7hknmc27qttjxv094mi5zp, 41lv87i23sxmdyrs4xxh96m3u, 6ln898p7stih8l7ikzloet0b9, a1muz32ocg2650ll5kjc02u39, 5ozfcga88glwzazkg65ahwa8l, 71pv32h5sxhopm6aetxjm50ph, bojsqjfaoi810xuyz0qeqs0r9, 1788amerrk9fg3f9qddyxz8x5",4169184973,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169184957,59,"25, 19, 27, 5, 6, 15, 14, 23, 26, 20, 9, 1, 7, 10, 11, 13, 22, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529663369,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-07T13:15:31.424Z,2023-04-07T13:15:31Z,4169186491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169186483,130,18,4169186489,197,16212,4169186477,30,"3wew9tjsjrsoyioiuzd7ve356, 2asjeedy6igcuixqktdmk5k2x, dzitwscdk6ogkf6bstbrik53p, 4eyngv286u5zbtppuih1g67s9, 74x5iaolqfr7r3on2uuriooyy, a2g77lv071rnz76ujh30364tl, 7d9la6gbbobi9yie2ejf9uj1l, 6ipjgy0ewyx7mnmolu0pp0mw9, 4m5w23fmydm3or1ff42hgeqne, 7uhajc3suc68vemamuc3dyvp, f4ef7in4fxoylsy29anhgqep5, a634junjbgfa84200m3khvw0l, djjkjjtiuwnbaau5lv6iqkwr9, 8w9kh0cuund2pw8wzs0rjrbah, 1vigb3e3dsxufbtvt4ed48e09, 46ums24te70jl5qclztg8xhwp, a5cmnj0nhdbux68291ipqcei2, 1aq6osi0b0c580dlu9ugnjaei",4169186481,59,"1, 2, 11, 15, 34, 16, 4, 6, 18, 7, 20, 9, 12, 14, 17, 19, 22, 40",4169186479,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4169186487,194,dzitwscdk6ogkf6bstbrik53p,4169186485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690531,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-07T14:01:29.078Z,2023-04-07T14:01:29Z,4169334129,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690541,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-07T14:01:29.078Z,2023-04-10T10:17:11Z,4169334175,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690555,3,1,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,50.1,49.7,2023-04-07T14:01:29.169Z,2023-04-10T06:38:16Z,4169334241,213,3.1,4169334233,56,Back,4169334243,279,S,4178969117,178,,4169334239,212,12.0,4169334235,140,38.7,4169334237,141,51.1,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690663,4,1,1,0,2,5qwskbjpa17fvmtuu5qijy7cz,1,39.7,47.2,2023-04-07T14:01:31.763Z,2023-04-10T06:38:20Z,4169334705,1,,4169334697,140,67.1,4169334695,56,Left,4169334701,212,36.5,4169334699,141,80.3,4169334703,213,0.7,4169334693,155,,4178969191,178,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690681,5,44,1,0,4,5qwskbjpa17fvmtuu5qijy7cz,1,67.2,77.4,2023-04-07T14:01:33.974Z,2023-04-10T10:09:32Z,4169334833,286,,4169334831,56,Center,4169334899,233,3,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690649,3,44,1,0,4,ejm092fnt9zoxbpuklzd52ji8,0,32.8,22.6,2023-04-07T14:01:33.975Z,2023-04-10T06:38:25Z,4169334641,285,,4169334965,233,5,4169334639,56,Back,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690725,6,1,1,0,5,5qwskbjpa17fvmtuu5qijy7cz,1,63.2,80.5,2023-04-07T14:01:34.096Z,2023-04-10T10:09:32Z,4169335059,140,57.6,4178969377,388,,4169335051,3,,4169335063,141,90.3,4169335053,56,Left,4177521237,156,,4169335067,212,8.9,4169335071,213,2.3,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690763,7,1,1,0,7,5qwskbjpa17fvmtuu5qijy7cz,1,57.6,90.3,2023-04-07T14:01:36.989Z,2023-04-10T06:38:36Z,4169335303,212,15.1,4169335305,213,3.0,4169335297,56,Back,4178969623,178,,4169335301,141,93.5,4169335299,140,43.4,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690779,8,1,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,0,41.5,95.6,2023-04-07T14:01:37.639Z,2023-04-10T06:38:41Z,4169335399,140,56.1,4169335405,213,0.2,4178969749,178,,4169335401,141,100.0,4169335397,56,Left,4169335403,212,15.8,,,,,,,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
