id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/18/value,qualifier/14/value
2493905449,1,34,16,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-12-29T19:00:07.387Z,2022-12-29T21:54:07Z,3959643879,59,"31, 28, 36, 3, 5, 34, 19, 32, 35, 9, 4, 17, 21, 23, 24, 30, 33, 43",3959643887,197,4881,3959643881,130,12,3959643889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959643883,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3959643877,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3959643875,30,"4s0yf91l8xqodeuv473hmp5ka, 9z75i0zrgtuumyixz8dl9ysbt, ainucu0mp655cdgjw7j6qrazu, 5sfchvj1d5dgpwc6j5oshhkut, 2kecmwyt730pi8z3pnsqs1l1x, am14op2bc5krnoxpj6w9n5sk, evb6gpvuutmnisv9d12gs0xcl, 91alifyhplzo2de1tooerpgfe, 2vw0m5bib6bnr5n1hsxkxe904, 74p53a79q1tlis3a3gladqor9, egr5n9jynbg3llc2tn2g5ncnp, ald5oocxwh4pip8fw6v3ym8h6, 6a08s0d0sgt7iw37spmo4bro5, 4qrvri86m93wpyugq0zq4aaqx, 2r6gxw9yjxvaplv70ftq7wout, 2g6lf0qaig1tg1ed59e4722y2, ebsl5dh99nsoun0lksywr31n8, 4hgji0bnqpsqezk5ctxq3ggh6",3959643885,194,egr5n9jynbg3llc2tn2g5ncnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493905547,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-29T19:01:17.629Z,2022-12-29T19:50:10Z,3959644645,30,"exrh01dw52b651aet2am7v015, cz30ywnq6p6dig7x3hu6h7cnp, 987r1vdgx95x30elzrisjrzs9, 50flg4aoq4l0glnh61yzngc7p, bsrhtxhpnlxho2o4zvli5qmeh, 50c2v0l2cmkh82vso5tnjv3yt, 8olbkp9lqy3em5s9h7a4aod4a, 3jzhwh7lq7xzcz7clm28h0mvp, 5lngv6xyqc7xanqv8ytifc3px, 4z5onwcaou5pjcz3kxncn8wl, dq21r0ge09ug4d2crb9j6q6dx, cqfbp8me2n00cve66v797omvp, 9pd78l4lxwbbfnjmwvhu618tl, uluqgj69z6yunsl8m505lyi, 1lu7wsceoivdbsvqanykrr07p, 3cy13tw0tdconbwzlwteg6xas, c48yjuxzle51y3k7kr1fcyk4q, 8nw86mly9ttlkci3p12qffvv8",3959644655,194,bsrhtxhpnlxho2o4zvli5qmeh,3959644657,197,16221,3959644649,59,"21, 33, 16, 18, 5, 2, 14, 8, 9, 23, 7, 4, 12, 27, 30, 39, 42, 31",3959644647,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3959644651,130,4,3959644659,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959644653,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913069,2,32,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-12-29T19:47:00.869Z,2022-12-29T19:47:01Z,3959687815,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913081,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-29T19:47:00.869Z,2022-12-31T18:52:57Z,3959687881,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913143,3,1,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,49.8,49.9,2022-12-29T19:47:00.960Z,2023-01-01T19:10:04Z,3959688225,141,46.0,3962974561,178,,3959688231,279,S,3959688221,56,Back,3959688223,140,21.8,3959688229,213,3.2,3959688227,212,29.5,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913221,4,1,1,0,4,2ezfenuwk3y65p8jdbj55xqt0,0,22.2,46,2022-12-29T19:47:04.908Z,2023-01-01T19:10:58Z,3959688617,140,63.8,3962974761,178,,3959688619,141,6.5,3959688613,155,,3959688625,1,,3959688621,212,51.3,3959688615,56,Right,3959688623,213,5.7,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913249,3,1,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,0,36.6,82.6,2022-12-29T19:47:07.868Z,2023-01-01T19:11:08Z,3959688759,56,Back,3959688767,213,2.1,3959688763,141,100.0,3959688761,140,30.0,3959688757,3,,3962974807,388,,3959688765,212,14.9,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913255,4,5,1,0,8,ahm0t06rup1bkd9z0mxl2lmph,0,34.9,101.8,2022-12-29T19:47:09.415Z,2023-01-01T19:11:12Z,3959688791,56,Back,3959688795,347,,3959688905,233,5,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913269,5,5,1,0,8,2ezfenuwk3y65p8jdbj55xqt0,1,65.1,-1.8,2022-12-29T19:47:09.415Z,2023-01-01T19:11:11Z,3959688891,233,4,3959688853,347,,3959688851,56,Right,,,,,,,,,,,,,,,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913385,6,1,1,0,19,2ezfenuwk3y65p8jdbj55xqt0,1,60.2,0,2022-12-29T19:47:20.136Z,2023-01-01T19:11:14Z,3959689455,213,1.2,3959689445,107,,3959689447,56,Center,3959689453,212,21.3,3959689451,141,27.7,3959689457,1,,3959689449,140,67.2,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913405,7,1,1,0,20,2ezfenuwk3y65p8jdbj55xqt0,1,70.5,24.6,2022-12-29T19:47:21.775Z,2023-01-01T19:11:22Z,3959689577,212,6.1,3959689571,56,Right,3959689573,140,68.5,3959689579,213,4.4,3962974869,178,,3959689575,141,16.2,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913419,8,1,1,0,23,2ezfenuwk3y65p8jdbj55xqt0,1,68.6,9.7,2022-12-29T19:47:24.298Z,2023-01-01T19:11:28Z,3959689637,56,Right,3959689643,212,10.2,3959689641,141,13.8,3959689639,140,59.3,3962974907,178,,3959689645,213,2.9,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
