id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value,assist
2539187509,6,1,1,0,18,b3vbyitzi3nrw9ehj1eoko219,0,19.4,51.6,2023-04-25T18:45:39.593Z,2023-04-28T05:17:43Z,4219867387,198,,4219867391,56,Right,4219867383,157,,4219867395,141,10.6,4219867393,140,57.4,4219867401,1,,4219867399,213,5.7,4230803935,178,,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,4219867397,212,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187505,6,44,1,0,21,8mbtyq0has0uu0565fm9t5cdo,1,41.2,89.9,2023-04-25T18:45:42.613Z,2023-04-28T09:25:59Z,4219867371,285,,4219867369,56,Back,4219867441,233,7,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187513,7,44,1,0,21,b3vbyitzi3nrw9ehj1eoko219,0,58.8,10.1,2023-04-25T18:45:42.614Z,2023-04-28T05:17:46Z,4219867465,233,6,4219867417,56,Right,4219867419,286,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187511,7,12,1,0,21,8mbtyq0has0uu0565fm9t5cdo,1,40.7,88.4,2023-04-25T18:45:42.715Z,2023-04-28T09:26:00Z,4221241881,15,,4219867407,56,Back,4230803995,388,,4221241883,167,,4219867409,140,41.9,4219867413,212,8.9,4219867415,213,1.4,4219867411,141,100.0,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187535,8,5,1,0,22,b3vbyitzi3nrw9ehj1eoko219,1,55.6,-1.6,2023-04-25T18:45:43.465Z,2023-04-28T05:17:54Z,4219867513,56,Right,4219867537,233,8,4219867515,347,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187517,8,5,1,0,22,8mbtyq0has0uu0565fm9t5cdo,0,44.4,101.6,2023-04-25T18:45:43.465Z,2023-04-28T05:17:54Z,4219867427,56,Back,4219867429,347,,4219867547,233,8,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187557,9,1,1,0,26,b3vbyitzi3nrw9ehj1eoko219,1,53.1,0,2023-04-25T18:45:47.529Z,2023-04-28T05:17:56Z,4219867631,140,72.3,4219867635,212,29.1,4219867633,141,28.8,4219867639,1,,4219867629,56,Center,4219867627,107,,4219867637,213,0.8,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187573,10,1,1,0,28,b3vbyitzi3nrw9ehj1eoko219,1,72.2,29.1,2023-04-25T18:45:49.834Z,2023-04-28T05:17:58Z,4219867755,141,11.0,4219867751,56,Right,4230804089,178,,4219867759,213,4.4,4219867753,140,68.8,4219867757,212,12.8,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187585,11,1,1,0,31,b3vbyitzi3nrw9ehj1eoko219,0,64,8.7,2023-04-25T18:45:52.874Z,2023-04-28T05:18:06Z,4230804165,178,,4219867827,286,,4219867797,56,Right,4219867823,233,9,4219867811,213,2.3,4219867805,141,13.4,4219867801,140,61.3,4219867809,212,4.3,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,4219867821,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187577,9,74,1,0,31,8mbtyq0has0uu0565fm9t5cdo,1,37,89.2,2023-04-25T18:45:52.898Z,2023-04-28T05:18:08Z,4219867785,56,Back,4219867831,233,11,4230804187,178,,4219867787,285,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187605,10,49,1,0,33,8mbtyq0has0uu0565fm9t5cdo,1,31.4,66,2023-04-25T18:45:54.476Z,2023-04-28T05:18:12Z,,,,,,,,,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187637,11,1,1,0,34,8mbtyq0has0uu0565fm9t5cdo,1,31.3,66,2023-04-25T18:45:55.755Z,2023-04-28T05:18:14Z,4219868087,212,15.4,4219868089,213,5.8,4219868083,140,44.0,4219868085,141,54.8,4219868081,56,Back,4230804251,178,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187665,12,1,1,0,37,8mbtyq0has0uu0565fm9t5cdo,1,41.6,41.8,2023-04-25T18:45:58.341Z,2023-04-28T05:18:16Z,4219868225,141,7.3,4219868221,56,Back,4219868227,212,23.5,4230804275,178,,4219868229,213,4.7,4219868223,140,42.1,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187683,13,1,1,0,40,8mbtyq0has0uu0565fm9t5cdo,1,42.5,7.3,2023-04-25T18:46:01.586Z,2023-04-28T05:18:19Z,4219868335,212,11.1,4219868331,140,32.5,4230804295,178,,4219868337,213,2.8,4219868329,56,Back,4219868333,141,12.5,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187705,14,1,1,0,41,8mbtyq0has0uu0565fm9t5cdo,0,32.6,12.2,2023-04-25T18:46:02.918Z,2023-04-28T05:18:21Z,4219868465,213,0.2,4219868461,141,25.3,4219868455,155,,4219868459,140,66.5,4219868467,1,,4219868457,56,Center,4219868463,212,36.7,4230804311,178,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187713,12,49,1,0,44,b3vbyitzi3nrw9ehj1eoko219,1,35.8,65.5,2023-04-25T18:46:05.402Z,2023-04-28T05:18:24Z,,,,,,,,,,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187767,13,1,1,0,44,b3vbyitzi3nrw9ehj1eoko219,0,34.7,67.8,2023-04-25T18:46:05.416Z,2023-04-28T05:18:28Z,4219868747,141,67.6,4219868743,56,Center,4219868749,212,52.9,4219868751,213,6.3,4230804373,388,,4219868741,157,,4219868745,140,85.1,4219868753,1,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187791,15,49,1,0,48,8mbtyq0has0uu0565fm9t5cdo,1,16.4,28.3,2023-04-25T18:46:09.770Z,2023-04-28T05:18:33Z,,,,,,,,,,,,,,,,,,,,,,,,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187861,16,1,1,0,53,8mbtyq0has0uu0565fm9t5cdo,1,21.4,24.9,2023-04-25T18:46:14.692Z,2023-04-28T05:18:35Z,4219869145,56,Right,4219869159,213,6.1,4219869163,1,,4219869147,140,66.4,4230804423,178,,4219869151,141,10.0,4219869155,212,48.3,4219869143,155,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539446905,807,44,1,0,56,8mbtyq0has0uu0565fm9t5cdo,1,73.3,10.4,2023-04-25T18:46:18Z,2023-04-28T09:26:00Z,4221246033,286,,4221246031,56,Right,4222625547,233,887,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539446907,887,44,1,0,56,b3vbyitzi3nrw9ehj1eoko219,0,26.7,89.6,2023-04-25T18:46:18.001Z,2023-04-28T05:18:38Z,4221246043,56,Back,4222625555,233,807,4221246045,285,,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187903,17,1,1,0,56,8mbtyq0has0uu0565fm9t5cdo,1,69.1,9.5,2023-04-25T18:46:18.076Z,2023-04-28T09:26:00Z,4219869377,212,6.2,4219869379,213,1.3,4219869373,140,70.5,4219869375,141,18.3,4219869369,3,,4230804495,388,,4219869371,56,Right,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187925,18,1,1,1,0,8mbtyq0has0uu0565fm9t5cdo,0,68.3,3.4,2023-04-25T18:46:21.288Z,2023-04-28T05:18:46Z,4219869523,213,0.2,4219869515,56,Right,4230804511,178,,4219869521,212,6.5,4219869519,141,5.2,4219869517,140,74.4,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539999471,909,67,1,1,0,b3vbyitzi3nrw9ehj1eoko219,1,21.6,93.4,2023-04-25T18:46:22.029Z,2023-04-28T09:26:01Z,4230821099,233,831,,,,,,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539999469,831,67,1,1,0,8mbtyq0has0uu0565fm9t5cdo,0,78.4,6.6,2023-04-25T18:46:22.030Z,2023-04-28T05:49:55Z,4230821111,233,909,,,,,,,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187931,14,8,1,1,0,b3vbyitzi3nrw9ehj1eoko219,1,21.2,94.2,2023-04-25T18:46:22.048Z,2023-04-28T09:26:01Z,4230804539,178,,4219869531,56,Back,4221247075,385,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187939,20,61,1,1,1,8mbtyq0has0uu0565fm9t5cdo,1,74.5,5.5,2023-04-25T18:46:22.242Z,2023-04-28T05:18:56Z,4230804591,178,,4219869569,56,Right,,,,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188075,15,5,1,1,2,b3vbyitzi3nrw9ehj1eoko219,1,23.9,101.4,2023-04-25T18:46:23.707Z,2023-04-28T05:19:04Z,4219870255,233,21,4219870235,56,Back,4219870241,347,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187959,21,5,1,1,2,8mbtyq0has0uu0565fm9t5cdo,0,76.1,-1.4,2023-04-25T18:46:23.707Z,2023-04-28T05:19:04Z,4219869655,56,Right,4219869657,347,,4219870279,233,15,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539187937,19,43,1,1,3,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-25T18:46:24.379Z,2023-04-25T18:48:07Z,4219875273,144,50,4219869611,233,14,4219869561,286,0,4219869557,56,Right,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188103,22,40,1,1,10,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-25T18:46:31.921Z,2023-04-28T09:26:42Z,4219870385,30,"biwjsmk8ytz2k4d9f141jw15h, 5n4yyffs5f8b7exry819c4xxx, dkzos23k1n5ufrdg886p2dxt6, 18loyx03olyhtkt6scybwr8q1, 2di9tk08yuqcb4wn9dvmwh97t, 8nudzikxeestbjz4yww8r13v9, 102xw59l2wg2jsd03w6vkgine, 8wnv741y7ghjolf8g5c7psru1, 4eg87cdkpgishec2gc9stm8oa, 5djouum2kdazpcjf79gbk2ju1, h4g0ji8lk43f7zcpl79henai, 3yamg9wboimwxyklpekdxgxxx, df3lhrpu9m9mqhk1h7hov4ic5, 1uqgky0sxqjs8bqd2h75rnmjt, 8fx84vh2k1x9c0dn66tivtzop, bkx6hb7gcdmw1v43o6tmgraad, byem8e04h7nlgk9ythcswoley, 2cchpb5ta326qtjrb9zpeerro",4219870393,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4219870389,59,"34, 4, 44, 12, 5, 2, 16, 7, 8, 11, 17, 1, 9, 10, 14, 15, 18, 36",4219870391,130,17,4219870395,194,8nudzikxeestbjz4yww8r13v9,4219870387,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188109,16,1,1,1,14,b3vbyitzi3nrw9ehj1eoko219,0,24.2,100,2023-04-25T18:46:35.983Z,2023-04-28T05:19:08Z,4219870431,213,5.9,4219870421,107,,4219870425,140,37.4,4219870427,141,92.6,4219870423,56,Back,4219870429,212,15.3,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188119,23,44,1,1,17,8mbtyq0has0uu0565fm9t5cdo,1,61,6.1,2023-04-25T18:46:38.159Z,2023-04-28T09:26:01Z,4219870529,233,17,4219870483,56,Right,4219870485,286,,,,,,,,,,,,,,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188111,17,44,1,1,17,b3vbyitzi3nrw9ehj1eoko219,0,39,93.9,2023-04-25T18:46:38.160Z,2023-04-28T05:19:12Z,4219870435,56,Back,4219870437,285,,4219870533,233,23,,,,,,,,,,,,,,,,uc2ekz3foqyl9djmicme4t4a,D. Duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188129,24,1,1,1,17,8mbtyq0has0uu0565fm9t5cdo,0,58.9,5.8,2023-04-25T18:46:38.246Z,2023-04-28T09:26:02Z,4219870539,56,Right,4219870545,212,7.1,4219870541,140,63.4,4219870537,3,,4230804747,388,,4219870547,213,5.4,4219870543,141,0.0,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188253,18,5,1,1,18,b3vbyitzi3nrw9ehj1eoko219,1,35.2,101.5,2023-04-25T18:46:39.331Z,2023-04-28T05:19:17Z,4219871147,56,Back,4219871149,347,,4219871155,233,25,,,,,,,,,,,,,,,,uc2ekz3foqyl9djmicme4t4a,D. Duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188131,25,5,1,1,18,8mbtyq0has0uu0565fm9t5cdo,0,64.8,-1.5,2023-04-25T18:46:39.331Z,2023-04-28T05:19:18Z,4219871193,233,18,4219870553,347,,4219870551,56,Right,,,,,,,,,,,,,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188293,19,1,1,1,32,b3vbyitzi3nrw9ehj1eoko219,1,36.6,100,2023-04-25T18:46:53.787Z,2023-04-28T05:19:21Z,4219871325,141,92.0,4219871319,107,,4219871321,56,Left,4219871331,1,,4219871327,212,26.0,4219871329,213,6.0,4219871323,140,60.5,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188299,20,44,1,1,34,b3vbyitzi3nrw9ehj1eoko219,1,58,93,2023-04-25T18:46:55.366Z,2023-04-28T09:26:02Z,4219871345,286,,4219871367,233,26,4219871343,56,Left,,,,,,,,,,,,,,,,uc2ekz3foqyl9djmicme4t4a,D. Duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188295,26,44,1,1,34,8mbtyq0has0uu0565fm9t5cdo,0,42,7,2023-04-25T18:46:55.367Z,2023-04-28T05:19:24Z,4219871403,233,20,4219871337,285,,4219871335,56,Back,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188329,21,1,1,1,34,b3vbyitzi3nrw9ehj1eoko219,1,60.1,90.5,2023-04-25T18:46:55.455Z,2023-04-28T09:26:02Z,4230804925,388,,4219871525,3,,4219871529,140,63.9,4219871531,141,78.8,4219871535,213,5.2,4221249743,168,,4219871527,56,Center,4219871533,212,8.9,uc2ekz3foqyl9djmicme4t4a,D. Duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188331,22,50,1,1,35,b3vbyitzi3nrw9ehj1eoko219,1,61.4,84.2,2023-04-25T18:46:56.412Z,2023-04-28T05:19:45Z,4219871543,286,,4219871541,56,Left,4219871589,233,27,,,,,,,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188333,27,7,1,1,35,8mbtyq0has0uu0565fm9t5cdo,1,38.6,15.8,2023-04-25T18:46:56.940Z,2023-04-28T05:20:15Z,4230805207,178,,4219871545,56,Back,4221250299,384,,4219871547,285,,4219871585,233,22,,,,,,,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188339,28,49,1,1,36,8mbtyq0has0uu0565fm9t5cdo,1,35.3,9.1,2023-04-25T18:46:57.577Z,2023-04-28T05:20:20Z,,,,,,,,,,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188381,29,1,1,1,36,8mbtyq0has0uu0565fm9t5cdo,0,35.3,9.1,2023-04-25T18:46:57.715Z,2023-04-28T05:20:23Z,4221250653,157,,4219871777,1,,4219871773,212,58.2,4230805279,178,,4219871771,141,29.4,4219871769,140,89.1,4219871775,213,0.2,4219871767,56,Center,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539188393,23,11,1,1,41,b3vbyitzi3nrw9ehj1eoko219,1,10.1,68.7,2023-04-25T18:47:03.020Z,2023-04-28T05:20:30Z,4221250919,378,,4219871829,56,Back,4219871831,88,,4230805341,388,,,,,,,,,,,,,,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
