id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2477256605,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-10-25T18:00:18.149Z,2022-10-25T18:00:18Z,3871950689,197,4843,3871950677,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, eslpks0nl5y4vnn6xi13iuqqx, ab7t8dk9884hrwa88o41wq8dl, 552cgdv8qya776at130r2d0mi, af7cmpeqlk4lcxz3bxgzjh8lx, 61allnul4qlvl9s6wf0nehped, 75lptyj9mjvb2zyupi4fnnox5, cjwflve6ukph4h2az1irm099l, ea28jq8w3nc9koizvgffy5a7d, cqcwoymcrgf7wdi6091zplecp, 6n2iaeukutepfiee2nvfpvofe, c0e79rr75bz36j1v4lr28aa96, 8e7i5qtbmz3ikj050mf4ef4h6, 9fdbjgbp780ql3ugygbuhie3t, btlomqnhw2ft72iwg7xbaoh2i, 1nvaqc5633cmmgqu2bpvly5ex, 8ceatyytb6gk5odzls21u2w2x",3871950681,59,"1, 22, 3, 6, 14, 5, 8, 28, 32, 7, 9, 4, 16, 19, 20, 23, 30, 36",3871950685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871950679,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3871950687,194,af7cmpeqlk4lcxz3bxgzjh8lx,3871950683,130,18,3871950691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477256683,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2022-10-25T18:00:39.765Z,2022-10-25T18:45:57Z,3871951293,130,12,3871951297,194,af0te77bq4mgr7rkkqateiswl,3871951301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871951295,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871951289,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3871951287,30,"af0te77bq4mgr7rkkqateiswl, b1or5u4dfuf4pvg7cgqnp3nxl, dhty303ilcb4cocqv68324xk9, a69q0jj7tjwzxpo6b4i1ed3h1, cqbxzfg7eb97z1rx01kms6ay1, 3nxrsmys3v8ci6xeqsx8yaac5, 5zmy857tqaz6h9g3hqyank82d, a06js9xdgcoqq2mjjp9bbozu2, 3ft5brlvxvw8otiyjppxkk6ad, 3hjfotlalegyuxqoidz99f1ii, 8f5io2957l6ye5u7bsan0ecfe, dqgptypyedqzff38kn24en3s9, 3ujxqdy1k9w7hf33scf16hm8l, 6s5n6ri7p16dbqb35b2dpl0wl, 5pf4sma6x95qcuhx6wmqqzu1h, 2ykne43vtv8c00rvviyr3rre2, 8v0ifynfo9uvthpjczth6iwvd, apgbqplqtvuc1dmdxi5gqhd04",3871951291,59,"1, 21, 4, 6, 16, 5, 8, 20, 9, 23, 15, 2, 11, 12, 14, 17, 18, 25",3871951299,197,4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265315,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-10-25T18:45:29.385Z,2022-10-27T05:47:23Z,3871997835,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265319,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2022-10-25T18:45:29.385Z,2022-10-25T18:45:32Z,3871997853,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265331,3,1,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,49.4,50.3,2022-10-25T18:45:29.405Z,2022-10-27T10:42:47Z,3871997913,279,S,3875059451,178,,3871997903,141,47.4,3871997907,212,21.9,3871997899,140,28.6,3871997895,56,Back,3871997909,213,3.2,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265379,4,1,1,0,2,8xeuwzxnm7hdlbjjuezgfkz3w,0,32.3,51.5,2022-10-25T18:45:31.540Z,2022-10-27T10:42:50Z,3871998121,1,,3871998117,212,61.2,3871998113,140,80.5,3871998115,141,100.0,3871998111,56,Left,3871998109,157,,3871998119,213,0.6,3875059555,178,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265679,3,5,1,0,6,fvr504m6gaxsfmtx4fwm7iq1,1,22.4,-1.6,2022-10-25T18:45:35.811Z,2022-10-27T10:42:53Z,3871999359,347,,3871999377,233,5,3871999357,56,Back,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265381,5,5,1,0,6,8xeuwzxnm7hdlbjjuezgfkz3w,0,77.6,101.6,2022-10-25T18:45:35.811Z,2022-10-27T10:42:54Z,3871998129,347,,3871999385,233,3,3871998127,56,Left,,,,,,,,,,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265721,4,1,1,0,30,fvr504m6gaxsfmtx4fwm7iq1,0,20.4,0,2022-10-25T18:46:00.055Z,2022-10-27T10:42:56Z,3871999529,107,,3871999541,1,,3871999531,56,Back,3871999539,213,0.2,3871999537,212,24.4,3871999533,140,43.3,3871999535,141,4.9,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265775,6,1,1,0,32,8xeuwzxnm7hdlbjjuezgfkz3w,0,53.8,95.7,2022-10-25T18:46:02.247Z,2022-10-27T10:43:00Z,3871999791,141,100.0,3871999799,213,0.2,3871999785,157,,3871999787,56,Left,3871999789,140,71.6,3871999801,1,,3871999793,212,19.2,3875059873,178,,cqbxzfg7eb97z1rx01kms6ay1,J. Bedeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
