id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/value,qualifier/19/value,assist
2525821245,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-29T18:00:00.781Z,2023-03-29T18:44:12Z,4148809583,130,12,4148809587,194,ekbsso6hq913ss7jerbusyled,4148809577,30,"24g3kj5853y2af5ncqhwlfbp, dwbbiqw9923azm3rpg2m8aqj9, 3fjobcho19bkofw9h042i2v9x, 3hq7q7p30s923cbbvw1070lp1, 4mg6kr1jernr98unfp5p8shqt, cyrr9517kjkt2l5tuqe966zth, 94opm6ljk3l7yqa2rzwq2gw6h, ekbsso6hq913ss7jerbusyled, 583ujnml31x2cnl6jxwnbs2xh, 1szy525fae134zxfbt7vyw991, 2gf1wld07zyiuvq7iikfrvoid, 9r7ngbyjgfukassxtl07wnn55, 997jc41apd3dtrwgx79mu67e1, 8lvhd97efhjcg03fj1num1bzd, 76tis9hdvmec3jcvgnsf6cdex, 7f87a26gzayk0bfzbm42huuw9, 4c56c2zanbiv8q28f54i5rp3p, 77yt60bz6k3rqv316v9qxxyad",4148809585,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4148809581,59,"31, 32, 18, 33, 6, 2, 19, 10, 9, 24, 4, 3, 7, 8, 15, 17, 25, 44",4148809589,197,16162,4148809579,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4148809591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525821247,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-03-29T18:00:06.107Z,2023-03-29T18:52:50Z,4148809685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4148809687,194,75c432elegprf4f6hn72icset,4148809677,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, 4i81y9jhkouk3zmd03gjp1gx5, 6n2iaeukutepfiee2nvfpvofe, 552cgdv8qya776at130r2d0mi, 75c432elegprf4f6hn72icset, 4kg1zi1c92yxf23t15hvpl2hh, 61allnul4qlvl9s6wf0nehped, cjwflve6ukph4h2az1irm099l, 4hcjk936uj5hm4bmnnin5nsh5, 7617zihboc2wywyoyou6nhuqd, eslpks0nl5y4vnn6xi13iuqqx, af7cmpeqlk4lcxz3bxgzjh8lx, dgnkrsmri0xznduprfjwfro8a, 9fdbjgbp780ql3ugygbuhie3t, 5r7zhmb338nvjaawyyvbuh5yi, 75lptyj9mjvb2zyupi4fnnox5, 8ceatyytb6gk5odzls21u2w2x",4148809683,130,18,4148809691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4148809689,197,4843,4148809679,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4148809681,59,"1, 22, 15, 4, 14, 2, 34, 8, 32, 27, 10, 3, 5, 9, 20, 26, 28, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825253,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-03-29T18:43:56.051Z,2023-03-31T04:56:30Z,4148832119,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825243,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-29T18:43:56.051Z,2023-03-29T18:43:56Z,4148832077,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825245,3,1,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,50,50,2023-03-29T18:43:56.065Z,2023-03-31T08:34:49Z,4148832085,56,Back,4148832093,213,3.0,4148832087,140,38.6,4148832095,279,S,4149680629,178,,4148832091,212,12.2,4148832089,141,53.3,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825249,4,1,1,0,2,1musyruv2ufjrjnj6gvdbr8kt,0,38.2,47.8,2023-03-29T18:43:58.345Z,2023-03-31T08:34:56Z,4149680669,178,,4148832111,213,5.7,4148832105,140,82.3,4148832107,141,0.0,4148832103,56,Right,4148832113,1,,4148832109,212,57.2,4148832101,155,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825275,4,5,1,0,6,fvr504m6gaxsfmtx4fwm7iq1,1,25.1,101.8,2023-03-29T18:44:02.202Z,2023-03-31T08:34:59Z,4148832231,347,,4148832229,56,Back,4148832233,233,5,,,,,,,,,,,,,,,,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825251,5,5,1,0,6,1musyruv2ufjrjnj6gvdbr8kt,0,74.9,-1.8,2023-03-29T18:44:02.202Z,2023-03-31T08:34:59Z,4148849071,233,4,4148832117,347,,4148832115,56,Right,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825267,3,1,1,0,20,fvr504m6gaxsfmtx4fwm7iq1,0,21.5,100,2023-03-29T18:44:16.103Z,2023-03-31T08:35:03Z,4148832195,212,16.4,4148832197,213,6.1,4148832193,141,96.2,4148832281,107,,4148832191,140,36.7,4148832189,56,Back,,,,,,,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825271,6,1,1,0,22,1musyruv2ufjrjnj6gvdbr8kt,0,56.7,2.9,2023-03-29T18:44:18.144Z,2023-03-31T08:35:09Z,4148832213,3,,4148832223,213,5.9,4148832217,140,64.3,4148832215,56,Right,4148832221,212,8.6,4148832219,141,0.0,4149680741,178,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525825281,5,5,1,0,23,fvr504m6gaxsfmtx4fwm7iq1,1,30.8,101.7,2023-03-29T18:44:19.263Z,2023-03-31T08:35:13Z,4148832269,56,Back,4148832271,347,,4148832273,233,7,,,,,,,,,,,,,,,,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
