id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515115233,141,1,1,18,25,jv3jh5m5t7qy5t37vwwmnj16,1,60.9,86.4,2023-03-04T15:19:57.057Z,2023-03-04T15:19:59Z,4071244553,5,,4071244557,152,,4071244561,140,97.7,4071244555,155,,4071244559,56,Center,4071244563,141,32.1,4071244567,213,5.5,4071244569,1,,93kxb8ch3auv9li22mh1aidey,L. Wing,,4071244565,212,,,,,,,,,,,,,,,,,,,,53.4,,,,,,,,,,,
2515115249,142,1,1,18,27,jv3jh5m5t7qy5t37vwwmnj16,0,97.8,32.2,2023-03-04T15:19:59.168Z,2023-03-04T15:20:00Z,4071244697,141,40.0,4071244701,213,2.4,4071244693,56,Center,4071244695,140,92.8,4071244699,212,7.5,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115275,201,12,1,18,29,dv9l02o316cd9hbkxaho2u12f,1,5.9,59.6,2023-03-04T15:20:00.664Z,2023-03-04T15:20:09Z,4071244855,141,72.4,4071244859,213,1.1,4071244853,140,10.0,4071244857,212,9.7,4071244961,15,,4071244851,56,Back,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115323,202,49,1,18,30,dv9l02o316cd9hbkxaho2u12f,1,10,72.4,2023-03-04T15:20:01.696Z,2023-03-06T16:41:00Z,,,,,,,,,,,,,,,,,,,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115469,203,1,1,18,31,dv9l02o316cd9hbkxaho2u12f,1,10,72.4,2023-03-04T15:20:02.776Z,2023-03-06T16:41:28Z,4071245857,213,6.2,4071245853,141,69.6,4071245849,56,Back,4071245847,157,,4071245855,212,30.5,4071245859,1,,4071245851,140,39.0,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115481,204,44,1,18,34,dv9l02o316cd9hbkxaho2u12f,1,38.2,71.5,2023-03-04T15:20:06.559Z,2023-03-06T17:04:16Z,4071245901,56,Back,4071246113,233,143,4071245903,285,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115499,143,44,1,18,34,jv3jh5m5t7qy5t37vwwmnj16,0,61.8,28.5,2023-03-04T15:20:06.560Z,2023-03-06T17:04:12Z,4071245979,56,Center,4071245981,286,,4071246007,233,204,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516532811,860,1,1,18,35,dv9l02o316cd9hbkxaho2u12f,0,38.4,75.2,2023-03-04T15:20:07.211Z,2023-03-06T16:41:43Z,4078775659,3,,4078775673,213,0.1,4078775667,140,56.8,4078775663,168,,4078775665,56,Center,4078775671,212,19.4,4078775669,141,77.8,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115505,144,43,1,18,35,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-04T15:20:07.616Z,2023-03-06T16:41:23Z,4071246001,56,Center,4078775327,144,61,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115569,145,49,1,18,38,jv3jh5m5t7qy5t37vwwmnj16,1,41.3,23.3,2023-03-04T15:20:10.081Z,2023-03-04T15:20:10Z,,,,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115703,146,1,1,18,39,jv3jh5m5t7qy5t37vwwmnj16,1,38.2,26.6,2023-03-04T15:20:11.201Z,2023-03-04T15:20:14Z,4071246991,213,2.6,4071246983,56,Back,4071246987,141,43.4,4071246989,212,23.2,4071246985,140,19.0,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515115879,147,1,1,18,42,jv3jh5m5t7qy5t37vwwmnj16,1,19.2,43.6,2023-03-04T15:20:14.288Z,2023-03-04T16:02:08Z,4071247931,212,38.5,4071247929,141,96.0,4071247935,1,,4071247925,140,33.1,4071247933,213,1.2,4071247923,56,Back,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116079,148,1,1,18,47,jv3jh5m5t7qy5t37vwwmnj16,1,30.4,85.1,2023-03-04T15:20:19.009Z,2023-03-04T15:20:25Z,4071249103,141,57.9,4071249107,213,4.0,4071249105,212,25.1,4071249101,140,14.3,4071249099,56,Back,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116143,149,1,1,18,53,jv3jh5m5t7qy5t37vwwmnj16,1,13.3,53.8,2023-03-04T15:20:25.073Z,2023-03-04T15:20:28Z,4071249439,140,27.8,4071249447,213,0.9,4071249441,141,84.3,4071249445,212,25.7,4071249437,56,Back,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116201,150,1,1,18,56,jv3jh5m5t7qy5t37vwwmnj16,0,27.8,82.7,2023-03-04T15:20:27.921Z,2023-03-04T15:20:29Z,4071249839,212,65.2,4071249841,213,5.5,4071249837,141,14.5,4071249827,56,Right,4071249823,196,,4071249843,1,,4071249821,155,,4071249831,140,71.4,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116241,205,1,1,18,58,dv9l02o316cd9hbkxaho2u12f,0,31.7,93.5,2023-03-04T15:20:29.800Z,2023-03-04T15:20:31Z,4071250029,140,47.7,4071250025,3,,4071250035,213,6.0,4071250031,141,87.2,4071250027,56,Back,4071250033,212,17.3,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116337,151,1,1,18,59,jv3jh5m5t7qy5t37vwwmnj16,0,61.8,20.9,2023-03-04T15:20:31.616Z,2023-03-06T16:42:51Z,4071250639,141,21.5,4071250641,212,12.1,4071250635,56,Center,4071250633,3,,4071250637,140,73.3,4071250643,213,0.0,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116367,206,44,1,19,0,dv9l02o316cd9hbkxaho2u12f,1,30,86.2,2023-03-04T15:20:31.952Z,2023-03-06T17:04:16Z,4071250995,233,152,4071250787,56,Back,4071250789,285,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116379,152,44,1,19,0,jv3jh5m5t7qy5t37vwwmnj16,0,70,13.8,2023-03-04T15:20:31.953Z,2023-03-06T16:42:54Z,4071250957,233,206,4071250849,286,,4071250847,56,Right,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516532997,861,61,1,19,1,dv9l02o316cd9hbkxaho2u12f,1,33.1,91.1,2023-03-04T15:20:33.118Z,2023-03-06T16:42:44Z,4078776825,56,Back,,,,,,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116389,153,61,1,19,3,jv3jh5m5t7qy5t37vwwmnj16,1,72.7,18.6,2023-03-04T15:20:35.201Z,2023-03-04T15:20:35Z,4071250925,56,Right,,,,,,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116437,154,5,1,19,4,jv3jh5m5t7qy5t37vwwmnj16,0,67.4,-2,2023-03-04T15:20:35.944Z,2023-03-04T17:22:22Z,4071251171,56,Right,4071253401,233,207,4071251173,347,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515116837,207,5,1,19,4,dv9l02o316cd9hbkxaho2u12f,1,32.6,102,2023-03-04T15:20:35.944Z,2023-03-04T15:20:51Z,4071253319,56,Back,4071253349,233,154,4071253321,347,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515117133,208,1,1,19,19,dv9l02o316cd9hbkxaho2u12f,1,38.3,100,2023-03-04T15:20:50.935Z,2023-03-04T15:20:59Z,4071254977,107,,4071254979,56,Left,4071254981,140,80.8,4071254989,213,6.1,4071254983,141,89.1,4071254993,1,,4071254987,212,45.4,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515117145,209,61,1,19,25,dv9l02o316cd9hbkxaho2u12f,0,81.3,86.5,2023-03-04T15:20:57.575Z,2023-03-04T17:32:15Z,4071255051,56,Left,,,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515117107,155,56,1,19,27,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-04T15:20:58.823Z,2023-03-04T15:20:58Z,4071254857,56,Back,,,,,,,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515117153,156,5,1,19,28,jv3jh5m5t7qy5t37vwwmnj16,1,-1,16.4,2023-03-04T15:20:59.968Z,2023-03-04T15:21:01Z,4071255065,56,Back,4071255553,233,210,4071255067,346,,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515117211,210,5,1,19,28,dv9l02o316cd9hbkxaho2u12f,0,101,83.6,2023-03-04T15:20:59.968Z,2023-03-04T17:22:23Z,4071255397,56,Left,4071255587,233,156,4071255403,346,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118319,157,1,1,19,58,jv3jh5m5t7qy5t37vwwmnj16,0,4,45.1,2023-03-04T15:21:29.666Z,2023-03-04T15:21:34Z,4071261449,140,60.5,4071261453,212,61.5,4071261457,213,6.0,4071261445,124,,4071261447,56,Right,4071261467,74,,4071261451,141,21.0,4071261463,1,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118377,211,1,1,20,2,dv9l02o316cd9hbkxaho2u12f,0,44.7,96.5,2023-03-04T15:21:34.039Z,2023-03-04T15:21:37Z,4071261851,56,Center,4071261849,3,,4071261853,140,57.1,4071261857,212,18.6,4071261859,213,5.5,4071261855,141,76.9,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118383,158,44,1,20,4,jv3jh5m5t7qy5t37vwwmnj16,1,36,27.5,2023-03-04T15:21:36.049Z,2023-03-04T15:21:37Z,4071261875,285,,4071261873,56,Back,4071261977,233,212,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118393,212,44,1,20,4,dv9l02o316cd9hbkxaho2u12f,0,64,72.5,2023-03-04T15:21:36.050Z,2023-03-04T15:21:37Z,4071261917,56,Center,4071262137,233,158,4071261919,286,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118417,159,1,1,20,4,jv3jh5m5t7qy5t37vwwmnj16,1,29.8,31.2,2023-03-04T15:21:36.417Z,2023-03-04T17:32:30Z,4071262065,141,23.1,4071262059,56,Back,4071262069,213,5.7,4071262067,212,10.0,4071262063,140,37.7,4071262057,3,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118469,160,61,1,20,5,jv3jh5m5t7qy5t37vwwmnj16,0,34.9,24.1,2023-03-04T15:21:36.913Z,2023-03-06T16:43:29Z,4071262337,56,Back,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118459,213,49,1,20,7,dv9l02o316cd9hbkxaho2u12f,1,55.5,84.4,2023-03-04T15:21:38.904Z,2023-03-04T15:21:39Z,,,,,,,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118609,214,1,1,20,8,dv9l02o316cd9hbkxaho2u12f,0,55.7,84.1,2023-03-04T15:21:40.151Z,2023-03-04T15:21:43Z,4071263025,213,0.3,4071263015,56,Left,4071263023,212,37.8,4071263027,1,,4071263019,140,90.0,4071263011,155,,4071263021,141,100.0,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119219,161,5,1,20,11,jv3jh5m5t7qy5t37vwwmnj16,1,10.5,-1.5,2023-03-04T15:21:42.985Z,2023-03-04T17:22:23Z,4071266589,233,215,4071266449,347,,4071266447,56,Back,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515118619,215,5,1,20,11,dv9l02o316cd9hbkxaho2u12f,0,89.5,101.5,2023-03-04T15:21:42.985Z,2023-03-04T15:22:02Z,4071266649,233,161,4071263089,347,,4071263083,56,Left,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119335,162,1,1,20,28,jv3jh5m5t7qy5t37vwwmnj16,1,12.8,0,2023-03-04T15:22:00.129Z,2023-03-04T15:22:04Z,4071267077,141,7.4,4071267073,56,Back,4071267081,213,0.3,4071267079,212,24.2,4071267075,140,35.0,4071267071,107,,4071267083,1,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119443,163,1,1,20,32,jv3jh5m5t7qy5t37vwwmnj16,0,35.3,7.4,2023-03-04T15:22:03.713Z,2023-03-04T15:22:06Z,4071267625,213,5.9,4071267617,141,0.0,4071267611,140,48.6,4071267603,3,,4071267607,56,Back,4071267621,212,15.3,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119453,164,5,1,20,34,jv3jh5m5t7qy5t37vwwmnj16,0,49.2,-1.4,2023-03-04T15:22:05.862Z,2023-03-04T17:22:23Z,4071267987,233,216,4071267663,347,,4071267651,56,Back,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119487,216,5,1,20,34,dv9l02o316cd9hbkxaho2u12f,1,50.8,101.4,2023-03-04T15:22:05.862Z,2023-03-04T15:22:08Z,4071267841,347,,4071267899,233,164,4071267839,56,Left,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119659,217,1,1,20,35,dv9l02o316cd9hbkxaho2u12f,1,46,100,2023-03-04T15:22:07.623Z,2023-03-04T15:22:12Z,4071268733,1,,4071268727,212,29.2,4071268721,141,60.9,4071268731,213,4.4,4071268711,107,,4071268713,56,Back,4071268717,140,37.8,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119765,218,1,1,20,40,dv9l02o316cd9hbkxaho2u12f,1,37.4,51.2,2023-03-04T15:22:12.151Z,2023-03-04T15:22:15Z,4071269291,141,5.9,4071269293,212,31.2,4071269287,56,Back,4071269295,213,4.9,4071269289,140,42.0,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119771,165,45,1,20,43,jv3jh5m5t7qy5t37vwwmnj16,0,61.1,87.8,2023-03-04T15:22:15.601Z,2023-03-04T15:22:21Z,4071269319,56,Left,4071269321,285,,4071270247,233,219,,,,,,,,,,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119889,219,3,1,20,43,dv9l02o316cd9hbkxaho2u12f,1,38.9,12.2,2023-03-04T15:22:15.601Z,2023-03-06T16:44:04Z,4071269967,56,Back,4071270101,233,165,4078778363,465,,4071269969,286,,,,,,,,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119907,220,61,1,20,47,dv9l02o316cd9hbkxaho2u12f,0,53.5,22.5,2023-03-04T15:22:19.574Z,2023-03-04T15:22:20Z,4071270045,56,Center,,,,,,,,,,,,,,,,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119929,166,49,1,20,48,jv3jh5m5t7qy5t37vwwmnj16,1,35.4,78,2023-03-04T15:22:20.226Z,2023-03-04T15:22:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515119983,167,1,1,20,48,jv3jh5m5t7qy5t37vwwmnj16,1,34.6,77.2,2023-03-04T15:22:20.562Z,2023-03-04T15:22:22Z,4071270489,213,0.4,4071270485,212,7.3,4071270479,141,81.7,4071270475,140,40.9,4071270473,56,Back,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515120451,168,1,1,20,50,jv3jh5m5t7qy5t37vwwmnj16,1,40.9,83.2,2023-03-04T15:22:22.146Z,2023-03-04T15:22:36Z,4071273081,56,Left,4071273087,212,15.9,4071273083,140,53.4,4071273085,141,96.3,4071273089,213,0.6,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515120611,169,1,1,21,4,jv3jh5m5t7qy5t37vwwmnj16,1,76.5,93.9,2023-03-04T15:22:35.970Z,2023-03-04T15:22:40Z,4071273775,141,92.1,4071273779,212,8.6,4071273773,140,68.4,4071273783,213,3.3,4071273771,56,Left,,,,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515120623,170,4,1,21,7,jv3jh5m5t7qy5t37vwwmnj16,1,75.7,95.8,2023-03-04T15:22:39.378Z,2023-03-04T15:34:59Z,4071273831,152,,4071275101,294,,4071273827,13,,4071274219,233,221,4071273829,56,Left,4071273835,286,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515120627,221,4,1,21,7,dv9l02o316cd9hbkxaho2u12f,0,24.3,4.2,2023-03-04T15:22:39.379Z,2023-03-04T15:34:59Z,4071274259,233,170,4071273869,285,,4071273865,152,,4071273861,56,Back,4071275435,294,,4071273859,13,,,,,,,,ev42016zwnwiow3lbefukrbvt,R. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515122057,171,1,1,21,48,jv3jh5m5t7qy5t37vwwmnj16,0,72.7,95.2,2023-03-04T15:23:19.986Z,2023-03-06T16:47:50Z,4071281555,152,,4071281577,213,5.3,4071281561,140,100.0,4071281553,155,,4071281549,2,,4078782303,20,,4078782301,223,,4071281583,1,,93kxb8ch3auv9li22mh1aidey,L. Wing,,4071281563,141,4071281551,5,,4071281557,56,Center,4071281571,212,51.3,,,,,,,,,,,34.2,,,,,,,,,,,
2515122063,172,5,1,21,50,jv3jh5m5t7qy5t37vwwmnj16,0,101.2,37.6,2023-03-04T15:23:22.441Z,2023-03-04T15:23:23Z,4071281621,346,,4071281733,233,222,4071281619,56,Center,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515122073,222,5,1,21,50,dv9l02o316cd9hbkxaho2u12f,1,-1.2,62.4,2023-03-04T15:23:22.441Z,2023-03-04T17:22:23Z,4071281647,346,,4071281645,56,Back,4071281691,233,172,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515123021,223,1,1,22,15,dv9l02o316cd9hbkxaho2u12f,1,4.9,53.1,2023-03-04T15:23:47.254Z,2023-03-04T15:23:57Z,4071286935,212,59.7,4071286929,56,Center,4071286939,1,,4071286927,124,,4071286933,141,54.8,4071286937,213,0.0,4071286943,74,,4071286931,140,61.7,8hiqkrsoskyhhoc0n0wp7lql1,G. Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515123027,224,4,1,22,23,dv9l02o316cd9hbkxaho2u12f,1,69.2,66,2023-03-04T15:23:54.771Z,2023-03-04T15:24:04Z,4071286969,13,,4071286971,56,Center,4071287959,295,,4071287011,233,173,4071286979,286,,4071286975,152,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515122987,173,4,1,22,23,jv3jh5m5t7qy5t37vwwmnj16,0,30.8,34,2023-03-04T15:23:54.772Z,2023-03-04T15:24:01Z,4071286777,56,Back,4071286775,13,,4071286779,152,,4071287053,233,224,4071287615,295,,4071286783,285,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515124491,225,1,1,23,7,dv9l02o316cd9hbkxaho2u12f,1,66.5,65.1,2023-03-04T15:24:39.542Z,2023-03-04T15:24:44Z,4071295015,1,,4071295001,155,,4071294999,5,,4071295013,213,5.7,4071295003,152,,4071295007,140,96.7,4071295009,141,32.2,4071295005,56,Center,3j78tgfptah530cydckvfsauh,A. Collins,,4071295011,212,,,,,,,,,,,,,,,,,,,,38.8,,,,,,,,,,,
2515124499,226,61,1,23,12,dv9l02o316cd9hbkxaho2u12f,0,96.7,32.2,2023-03-04T15:24:44.229Z,2023-03-04T15:24:44Z,4071295049,56,Center,,,,,,,,,,,,,,,,,,,,,,ev42016zwnwiow3lbefukrbvt,R. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515124539,174,5,1,23,13,jv3jh5m5t7qy5t37vwwmnj16,1,-1.2,69.4,2023-03-04T15:24:45.380Z,2023-03-04T17:22:24Z,4071295237,56,Back,4071295329,233,227,4071295239,346,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515124529,227,5,1,23,13,dv9l02o316cd9hbkxaho2u12f,0,101.2,30.6,2023-03-04T15:24:45.380Z,2023-03-04T15:24:46Z,4071295187,56,Center,4071295359,233,174,4071295189,346,,,,,,,,,,,,,,,,,ev42016zwnwiow3lbefukrbvt,R. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515125637,175,1,1,23,43,jv3jh5m5t7qy5t37vwwmnj16,0,4.7,48.8,2023-03-04T15:25:14.803Z,2023-03-04T15:25:19Z,4071301171,141,22.0,4071301169,140,57.4,4071301165,124,,4071301167,56,Center,4071301177,1,,4071301173,212,58.3,4071301179,74,,4071301175,213,6.0,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516534065,862,44,1,23,46,dv9l02o316cd9hbkxaho2u12f,1,39,89.9,2023-03-04T15:25:18.166Z,2023-03-06T17:04:16Z,4078783007,56,Back,4078795809,233,770,4078783009,285,,,,,,,,,,,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516534067,770,44,1,23,46,jv3jh5m5t7qy5t37vwwmnj16,0,61,10.1,2023-03-04T15:25:18.167Z,2023-03-06T17:04:16Z,4078783013,286,,4078795813,233,862,4078783011,56,Right,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515125661,228,1,1,23,47,dv9l02o316cd9hbkxaho2u12f,0,43.9,91.4,2023-03-04T15:25:18.836Z,2023-03-04T15:25:20Z,4071301277,3,,4071301279,56,Left,4071301281,140,60.8,4071301285,212,18.4,4071301287,213,6.0,4071301283,141,84.1,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515125781,176,1,1,23,49,jv3jh5m5t7qy5t37vwwmnj16,0,36.3,23.6,2023-03-04T15:25:21.091Z,2023-03-06T16:49:20Z,4071301867,140,69.6,4071301863,157,,4071301869,141,40.3,4071301871,212,36.8,4071301865,56,Center,4071301875,1,,4071301873,213,0.3,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
