id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2492074985,7,4,1,0,7,1musyruv2ufjrjnj6gvdbr8kt,0,79.1,37.3,2022-12-17T15:01:26.887Z,2022-12-20T03:22:11Z,3949916773,152,,3949916775,286,,3952025103,178,,3949916867,233,4,3949916769,10,,3949916771,56,Center,,,,,,,4l7yeuoabotmlfo5n719msrmd,J. Windass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075139,5,1,1,0,22,ahm0t06rup1bkd9z0mxl2lmph,1,20.4,63.1,2022-12-17T15:01:41.974Z,2022-12-20T03:22:14Z,3949917531,5,,3949917537,56,Center,3949917545,213,5.9,3949917543,212,62.0,3952025113,178,,3949917547,1,,3949917541,141,27.1,3949917539,140,74.6,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,3949917533,155,3949917535,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075143,6,44,1,0,25,ahm0t06rup1bkd9z0mxl2lmph,1,70.4,25.2,2022-12-17T15:01:45.160Z,2022-12-20T09:25:00Z,3949917565,286,,3949917563,56,Center,3949917581,233,8,,,,,,,,,,,,,,,,5lngv6xyqc7xanqv8ytifc3px,M. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075133,8,44,1,0,25,1musyruv2ufjrjnj6gvdbr8kt,0,29.6,74.8,2022-12-17T15:01:45.161Z,2022-12-20T03:22:18Z,3949917501,56,Back,3949917597,233,6,3949917503,285,,,,,,,,,,,,,,,,,c211o2dh2p85auu0008zjxgix,M. McGuinness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075209,7,1,1,0,25,ahm0t06rup1bkd9z0mxl2lmph,1,74.7,27.1,2022-12-17T15:01:45.213Z,2022-12-20T09:25:01Z,3949917803,213,5.8,3949917793,168,,3949918227,210,15,3949917795,56,Right,3949917797,140,86.1,3952025155,388,,3949917799,141,18.0,3949917791,3,,5lngv6xyqc7xanqv8ytifc3px,M. Taylor,3949917801,212,3949918229,154,1,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075213,8,15,1,0,29,ahm0t06rup1bkd9z0mxl2lmph,1,88.5,31.8,2022-12-17T15:01:49.224Z,2022-12-20T03:22:31Z,3949917811,63,,3949918005,72,,3949917809,22,,3952025173,178,,3949917813,56,Center,3949918239,55,7,3951690477,78,,3949918249,147,46.6,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,3949918235,29,3949918247,146,,,98.1,3949918245,103,1.3,3949918243,102,50.0,3949918237,154,3949918281,233,10,,,,,,,,,,,,,,,
2492075269,10,10,1,0,29,1musyruv2ufjrjnj6gvdbr8kt,1,2.7,55,2022-12-17T15:01:49.291Z,2022-12-20T03:22:37Z,3951690523,376,,3949918123,233,8,3949918083,180,,3949918089,56,Back,3949918079,177,,3949918087,182,,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075261,9,52,1,0,30,1musyruv2ufjrjnj6gvdbr8kt,1,3.1,52.1,2022-12-17T15:01:49.916Z,2022-12-20T05:14:23Z,3951690537,376,,3952048635,389,,,,,,,,,,,,,,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075445,11,80,1,0,48,1musyruv2ufjrjnj6gvdbr8kt,0,13.4,38.6,2022-12-17T15:02:07.721Z,2022-12-20T03:23:00Z,3952025237,178,,,,,,,,,,,,,,,,,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075515,9,43,1,0,50,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-17T15:02:10.145Z,2022-12-17T15:02:15Z,3949919379,141,82.3,3949919373,459,0,3949919383,213,5.7,3949919465,144,1,3949919375,56,Back,3949919381,212,10.3,3949919377,140,42.6,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075547,12,1,1,0,51,1musyruv2ufjrjnj6gvdbr8kt,0,21.1,40.1,2022-12-17T15:02:11Z,2022-12-20T03:23:04Z,3949920331,155,,3949919541,212,59.9,3949919539,141,7.4,3952025257,178,,3949919535,56,Right,3949919537,140,74.1,3949919545,1,,3949919543,213,5.9,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075563,10,44,1,0,54,ahm0t06rup1bkd9z0mxl2lmph,1,28.6,93.6,2022-12-17T15:02:14.157Z,2022-12-20T09:25:01Z,3949919625,285,,3949919629,233,13,3949919623,56,Back,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075551,13,44,1,0,54,1musyruv2ufjrjnj6gvdbr8kt,0,71.4,6.4,2022-12-17T15:02:14.158Z,2022-12-20T03:23:10Z,3949919649,233,10,3949919563,286,,3949919561,56,Right,,,,,,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075573,11,1,1,0,54,ahm0t06rup1bkd9z0mxl2lmph,0,36.8,95.8,2022-12-17T15:02:14.187Z,2022-12-20T09:25:01Z,3949919669,56,Left,3949919677,213,6.1,3949919671,140,55.4,3949919675,212,19.7,3952025277,388,,3949919673,141,91.5,3949919667,3,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075599,14,1,1,0,57,1musyruv2ufjrjnj6gvdbr8kt,1,34.1,12.6,2022-12-17T15:02:17.024Z,2022-12-20T03:23:18Z,3949919797,141,28.2,3949919801,213,0.7,3949919795,140,45.1,3949919799,212,15.7,3949919793,56,Back,3952025293,178,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075611,15,1,1,0,58,1musyruv2ufjrjnj6gvdbr8kt,1,45.1,28.2,2022-12-17T15:02:17.944Z,2022-12-20T03:23:22Z,3952025309,178,,3949919861,213,5.8,3949919855,140,56.5,3949919853,56,Right,3949919859,212,13.7,3949919857,141,18.3,,,,,,,94opm6ljk3l7yqa2rzwq2gw6h,T. Bakinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075659,16,1,1,1,0,1musyruv2ufjrjnj6gvdbr8kt,0,56.8,18.6,2022-12-17T15:02:19.913Z,2022-12-20T03:23:25Z,3949920101,213,0.6,3949920091,155,,3949920097,141,43.4,3952025323,178,,3949920099,212,30.3,3949920093,56,Center,3949920095,140,80.8,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075651,12,52,1,1,3,ahm0t06rup1bkd9z0mxl2lmph,1,15,50.9,2022-12-17T15:02:23.207Z,2022-12-20T03:23:28Z,3952025335,178,,3951692395,377,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075929,13,1,1,1,17,ahm0t06rup1bkd9z0mxl2lmph,0,11.8,44.5,2022-12-17T15:02:37.425Z,2022-12-20T03:23:31Z,3949921551,199,,3949921557,141,35.4,3949921563,1,,3949921561,213,6.2,3949921559,212,57.8,3949921553,56,Center,3949921555,140,66.5,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075949,17,1,1,1,22,1musyruv2ufjrjnj6gvdbr8kt,1,31.3,58.4,2022-12-17T15:02:42.153Z,2022-12-20T03:23:36Z,3949921657,141,43.6,3949921651,3,,3949921661,213,5.4,3949921655,140,39.1,3949921653,56,Back,3952025345,178,,3949921659,212,13.0,,,,c211o2dh2p85auu0008zjxgix,M. McGuinness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075963,18,1,1,1,23,1musyruv2ufjrjnj6gvdbr8kt,0,38.6,43.4,2022-12-17T15:02:43.487Z,2022-12-20T03:23:39Z,3949921743,1,,3949921737,141,63.7,3949921731,157,,3949921735,140,58.5,3949921739,212,25.0,3949921733,56,Center,3949921741,213,0.6,3952025361,178,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076025,14,1,1,1,26,ahm0t06rup1bkd9z0mxl2lmph,0,37.2,44.1,2022-12-17T15:02:46.279Z,2022-12-20T03:23:45Z,3949922067,141,48.7,3949922061,3,,3952025381,388,,3949922071,213,0.4,3949922065,140,44.6,3949922069,212,8.4,3949922063,56,Back,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076053,19,61,1,1,29,1musyruv2ufjrjnj6gvdbr8kt,1,59.5,53.4,2022-12-17T15:02:49.071Z,2022-12-20T03:24:44Z,3952025501,178,,3952025409,21,,3949922203,56,Center,,,,,,,,,,,,,,,,4l7yeuoabotmlfo5n719msrmd,J. Windass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076085,20,49,1,1,30,1musyruv2ufjrjnj6gvdbr8kt,1,61.5,62,2022-12-17T15:02:50.295Z,2022-12-20T03:24:08Z,,,,,,,,,,,,,,,,,,,,,,,,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076101,21,1,1,1,33,1musyruv2ufjrjnj6gvdbr8kt,0,61.5,62,2022-12-17T15:02:52.711Z,2022-12-20T03:24:53Z,3949922663,236,,3949922665,233,15,3949922419,140,58.8,3949922421,141,58.2,3949922669,286,,3949922423,212,3.8,3949922425,213,3.9,3949922417,56,Center,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,3952025531,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076141,15,74,1,1,33,ahm0t06rup1bkd9z0mxl2lmph,1,46.2,33.3,2022-12-17T15:02:52.728Z,2022-12-20T03:24:56Z,3952025537,178,,3949922637,56,Back,3949922737,233,21,3949922639,285,,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492468939,807,67,1,1,35,1musyruv2ufjrjnj6gvdbr8kt,1,44.1,79.4,2022-12-17T15:02:55.092Z,2022-12-20T09:25:02Z,3952029819,233,806,,,,,,,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492468937,806,67,1,1,35,ahm0t06rup1bkd9z0mxl2lmph,0,55.9,20.6,2022-12-17T15:02:55.093Z,2022-12-20T03:48:56Z,3952029823,233,807,,,,,,,,,,,,,,,,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076165,22,61,1,1,35,1musyruv2ufjrjnj6gvdbr8kt,1,43.6,80.6,2022-12-17T15:02:55.102Z,2022-12-20T09:25:02Z,3952025559,178,,3949922755,56,Back,,,,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076169,16,49,1,1,36,ahm0t06rup1bkd9z0mxl2lmph,1,56.1,32.4,2022-12-17T15:02:56.246Z,2022-12-20T03:25:10Z,,,,,,,,,,,,,,,,,,,,,,,,,5lngv6xyqc7xanqv8ytifc3px,M. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076191,17,1,1,1,38,ahm0t06rup1bkd9z0mxl2lmph,1,55.7,33.6,2022-12-17T15:02:57.768Z,2022-12-20T03:25:12Z,3949922889,212,7.7,3949922883,56,Center,3949922885,140,52.9,3952025599,178,,3949922891,213,2.0,3949922887,141,44.0,,,,,,,5lngv6xyqc7xanqv8ytifc3px,M. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076335,18,1,1,1,39,ahm0t06rup1bkd9z0mxl2lmph,1,53.3,45.1,2022-12-17T15:02:58.582Z,2022-12-20T03:25:15Z,3952025611,178,,3949923617,56,Center,3949923627,213,5.8,3949923615,155,,3949923623,141,25.0,3949923619,140,78.3,3949923625,212,29.6,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076345,19,61,1,1,42,ahm0t06rup1bkd9z0mxl2lmph,0,88.9,42.1,2022-12-17T15:03:02.138Z,2022-12-20T03:25:24Z,3949923645,56,Center,3952025631,178,,,,,,,,,,,,,,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076339,23,52,1,1,46,1musyruv2ufjrjnj6gvdbr8kt,1,8.1,59,2022-12-17T15:03:05.665Z,2022-12-20T03:25:31Z,3952025645,179,,3951693757,376,,,,,,,,,,,,,,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076663,24,1,1,1,59,1musyruv2ufjrjnj6gvdbr8kt,1,11.4,41.5,2022-12-17T15:03:18.708Z,2022-12-20T03:25:41Z,3949925377,213,5.5,3949925371,140,23.7,3949925369,56,Back,3952025663,178,,3949925367,123,,3949925375,212,18.5,3949925373,141,22.1,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076717,25,1,1,2,6,1musyruv2ufjrjnj6gvdbr8kt,1,25,20.9,2022-12-17T15:03:25.626Z,2022-12-20T03:25:45Z,3952025671,178,,3949925655,212,25.4,3949925653,141,43.3,3949925657,213,2.5,3949925651,140,5.7,3949925649,56,Back,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076743,26,1,1,2,9,1musyruv2ufjrjnj6gvdbr8kt,0,7.1,39.8,2022-12-17T15:03:29.025Z,2022-12-20T03:25:49Z,3949925839,213,6.1,3949925821,157,,3949925835,212,55.2,3949925827,140,58.4,3952025695,178,,3949925841,1,,3949925831,141,21.8,3949925825,56,Center,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076813,20,1,1,2,12,ahm0t06rup1bkd9z0mxl2lmph,0,42.8,81.8,2022-12-17T15:03:31.710Z,2022-12-20T03:25:54Z,3949926203,141,86.9,3949926205,212,13.5,3952025703,178,,3949926197,3,,3949926199,56,Left,3949926201,140,55.2,3949926207,213,0.3,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076867,27,1,1,2,14,1musyruv2ufjrjnj6gvdbr8kt,1,30.6,11.6,2022-12-17T15:03:34.477Z,2022-12-20T05:20:23Z,3949926491,212,10.9,3949926489,141,21.2,3949926481,56,Back,3949926477,3,,3949926487,140,38.9,3952051809,388,,3949926493,213,0.6,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076875,28,61,1,2,16,1musyruv2ufjrjnj6gvdbr8kt,1,39.5,21,2022-12-17T15:03:35.987Z,2022-12-20T03:26:06Z,3952025725,178,,3949926541,56,Back,,,,,,,,,,,,,,,,,,,4l7yeuoabotmlfo5n719msrmd,J. Windass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492469001,809,43,1,2,19,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-17T15:03:38.899Z,2022-12-20T05:23:11Z,3952030123,399,122797,3952053363,144,83,,,,,,,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076931,29,1,1,2,19,1musyruv2ufjrjnj6gvdbr8kt,0,44.3,6.4,2022-12-17T15:03:38.902Z,2022-12-20T03:26:13Z,3949926857,141,9.7,3949926851,155,,3952025759,178,,3949926855,140,73.6,3949926859,212,30.8,3949926853,56,Right,3949926861,213,0.1,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076961,21,49,1,2,24,ahm0t06rup1bkd9z0mxl2lmph,1,10.8,96.2,2022-12-17T15:03:44.401Z,2022-12-20T03:26:23Z,,,,,,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492408589,795,59,1,2,24,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-17T15:03:44.438Z,2022-12-20T03:26:21Z,3951694287,56,Back,,,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077013,22,1,1,2,24,ahm0t06rup1bkd9z0mxl2lmph,0,12.3,96.2,2022-12-17T15:03:44.454Z,2022-12-20T03:26:28Z,3949927247,1,,3952025817,178,,3949927241,141,80.2,3949927239,140,44.7,3949927235,155,,3949927237,56,Back,3949927245,213,6.0,3949927243,212,35.7,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077031,30,1,1,2,27,1musyruv2ufjrjnj6gvdbr8kt,0,57.7,20,2022-12-17T15:03:47.505Z,2022-12-20T03:26:32Z,3949927347,141,31.6,3949927341,3,,3952025835,388,,3949927351,213,0.9,3949927345,140,63.7,3949927343,56,Center,3949927349,212,10.1,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077045,23,44,1,2,29,ahm0t06rup1bkd9z0mxl2lmph,1,40.3,69.5,2022-12-17T15:03:49.335Z,2022-12-20T09:25:03Z,3949927413,285,,3949927445,233,31,3949927411,56,Back,,,,,,,,,,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077047,31,44,1,2,29,1musyruv2ufjrjnj6gvdbr8kt,0,59.7,30.5,2022-12-17T15:03:49.336Z,2022-12-20T03:26:37Z,3949927415,56,Center,3949927417,286,,3949927485,233,23,,,,,,,,,,,,,,,,94opm6ljk3l7yqa2rzwq2gw6h,T. Bakinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
