id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2507751691,6,1,1,0,29,8b523ujgl21tbc01me65q0aoh,1,92.9,100,2023-02-14T19:46:07.043Z,2023-02-17T04:26:33Z,4032371295,213,4.7,4032371293,212,21.0,4032371291,141,71.2,4032371285,107,,4032371289,140,91.7,4032371287,56,Center,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751713,7,1,1,0,31,8b523ujgl21tbc01me65q0aoh,0,91.7,71.2,2023-02-14T19:46:08.854Z,2023-02-17T05:33:32Z,4032371419,141,58.7,4032371417,140,91.9,4032371415,56,Center,4032371411,3,,4032371413,168,,4032371421,212,8.5,4036612079,178,,4032371423,213,4.7,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751787,6,41,1,0,33,5pfqedkme2kabtqhkln35pf3l,1,3.2,40,2023-02-14T19:46:11.314Z,2023-02-17T04:27:02Z,4032371779,140,0.0,4036571443,388,,4032371785,212,12.6,4032371783,141,22.5,4033825297,378,,4032371787,213,4.4,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751791,7,6,1,0,35,5pfqedkme2kabtqhkln35pf3l,0,3.8,31.9,2023-02-14T19:46:13.066Z,2023-02-17T04:27:11Z,4032371809,73,,4032371807,56,Back,4032371883,233,8,,,,,,,,,,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751799,8,6,1,0,35,8b523ujgl21tbc01me65q0aoh,1,96.2,68.1,2023-02-14T19:46:13.066Z,2023-02-17T04:27:10Z,4032371825,56,Center,4032371829,233,7,4032371827,73,,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752211,9,1,1,1,2,8b523ujgl21tbc01me65q0aoh,1,99.5,99.5,2023-02-14T19:46:39.914Z,2023-02-17T04:27:22Z,4032374057,140,86.7,4032374053,224,,4032374063,213,4.1,4032374049,6,,4032379057,210,15,4032374059,141,73.5,4032374055,56,Center,4032374051,155,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,1,4032379059,154,4032374061,212,22.2,4033825499,72,4032374047,2,4036571591,178,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752213,10,15,1,1,3,8b523ujgl21tbc01me65q0aoh,1,88.8,62,2023-02-14T19:46:41.296Z,2023-02-17T04:27:23Z,4033825783,17,,4032379097,102,46.7,4036571677,178,,4032379093,55,9,4032379087,80,,4032379101,328,,4032379099,103,5.1,4032378549,25,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,4032379089,29,4032379103,146,99.1,4032379107,147,4032386089,233,4032378551,72,52.7,8,4032379091,154,4032374073,56,Center,,,,,,,,,,,,,,,,,,,
2507752217,8,10,1,1,4,5pfqedkme2kabtqhkln35pf3l,1,2.7,49,2023-02-14T19:46:42.005Z,2023-02-17T04:27:29Z,4032374091,182,,4032374093,56,Back,4032386127,233,10,4032386009,179,,4032386007,174,,4033825877,376,,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752253,11,15,1,1,4,8b523ujgl21tbc01me65q0aoh,1,95.6,45,2023-02-14T19:46:42.584Z,2023-02-17T04:27:37Z,4032385385,328,,4032385389,82,,4032385395,230,99.5,4032385383,103,19,4032659941,16,,4032385387,458,,4032385393,147,46.8,4032374275,56,Center,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,4032385397,231,4032385381,102,51.4,4032659943,100,4032385391,146,4032381157,25,,96.8,4032646717,233,4036571811,178,,48.6,347,4032385379,78,4032381159,72,,,,,,,,,,,,,
2507803585,347,10,1,1,4,5pfqedkme2kabtqhkln35pf3l,1,3,53.7,2023-02-14T19:46:42.645Z,2023-02-17T04:28:11Z,4036572207,178,,4032646713,94,,4032646733,233,11,4032646715,56,Back,,,,,,,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507803471,491,61,1,1,5,8b523ujgl21tbc01me65q0aoh,1,88.5,45.1,2023-02-14T19:46:42.745Z,2023-02-17T04:28:24Z,4036572393,15,,4032646165,56,Center,4036572395,178,,,,,,,,,,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507803511,492,61,1,1,5,8b523ujgl21tbc01me65q0aoh,1,90.7,50.9,2023-02-14T19:46:42.905Z,2023-02-17T04:28:48Z,4032646383,56,Center,4036572743,178,,4036572741,21,,,,,,,,,,,,,,,,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752255,10,49,1,1,6,5pfqedkme2kabtqhkln35pf3l,1,9.3,82.3,2023-02-14T19:46:44.237Z,2023-02-17T05:36:31Z,,,,,,,,,,,,,,,,,,,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752221,9,43,1,1,7,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-02-14T19:46:45.378Z,2023-02-14T19:49:05Z,4032386387,144,63,4032374117,182,0,4032374119,56,Back,4032374113,173,0,4032374115,178,0,,,,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752297,11,1,1,1,10,5pfqedkme2kabtqhkln35pf3l,0,0.8,91.9,2023-02-14T19:46:47.725Z,2023-02-17T04:29:02Z,4032374497,56,Back,4032374499,140,3.6,4036572871,178,,4032374495,157,,4032374505,213,6.0,4032374501,141,90.7,4032374503,212,3.1,4032374507,1,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508025867,983,61,1,1,10,8b523ujgl21tbc01me65q0aoh,1,99.4,5.5,2023-02-14T19:46:47.804Z,2023-02-17T04:31:22Z,4033826599,56,Right,4036574109,178,,,,,,,,,,,,,,,,,,,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752343,12,1,1,1,12,8b523ujgl21tbc01me65q0aoh,1,61.7,20.6,2023-02-14T19:46:49.845Z,2023-02-17T04:31:28Z,4036574175,388,,4032374729,3,,4032374733,140,74.4,4032374731,56,Right,4032374735,141,8.9,4032374737,212,15.5,4032374739,213,5.7,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752347,13,49,1,1,14,8b523ujgl21tbc01me65q0aoh,1,74.4,8.9,2023-02-14T19:46:52.115Z,2023-02-17T04:31:36Z,,,,,,,,,,,,,,,,,,,,,,,,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752425,14,1,1,1,17,8b523ujgl21tbc01me65q0aoh,0,87.1,5.6,2023-02-14T19:46:54.884Z,2023-02-17T04:31:44Z,4032375099,2,,4032375101,155,,4032375105,140,91.2,4036574253,178,,4032375109,212,22.0,4032375103,56,Center,4032375111,213,1.4,4033826739,224,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,4032375107,141,4033826741,20,,,,,,,,,,,,,,,37.3,,,,,,,,,,,,,,,,,,
2507752487,12,12,1,1,18,5pfqedkme2kabtqhkln35pf3l,1,10.2,56.9,2023-02-14T19:46:56.004Z,2023-02-17T04:32:09Z,4032375471,140,19.5,4032375473,141,37.6,4032375475,212,16.4,4032375477,213,5.4,4036574433,178,,4032375469,56,Back,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752471,15,13,1,1,19,8b523ujgl21tbc01me65q0aoh,1,80.5,61,2023-02-14T19:46:57.386Z,2023-02-17T04:32:18Z,4032377651,146,84.9,4032376831,153,,4032377637,73,,4032375389,22,,4032394313,458,,4036574515,178,,4032375393,56,Center,4032377655,230,98.4,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,4032375391,18,4032661489,328,,4032377647,102,4032661485,215,4032376827,72,95.0,,4032377653,147,4032377657,231,49.8,,72.6,4033827133,391,4032661487,108,4032377649,103,9.7,,,,,,,,,,
2508026047,691,3,1,1,22,5pfqedkme2kabtqhkln35pf3l,1,16.2,19,2023-02-14T19:47:00.384Z,2023-02-17T04:32:29Z,4036574607,178,,4033827603,285,,4033827601,56,Back,4033827639,465,,4033840999,233,984,,,,,,,,,,f4qyrav5wfp55jyprdoq1upcl,H. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508026049,984,45,1,1,22,8b523ujgl21tbc01me65q0aoh,0,83.8,81,2023-02-14T19:47:00.384Z,2023-02-17T04:32:30Z,4033827605,56,Left,4033841003,233,691,4033827607,286,,,,,,,,,,,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752491,13,49,1,1,23,5pfqedkme2kabtqhkln35pf3l,1,13.8,20.6,2023-02-14T19:47:01.645Z,2023-02-17T04:32:37Z,,,,,,,,,,,,,,,,,,,,,,,,,f4qyrav5wfp55jyprdoq1upcl,H. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752513,14,1,1,1,24,5pfqedkme2kabtqhkln35pf3l,1,14.7,19.1,2023-02-14T19:47:02.504Z,2023-02-17T04:32:43Z,4032375617,56,Back,4032375625,213,0.6,4032375623,212,10.7,4032375621,141,27.6,4032375619,140,23.3,4036574725,178,,,,,,,,f4qyrav5wfp55jyprdoq1upcl,H. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752553,15,1,1,1,25,5pfqedkme2kabtqhkln35pf3l,1,24.2,29.7,2023-02-14T19:47:03.505Z,2023-02-17T04:32:52Z,4032375841,56,Back,4032375843,140,14.0,4032375845,141,27.0,4032375847,212,10.9,4032375849,213,3.3,4036574821,178,,,,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752563,16,3,1,1,27,5pfqedkme2kabtqhkln35pf3l,0,11.7,26.7,2023-02-14T19:47:05.334Z,2023-02-17T04:33:07Z,4032375899,285,,4032375897,56,Back,4032375941,211,,4033827773,465,,4036574957,178,,,,,,,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752647,17,4,1,1,29,8b523ujgl21tbc01me65q0aoh,1,82.3,86.7,2023-02-14T19:47:07.564Z,2023-02-17T04:33:15Z,4032376355,295,,4032376353,13,,4032376359,152,,4032376357,56,Left,4032376645,233,17,4032376361,286,,,,,,,,3fwxh0c612fj1flqrbozvja39,S. Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752701,17,4,1,1,29,5pfqedkme2kabtqhkln35pf3l,0,17.7,13.3,2023-02-14T19:47:07.565Z,2023-02-17T04:33:15Z,4032376671,233,17,4032376637,152,,4032376639,285,,4032376633,295,,4032376631,13,,4032376635,56,Back,4036575049,178,,,,,c4hif6j7tldh0w7oeq8v9pcve,J. Quansah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752643,16,43,1,1,30,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-02-14T19:47:08.216Z,2023-02-14T19:47:15Z,4032376527,144,7,4032376341,286,0,4032376339,56,Left,,,,,,,,,,,,,,,,3fwxh0c612fj1flqrbozvja39,S. Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753225,18,1,1,2,11,8b523ujgl21tbc01me65q0aoh,0,84.4,86,2023-02-14T19:47:49.635Z,2023-02-17T04:33:40Z,4032379317,213,4.9,4032379309,56,Center,4032379313,141,47.3,4033828425,72,,4032379305,155,,4033828389,2,,4032379307,152,,4032379303,5,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,4036575333,178,4032379311,140,88.8,4033828423,224,4032379315,212,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,
2507753249,18,41,1,2,13,5pfqedkme2kabtqhkln35pf3l,1,7.4,54,2023-02-14T19:47:51.345Z,2023-02-17T04:33:56Z,4036575493,388,,4033828491,378,,4032379439,140,31.7,4032379445,212,26.4,4032379441,141,63.9,4032379447,213,0.3,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753297,19,1,1,2,17,8b523ujgl21tbc01me65q0aoh,0,59,34.6,2023-02-14T19:47:55.026Z,2023-02-17T04:34:00Z,4036575557,178,,4032379651,213,0.4,4032379653,1,,4032379647,141,57.9,4032379649,212,38.2,4032379643,56,Center,4032379641,155,,4032379645,140,92.1,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753327,19,52,1,2,21,5pfqedkme2kabtqhkln35pf3l,1,3.8,39.1,2023-02-14T19:47:59.569Z,2023-02-17T04:34:18Z,4036575811,388,,4033828665,378,,,,,,,,,,,,,,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753685,20,1,1,2,35,5pfqedkme2kabtqhkln35pf3l,0,14.7,34.6,2023-02-14T19:48:12.895Z,2023-02-17T04:34:24Z,4032381573,1,,4032381571,213,5.8,4032381569,212,53.5,4032381567,141,0.0,4032381565,140,60.3,4032381563,56,Right,4032381561,199,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753971,20,5,1,2,38,8b523ujgl21tbc01me65q0aoh,1,37.6,101,2023-02-14T19:48:16.191Z,2023-02-17T04:34:32Z,4032383019,347,,4032383023,233,21,4032383017,56,Back,,,,,,,,,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753689,21,5,1,2,38,5pfqedkme2kabtqhkln35pf3l,0,62.4,-1,2023-02-14T19:48:16.191Z,2023-02-17T04:34:32Z,4032381593,347,,4032383055,233,20,4032381589,56,Right,,,,,,,,,,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507753995,21,1,1,2,48,8b523ujgl21tbc01me65q0aoh,1,35.4,100,2023-02-14T19:48:25.987Z,2023-02-17T04:34:40Z,4032383145,213,3.8,4032383141,141,82.7,4032383143,212,21.2,4032383135,107,,4032383139,140,19.3,4032383137,56,Back,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507754041,22,1,1,2,54,8b523ujgl21tbc01me65q0aoh,1,21.3,81.5,2023-02-14T19:48:32.016Z,2023-02-17T04:34:44Z,4032383407,213,5.3,4032383403,141,4.4,4032383397,196,,4036576209,178,,4032383409,1,,4032383401,140,56.5,4032383405,212,64.1,4032383395,155,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,4032383399,56,,,,,,,,,,,,,,,,,Right,,,,,,,,,,,,,,,,,,
2507754059,23,1,1,2,58,8b523ujgl21tbc01me65q0aoh,1,59.4,5,2023-02-14T19:48:36.078Z,2023-02-17T04:34:51Z,4032383529,213,0.9,4032383527,212,9.6,4032383525,141,16.1,4032383523,140,65.1,4032383521,56,Right,4036576317,178,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507754099,24,1,1,2,59,8b523ujgl21tbc01me65q0aoh,1,65.1,16.1,2023-02-14T19:48:36.956Z,2023-02-17T04:35:02Z,4032383773,56,Right,4032383775,140,73.5,4032383777,141,5.9,4032383779,212,11.2,4032383781,213,5.6,4036576439,178,,,,,,,,3fwxh0c612fj1flqrbozvja39,S. Aluko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507754137,25,1,1,3,2,8b523ujgl21tbc01me65q0aoh,0,76.4,8.5,2023-02-14T19:48:39.846Z,2023-02-17T04:35:10Z,4033830015,20,,4032383953,213,1.1,4033830013,224,,4032383949,212,25.0,4032383947,141,41.2,4032383945,140,87.2,4036576521,178,,4032658385,2,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,4032383943,56,,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,
2507754171,22,12,1,3,3,5pfqedkme2kabtqhkln35pf3l,1,6.8,64.3,2023-02-14T19:48:40.696Z,2023-02-17T04:35:21Z,4032384115,56,Back,4032384117,140,0.0,4032384119,141,92.3,4032384165,167,,4036576645,389,,4032384123,213,2.0,4032384121,212,20.9,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507754175,23,6,1,3,3,5pfqedkme2kabtqhkln35pf3l,0,3.8,77.3,2023-02-14T19:48:41.635Z,2023-02-17T04:35:31Z,4032384131,73,,4032384283,233,26,4032384129,56,Back,,,,,,,,,,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507754197,26,6,1,3,3,8b523ujgl21tbc01me65q0aoh,1,96.2,22.7,2023-02-14T19:48:41.635Z,2023-02-17T04:35:30Z,4032384251,233,23,4032384223,56,Center,4032384225,75,,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
