id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,assist,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/value
2545031991,6,1,1,0,34,9db4t34qy4owglhvvgwf5l22i,0,75.2,29.5,2023-05-07T11:04:28.341Z,2023-05-09T22:28:58Z,4257958085,141,26.5,4257958081,56,Center,4257958083,140,86.1,4257958087,212,11.6,4257958089,213,6.1,4265363601,178,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031971,6,49,1,0,35,5jjqm8h6qm1w4s5f93uubhdrj,1,7.2,64.9,2023-05-07T11:04:29.284Z,2023-05-09T22:29:03Z,,,,,,,,,,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032051,7,1,1,0,36,5jjqm8h6qm1w4s5f93uubhdrj,0,7.4,63.6,2023-05-07T11:04:30.468Z,2023-05-09T22:29:06Z,4257958439,1,,4257958437,213,5.5,4257958431,140,42.9,4257958433,141,9.5,4257958435,212,52.4,4265363687,178,,4257958427,157,,4257958429,56,Back,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032057,7,49,1,0,41,9db4t34qy4owglhvvgwf5l22i,1,55.7,95.4,2023-05-07T11:04:34.963Z,2023-05-09T22:29:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032079,8,1,1,0,42,9db4t34qy4owglhvvgwf5l22i,1,54.3,95.3,2023-05-07T11:04:35.896Z,2023-05-09T22:29:12Z,4257958609,213,3.6,4257958605,141,88.4,4257958607,212,11.8,4257958601,140,44.0,4257958599,56,Back,4265363759,178,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032095,9,1,1,0,44,9db4t34qy4owglhvvgwf5l22i,1,44,88.4,2023-05-07T11:04:38.132Z,2023-05-09T22:29:15Z,4257958665,56,Left,4257958667,140,54.0,4257958671,212,11.1,4257958673,213,0.3,4257958669,141,93.6,4265363779,178,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032121,10,1,1,0,46,9db4t34qy4owglhvvgwf5l22i,1,54,93.6,2023-05-07T11:04:39.798Z,2023-05-09T22:29:19Z,4257958825,212,12.3,4257958827,213,5.0,4257958821,140,57.1,4257958823,141,76.1,4257958819,56,Center,4265363799,178,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032137,11,1,1,0,47,9db4t34qy4owglhvvgwf5l22i,1,57.1,76.1,2023-05-07T11:04:41.085Z,2023-05-09T22:29:22Z,4257958935,56,Left,4257958937,140,62.5,4257958939,141,84.7,4265363881,178,,4257958943,213,0.8,4257958941,212,8.1,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032195,12,1,1,0,48,9db4t34qy4owglhvvgwf5l22i,1,62.5,84.7,2023-05-07T11:04:42.566Z,2023-05-09T22:29:26Z,4265363925,178,,4257959319,212,10.6,4257959315,140,72.0,4257959321,213,0.3,4257959317,141,90.0,4257959313,56,Left,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032213,13,1,1,0,54,9db4t34qy4owglhvvgwf5l22i,0,93.3,92.3,2023-05-07T11:04:48.036Z,2023-05-09T22:29:32Z,4257959433,141,88.3,4265363991,178,,4257959501,233,8,4257959435,212,2.7,4257959437,213,4.6,4257959431,140,93.0,4257959509,286,,4257959497,236,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,4261918687,72,4257959429,56,Left,4261918685,224,4257959427,155,4257959425,2,,,,,,,,,,,,,,,,,,,,,,,,
2545032221,8,12,1,0,54,5jjqm8h6qm1w4s5f93uubhdrj,1,3.2,9.7,2023-05-07T11:04:48.062Z,2023-05-09T22:29:43Z,4265364115,178,,4257959471,56,Back,4257959527,233,13,4257959469,185,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545778655,852,61,1,0,54,9db4t34qy4owglhvvgwf5l22i,1,90,95.7,2023-05-07T11:04:48.159Z,2023-05-09T22:29:49Z,4265364173,178,,4261919591,56,Left,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032235,9,49,1,0,56,5jjqm8h6qm1w4s5f93uubhdrj,1,8.1,10.4,2023-05-07T11:04:50.628Z,2023-05-09T22:29:54Z,,,,,,,,,,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032277,10,1,1,0,58,5jjqm8h6qm1w4s5f93uubhdrj,1,9,12.3,2023-05-07T11:04:51.903Z,2023-05-09T22:29:58Z,4257959835,213,1.1,4257959831,141,27.7,4257959833,212,11.5,4257959827,56,Back,4265364263,178,,4257959829,140,13.6,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032349,11,1,1,0,58,5jjqm8h6qm1w4s5f93uubhdrj,1,14.8,28,2023-05-07T11:04:52.629Z,2023-05-09T22:30:02Z,4257960247,213,6.2,4257960243,212,21.1,4257960241,141,25.2,4257960237,140,34.8,4257960233,56,Back,4265364307,178,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032469,12,1,1,1,3,5jjqm8h6qm1w4s5f93uubhdrj,1,32.4,28.2,2023-05-07T11:04:57.136Z,2023-05-09T22:30:04Z,4257960959,56,Back,4257960969,1,,4257960967,213,1.4,4257960957,196,,4257960963,141,90.5,4257960961,140,41.3,4257960965,212,43.4,4265364353,178,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032491,13,1,1,1,10,5jjqm8h6qm1w4s5f93uubhdrj,1,61.5,92.3,2023-05-07T11:05:03.787Z,2023-05-09T22:30:08Z,4257961101,213,5.4,4257961097,141,78.1,4257961093,56,Center,4257961095,140,68.9,4265364413,178,,4257961099,212,12.4,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032543,14,1,1,1,10,5jjqm8h6qm1w4s5f93uubhdrj,1,70.9,75.3,2023-05-07T11:05:04.457Z,2023-05-09T22:30:12Z,4265364453,178,,4257961355,140,67.7,4257961361,213,3.0,4257961353,56,Center,4257961357,141,76.0,4257961359,212,3.4,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032601,15,1,1,1,13,5jjqm8h6qm1w4s5f93uubhdrj,1,67.3,76.6,2023-05-07T11:05:06.939Z,2023-05-09T22:30:20Z,4257961737,56,Left,4257961739,140,61.6,4257961743,141,84.4,4257961747,212,8.0,4265364545,178,,4257961753,213,2.4,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032655,16,1,1,1,14,5jjqm8h6qm1w4s5f93uubhdrj,1,61.2,87.2,2023-05-07T11:05:08.502Z,2023-05-09T22:30:23Z,4257962071,56,Left,4257962073,140,80.6,4257962077,141,94.7,4257962081,212,21.0,4257962083,213,0.2,4265364595,178,,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032665,17,1,1,1,17,5jjqm8h6qm1w4s5f93uubhdrj,0,78.4,92.7,2023-05-07T11:05:11.389Z,2023-05-09T22:30:27Z,4265364663,178,,4257962133,56,Center,4257962129,2,,4257962139,212,24.4,4261922847,223,,4257962141,213,5.1,4257962135,140,87.9,4261922849,20,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,4257962137,141,4257962131,155,,,,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,
2545032709,14,12,1,1,18,9db4t34qy4owglhvvgwf5l22i,1,11.1,43.3,2023-05-07T11:05:12.610Z,2023-05-09T22:30:44Z,4257962301,213,0.2,4257962319,15,,4257962295,140,28.9,4257962297,141,49.4,4257962293,56,Back,4265364801,388,,4257962299,212,19.1,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032731,15,49,1,1,20,9db4t34qy4owglhvvgwf5l22i,1,28.9,42.5,2023-05-07T11:05:14.419Z,2023-05-09T22:30:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032853,16,1,1,1,22,9db4t34qy4owglhvvgwf5l22i,1,29.8,41.2,2023-05-07T11:05:16.367Z,2023-05-09T22:30:50Z,4265364853,178,,4257963055,140,44.5,4257963057,141,14.6,4257963061,213,5.4,4257963053,56,Back,4257963059,212,23.8,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032915,17,1,1,1,26,9db4t34qy4owglhvvgwf5l22i,1,56.7,8.5,2023-05-07T11:05:20.341Z,2023-05-09T22:30:55Z,4265364905,178,,4257963459,212,3.7,4257963455,140,58.5,4257963453,56,Right,4257963461,213,5.2,4257963457,141,3.8,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032931,18,1,1,1,29,9db4t34qy4owglhvvgwf5l22i,0,73.9,5.8,2023-05-07T11:05:23.680Z,2023-05-09T22:31:01Z,4257963553,212,3.4,4257963547,56,Right,4257963551,141,6.1,4265364935,178,,4257963555,213,0.1,4257963549,140,77.1,,,,,,,dn7t1mhie8papl90qlp4rljhl,B. Cotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032927,18,8,1,1,30,5jjqm8h6qm1w4s5f93uubhdrj,1,17.7,90.2,2023-05-07T11:05:24.125Z,2023-05-09T22:31:03Z,4265364953,178,,4261924393,383,,4257963519,56,Back,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032977,20,1,1,1,31,5jjqm8h6qm1w4s5f93uubhdrj,0,17.7,90.2,2023-05-07T11:05:25.650Z,2023-05-09T22:31:08Z,4257963889,233,19,4257963887,236,,4257963841,141,88.7,4257963839,140,21.1,4257963845,213,6.0,4257963835,56,Back,4257963893,286,,4257963843,212,3.7,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,4265365005,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032965,19,74,1,1,32,9db4t34qy4owglhvvgwf5l22i,1,75.4,5.3,2023-05-07T11:05:25.809Z,2023-05-09T22:31:12Z,4257963911,233,20,4257963769,56,Right,4265365021,178,,4257963771,285,,,,,,,,,,,,,,dn7t1mhie8papl90qlp4rljhl,B. Cotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032941,19,43,1,1,32,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-05-07T11:05:26.211Z,2023-05-08T12:32:42Z,4261925981,144,49,,,,,,,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546425915,886,67,1,1,33,9db4t34qy4owglhvvgwf5l22i,1,78.9,8.6,2023-05-07T11:05:27.560Z,2023-05-09T23:24:29Z,4265377631,233,898,,,,,,,,,,,,,,,,,,,,,,dn7t1mhie8papl90qlp4rljhl,B. Cotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546425913,898,67,1,1,33,5jjqm8h6qm1w4s5f93uubhdrj,0,21.1,91.4,2023-05-07T11:05:27.561Z,2023-05-09T22:59:46Z,4265377639,233,886,,,,,,,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033053,20,1,1,1,33,9db4t34qy4owglhvvgwf5l22i,0,85,12,2023-05-07T11:05:27.596Z,2023-05-09T23:24:29Z,4257964311,56,Right,4257964323,213,5.6,4257964321,212,10.0,4257964315,140,92.6,4257964319,141,3.1,4265365089,178,,,,,,,,dn7t1mhie8papl90qlp4rljhl,B. Cotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545779939,855,49,1,1,36,5jjqm8h6qm1w4s5f93uubhdrj,1,8.2,93.6,2023-05-07T11:05:30.602Z,2023-05-09T22:31:30Z,,,,,,,,,,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033239,21,1,1,1,38,5jjqm8h6qm1w4s5f93uubhdrj,1,13.7,94,2023-05-07T11:05:31.892Z,2023-05-09T22:31:33Z,4265365301,178,,4261931529,189,,4257965281,213,6.0,4257965279,212,13.2,4257965277,141,88.8,4257965273,56,Back,4257965275,140,25.8,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545781731,856,1,1,1,42,5jjqm8h6qm1w4s5f93uubhdrj,1,31.9,76.1,2023-05-07T11:05:36.335Z,2023-05-09T22:31:39Z,4265365363,178,,4261936849,140,22.9,4261936847,56,Back,4261936851,141,68.3,4261936853,212,10.8,4261936855,213,3.7,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033277,22,1,1,1,44,5jjqm8h6qm1w4s5f93uubhdrj,1,19.1,73.3,2023-05-07T11:05:38.174Z,2023-05-09T22:31:44Z,4257965547,213,3.9,4257965543,141,55.2,4257965541,140,5.6,4257965545,212,18.8,4257965539,56,Back,4265365443,178,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033317,23,1,1,1,48,5jjqm8h6qm1w4s5f93uubhdrj,1,6.2,53.4,2023-05-07T11:05:42.005Z,2023-05-09T22:31:48Z,4257965759,140,21.5,4257965757,56,Back,4257965767,213,5.3,4257965761,141,17.0,4257965763,212,29.5,4257965755,155,,4265365497,178,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033381,24,1,1,1,51,5jjqm8h6qm1w4s5f93uubhdrj,1,21.5,13.2,2023-05-07T11:05:45.633Z,2023-05-09T22:31:53Z,4257966095,141,35.2,4265365587,178,,4257966097,212,15.4,4257966091,140,25.0,4257966087,56,Back,4257966099,213,1.3,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033481,25,1,1,1,54,5jjqm8h6qm1w4s5f93uubhdrj,1,23.7,38.3,2023-05-07T11:05:47.770Z,2023-05-09T22:31:57Z,4265365623,178,,4257966585,212,17.7,4257966587,213,1.3,4257966579,56,Back,4257966581,140,28.0,4257966583,141,63.4,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033555,26,1,1,1,56,5jjqm8h6qm1w4s5f93uubhdrj,1,30.6,72.7,2023-05-07T11:05:50.442Z,2023-05-09T22:32:02Z,4257966977,212,16.0,4257966971,56,Back,4257966973,140,43.0,4257966975,141,86.5,4257966979,213,0.6,4265365665,178,,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033585,27,1,1,2,1,5jjqm8h6qm1w4s5f93uubhdrj,1,46.6,89.6,2023-05-07T11:05:55.250Z,2023-05-09T22:32:22Z,4257967159,213,4.8,4257967153,140,46.9,4257967151,56,Back,4257967157,212,5.2,4257967155,141,82.0,4265365825,178,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033599,28,1,1,2,3,5jjqm8h6qm1w4s5f93uubhdrj,1,44.9,80.8,2023-05-07T11:05:57.316Z,2023-05-09T22:32:28Z,4257967249,212,8.3,4257967243,56,Back,4265365903,178,,4257967247,141,68.7,4257967245,140,43.8,4257967251,213,4.6,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033617,29,1,1,2,4,5jjqm8h6qm1w4s5f93uubhdrj,1,44.4,68.6,2023-05-07T11:05:58.352Z,2023-05-10T04:58:29Z,4257967367,213,1.5,4257967363,141,93.6,4257967361,140,46.2,4257967365,212,17.1,4257967359,56,Back,4265366425,178,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546482645,1517,1,1,2,6,5jjqm8h6qm1w4s5f93uubhdrj,1,45,85.6,2023-05-07T11:06:00.229Z,2023-05-10T04:57:41Z,4265677609,141,74.6,4265677611,212,19.5,4265677613,213,5.9,4265677617,178,,4265677605,56,Center,4265677607,140,62.2,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033637,30,1,1,2,7,5jjqm8h6qm1w4s5f93uubhdrj,1,57.1,76,2023-05-07T11:06:01.016Z,2023-05-09T22:33:51Z,4265366663,178,,4257967469,213,2.7,4257967463,140,44.5,4257967461,56,Back,4257967467,212,14.4,4257967465,141,84.4,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
