id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/13/value,keyPass,qualifier/12/value,qualifier/14/value
2521557879,5,5,1,0,15,17zuelixesst1z59fwcix2dil,1,85.6,-1,2023-03-18T15:00:15.849Z,2023-03-21T04:54:36Z,4105371289,233,7,4105371225,56,Right,4105371227,347,,,,,,,,,,,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557557,7,5,1,0,15,5g1fnexeromjl0lvnxp8hpnhi,0,14.4,101,2023-03-18T15:00:15.849Z,2023-03-21T04:54:37Z,4105369707,347,,4105369705,56,Back,4105371313,233,5,,,,,,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557955,6,1,1,0,29,17zuelixesst1z59fwcix2dil,0,82.6,0,2023-03-18T15:00:30.493Z,2023-03-21T04:54:41Z,4105371547,212,16.2,4105371549,213,1.3,4105371541,140,87.4,4105371539,56,Right,4105371537,107,,4105371543,141,20.9,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522903607,1139,49,1,0,31,5g1fnexeromjl0lvnxp8hpnhi,1,10.4,67.1,2023-03-18T15:00:32.393Z,2023-03-21T04:55:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558009,8,1,1,0,31,5g1fnexeromjl0lvnxp8hpnhi,0,6,81.2,2023-03-18T15:00:32.404Z,2023-03-21T04:55:13Z,4105371783,140,12.4,4105371781,56,Back,4105371795,213,0.3,4105371787,141,84.7,4105371791,212,7.1,4113657463,178,,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521676341,573,61,1,0,31,5g1fnexeromjl0lvnxp8hpnhi,1,24.4,71.2,2023-03-18T15:00:32.518Z,2023-03-21T04:55:23Z,4113657577,21,,4105995515,56,Back,4113657579,178,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558045,9,1,1,0,33,5g1fnexeromjl0lvnxp8hpnhi,0,8,95.9,2023-03-18T15:00:34.212Z,2023-03-21T04:55:29Z,4105371961,140,33.3,4105371959,56,Back,4105371965,212,36.5,4105371957,157,,4105371963,141,59.0,4113657629,178,,4105371967,213,5.5,4105371969,1,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522903671,629,49,1,0,35,17zuelixesst1z59fwcix2dil,1,64.3,62,2023-03-18T15:00:35.886Z,2023-03-21T04:55:33Z,,,,,,,,,,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558097,7,1,1,0,35,17zuelixesst1z59fwcix2dil,0,62.8,38.5,2023-03-18T15:00:35.890Z,2023-03-21T04:55:37Z,4105372267,140,71.4,4105372271,212,9.9,4105372273,213,5.9,4105372269,141,32.5,4105372265,56,Center,4113657711,178,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558119,10,49,1,0,36,5g1fnexeromjl0lvnxp8hpnhi,1,32,72.6,2023-03-18T15:00:37.203Z,2023-03-21T04:55:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558163,11,1,1,0,38,5g1fnexeromjl0lvnxp8hpnhi,0,31.6,69.7,2023-03-18T15:00:38.847Z,2023-03-21T04:55:53Z,4105372549,140,30.4,4105372563,213,1.7,4105372559,212,12.8,4113657871,178,,4105372543,56,Back,4105372555,141,88.4,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558173,8,49,1,0,39,17zuelixesst1z59fwcix2dil,1,64.3,14.9,2023-03-18T15:00:39.881Z,2023-03-21T04:55:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558203,9,1,1,0,39,17zuelixesst1z59fwcix2dil,1,64.3,14.9,2023-03-18T15:00:40.011Z,2023-03-21T04:56:00Z,4105372715,141,18.6,4113657909,178,,4105372711,56,Right,4105372713,140,72.7,4105372717,212,9.2,4105372719,213,0.3,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558241,10,1,1,0,40,17zuelixesst1z59fwcix2dil,1,72.7,18.6,2023-03-18T15:00:40.958Z,2023-03-21T04:56:04Z,4105372881,212,8.3,4105372875,56,Right,4105372883,213,3.6,4105372879,141,13.4,4113657951,178,,4105372877,140,65.6,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558329,11,1,1,0,41,17zuelixesst1z59fwcix2dil,0,67.4,12,2023-03-18T15:00:42.173Z,2023-03-21T04:56:07Z,4113657969,178,,4105373253,141,14.7,4105373251,140,93.0,4105373255,212,26.9,4105373247,155,,4105373249,56,Right,4105373257,213,0.1,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558371,12,1,1,0,45,5g1fnexeromjl0lvnxp8hpnhi,1,4.9,92.4,2023-03-18T15:00:45.891Z,2023-03-21T04:56:11Z,4105373413,141,94.2,4113658007,178,,4105373415,212,19.8,4105373411,140,23.7,4105373407,157,,4105373419,1,,4105373417,213,0.1,4105373409,56,Back,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558399,13,1,1,0,46,5g1fnexeromjl0lvnxp8hpnhi,1,23.7,94.2,2023-03-18T15:00:47.086Z,2023-03-21T04:56:19Z,4105373573,213,5.5,4105373569,212,9.3,4105373567,141,84.8,4105373563,56,Back,4105373565,140,30.1,4113658061,178,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558411,14,49,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,1,30.1,84.8,2023-03-18T15:00:48.297Z,2023-03-21T04:56:22Z,,,,,,,,,,,,,,,,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558439,15,1,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,0,30.1,84.8,2023-03-18T15:00:48.319Z,2023-03-21T04:56:29Z,4113658123,178,,4105373713,141,93.5,4105373711,140,16.6,4105373709,56,Back,4105373717,213,2.7,4105373715,212,15.4,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558405,13,49,1,0,48,17zuelixesst1z59fwcix2dil,1,75.3,5,2023-03-18T15:00:49.281Z,2023-03-21T04:56:33Z,,,,,,,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558391,12,43,1,0,49,17zuelixesst1z59fwcix2dil,1,0,0,2023-03-18T15:00:50.123Z,2023-03-20T09:17:00Z,4105373535,56,Right,4112514679,144,8,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558519,14,1,1,0,49,17zuelixesst1z59fwcix2dil,1,75.9,9.1,2023-03-18T15:00:50.666Z,2023-03-21T04:56:37Z,4113658247,178,,4105374073,141,5.5,4105374069,56,Right,4105374075,212,12.0,4105374071,140,87.1,4105374077,213,6.1,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558579,15,3,1,0,52,17zuelixesst1z59fwcix2dil,1,85.6,9.7,2023-03-18T15:00:53.024Z,2023-03-21T04:56:45Z,4105374409,286,,4112515091,464,,4105374477,233,16,4105374407,56,Right,4113658321,178,,,,,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558539,16,45,1,0,52,5g1fnexeromjl0lvnxp8hpnhi,0,14.4,90.3,2023-03-18T15:00:53.024Z,2023-03-21T04:56:46Z,4105374191,285,,4105374509,233,15,4105374189,56,Back,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523116585,1215,83,1,0,54,5g1fnexeromjl0lvnxp8hpnhi,1,11.9,82.5,2023-03-18T15:00:55.038Z,2023-03-21T05:20:55Z,4113673633,399,222001,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558601,16,1,1,0,54,17zuelixesst1z59fwcix2dil,0,88.3,19.1,2023-03-18T15:00:55.047Z,2023-03-21T04:57:11Z,4105374543,141,29.8,4105374541,140,89.2,4105374539,56,Center,4113658567,178,,4105374545,212,7.3,4105374547,213,1.4,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558743,17,12,1,0,55,5g1fnexeromjl0lvnxp8hpnhi,1,12,69.3,2023-03-18T15:00:55.766Z,2023-03-21T04:57:15Z,4105375327,56,Back,4105375333,141,93.2,4113658603,178,,4105375337,213,0.6,4105375329,140,35.2,4105375335,212,29.3,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558751,17,1,1,0,59,17zuelixesst1z59fwcix2dil,1,61.2,8.3,2023-03-18T15:00:59.769Z,2023-03-21T04:57:22Z,4105375379,56,Right,4105375387,213,6.1,4105375377,3,,4105375381,140,72.0,4105375385,212,11.6,4113658653,388,,4105375383,141,4.7,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558769,19,61,1,1,0,17zuelixesst1z59fwcix2dil,0,72,4.7,2023-03-18T15:01:00.905Z,2023-03-21T04:57:26Z,4113658691,178,,4105375445,56,Right,,,,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558945,18,5,1,1,0,5g1fnexeromjl0lvnxp8hpnhi,1,27.9,101.4,2023-03-18T15:01:01.674Z,2023-03-21T04:57:29Z,4105376285,56,Back,4105376287,347,,4105376357,233,20,,,,,,,,,,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558825,20,5,1,1,0,17zuelixesst1z59fwcix2dil,0,72.1,-1.4,2023-03-18T15:01:01.674Z,2023-03-21T04:57:29Z,4105376405,233,18,4105375683,347,,4105375681,56,Right,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558763,18,43,1,1,1,17zuelixesst1z59fwcix2dil,1,0,0,2023-03-18T15:01:02.715Z,2023-03-18T15:01:06Z,4105375953,144,8,4105375427,56,Right,,,,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558997,19,1,1,1,7,5g1fnexeromjl0lvnxp8hpnhi,1,29.6,100,2023-03-18T15:01:08.580Z,2023-03-21T04:57:33Z,4105376631,213,3.7,4105376617,107,,4105376621,56,Back,4105376625,140,16.4,4105376629,212,16.1,4105376627,141,89.4,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559057,20,1,1,1,10,5g1fnexeromjl0lvnxp8hpnhi,1,16.4,89.4,2023-03-18T15:01:11.379Z,2023-03-21T04:57:36Z,4105376849,212,20.9,4105376847,141,59.0,4113658777,178,,4105376851,213,4.6,4105376843,56,Back,4105376845,140,13.4,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559203,21,1,1,1,12,5g1fnexeromjl0lvnxp8hpnhi,1,13,55.7,2023-03-18T15:01:13.680Z,2023-03-21T04:57:40Z,4105377519,213,5.0,4105377517,212,22.0,4113658817,178,,4105377513,140,18.4,4105377515,141,24.4,4105377511,56,Back,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559267,22,1,1,1,18,5g1fnexeromjl0lvnxp8hpnhi,1,31.9,12.9,2023-03-18T15:01:19.069Z,2023-03-21T04:57:43Z,4113658867,178,,4105377803,140,34.5,4105377801,56,Back,4105377805,141,31.2,4105377809,213,1.4,4105377807,212,12.7,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559377,23,1,1,1,20,5g1fnexeromjl0lvnxp8hpnhi,1,35,35.1,2023-03-18T15:01:21.192Z,2023-03-21T04:57:46Z,4105378315,141,69.0,4105378317,212,23.1,4105378311,56,Back,4113658883,178,,4105378313,140,33.3,4105378319,213,1.6,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559457,24,1,1,1,24,5g1fnexeromjl0lvnxp8hpnhi,1,32.7,82.6,2023-03-18T15:01:24.783Z,2023-03-21T04:57:48Z,4105378779,212,29.4,4105378777,141,93.2,4113658911,178,,4105378773,56,Left,4105378781,213,0.2,4105378775,140,59.8,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559569,25,1,1,1,27,5g1fnexeromjl0lvnxp8hpnhi,1,43.6,94.6,2023-03-18T15:01:27.901Z,2023-03-21T04:57:53Z,4105379335,140,30.8,4113658949,178,,4105379333,56,Back,4105379343,1,,4105379337,141,50.1,4105379339,212,33.1,4105379341,213,4.3,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559643,26,1,1,1,30,5g1fnexeromjl0lvnxp8hpnhi,1,29.1,47.9,2023-03-18T15:01:31.442Z,2023-03-21T04:58:02Z,4105379669,212,24.6,4105379673,213,5.0,4113659045,178,,4105379661,140,34.7,4105379659,56,Back,4105379665,141,12.8,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559691,27,1,1,1,32,5g1fnexeromjl0lvnxp8hpnhi,1,34.7,12.8,2023-03-18T15:01:33.031Z,2023-03-21T04:58:05Z,4105379907,212,23.8,4105379909,213,1.8,4113659079,178,,4105379901,140,30.3,4105379905,141,47.2,4105379897,56,Back,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559799,28,1,1,1,34,5g1fnexeromjl0lvnxp8hpnhi,1,30.3,47.2,2023-03-18T15:01:35.176Z,2023-03-21T04:58:07Z,4105380403,140,27.0,4105380405,141,80.2,4113659099,178,,4105380401,56,Back,4105380409,213,1.7,4105380407,212,22.7,,,,,,,3z9ioxbv8oeyqrbw5k8e3dec5,J. Bolton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559905,29,1,1,1,37,5g1fnexeromjl0lvnxp8hpnhi,1,30.2,83.6,2023-03-18T15:01:38.608Z,2023-03-21T04:58:10Z,4113659139,178,,4105380947,213,4.9,4105380941,140,32.1,4105380939,56,Back,4105380945,212,12.5,4105380943,141,65.4,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560079,30,1,1,1,40,5g1fnexeromjl0lvnxp8hpnhi,1,32.7,50.3,2023-03-18T15:01:41.325Z,2023-03-21T04:58:13Z,4105381759,56,Back,4105381761,140,43.0,4113659165,178,,4105381765,212,22.8,4105381767,213,1.1,4105381763,141,79.9,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560151,31,1,1,1,44,5g1fnexeromjl0lvnxp8hpnhi,1,50.3,80.3,2023-03-18T15:01:45.388Z,2023-03-21T04:58:16Z,4105382107,56,Back,4105382113,212,12.7,4105382109,140,41.9,4105382111,141,66.9,4113659201,178,,4105382115,213,3.9,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560279,32,1,1,1,46,5g1fnexeromjl0lvnxp8hpnhi,1,40.7,61.1,2023-03-18T15:01:47.187Z,2023-03-21T04:58:18Z,4113659221,178,,4105382819,140,49.1,4105382833,213,5.1,4105382823,141,33.3,4105382817,56,Back,4105382827,212,20.9,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560419,33,1,1,1,50,5g1fnexeromjl0lvnxp8hpnhi,1,51.1,30.4,2023-03-18T15:01:51.144Z,2023-03-21T04:58:44Z,4113659465,178,,4105383499,212,17.2,4105383493,56,Right,4105383497,141,6.2,4105383503,213,5.0,4105383495,140,55.8,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
