id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/value
2493222355,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-26T14:15:03.385Z,2022-12-26T15:14:28Z,3956021969,59,"1, 15, 3, 4, 20, 28, 8, 7, 9, 10, 18, 2, 6, 11, 16, 21, 24, 27",3956021971,130,17,3956021967,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3956021981,197,16276,3956021979,194,f1g68yocf85lxkf17pt2j7v85,3956021977,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956021983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956021965,30,"8xyeap5blm4g6swv05g95aesq, eswokn90i34kdbfvax0y7365l, 89wk8a6aqw64nub8dgdj7zjl5, f1g68yocf85lxkf17pt2j7v85, cn988bjn09tb806b05wgp7ys5, asy3qn4557iy3r55yl4v9xj9x, f4l762ob8j0izfocnmofytcyd, dypefa5ubw9m9xefxdd4365lh, 6d9maq3oecwobp2t2220vf4r9, 41cihaqh4lxje5nx17g0rbgt1, 2iy84h1v8wt8l6prv701uohk9, dfpogkmamlohb4ta3q5ehecq1, 541yhibvfn0fv2izdfudm7651, 6m5uypsr6dj6l74khrez38355, dlfoufhh8dc14s10vnbjrfvmd, c23tcl4dl40wu4i8vntbv0tm1, dgl4fbdrmolqgg0xzejl7ve8l, 307tfvtl56s1rf61x8kjevjzd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493222373,1,34,16,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-12-26T14:15:05.002Z,2022-12-26T14:36:29Z,3956022099,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956022085,130,18,3956022081,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3956022087,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956022089,194,7djse28rpo31xno7d0exe5pzp,3956022083,59,"18, 2, 3, 5, 39, 26, 8, 16, 7, 20, 9, 6, 10, 14, 22, 27, 45, 49",3956022079,30,"3swij7ntrn9x9voc9clilgmvp, 7qnu4sb2a2vj7nw8gkvv1pxw5, c1hj1hth3xj2f0ax3x6fdwj8q, eg2xijdgtcaa44x57pjezy3ft, 1dzmlop3jwm8aeqxkmihjl7xm, 4qg1mpymeaajx8gu7jycw5wph, 3j78tgfptah530cydckvfsauh, enfxh6b65c9hx1rs0scszi2y2, 7djse28rpo31xno7d0exe5pzp, a65axspsu3w38f0dob3aibk5x, adfgsbp3tv9wgatujcr9mfuju, ev42016zwnwiow3lbefukrbvt, 81d38h08s97e8kl7kxew6si5l, a993483h57leyjrkw3q0th905, rqdgj7y5b0qjaxpz1i7k3a50, f4p7kokn0a6epac4icy01l9lh, dx71a0uw547urw50vqb3r9dzo, 4krngway5vullnycc785s9fdg",3956022095,197,16180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235915,2,32,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-12-26T15:00:53.739Z,2022-12-27T20:22:17Z,3956096741,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235923,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-26T15:00:53.739Z,2022-12-26T15:00:56Z,3956096767,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235957,3,1,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,50.2,50.3,2022-12-26T15:00:53.770Z,2022-12-28T06:01:26Z,3956096899,213,3.1,3956096897,212,20.3,3958159049,178,,3956096893,140,30.9,3956096891,56,Back,3956096901,279,S,3956096895,141,51.3,,,,7djse28rpo31xno7d0exe5pzp,M. Jay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235991,4,1,1,0,3,dv9l02o316cd9hbkxaho2u12f,1,31.2,53.3,2022-12-26T15:00:56.788Z,2022-12-28T04:58:07Z,3956097081,141,4.7,3956097085,213,5.6,3958159077,178,,3956097075,157,,3956097079,140,68.4,3956097077,56,Right,3956097083,212,51.2,3956097087,1,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235999,5,1,1,0,6,dv9l02o316cd9hbkxaho2u12f,0,68.4,4.7,2022-12-26T15:00:59.787Z,2022-12-28T04:58:11Z,3956097109,140,68.9,3956097107,56,Right,3956097115,213,1.5,3956097111,141,20.9,3956097113,212,11.0,3958159099,388,,3956097105,3,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236023,3,1,1,0,7,80jtkz2echk6yyyb9e2595cxr,0,30.9,84.5,2022-12-26T15:01:00.825Z,2022-12-28T04:58:14Z,3956097257,212,13.7,3956097259,213,6.1,3956097249,157,,3956097253,140,43.8,3956097255,141,81.1,3956097251,56,Back,3956097261,1,,3958159119,178,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236041,6,1,1,0,9,dv9l02o316cd9hbkxaho2u12f,0,63.3,30.1,2022-12-26T15:01:03.565Z,2022-12-28T04:58:31Z,3956097321,3,,3956097325,140,79.4,3958159187,178,,3956097331,213,5.8,3956097323,56,Right,3956097329,212,19.6,3956097327,141,15.6,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236061,4,44,1,0,11,80jtkz2echk6yyyb9e2595cxr,1,28.6,85.8,2022-12-26T15:01:05.064Z,2022-12-28T06:57:35Z,3956097445,56,Back,3956097495,233,7,3956097447,285,,,,,,,,,,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
