id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/value,qualifier/14/value
2492067541,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-12-17T14:18:07.190Z,2022-12-17T15:04:48Z,3949875665,194,8nudzikxeestbjz4yww8r13v9,3949913765,197,16446,3949875657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3949875663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3949875655,30,"3yamg9wboimwxyklpekdxgxxx, 8nudzikxeestbjz4yww8r13v9, a6sikfu3j1pp7mlfcdte2inoq, 5n4yyffs5f8b7exry819c4xxx, 2di9tk08yuqcb4wn9dvmwh97t, 90ljpsmc6jf9657bs8cwkavl6, b0hjaqg0on2lrpfcjxfyz7uqy, d41ua67591gafg6gb9iwg3p7u, d866x81xlp0h24rtpg9jbczbp, 2u29ogddmahu2ursn73e5yw9h, 39gerw0vkyeriats1e0rgdn56, dt6qnodvlkioltvbbhn08tqs5, bk1tvg8t79kbsmnf2i39or6c5, 5kdcg5tlzqdsmqdvyvxf49rrp, 7mcxkeo8701m9cs3hfy6towrt, 5djouum2kdazpcjf79gbk2ju1, enwfqkgv2m6hfwwjmbvfx9m1h, 268os78lzi8fggnve9n15h5ux",3949875659,59,"1, 2, 37, 4, 5, 15, 23, 12, 14, 45, 39, 3, 6, 8, 10, 11, 21, 24",3949875667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949875661,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492069117,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-17T14:24:58.785Z,2022-12-17T15:03:50Z,3949885113,130,19,3949885109,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3949885117,194,49ca952ot1c3ytut2s281ds6h,3949885111,59,"40, 2, 7, 6, 24, 5, 33, 8, 9, 44, 48, 1, 14, 15, 18, 26, 27, 29",3949915339,197,16169,3949885107,30,"c3nbdw1440h1uwwmixrjxwclx, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, 49ca952ot1c3ytut2s281ds6h, d25ilw75uqbnk15v383e1kxrd, dwrnys3htjlb3asfou6425g16, 1wpc3b44r2w9m2wallf1xcmlm, 1iy0goeaf5btyw09tr2ywbe8l, 1r9aj50371x6f0xf7mmvldz9x, 32crcj18u4qnf8f07fbsopvpx, canpue729cozt0cw6a1dpi7ai, a97lovkim5o3xqd92bc80l5ux, 23gglwejp456bifnwkk9xi0a, 18loyx03olyhtkt6scybwr8q1, 5zl4j36i5nxwrct70lgxh0oru, i1bzoqwi1u382l4yx3n864x6, 878xi84rsiw5uj1doiy894lwp, 2evuc5me085gt0aeky191cduc",3949885119,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949885115,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076091,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-12-17T15:02:52.793Z,2022-12-17T15:02:56Z,3949922357,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076077,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-17T15:02:52.793Z,2022-12-18T23:36:44Z,3949922307,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076121,3,1,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,50,50.3,2022-12-17T15:02:52.843Z,2022-12-19T05:26:15Z,3949922551,279,S,3949922547,212,17.0,3949922543,140,33.9,3949922545,141,52.4,3949922549,213,3.1,3949922541,56,Back,3951599743,178,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076189,4,1,1,0,2,8mbtyq0has0uu0565fm9t5cdo,1,33.7,52.8,2022-12-17T15:02:55.268Z,2022-12-19T05:26:17Z,3949922871,140,34.7,3949922873,141,89.9,3951599755,178,,3949922877,213,1.5,3949922869,56,Back,3949922875,212,25.2,,,,,,,90ljpsmc6jf9657bs8cwkavl6,C. Ndaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076237,5,1,1,0,5,8mbtyq0has0uu0565fm9t5cdo,0,34.9,87.9,2022-12-17T15:02:58.314Z,2022-12-19T05:26:21Z,3949923127,56,Left,3949923133,212,34.0,3949923137,1,,3949923129,140,66.7,3949923125,155,,3949923135,213,0.2,3951599783,178,,3949923131,141,97.2,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076247,3,49,1,0,9,9db4t34qy4owglhvvgwf5l22i,1,20.5,2.3,2022-12-17T15:03:02.105Z,2022-12-19T08:05:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076295,4,1,1,0,10,9db4t34qy4owglhvvgwf5l22i,0,20.5,2.3,2022-12-17T15:03:03.016Z,2022-12-19T05:26:33Z,3949923433,141,4.6,3949923427,157,,3949923437,213,0.0,3949923429,56,Right,3949923439,1,,3949923435,212,33.3,3951599837,178,,3949923431,140,52.2,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076303,6,49,1,0,12,8mbtyq0has0uu0565fm9t5cdo,1,46.1,97,2022-12-17T15:03:05.178Z,2022-12-19T05:26:37Z,,,,,,,,,,,,,,,,,,,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
