id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2514944463,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-03-04T11:45:01.568Z,2023-03-04T12:33:39Z,4070381873,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070381865,30,"af0te77bq4mgr7rkkqateiswl, dqgptypyedqzff38kn24en3s9, babqz0ziyoyw9ycgxh4stfh0p, dhty303ilcb4cocqv68324xk9, 3nxrsmys3v8ci6xeqsx8yaac5, cqbxzfg7eb97z1rx01kms6ay1, 8f5io2957l6ye5u7bsan0ecfe, a06js9xdgcoqq2mjjp9bbozu2, 3ft5brlvxvw8otiyjppxkk6ad, b9apqidquztaojf6e3my6v7bp, 5x46bjvslvsozkw1o5ddni12h, 6s5n6ri7p16dbqb35b2dpl0wl, 5pf4sma6x95qcuhx6wmqqzu1h, 2ykne43vtv8c00rvviyr3rre2, b1or5u4dfuf4pvg7cgqnp3nxl, 1225w9qp3uzp1fkblmyidsfhm, apgbqplqtvuc1dmdxi5gqhd04, 1vni33hvf1nchb5gou5n5b2i2",4070381869,59,"1, 2, 3, 4, 5, 16, 15, 20, 9, 8, 10, 12, 14, 17, 21, 22, 25, 29",4070381867,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4070381875,194,dqgptypyedqzff38kn24en3s9,4070381879,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070381871,130,8,4070381877,197,4867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514944495,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-03-04T11:45:05.579Z,2023-03-04T12:28:08Z,4070382023,130,18,4070382019,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4070382017,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, 64tpd90skhh1yj8yztefhahn9, 96hgdxqla3prs8zusk58lmdey, aqu903olqgqkljzwr658cogd1, 74vpeqcguo2sb2qgpt3b6zq3t, 6q06inb8ukzfsrxy0arxl78q1, 7iruezvsore21eboc96g7oqtx, dndv2nbwzzvgrlgf6gmeqtryt, b1yok7nf3a2fu9voe0oy7o6ad, awsbedog2zaz7zpjucbcba82y, 9eaozqsxv2347nryh9pkmg251, cqcwoymcrgf7wdi6091zplecp, 8c0rbwtrr5p2em8lyb2uzt785, 8zcwhxcdh09wxdn29kzpox591, az767vfe6ig8vwir9uu2eu3th, 7ybjr8x5s8j4zj17p544h6rmy, 7edc89hg3r6ueacgnkde7fzvu",4070382025,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070382031,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070382021,59,"19, 21, 3, 28, 5, 18, 16, 8, 22, 10, 17, 2, 11, 12, 20, 24, 25, 27",4070382029,197,16113,4070382027,194,aqu903olqgqkljzwr658cogd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969149,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-03-04T12:30:23.219Z,2023-03-04T12:30:26Z,4070506143,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969143,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-03-04T12:30:23.219Z,2023-03-06T07:47:15Z,4070506135,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969201,3,1,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,51.3,50.4,2023-03-04T12:30:23.259Z,2023-03-07T07:12:22Z,4079713613,178,,4070506397,140,19.2,4070506399,141,53.4,4070506395,56,Back,4070506401,212,33.8,4070506407,279,S,4070506405,1,,4070506403,213,3.1,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969237,4,1,1,0,4,8xeuwzxnm7hdlbjjuezgfkz3w,0,23.9,53.4,2023-03-04T12:30:28.104Z,2023-03-07T05:56:48Z,4070506585,1,,4079713761,178,,4070506581,212,50.2,4070506575,56,Left,4070506579,141,81.1,4070506577,140,68.2,4070506583,213,0.4,4070506573,155,,af0te77bq4mgr7rkkqateiswl,C. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969267,3,1,1,0,8,69t8imcdaqlgfbds2p58596my,0,28.1,16.1,2023-03-04T12:30:31.640Z,2023-03-07T09:32:30Z,4070506753,140,53.7,4070506749,3,,4079713859,388,,4070506751,56,Right,4070506757,212,29.5,4070506759,213,5.9,4070506755,141,0.0,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969269,4,5,1,0,11,69t8imcdaqlgfbds2p58596my,0,54,-1.5,2023-03-04T12:30:35.048Z,2023-03-07T05:56:58Z,4070507451,233,5,4070506765,56,Right,4070506767,347,,,,,,,,,,,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969429,5,5,1,0,11,8xeuwzxnm7hdlbjjuezgfkz3w,1,46,101.5,2023-03-04T12:30:35.048Z,2023-03-07T05:56:57Z,4070507429,347,,4070507427,56,Back,4070507447,233,4,,,,,,,,,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969467,6,1,1,0,25,8xeuwzxnm7hdlbjjuezgfkz3w,1,45.6,100,2023-03-04T12:30:48.588Z,2023-03-07T05:57:01Z,4070507645,140,65.9,4070507649,212,22.1,4070507647,141,93.0,4070507641,107,,4070507651,213,6.0,4070507643,56,Left,4070507653,1,,,,,babqz0ziyoyw9ycgxh4stfh0p,M. Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969485,7,61,1,0,26,8xeuwzxnm7hdlbjjuezgfkz3w,1,66.1,93,2023-03-04T12:30:50.120Z,2023-03-07T05:57:07Z,4079714067,178,,4070507741,56,Left,,,,,,,,,,,,,,,,,,,3ft5brlvxvw8otiyjppxkk6ad,C. Stockton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514969501,8,1,1,0,28,8xeuwzxnm7hdlbjjuezgfkz3w,0,72.8,94.7,2023-03-04T12:30:52.197Z,2023-03-07T05:57:15Z,4079714141,178,,4070507793,140,75.5,4070507799,213,5.1,4070507791,56,Left,4070507797,212,7.4,4070507795,141,84.7,4070507789,155,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
