id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/18/value,assist
2537057893,6,1,1,0,22,69t8imcdaqlgfbds2p58596my,1,23.8,74.5,2023-04-22T14:02:03.321Z,2023-04-25T05:56:08Z,4208458707,56,Back,4208458711,141,95.1,4208458709,140,28.4,4208458715,213,1.2,4208458713,212,14.8,4218821297,178,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058115,7,1,1,0,25,69t8imcdaqlgfbds2p58596my,1,28.3,95,2023-04-22T14:02:06.095Z,2023-04-25T05:56:12Z,4208459607,140,15.1,4208459613,213,3.6,4218821329,178,,4208459611,212,15.8,4208459605,56,Back,4208459609,141,83.9,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058259,8,1,1,0,32,69t8imcdaqlgfbds2p58596my,0,32.9,87.1,2023-04-22T14:02:13.536Z,2023-04-25T05:56:18Z,4208460267,56,Center,4208460263,155,,4208460279,1,,4218821387,178,,4208460275,212,61.6,4208460271,140,90.8,4208460277,213,6.1,4208460273,141,72.1,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058329,6,52,1,0,36,82kapkjwonlv9j1ui0ytv5sii,1,8.7,32.6,2023-04-22T14:02:17.180Z,2023-04-25T05:56:20Z,4218821399,178,,4216872133,376,,,,,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058859,7,1,1,0,50,82kapkjwonlv9j1ui0ytv5sii,1,15.4,49.9,2023-04-22T14:02:31.196Z,2023-04-25T05:56:25Z,4208463347,1,,4208463323,56,Left,4208463327,141,83.8,4208463337,213,0.3,4208463333,212,68.9,4208463321,199,,4208463325,140,77.2,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058899,8,44,1,0,54,82kapkjwonlv9j1ui0ytv5sii,1,73,87.4,2023-04-22T14:02:35.013Z,2023-04-25T07:32:48Z,4208463529,56,Left,4208463773,233,9,4208463531,286,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058933,9,44,1,0,54,69t8imcdaqlgfbds2p58596my,0,27,12.6,2023-04-22T14:02:35.014Z,2023-04-25T05:56:30Z,4208463683,56,Back,4208463685,285,,4208463791,233,8,,,,,,,,,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058975,9,61,1,0,54,82kapkjwonlv9j1ui0ytv5sii,1,74.4,83.9,2023-04-22T14:02:35.059Z,2023-04-25T07:32:48Z,4208463897,56,Left,4218821551,15,,4218821553,388,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058973,10,49,1,0,57,69t8imcdaqlgfbds2p58596my,1,10.4,2.8,2023-04-22T14:02:38.322Z,2023-04-25T05:56:43Z,,,,,,,,,,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059097,11,1,1,0,57,69t8imcdaqlgfbds2p58596my,0,10.4,2.8,2023-04-22T14:02:38.390Z,2023-04-25T05:56:45Z,4208464471,140,71.9,4208464475,141,5.3,4208464487,1,,4208464483,213,0.0,4208464465,157,,4218821615,178,,4208464479,212,64.6,4208464467,56,Right,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059119,10,49,1,1,3,82kapkjwonlv9j1ui0ytv5sii,1,32.9,86.6,2023-04-22T14:02:44.101Z,2023-04-25T05:56:53Z,,,,,,,,,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059361,11,1,1,1,5,82kapkjwonlv9j1ui0ytv5sii,1,25.6,84.1,2023-04-22T14:02:45.942Z,2023-04-25T05:56:56Z,4208465805,56,Back,4218821701,178,,4208465807,140,2.6,4208465809,141,73.3,4208465811,212,25.2,4208465813,213,3.4,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059601,12,1,1,1,7,82kapkjwonlv9j1ui0ytv5sii,0,2.9,73.3,2023-04-22T14:02:48.720Z,2023-04-25T05:56:59Z,4208467031,141,97.4,4208467027,56,Left,4208467035,213,0.2,4208467025,155,,4208467037,1,,4208467033,212,96.4,4208467029,140,93.4,4218821721,178,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059597,12,49,1,1,14,69t8imcdaqlgfbds2p58596my,1,10.8,4.9,2023-04-22T14:02:55.787Z,2023-04-25T05:57:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059753,13,1,1,1,14,69t8imcdaqlgfbds2p58596my,1,11.4,4.7,2023-04-22T14:02:55.840Z,2023-04-25T05:57:07Z,4208467809,56,Back,4208467815,141,34.3,4208467811,140,6.6,4218821763,178,,4208467821,212,20.7,4208467825,213,1.8,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060171,14,1,1,1,20,69t8imcdaqlgfbds2p58596my,1,8.3,41.6,2023-04-22T14:03:00.896Z,2023-04-25T05:57:12Z,4218821795,178,,4208469817,212,14.8,4208469821,213,1.6,4208469811,140,8.1,4208469815,141,63.4,4208469807,56,Back,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060261,15,1,1,1,29,69t8imcdaqlgfbds2p58596my,1,26.8,66.4,2023-04-22T14:03:10.814Z,2023-04-25T05:57:14Z,4208470239,213,1.3,4208470237,212,11.7,4218821813,178,,4208470235,141,82.9,4208470231,140,29.9,4208470227,56,Back,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060327,16,1,1,1,31,69t8imcdaqlgfbds2p58596my,1,30.9,83,2023-04-22T14:03:12.761Z,2023-04-25T05:57:17Z,4208470567,56,Back,4218821837,178,,4208470571,141,78.1,4208470575,213,6.1,4208470569,140,46.9,4208470573,212,17.1,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060335,17,50,1,1,33,69t8imcdaqlgfbds2p58596my,1,47.4,74,2023-04-22T14:03:14.678Z,2023-04-25T05:57:30Z,4208470997,233,13,4208470623,56,Back,4208470627,286,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060357,13,7,1,1,34,82kapkjwonlv9j1ui0ytv5sii,1,52.6,26,2023-04-22T14:03:15.170Z,2023-04-25T05:57:34Z,4208470691,56,Center,4208470693,285,,4218821975,178,,4208470881,233,17,4216875939,384,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060425,14,49,1,1,36,82kapkjwonlv9j1ui0ytv5sii,1,42.5,24.9,2023-04-22T14:03:17.205Z,2023-04-25T05:57:39Z,,,,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060511,15,1,1,1,36,82kapkjwonlv9j1ui0ytv5sii,1,42.4,24.9,2023-04-22T14:03:17.743Z,2023-04-25T05:57:43Z,4208471483,212,13.3,4208471487,213,3.9,4218822077,178,,4208471473,140,33.2,4208471467,56,Back,4208471479,141,11.4,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060571,16,1,1,1,38,82kapkjwonlv9j1ui0ytv5sii,1,32.4,10.3,2023-04-22T14:03:19.560Z,2023-04-25T05:57:48Z,4208471735,56,Back,4208471749,213,2.4,4208471747,212,36.6,4218822121,178,,4208471751,1,,4208471745,141,47.9,4208471741,140,7.4,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060893,17,1,1,1,45,82kapkjwonlv9j1ui0ytv5sii,1,8.7,46.8,2023-04-22T14:03:26.200Z,2023-04-25T05:57:53Z,4208473429,141,94.4,4218822177,178,,4208473433,213,0.5,4208473425,56,Left,4208473435,1,,4208473431,212,62.9,4208473423,155,,4208473427,140,60.1,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538635963,713,61,1,1,48,82kapkjwonlv9j1ui0ytv5sii,1,62.8,91.6,2023-04-22T14:03:29.567Z,2023-04-25T05:58:05Z,4216877997,56,Left,4218822293,388,,4218822291,15,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060953,18,5,1,1,50,69t8imcdaqlgfbds2p58596my,1,24.8,-2,2023-04-22T14:03:31.070Z,2023-04-25T05:58:08Z,4208473687,56,Back,4208473813,233,18,4208473691,347,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060907,18,5,1,1,50,82kapkjwonlv9j1ui0ytv5sii,0,75.2,102,2023-04-22T14:03:31.070Z,2023-04-25T05:58:08Z,4208473481,56,Left,4208473483,347,,4208473857,233,18,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061537,19,1,1,2,5,69t8imcdaqlgfbds2p58596my,1,29.4,0,2023-04-22T14:03:46.351Z,2023-04-25T05:58:40Z,4208476739,140,25.0,4208476741,141,10.1,4208476745,213,2.1,4208476735,107,,4208476737,56,Back,4208476743,212,8.8,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061637,20,1,1,2,7,69t8imcdaqlgfbds2p58596my,1,24.3,7.6,2023-04-22T14:03:48.093Z,2023-04-25T05:58:52Z,4208477229,213,3.3,4208477225,141,5.0,4208477221,56,Back,4218822581,178,,4208477227,212,14.5,4208477223,140,10.6,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061735,21,1,1,2,8,69t8imcdaqlgfbds2p58596my,1,10.6,5,2023-04-22T14:03:49.200Z,2023-04-25T05:58:54Z,4208477747,56,Back,4208477757,213,0.3,4208477753,141,18.8,4208477745,155,,4208477751,140,38.1,4208477755,212,30.4,4218822609,178,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539035359,2069,67,1,2,9,69t8imcdaqlgfbds2p58596my,1,38.2,17.3,2023-04-22T14:03:50.691Z,2023-04-25T10:22:21Z,4219049783,233,1065,,,,,,,,,,,,,,,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539035355,1065,67,1,2,9,82kapkjwonlv9j1ui0ytv5sii,0,61.8,82.7,2023-04-22T14:03:50.692Z,2023-04-25T09:38:54Z,4219049809,233,2069,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061753,22,1,1,2,9,69t8imcdaqlgfbds2p58596my,0,37.8,18.9,2023-04-22T14:03:50.715Z,2023-04-25T10:22:21Z,4208477847,212,4.9,4208477841,140,38.1,4208477845,141,11.7,4208477851,213,4.8,4218822679,178,,4208477837,56,Back,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061789,19,1,1,2,10,82kapkjwonlv9j1ui0ytv5sii,0,63.3,82.6,2023-04-22T14:03:51.787Z,2023-04-25T05:59:08Z,4218822753,178,,4208478039,212,15.6,4208478043,213,5.0,4208478031,155,,4208478035,140,67.4,4208478037,141,60.5,4208478033,56,Center,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061921,23,1,1,2,13,69t8imcdaqlgfbds2p58596my,1,35.6,36.3,2023-04-22T14:03:54.172Z,2023-04-25T05:59:20Z,4216879637,140,45.4,4216879635,3,,4218822831,178,,4216879643,213,0.3,4216879641,212,10.7,4216879639,141,40.6,4208478647,56,Back,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062001,24,50,1,2,14,69t8imcdaqlgfbds2p58596my,1,45.6,42.1,2023-04-22T14:03:55.529Z,2023-04-25T05:59:26Z,4208479019,286,,4208479241,233,20,4208479015,56,Back,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062007,20,7,1,2,14,82kapkjwonlv9j1ui0ytv5sii,1,54.4,57.9,2023-04-22T14:03:55.769Z,2023-04-25T05:59:29Z,4218822919,178,,4208479045,285,,4216880485,384,,4208479181,233,24,4208479041,56,Center,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537099039,153,61,1,2,14,82kapkjwonlv9j1ui0ytv5sii,1,54,60,2023-04-22T14:03:55.853Z,2023-04-25T05:59:35Z,4218822981,178,,4208677047,56,Center,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062017,21,49,1,2,16,82kapkjwonlv9j1ui0ytv5sii,1,62.3,40.4,2023-04-22T14:03:57.744Z,2023-04-25T06:01:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062029,22,1,1,2,18,82kapkjwonlv9j1ui0ytv5sii,0,62.3,40.4,2023-04-22T14:03:59.149Z,2023-04-25T06:01:33Z,4208479137,140,60.5,4218824141,178,,4208653559,233,27,4208479135,56,Center,4208479139,141,37.9,4208653555,236,,4208653563,286,,4208479143,213,3.9,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,4208479141,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062235,27,74,1,2,18,69t8imcdaqlgfbds2p58596my,1,40.3,64.1,2023-04-22T14:03:59.240Z,2023-04-25T06:01:37Z,4208653421,56,Back,4218824191,178,,4208653423,285,,4208653651,233,22,,,,,,,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062063,23,61,1,2,18,82kapkjwonlv9j1ui0ytv5sii,1,60.5,37.9,2023-04-22T14:03:59.315Z,2023-04-25T06:02:30Z,4218824665,178,,4208479301,56,Center,,,,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062153,25,1,1,2,20,82kapkjwonlv9j1ui0ytv5sii,0,48.5,33.3,2023-04-22T14:04:01.153Z,2023-04-25T06:02:49Z,4208479751,140,46.6,4208479749,56,Back,4208479755,212,4.0,4218824847,178,,4208479757,213,4.2,4208479753,141,28.2,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062083,24,43,1,2,20,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-22T14:04:01.819Z,2023-04-22T14:19:46Z,4208479413,285,0,4208659775,144,45,4208479411,56,Center,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062095,25,43,1,2,20,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-22T14:04:01.823Z,2023-04-22T14:19:52Z,4208479475,212,2.2,4208479471,140,36.0,4208660921,144,1,4208479477,213,3.8,4208479469,56,Back,4208479473,141,55.5,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062207,26,50,1,2,22,69t8imcdaqlgfbds2p58596my,1,56.6,74.4,2023-04-22T14:04:03.320Z,2023-04-25T06:02:57Z,4208479939,56,Center,4208479941,286,,4208481025,233,26,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062399,26,7,1,2,23,82kapkjwonlv9j1ui0ytv5sii,0,43.4,25.6,2023-04-22T14:04:04.159Z,2023-04-25T06:03:01Z,4208480987,233,26,4216884031,385,,4208480839,56,Back,4208480841,285,,4218824937,178,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062455,33,49,1,2,25,69t8imcdaqlgfbds2p58596my,1,80.4,98.9,2023-04-22T14:04:06.217Z,2023-04-25T06:03:15Z,,,,,,,,,,,,,,,,,,,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062421,27,45,1,2,26,82kapkjwonlv9j1ui0ytv5sii,0,36,3,2023-04-22T14:04:07.016Z,2023-04-25T06:03:24Z,4208480959,56,Back,4208481235,285,,4217111661,233,32,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062355,32,3,1,2,26,69t8imcdaqlgfbds2p58596my,1,64,97,2023-04-22T14:04:07.016Z,2023-04-25T06:03:24Z,4218825103,178,,4208480591,56,Left,4208480593,286,,4216884671,465,,4217111653,233,27,,,,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
