id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2506232829,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-02-11T14:15:06.448Z,2023-02-11T15:06:08Z,4024411255,30,"4e1c6yk50fl8hnwv6u1132j85, 937mkgz0gstvxyjiwfe9xiuzu, czwcateaukr5r9yibdem642qd, 71or1ne6d9zuo038qdt6vcvoq, emuuuhvah1jtq2fqs9ybfovvu, 6tqiy5a5cfpfm90j8r5udl8bu, 3tlocewlh3mb53wd0hk8nucbt, 2y1fhmv1aw0ocpu3h0wrfi1d6, 74p53a79q1tlis3a3gladqor9, e8whj7tdfmuk66shr30htmhud, 3je74tc5emuou6ckwdbscsbu, 9vpu031whb1bj006mbw8hv2sp, 8bhf6lrrabp5tw5m8krirsm7e, e4xeswr8cpdkmlhijuf7oonsa, b5j2ib54sum2pmzthjmfmr55h, 5q6s3r5ychv1d3r1tch4sot05, dw7bhxe9mbg94udlycw98gpgp, b1cn7i49cjjiifnfw6xu18xsk",4024411269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024411257,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4024411261,130,2,4024411259,59,"13, 28, 3, 16, 18, 4, 23, 10, 9, 14, 7, 17, 20, 21, 22, 26, 27, 50",4024411265,194,czwcateaukr5r9yibdem642qd,4024411263,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024411267,197,4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506232845,1,34,16,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-02-11T14:15:07.232Z,2023-02-11T14:15:07Z,4024411371,130,4,4024411367,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4024411379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024411365,30,"4s0yf91l8xqodeuv473hmp5ka, 9z75i0zrgtuumyixz8dl9ysbt, egfrwjjbl6fom2rwi5jpzzfmx, egr5n9jynbg3llc2tn2g5ncnp, 2r6gxw9yjxvaplv70ftq7wout, am14op2bc5krnoxpj6w9n5sk, 1f8911tjafl7cun4lxydhpp7t, 6a08s0d0sgt7iw37spmo4bro5, cvxq0jdcg97tafit6s7s447v9, ald5oocxwh4pip8fw6v3ym8h6, 4qrvri86m93wpyugq0zq4aaqx, 46q465awyk7ndr9faq83vmuw9, 56g3fffeygobuei72gnkm9a09, 5sfchvj1d5dgpwc6j5oshhkut, effzy3ttltffcz92a3ro4woa, evb6gpvuutmnisv9d12gs0xcl, 6m0h2e4kygi2hx6nf9b24cv6d, 4hgji0bnqpsqezk5ctxq3ggh6",4024411377,197,4825,4024411373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024411375,194,egr5n9jynbg3llc2tn2g5ncnp,4024411369,59,"31, 28, 26, 4, 24, 34, 15, 21, 8, 17, 23, 1, 2, 3, 10, 19, 22, 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280013,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-02-11T15:03:48.457Z,2023-02-11T15:03:52Z,4024643001,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279989,2,32,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-02-11T15:03:48.457Z,2023-02-14T00:46:54Z,4024642865,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280033,3,1,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,49.9,50.5,2023-02-11T15:03:48.463Z,2023-02-14T07:15:42Z,4024643109,212,11.6,4024643111,213,3.2,4024643101,56,Back,4024643103,140,38.9,4024643107,141,49.7,4031837145,178,,4024643113,279,S,,,,2y1fhmv1aw0ocpu3h0wrfi1d6,S. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280239,4,1,1,0,2,8rfydplrc9ki0sirqi0drcybk,0,32.6,48.2,2023-02-11T15:03:51.202Z,2023-02-14T07:15:48Z,4024644153,1,,4024644145,140,78.1,4024644147,141,10.3,4024644143,56,Right,4024644149,212,54.3,4024644151,213,5.8,4031837233,178,,4024644141,155,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280281,3,44,1,0,5,2ezfenuwk3y65p8jdbj55xqt0,1,25.8,90.4,2023-02-11T15:03:54.425Z,2023-02-14T12:08:58Z,4024644371,233,5,4024644363,56,Back,4024644365,285,,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280257,5,44,1,0,5,8rfydplrc9ki0sirqi0drcybk,0,74.2,9.6,2023-02-11T15:03:54.426Z,2023-02-14T07:15:53Z,4024644237,286,,4024644235,56,Right,4024644443,233,3,,,,,,,,,,,,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280315,4,12,1,0,6,2ezfenuwk3y65p8jdbj55xqt0,1,29.8,91.1,2023-02-11T15:03:54.492Z,2023-02-14T12:08:58Z,4024644537,213,1.3,4024644529,56,Back,4024644533,141,100.0,4024644535,212,7.1,4024644531,140,31.8,4031837423,388,,4030941785,15,,4030941763,167,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280329,5,5,1,0,6,2ezfenuwk3y65p8jdbj55xqt0,0,27.6,101.4,2023-02-11T15:03:55.241Z,2023-02-14T07:16:14Z,4024644607,347,,4024645155,233,6,4024644605,56,Back,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
