id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value
2506232785,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-11T14:15:04.533Z,2023-02-11T15:02:49Z,4024410971,59,"13, 33, 3, 8, 2, 16, 23, 14, 19, 22, 20, 4, 10, 17, 18, 21, 27, 30",4024410975,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024410973,130,8,4024410967,30,"3oyhjrd1ohnwf1x3d65997xzp, cz30ywnq6p6dig7x3hu6h7cnp, 7cznyew8xg3fxfqeexid7pxt6, 3jzhwh7lq7xzcz7clm28h0mvp, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 4z5onwcaou5pjcz3kxncn8wl, 8olbkp9lqy3em5s9h7a4aod4a, d5yupvahq6bf4nde1nmgro6lm, 33ci88veciqvd4w5y145dyooa, 2nqvzywi67fy7tx5p7d4kgo6i, cqfbp8me2n00cve66v797omvp, 5qek4jlkgmuv5vcda1hkiagnp, 6fphke4c1tsj6xvvp7aki65sl, 50flg4aoq4l0glnh61yzngc7p, exrh01dw52b651aet2am7v015, uluqgj69z6yunsl8m505lyi, 1lu7wsceoivdbsvqanykrr07p",4024410979,197,17269,4024410977,194,3jzhwh7lq7xzcz7clm28h0mvp,4024410969,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4024410981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506232859,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-02-11T14:15:08.124Z,2023-02-11T14:15:08Z,4024411441,130,8,4024411445,194,8uch2zjj8vxmfi2l544j5ipxx,4024411443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024411449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024411437,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4024411439,59,"1, 2, 21, 42, 4, 33, 12, 6, 10, 28, 24, 9, 14, 16, 20, 22, 23, 29",4024411447,197,2083,4024411435,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9j8icoctjp1icwle91r62q76x, 3nwvlft28lt3fiirchylvwtm1, 1vfuzp09s9oj95ruav4ln9ch6, 9r28zj6fz3z8dzojktwambsut, am8ws7w5mpzvbnb8bvvztbpwp, 8uch2zjj8vxmfi2l544j5ipxx, 2uids8ea8jv4r62psqj37x3e2, bhtwzoyaqug2p0ezr7c6wxuui, s2phyy6eoysnxu96rw2ivnx1, 6evqqxq5e0y1uvigg6bss4frp, 9qeg65oa5skmypxvt73vckfrp, 9mgcugydtvdr5wk7qii9wpd2i, 7wgynxj11urhizi5r3girip2i, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu, 12zn29b1dqhexzrkvm43yuiac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276559,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-02-11T15:02:03.344Z,2023-02-14T01:14:53Z,4024626781,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276535,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-11T15:02:03.344Z,2023-02-11T15:02:03Z,4024626687,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276585,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,50.1,50.1,2023-02-11T15:02:03.414Z,2023-02-14T06:50:08Z,4024626897,213,3.1,4031820307,178,,4024626899,279,S,4024626889,56,Back,4024626891,140,33.8,4024626893,141,50.7,4024626895,212,17.1,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276759,4,1,1,0,3,8w89tsles26jm12aoelwvlttt,0,31,52.4,2023-02-11T15:02:06.833Z,2023-02-14T06:50:19Z,4024627751,141,84.4,4024627753,212,47.2,4024627747,56,Left,4024627755,213,0.5,4024627749,140,70.9,4031820379,178,,4024627745,155,,4024627757,1,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276767,3,44,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,1,27.6,12.6,2023-02-11T15:02:09.705Z,2023-02-14T07:55:56Z,4024627783,56,Back,4024627789,285,,4024628019,233,5,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276781,5,44,1,0,6,8w89tsles26jm12aoelwvlttt,0,72.4,87.4,2023-02-11T15:02:09.706Z,2023-02-14T06:50:27Z,4024628051,233,3,4024627867,286,,4024627865,56,Left,,,,,,,,,,,,,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276795,4,1,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,0,26,9.5,2023-02-11T15:02:09.744Z,2023-02-14T07:55:56Z,4031820479,388,,4024627937,212,9.9,4024627931,56,Back,4024627935,141,14.4,4024627933,140,34.9,4024627939,213,0.3,4024627929,3,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276843,6,1,1,0,7,8w89tsles26jm12aoelwvlttt,0,65,82,2023-02-11T15:02:11.107Z,2023-02-14T06:50:37Z,4024628221,213,0.3,4024628219,212,11.8,4031820533,388,,4024628217,141,86.9,4024628213,56,Left,4024628215,140,75.8,4024628211,155,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
