id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,keyPass,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/21/id,qualifier/21/qualifierId
2523304709,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-21T19:15:01.768Z,2023-03-21T20:03:09Z,4114674697,197,16162,4114674687,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4114674691,130,12,4114674689,59,"25, 2, 18, 15, 44, 6, 8, 10, 24, 9, 4, 3, 17, 19, 22, 31, 32, 33",4114674693,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4114674695,194,ekbsso6hq913ss7jerbusyled,4114674699,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4114674685,30,"4c56c2zanbiv8q28f54i5rp3p, cyrr9517kjkt2l5tuqe966zth, 3fjobcho19bkofw9h042i2v9x, 76tis9hdvmec3jcvgnsf6cdex, 77yt60bz6k3rqv316v9qxxyad, 4mg6kr1jernr98unfp5p8shqt, 8lvhd97efhjcg03fj1num1bzd, ekbsso6hq913ss7jerbusyled, 1szy525fae134zxfbt7vyw991, 583ujnml31x2cnl6jxwnbs2xh, 2gf1wld07zyiuvq7iikfrvoid, 9r7ngbyjgfukassxtl07wnn55, 7f87a26gzayk0bfzbm42huuw9, 94opm6ljk3l7yqa2rzwq2gw6h, 2nm6gmvnf6bmqpgd286p3yeqc, 24g3kj5853y2af5ncqhwlfbp, dwbbiqw9923azm3rpg2m8aqj9, 3hq7q7p30s923cbbvw1070lp1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523304715,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-21T19:15:02.505Z,2023-03-21T19:15:02Z,4114674717,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4114674727,197,16169,4114674715,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, cruhiz25b3bbd4unocpu9bvf9, 1iy0goeaf5btyw09tr2ywbe8l, 1r9aj50371x6f0xf7mmvldz9x, 32crcj18u4qnf8f07fbsopvpx, canpue729cozt0cw6a1dpi7ai, 4nph9aqyr2kz1gmdh7v9n3w89, 7fwprbpdcdb7qcgaoe2humwo9, d25ilw75uqbnk15v383e1kxrd, i1bzoqwi1u382l4yx3n864x6, ddjh4t18kk75bz9sgga2g2f3d, c3nbdw1440h1uwwmixrjxwclx, acvgu9prqaeucmvi9fx070i22",4114674729,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4114674721,130,12,4114674723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4114674719,59,"1, 2, 7, 5, 6, 12, 30, 8, 9, 44, 48, 10, 16, 24, 26, 31, 40, 47",4114674725,194,49ca952ot1c3ytut2s281ds6h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315007,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-21T20:01:29.934Z,2023-03-21T20:01:30Z,4114728267,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315013,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-21T20:01:29.934Z,2023-03-30T10:50:33Z,4114728287,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315025,3,1,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,50,50,2023-03-21T20:01:29.938Z,2023-03-23T13:29:02Z,4114728315,56,Back,4114728321,212,12.8,4114728325,279,S,4114728319,141,49.1,4114728323,213,3.2,4114728317,140,37.8,4117437137,178,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315037,4,1,1,0,2,1musyruv2ufjrjnj6gvdbr8kt,0,42.2,46.3,2023-03-21T20:01:32.010Z,2023-03-23T13:29:05Z,4114728397,212,41.2,4114728399,213,5.7,4117437453,178,,4114728389,155,,4114728391,56,Right,4114728401,1,,4114728395,141,13.5,4114728393,140,75.2,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315041,3,44,1,0,4,9db4t34qy4owglhvvgwf5l22i,1,26.2,87.7,2023-03-21T20:01:34.668Z,2023-03-23T20:58:34Z,4114728413,233,5,4114728409,56,Back,4114728411,285,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315039,5,44,1,0,4,1musyruv2ufjrjnj6gvdbr8kt,0,73.8,12.3,2023-03-21T20:01:34.669Z,2023-03-23T13:29:12Z,4114728407,286,,4114728405,56,Right,4114728417,233,3,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315053,4,1,1,0,4,9db4t34qy4owglhvvgwf5l22i,1,27.4,88.9,2023-03-21T20:01:34.721Z,2023-03-30T11:00:56Z,4114728477,212,20.4,4114728469,3,,4114728473,140,34.8,4114728475,141,61.2,4117438321,388,,4114728471,56,Back,4114728479,213,5.1,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523315055,5,44,1,0,7,9db4t34qy4owglhvvgwf5l22i,1,38.2,55.2,2023-03-21T20:01:37.144Z,2023-03-23T20:58:35Z,4114728489,56,Back,4114728491,285,,4114728493,233,6,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
