id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value
2537019653,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-22T13:15:02.425Z,2023-04-22T13:49:06Z,4208265499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208265487,130,18,4208265493,194,75c432elegprf4f6hn72icset,4208265495,197,4843,4208265479,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, 4i81y9jhkouk3zmd03gjp1gx5, ab7t8dk9884hrwa88o41wq8dl, 552cgdv8qya776at130r2d0mi, 75c432elegprf4f6hn72icset, 61allnul4qlvl9s6wf0nehped, btlomqnhw2ft72iwg7xbaoh2i, cjwflve6ukph4h2az1irm099l, 4hcjk936uj5hm4bmnnin5nsh5, 7617zihboc2wywyoyou6nhuqd, eslpks0nl5y4vnn6xi13iuqqx, 6n2iaeukutepfiee2nvfpvofe, ea28jq8w3nc9koizvgffy5a7d, dgnkrsmri0xznduprfjwfro8a, 9fdbjgbp780ql3ugygbuhie3t, 75lptyj9mjvb2zyupi4fnnox5, 4kg1zi1c92yxf23t15hvpl2hh",4208265481,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4208265489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4208265485,59,"1, 22, 15, 6, 14, 2, 8, 23, 32, 27, 10, 3, 4, 7, 9, 20, 28, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537019715,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-04-22T13:15:06.344Z,2023-04-24T17:28:26Z,4208265803,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4208265799,130,2,4208265807,197,16119,4208265805,194,cwimbfv671qph6cxdcl32elzp,4208265793,30,"dgcocw72ey734nwc3omi02sid, bn65q0jh5fmyit8g8y4k9wsq2, 5j1eftktnca9eso1vvhu2hf55, 67xd8llko9zszuwg63ffopje2, 3dy32ujo7srhl6rq7vb9e97xm, 9e0t58fp461sn2pele7we3fu1, 5kg7eu8b1wktru5ohpid8e9qt, cwimbfv671qph6cxdcl32elzp, 43knl3z17afypz27sz4qzkxnu, a90bv7xfjlfi8s3kvbpyjvn8q, 41ntkkxxtjznfdz7966j64161, 3x8j3d4oygoxsu75ipz0idt6, 7itkpbbwwshyu3z35922nlzis, 2hwlmul5bz8qcxt75954ujiz9, as885sgoqhqie6xuony3pqrfu, 829ig7aac7nm8a7nb78jsf9at, 1oxfxpbvol3526lbe42wxxze2, b8lnnhs4xge277jgdcyfbmn84",4208265809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208265797,59,"31, 22, 12, 27, 5, 23, 2, 4, 25, 48, 11, 3, 13, 15, 20, 29, 30, 34",4208265795,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055439,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-22T14:00:11.589Z,2023-04-25T00:36:42Z,4208447545,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055443,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-04-22T14:00:11.589Z,2023-04-22T14:00:14Z,4208447549,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055453,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,50.3,50.1,2023-04-22T14:00:11.727Z,2023-04-25T10:54:19Z,4208447603,213,3.0,4208447605,279,S,4208447597,140,32.8,4208447601,212,18.6,4219178281,178,,4208447599,141,54.0,4208447595,56,Back,,,,a90bv7xfjlfi8s3kvbpyjvn8q,C. Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055513,4,1,1,0,2,17zuelixesst1z59fwcix2dil,0,33,50.9,2023-04-22T14:00:14.301Z,2023-04-25T10:54:22Z,4208447779,1,,4219178395,178,,4208447771,140,73.6,4208447773,141,16.1,4208447775,212,48.8,4208447767,155,,4208447769,56,Right,4208447777,213,5.8,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055529,3,1,1,0,5,fvr504m6gaxsfmtx4fwm7iq1,0,32.1,79.6,2023-04-22T14:00:16.950Z,2023-04-25T10:54:26Z,4219178491,178,,4208447841,212,19.5,4208447839,141,78.7,4208447835,56,Center,4208447843,213,6.3,4208447833,3,,4208447837,140,50.7,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055547,5,1,1,0,6,17zuelixesst1z59fwcix2dil,1,60.2,11.1,2023-04-22T14:00:18.562Z,2023-04-25T10:54:30Z,4208447947,212,9.4,4208447943,140,64.1,4219178561,178,,4208447945,141,23.6,4208447941,56,Center,4208447949,213,1.1,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055555,6,1,1,0,7,17zuelixesst1z59fwcix2dil,0,64.1,23.6,2023-04-22T14:00:19.377Z,2023-04-25T10:54:35Z,4208447983,141,0.0,4208447977,155,,4208447985,212,19.5,4208447987,213,5.2,4208447981,140,72.9,4208447979,56,Right,4219178757,178,,,,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055791,4,5,1,0,9,fvr504m6gaxsfmtx4fwm7iq1,1,25.3,101.8,2023-04-22T14:00:21.290Z,2023-04-25T10:54:37Z,4208449023,233,7,4208449019,56,Back,4208449021,347,,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055559,7,5,1,0,9,17zuelixesst1z59fwcix2dil,0,74.7,-1.8,2023-04-22T14:00:21.290Z,2023-04-25T10:54:37Z,4208447995,347,,4208449043,233,4,4208447993,56,Right,,,,,,,,,,,,,,,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055841,5,1,1,0,26,fvr504m6gaxsfmtx4fwm7iq1,0,22.6,100,2023-04-22T14:00:38.145Z,2023-04-25T10:54:41Z,4208449203,213,6.2,4208449205,1,,4208449197,140,62.4,4208449201,212,42.1,4208449199,141,94.1,4208449195,56,Left,4208449193,107,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055829,8,44,1,0,27,17zuelixesst1z59fwcix2dil,1,46,7,2023-04-22T14:00:39.532Z,2023-04-25T14:58:19Z,4208449243,233,6,4208449165,56,Back,4208449247,285,,,,,,,,,,,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055845,6,44,1,0,27,fvr504m6gaxsfmtx4fwm7iq1,0,54,93,2023-04-22T14:00:39.533Z,2023-04-25T10:54:53Z,4208449227,286,,4208449225,56,Left,4208449273,233,8,,,,,,,,,,,,,,,,4hcjk936uj5hm4bmnnin5nsh5,A. Keena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055855,9,1,1,0,28,17zuelixesst1z59fwcix2dil,1,54.2,7.1,2023-04-22T14:00:39.615Z,2023-04-25T14:58:19Z,4208449257,140,53.4,4208449261,212,2.1,4208449259,141,10.0,4219179277,388,,4208449263,213,2.0,4208449253,3,,4208449255,56,Right,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055879,10,1,1,0,30,17zuelixesst1z59fwcix2dil,0,37.6,13.5,2023-04-22T14:00:41.741Z,2023-04-25T10:54:58Z,4208449385,140,61.9,4208449383,56,Center,4208449381,157,,4208449389,212,29.3,4208449393,1,,4208449387,141,34.6,4208449391,213,0.5,4219179363,178,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055915,7,1,1,0,32,fvr504m6gaxsfmtx4fwm7iq1,1,40.1,72.6,2023-04-22T14:00:44.342Z,2023-04-25T10:55:05Z,4208449569,141,75.7,4208449563,3,,4219179591,178,,4208449565,56,Center,4208449571,212,29.0,4208449573,213,0.1,4208449567,140,67.6,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
