id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2478726267,5,1,1,0,11,9db4t34qy4owglhvvgwf5l22i,0,12.5,63.3,2022-10-29T14:03:18.615Z,2022-11-01T04:35:56Z,3879688185,157,,3879688197,1,,3879688187,56,Left,3879688195,213,0.4,3879688191,141,100.0,3879688193,212,66.3,3879688189,140,70.7,3887403157,178,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726277,6,5,1,0,17,9db4t34qy4owglhvvgwf5l22i,0,71.6,101,2022-10-29T14:03:24.464Z,2022-11-01T04:36:52Z,3879688229,347,,3879689351,233,8,3879688227,56,Left,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726439,8,5,1,0,17,17zuelixesst1z59fwcix2dil,1,28.4,-1,2022-10-29T14:03:24.464Z,2022-11-01T04:36:51Z,3879689171,56,Back,3879689177,347,,3879689255,233,6,,,,,,,,,,,,,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726577,9,1,1,0,20,17zuelixesst1z59fwcix2dil,1,27.6,0,2022-10-29T14:03:28.128Z,2022-11-01T04:37:02Z,3879690025,107,,3879690037,1,,3879690027,56,Back,3879690029,140,7.0,3879690035,213,2.3,3879690033,212,33.4,3879690031,141,36.6,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726779,10,1,1,0,25,17zuelixesst1z59fwcix2dil,1,7,43,2022-10-29T14:03:32.436Z,2022-11-01T04:37:33Z,3879691007,1,,3887404129,178,,3879690997,56,Back,3879690999,140,29.2,3879691005,213,0.9,3879691001,141,83.6,3879691003,212,36.1,,,,dirgn9z2tdz1603md8x3dni6t,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726863,11,1,1,0,30,17zuelixesst1z59fwcix2dil,0,27.9,88.9,2022-10-29T14:03:37.471Z,2022-11-01T04:37:52Z,3879691425,140,74.1,3879691421,155,,3879691423,56,Left,3879691437,1,,3887404407,178,,3879691435,213,6.2,3879691431,141,80.3,3879691433,212,48.9,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726927,7,1,1,0,32,9db4t34qy4owglhvvgwf5l22i,0,34.7,28,2022-10-29T14:03:39.840Z,2022-11-01T04:39:21Z,3879691745,141,40.3,3879691743,140,40.6,3879691739,56,Back,3887404923,388,,3879691735,3,,3879691749,212,10.4,3879691751,213,0.9,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727043,12,50,1,0,35,17zuelixesst1z59fwcix2dil,1,64.9,72.1,2022-10-29T14:03:42.391Z,2022-11-01T04:39:49Z,3879692557,233,8,3879692281,286,,3879692279,56,Center,,,,,,,,,,,,,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727061,8,7,1,0,36,9db4t34qy4owglhvvgwf5l22i,0,35.1,27.9,2022-10-29T14:03:43.575Z,2022-11-01T04:40:20Z,3887405949,178,,3885144233,385,,3879692451,233,12,3879692379,56,Back,3879692381,285,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480195615,1280,43,1,0,38,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-29T14:03:45.818Z,2022-11-01T07:01:11Z,3887529905,144,82,3887529685,178,0,,,,,,,,,,,,,,,,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727247,13,1,1,0,38,17zuelixesst1z59fwcix2dil,1,66.1,72,2022-10-29T14:03:45.983Z,2022-11-01T04:40:43Z,3879693427,213,4.2,3887406123,178,,3879693419,56,Center,3879693417,155,,3879693425,212,9.6,3879693423,141,59.7,3879693421,140,61.7,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727321,14,1,1,0,42,17zuelixesst1z59fwcix2dil,1,60.7,41.9,2022-10-29T14:03:49.786Z,2022-11-01T04:41:14Z,3879693801,213,5.2,3887406457,178,,3879693797,141,6.4,3879693799,212,27.8,3879693793,56,Right,3879693795,140,73.8,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727517,15,1,1,0,45,17zuelixesst1z59fwcix2dil,1,73.6,6.2,2022-10-29T14:03:52.591Z,2022-11-01T04:41:23Z,3879694825,56,Center,3879694837,213,1.4,3887406533,178,,3879694827,140,76.8,3879694833,212,17.4,3879694829,141,31.3,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480195915,1285,67,1,0,46,17zuelixesst1z59fwcix2dil,1,75,20.4,2022-10-29T14:03:53.380Z,2022-11-01T09:11:15Z,3887531837,233,1025,,,,,,,,,,,,,,,,,,,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480195913,1025,67,1,0,46,9db4t34qy4owglhvvgwf5l22i,0,25,79.6,2022-10-29T14:03:53.381Z,2022-11-01T07:02:54Z,3887531849,233,1285,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480211281,1129,83,1,0,47,9db4t34qy4owglhvvgwf5l22i,1,19.7,91.1,2022-10-29T14:03:55.132Z,2022-11-01T08:17:16Z,3887600313,399,59125,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727527,16,50,1,0,49,17zuelixesst1z59fwcix2dil,1,76.2,3.6,2022-10-29T14:03:56.186Z,2022-11-01T04:42:47Z,3879694889,286,,3879694885,56,Right,3879695453,233,9,,,,,,,,,,,,,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727591,9,7,1,0,49,9db4t34qy4owglhvvgwf5l22i,1,23.8,96.4,2022-10-29T14:03:56.470Z,2022-11-01T04:42:59Z,3879695355,233,16,3879695163,167,,3887407589,178,,3879695169,285,,3879695167,56,Back,3885145367,385,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727619,10,5,1,0,49,9db4t34qy4owglhvvgwf5l22i,0,25.6,101.8,2022-10-29T14:03:56.739Z,2022-11-01T04:43:13Z,3879695557,233,17,3879695285,56,Back,3879695319,347,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727675,17,5,1,0,49,17zuelixesst1z59fwcix2dil,1,74.4,-1.8,2022-10-29T14:03:56.739Z,2022-11-01T04:43:13Z,3879695537,233,10,3879695509,56,Right,3879695511,347,,,,,,,,,,,,,,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727797,18,1,1,0,53,17zuelixesst1z59fwcix2dil,0,74.8,0,2022-10-29T14:04:00.173Z,2022-11-01T04:43:43Z,3879696127,140,88.8,3879696133,213,1.0,3879696131,212,27.5,3879696135,1,,3879696129,141,32.5,3879696123,107,,3879696125,56,Center,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727985,11,12,1,0,54,9db4t34qy4owglhvvgwf5l22i,1,12.1,69.6,2022-10-29T14:04:01.781Z,2022-11-01T04:44:41Z,3879697027,212,23.7,3879697029,213,2.0,3887408865,178,,3879697021,56,Back,3879697023,140,2.0,3879697025,141,100.0,3879697099,167,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727993,12,5,1,0,57,9db4t34qy4owglhvvgwf5l22i,0,6.2,101,2022-10-29T14:04:04.255Z,2022-11-01T04:45:35Z,3879699029,233,19,3879697071,56,Back,3879697073,347,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478727969,19,5,1,0,57,17zuelixesst1z59fwcix2dil,1,93.8,-1,2022-10-29T14:04:04.255Z,2022-11-01T04:45:36Z,3879698891,347,,3879696937,56,Right,3879698987,233,12,,,,,,,,,,,,,,,,cjko3mlflwj59pxh7zma03bh1,C. Wickham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729201,20,1,1,1,29,17zuelixesst1z59fwcix2dil,0,93.3,0,2022-10-29T14:04:36.403Z,2022-11-01T04:46:03Z,3879703089,1,,3879703073,141,38.0,3879703065,56,Center,3879703061,107,,3879703083,213,1.5,3879703079,212,27.2,3879703069,140,94.9,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729365,13,12,1,1,31,9db4t34qy4owglhvvgwf5l22i,1,7.6,57.5,2022-10-29T14:04:38.587Z,2022-11-01T04:46:40Z,3887411099,388,,3879704049,140,9.6,3879704047,56,Back,3879704051,141,76.9,3879704053,212,13.4,3879704055,213,1.4,3879705573,15,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729393,14,1,1,1,32,9db4t34qy4owglhvvgwf5l22i,0,11.7,77.8,2022-10-29T14:04:39.338Z,2022-11-01T04:46:59Z,3879704219,56,Back,3879704217,157,,3879704227,212,23.8,3879704231,1,,3879704229,213,0.5,3887411555,178,,3879704223,140,32.0,3879704225,141,93.5,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729561,21,1,1,1,36,17zuelixesst1z59fwcix2dil,1,75,5.6,2022-10-29T14:04:43.378Z,2022-11-01T04:47:42Z,3879705023,56,Right,3879705025,140,86.4,3879705031,213,0.1,3879705029,212,12.1,3887412033,178,,3879705027,141,8.2,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729571,22,61,1,1,38,17zuelixesst1z59fwcix2dil,0,87.2,1.9,2022-10-29T14:04:46.127Z,2022-11-01T04:49:51Z,3887412617,178,,3879705067,56,Right,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729665,15,5,1,1,38,9db4t34qy4owglhvvgwf5l22i,1,11.7,101,2022-10-29T14:04:46.141Z,2022-11-01T04:48:37Z,3879705629,233,23,3879705551,347,,3879705549,56,Back,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478729617,23,5,1,1,38,17zuelixesst1z59fwcix2dil,0,88.3,-1,2022-10-29T14:04:46.141Z,2022-11-01T04:48:37Z,3879705653,233,15,3879705309,347,,3879705307,56,Right,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731091,16,1,1,2,6,9db4t34qy4owglhvvgwf5l22i,1,13.4,100,2022-10-29T14:05:13.274Z,2022-11-01T04:50:08Z,3879712549,1,,3879712547,213,6.2,3879712539,56,Back,3879712541,140,39.0,3879712543,141,98.0,3879712537,107,,3879712545,212,27.0,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480197169,1296,43,1,2,10,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-29T14:05:17.574Z,2022-11-01T09:13:06Z,3887539839,178,0,3887642919,144,82,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731101,17,4,1,2,10,9db4t34qy4owglhvvgwf5l22i,1,44.1,93,2022-10-29T14:05:17.584Z,2022-11-01T04:51:46Z,3879712627,152,,3879713949,233,24,3879712629,286,,3879712621,13,,3879712623,295,,3879712625,56,Back,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731177,24,4,1,2,10,17zuelixesst1z59fwcix2dil,0,55.9,7,2022-10-29T14:05:17.585Z,2022-11-01T04:51:46Z,3887415791,178,,3879713017,56,Right,3879714017,233,17,3879713025,285,,3879713021,152,,3879713013,13,,3879713015,295,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480197041,1293,43,1,2,10,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-29T14:05:17.614Z,2022-11-01T07:08:37Z,3887539111,178,0,3887539251,144,82,,,,,,,,,,,,,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731855,18,1,1,2,30,9db4t34qy4owglhvvgwf5l22i,0,47.4,87.8,2022-10-29T14:05:37.415Z,2022-11-01T04:52:30Z,3879716755,152,,3879716751,5,,3879716753,155,,3879716763,212,51.4,3879716761,141,33.1,3879716765,213,5.5,3879716759,140,81.2,3887416155,178,,dwrnys3htjlb3asfou6425g16,L. Kitching,3879716757,56,Center,3879716767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731809,25,44,1,2,33,17zuelixesst1z59fwcix2dil,1,19.4,65.8,2022-10-29T14:05:40.495Z,2022-11-01T09:11:16Z,3879716507,285,,3879717031,233,19,3879716505,56,Back,,,,,,,,,,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731869,19,44,1,2,33,9db4t34qy4owglhvvgwf5l22i,0,80.6,34.2,2022-10-29T14:05:40.496Z,2022-11-01T04:54:55Z,3879716809,56,Center,3879716811,286,,3879717107,233,25,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478731873,26,1,1,2,33,17zuelixesst1z59fwcix2dil,0,20,64.6,2022-10-29T14:05:40.511Z,2022-11-01T09:11:16Z,3887417045,388,,3879716839,212,15.4,3879716843,213,6.0,3879716833,140,34.2,3879716831,56,Back,3879716829,3,,3879716835,141,59.0,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732005,20,1,1,2,34,9db4t34qy4owglhvvgwf5l22i,1,68.8,35.4,2022-10-29T14:05:42.165Z,2022-11-01T04:55:41Z,3879717545,3,,3887418917,178,,3879717551,141,10.4,3879717553,212,17.0,3879717555,213,4.6,3879717547,56,Right,3879717549,140,67.6,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732045,21,1,1,2,37,9db4t34qy4owglhvvgwf5l22i,1,67.6,10.4,2022-10-29T14:05:44.896Z,2022-11-01T04:57:51Z,3879717775,56,Right,3887421223,178,,3879717779,141,18.8,3879717781,212,13.4,3879717783,213,2.7,3879717777,140,56.1,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732121,22,1,1,2,39,9db4t34qy4owglhvvgwf5l22i,1,56.1,18.8,2022-10-29T14:05:46.496Z,2022-11-01T04:58:11Z,3879718221,213,5.7,3879718211,140,68.8,3879718213,141,5.5,3879718209,56,Right,3887421777,178,,3879718217,212,16.1,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732217,23,1,1,2,42,9db4t34qy4owglhvvgwf5l22i,1,68.2,13.7,2022-10-29T14:05:49.335Z,2022-11-01T04:58:29Z,3879718737,212,11.8,3887422025,178,,3879718739,213,2.0,3879718735,141,29.5,3879718731,56,Center,3879718733,140,63.5,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480198065,1309,43,1,2,43,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-29T14:05:51.152Z,2022-11-01T08:17:33Z,3887600539,144,83,3887544689,399,450271,,,,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732301,24,1,1,2,43,9db4t34qy4owglhvvgwf5l22i,1,63.5,29.5,2022-10-29T14:05:51.165Z,2022-11-01T04:59:19Z,3887423117,178,,3879719135,141,3.1,3879719129,140,76.9,3879719147,213,5.4,3879719123,56,Right,3879719141,212,22.8,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732363,25,1,1,2,46,9db4t34qy4owglhvvgwf5l22i,1,76.2,4.6,2022-10-29T14:05:53.928Z,2022-11-01T04:59:32Z,3879719485,212,19.6,3879719481,141,10.3,3879719477,140,57.9,3879719493,213,2.9,3879719471,56,Right,3887423403,178,,,,,,,,4nph9aqyr2kz1gmdh7v9n3w89,J. Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478732405,26,1,1,2,48,9db4t34qy4owglhvvgwf5l22i,1,57.9,10.3,2022-10-29T14:05:55.219Z,2022-11-01T04:59:53Z,3887423815,178,,3879719697,213,1.8,3879719691,140,55.7,3879719693,141,27.1,3879719695,212,11.7,3879719689,56,Center,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
