id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/23/id,qualifier/23/qualifierId
2525518975,6,1,1,0,12,dv9l02o316cd9hbkxaho2u12f,0,70.8,13.2,2023-03-28T18:46:47.785Z,2023-03-31T06:48:27Z,4144031631,212,28.9,4149657829,388,,4144031625,56,Center,4144031629,141,30.6,4144031633,213,0.4,4144031621,3,,4144031627,140,95.9,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525518969,6,52,1,0,16,9db4t34qy4owglhvvgwf5l22i,1,9.9,66.7,2023-03-28T18:46:51.121Z,2023-03-31T06:48:32Z,4149264883,376,,4149657847,178,,,,,,,,,,,,,,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519019,7,1,1,0,19,9db4t34qy4owglhvvgwf5l22i,1,13.1,53.6,2023-03-28T18:46:54.906Z,2023-03-31T06:48:36Z,4144031835,1,,4144031833,213,5.2,4144031829,141,10.3,4149264937,287,,4144031827,140,28.5,4149657869,178,,4144031825,56,Back,4144031831,212,33.6,eirc5i9gcpe0ap6gntxoomcix,H. Isted,4144031823,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519057,8,1,1,0,22,9db4t34qy4owglhvvgwf5l22i,1,30.6,12.5,2023-03-28T18:46:57.852Z,2023-03-31T06:48:40Z,4149657897,178,,4144032025,141,23.9,4144032023,140,19.5,4144032027,212,14.0,4144032029,213,2.6,4144032021,56,Back,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519085,9,1,1,0,27,9db4t34qy4owglhvvgwf5l22i,0,18.1,6.2,2023-03-28T18:47:02.162Z,2023-03-31T06:48:44Z,4149657935,178,,4149265151,155,,4144032167,213,0.0,4144032161,141,9.8,4144032155,56,Right,4144032169,1,,4144032165,212,56.8,4144032157,140,72.1,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519107,7,1,1,0,30,dv9l02o316cd9hbkxaho2u12f,0,27.9,85.7,2023-03-28T18:47:05.103Z,2023-03-31T06:48:54Z,4144032267,1,,4149658003,388,,4144032261,141,76.0,4144032255,3,,4144032265,213,6.1,4144032259,140,64.0,4144032257,56,Center,4144032263,212,38.5,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519131,10,1,1,0,33,9db4t34qy4owglhvvgwf5l22i,1,29.5,24.3,2023-03-28T18:47:08.276Z,2023-03-31T06:49:07Z,4144032383,140,33.8,4144032379,3,,4149658075,388,,4144032385,141,6.4,4144032389,213,5.1,4144032381,56,Back,4144032387,212,13.0,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519161,11,1,1,0,35,9db4t34qy4owglhvvgwf5l22i,1,33.5,5.9,2023-03-28T18:47:10.218Z,2023-03-31T06:49:11Z,4149658099,178,,4144032521,56,Right,4144032529,213,0.2,4144032527,212,36.5,4144032531,1,,4144032523,140,67.9,4144032519,157,,4144032525,141,14.1,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519165,12,44,1,0,37,9db4t34qy4owglhvvgwf5l22i,1,68.6,15.1,2023-03-28T18:47:12.694Z,2023-03-31T09:22:52Z,4144032549,286,,4144032547,56,Right,4144032599,233,8,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519159,8,44,1,0,37,dv9l02o316cd9hbkxaho2u12f,0,31.4,84.9,2023-03-28T18:47:12.695Z,2023-03-31T06:49:14Z,4144032563,233,12,4144032515,56,Back,4144032517,285,,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525910861,898,1,1,0,37,9db4t34qy4owglhvvgwf5l22i,0,66.3,13.3,2023-03-28T18:47:12.746Z,2023-03-31T09:22:53Z,4149265739,56,Right,4149265745,212,6.9,4149658135,388,,4149265743,141,6.6,4149265737,3,,4149265747,213,3.9,4149265741,140,61.4,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519189,9,43,1,0,39,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-03-28T18:47:14.039Z,2023-03-30T12:49:58Z,4144032667,56,Back,4144032669,140,34.3,4144032671,141,84.7,4144032675,213,0.1,4149265667,144,1,4144032665,3,0,4144032673,212,3.7,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519207,11,44,1,0,39,dv9l02o316cd9hbkxaho2u12f,1,34.2,85.8,2023-03-28T18:47:14.676Z,2023-03-31T09:22:53Z,4144032751,56,Back,4144032981,233,13,4144032753,285,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519197,13,44,1,0,39,9db4t34qy4owglhvvgwf5l22i,0,65.8,14.2,2023-03-28T18:47:14.677Z,2023-03-31T06:49:21Z,4144032705,286,,4144032703,56,Right,4144032901,233,11,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525910959,759,1,1,0,39,dv9l02o316cd9hbkxaho2u12f,0,33.9,88.2,2023-03-28T18:47:14.709Z,2023-03-31T09:22:53Z,4149658219,388,,4149266387,213,0.3,4149266381,140,36.9,4149266375,3,,4149266385,212,3.3,4149266379,56,Back,4149266383,141,89.6,4149266377,168,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519211,14,1,1,0,41,9db4t34qy4owglhvvgwf5l22i,1,56.4,10.6,2023-03-28T18:47:16.028Z,2023-03-31T06:50:27Z,4144032773,141,19.2,4149658659,178,,4144032775,212,10.2,4144032769,56,Right,4144032771,140,64.4,4144032777,213,0.6,4144032767,155,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519215,15,44,1,0,42,9db4t34qy4owglhvvgwf5l22i,1,65.1,17.2,2023-03-28T18:47:17.465Z,2023-03-31T09:22:54Z,4144032799,286,,4144034791,233,10,4144032797,56,Right,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519201,10,44,1,0,42,dv9l02o316cd9hbkxaho2u12f,0,34.9,82.8,2023-03-28T18:47:17.466Z,2023-03-31T06:50:31Z,4144032721,285,,4144034795,233,15,4144032719,56,Back,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519231,16,1,1,0,42,9db4t34qy4owglhvvgwf5l22i,1,64.4,19.2,2023-03-28T18:47:17.514Z,2023-03-31T09:22:54Z,4144032881,56,Right,4144032889,141,9.4,4144032885,140,57.2,4149658695,388,,4144032893,212,10.1,4144032895,213,3.9,4144032877,3,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519235,17,1,1,0,43,9db4t34qy4owglhvvgwf5l22i,0,56.6,10,2023-03-28T18:47:18.776Z,2023-03-31T06:50:38Z,4144032925,140,76.8,4144032923,56,Right,4144032931,213,6.3,4144032927,141,9.8,4149658713,178,,4144032929,212,21.2,4144032921,155,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519277,18,44,1,0,46,9db4t34qy4owglhvvgwf5l22i,1,73.2,12.5,2023-03-28T18:47:20.923Z,2023-03-31T09:22:54Z,4144033121,286,,4144171603,233,373,4144033119,56,Right,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525546267,373,44,1,0,46,dv9l02o316cd9hbkxaho2u12f,0,26.8,87.5,2023-03-28T18:47:20.924Z,2023-03-31T06:50:42Z,4144171595,56,Back,4144171611,233,18,4144171597,285,,,,,,,,,,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525546251,428,1,1,0,46,9db4t34qy4owglhvvgwf5l22i,0,72.6,11.4,2023-03-28T18:47:20.994Z,2023-03-31T09:22:55Z,4144171517,141,24.4,4144171511,3,,4144171519,212,9.8,4144171515,140,76.7,4144171521,213,1.1,4149658767,388,,4144171513,56,Center,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525911125,760,49,1,0,48,dv9l02o316cd9hbkxaho2u12f,1,22.5,72.9,2023-03-28T18:47:23.018Z,2023-03-31T06:50:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519325,12,1,1,0,48,dv9l02o316cd9hbkxaho2u12f,0,20.7,71.1,2023-03-28T18:47:23.085Z,2023-03-31T06:50:55Z,4149658805,178,,4144033293,141,79.6,4144033289,56,Left,4144033297,212,45.5,4144033303,1,,4144033299,213,0.1,4144033287,157,,4144033291,140,63.7,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519343,19,1,1,0,51,9db4t34qy4owglhvvgwf5l22i,0,37.7,15.3,2023-03-28T18:47:26.613Z,2023-03-31T06:51:00Z,4144033365,141,22.4,4144033359,3,,4144033363,140,62.9,4144033367,212,26.9,4144033361,56,Center,4144033369,213,0.2,4149658837,178,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519371,13,1,1,0,53,dv9l02o316cd9hbkxaho2u12f,0,31.7,68.4,2023-03-28T18:47:28.463Z,2023-03-31T06:51:41Z,4144033497,141,82.3,4144033499,212,14.8,4149659069,388,,4144033491,3,,4144033495,140,42.6,4144033493,56,Back,4144033501,213,0.7,,,,ec2bbo1w8byyuk15u9xrbzmqd,K. McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519373,20,44,1,0,55,9db4t34qy4owglhvvgwf5l22i,1,55.6,15.2,2023-03-28T18:47:30.092Z,2023-03-31T09:22:55Z,4144033503,56,Right,4144033515,233,14,4144033505,286,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519377,14,44,1,0,55,dv9l02o316cd9hbkxaho2u12f,0,44.4,84.8,2023-03-28T18:47:30.093Z,2023-03-31T06:51:59Z,4144033513,285,,4144033533,233,20,4144033511,56,Back,,,,,,,,,,,,,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519383,21,1,1,0,55,9db4t34qy4owglhvvgwf5l22i,0,53.9,12.6,2023-03-28T18:47:30.178Z,2023-03-31T09:22:55Z,4144033549,56,Center,4144033553,141,32.4,4144033547,3,,4144033555,212,14.5,4144033551,140,59.0,4144033557,213,1.2,4149659197,388,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525546473,374,1,1,0,56,dv9l02o316cd9hbkxaho2u12f,0,43.6,63.4,2023-03-28T18:47:31.649Z,2023-03-31T06:52:09Z,4144172593,3,,4144172603,213,3.8,4144172595,56,Back,4144172601,212,16.8,4144172599,141,48.1,4144172597,140,31.0,4149659243,178,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525911375,899,49,1,0,59,9db4t34qy4owglhvvgwf5l22i,1,67.3,43.2,2023-03-28T18:47:34.236Z,2023-03-31T06:52:16Z,,,,,,,,,,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519443,22,15,1,1,2,9db4t34qy4owglhvvgwf5l22i,1,78,37.3,2023-03-28T18:47:37.095Z,2023-03-31T06:52:21Z,4144034085,146,80.1,4144033785,22,,4144034083,82,,4144034077,215,,4144034087,147,38.6,4144034107,233,15,4144034073,102,51.4,4144034075,103,19,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,4144033787,18,4144034071,78,4144034069,20,4149659327,178,4144034091,231,48.7,4144033789,56,Center,4144034081,458,4144034089,230,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519455,15,10,1,1,2,dv9l02o316cd9hbkxaho2u12f,1,20.4,65.1,2023-03-28T18:47:37.148Z,2023-03-31T06:52:24Z,4144033831,94,,4144033833,56,Back,4144034155,233,22,4149659341,178,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519471,16,5,1,1,4,dv9l02o316cd9hbkxaho2u12f,0,14.6,101.8,2023-03-28T18:47:39.738Z,2023-03-31T06:52:27Z,4144033875,56,Back,4144034129,233,23,4144033877,347,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519503,23,5,1,1,4,9db4t34qy4owglhvvgwf5l22i,1,85.4,-1.8,2023-03-28T18:47:39.738Z,2023-03-31T06:52:27Z,4144034103,233,16,4144034059,347,,4144034055,56,Right,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519699,24,1,1,1,30,9db4t34qy4owglhvvgwf5l22i,0,88.2,0,2023-03-28T18:48:05.267Z,2023-03-31T06:54:27Z,4144035057,1,,4144035045,107,,4144035051,141,47.3,4144035055,213,1.6,4144035047,56,Center,4144035053,212,33.5,4144035049,140,87.3,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519715,17,12,1,1,32,dv9l02o316cd9hbkxaho2u12f,1,12.4,54,2023-03-28T18:48:07.758Z,2023-03-31T06:54:30Z,4144035153,141,78.5,4149660105,388,,4144035149,56,Back,4144035155,212,21.0,4144035159,15,,4144035151,140,24.5,4144035157,213,0.9,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519761,25,1,1,1,34,9db4t34qy4owglhvvgwf5l22i,1,74.8,30.7,2023-03-28T18:48:09.511Z,2023-03-31T06:54:34Z,4144035383,3,,4144035385,56,Center,4144035393,213,0.8,4149660153,178,,4144035389,141,51.6,4144035391,212,19.0,4144035387,140,86.8,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519787,26,44,1,1,36,9db4t34qy4owglhvvgwf5l22i,1,88.2,52.4,2023-03-28T18:48:11.098Z,2023-03-31T09:22:56Z,4144035487,56,Center,4144035489,286,,4144035501,233,18,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519735,18,44,1,1,36,dv9l02o316cd9hbkxaho2u12f,0,11.8,47.6,2023-03-28T18:48:11.099Z,2023-03-31T06:54:37Z,4144035263,56,Back,4144035537,233,26,4144035265,285,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525519799,27,1,1,1,36,9db4t34qy4owglhvvgwf5l22i,0,89.5,51.3,2023-03-28T18:48:11.140Z,2023-03-31T11:45:33Z,4144035583,141,53.8,4144035593,213,0.2,4144035569,3,,4144035579,140,96.4,4144035575,56,Center,4144035589,212,7.4,4149660191,388,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
