id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2511981665,7,1,1,0,13,jv3jh5m5t7qy5t37vwwmnj16,1,55.1,33.9,2023-02-25T15:02:54.281Z,2023-02-28T04:04:38Z,4062826619,178,,4054694705,140,74.4,4054694717,213,5.9,4054694709,141,21.0,4054694697,155,,4054694711,212,22.1,4054694701,56,Right,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981691,8,50,1,0,15,jv3jh5m5t7qy5t37vwwmnj16,1,73.2,21.6,2023-02-25T15:02:56.647Z,2023-02-28T04:04:51Z,4054694791,286,,4054694789,56,Center,4054695147,233,5,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981749,5,7,1,0,16,82kapkjwonlv9j1ui0ytv5sii,0,26.8,78.4,2023-02-25T15:02:56.929Z,2023-02-28T04:05:02Z,4054695073,285,,4054695071,56,Back,4061965227,383,,4062826809,178,,4054695113,233,8,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513577411,1120,83,1,0,17,82kapkjwonlv9j1ui0ytv5sii,1,29.9,81.7,2023-02-25T15:02:58.349Z,2023-02-28T10:28:31Z,4063153561,399,40399,,,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513576275,1330,43,1,0,17,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-25T15:02:58.529Z,2023-02-28T10:28:13Z,4063148309,399,120510,4063153053,144,83,,,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981761,9,61,1,0,17,jv3jh5m5t7qy5t37vwwmnj16,0,72.6,18.6,2023-02-25T15:02:58.568Z,2023-02-28T10:28:00Z,4054695109,56,Right,4062827215,178,,,,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981811,6,49,1,0,18,82kapkjwonlv9j1ui0ytv5sii,1,29.4,81.4,2023-02-25T15:02:59.608Z,2023-02-28T10:28:08Z,,,,,,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981871,7,1,1,0,19,82kapkjwonlv9j1ui0ytv5sii,1,29.4,81.4,2023-02-25T15:02:59.730Z,2023-02-28T04:06:20Z,4062827355,178,,4054695645,140,28.3,4054695647,141,62.1,4054695649,212,13.2,4054695643,56,Back,4054695651,213,4.6,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981937,8,1,1,0,20,82kapkjwonlv9j1ui0ytv5sii,1,28.3,62,2023-02-25T15:03:01.452Z,2023-02-28T04:06:28Z,4054695997,213,2.9,4054695983,56,Back,4062827411,178,,4054695989,141,65.5,4054695987,140,19.8,4054695993,212,9.2,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982393,9,1,1,0,22,82kapkjwonlv9j1ui0ytv5sii,1,19.8,63.7,2023-02-25T15:03:03.111Z,2023-02-28T04:06:36Z,4054698049,56,Back,4054698057,213,3.7,4054698053,141,52.4,4054698051,140,7.0,4062827497,178,,4054698055,212,15.5,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982487,10,1,1,0,31,82kapkjwonlv9j1ui0ytv5sii,0,15.1,44,2023-02-25T15:03:12.598Z,2023-02-28T04:06:41Z,4054698481,155,,4054698497,213,6.1,4054698483,56,Center,4054698487,140,58.6,4054698493,212,46.3,4062827517,178,,4054698489,141,33.3,4054698501,1,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982553,10,1,1,0,34,jv3jh5m5t7qy5t37vwwmnj16,0,41.7,64.9,2023-02-25T15:03:14.681Z,2023-02-28T04:06:58Z,4054698779,56,Center,4054698787,212,23.6,4054698789,213,6.2,4062827631,178,,4054698783,140,64.1,4054698775,3,,4054698785,141,61.5,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982667,11,1,1,0,35,82kapkjwonlv9j1ui0ytv5sii,1,33,40.6,2023-02-25T15:03:16.462Z,2023-02-28T04:07:04Z,4054699365,140,49.3,4062827671,388,,4054699361,3,,4054699363,56,Back,4054699371,213,6.2,4054699367,141,39.7,4054699369,212,17.1,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982679,12,61,1,0,36,82kapkjwonlv9j1ui0ytv5sii,0,49.3,39.7,2023-02-25T15:03:17.610Z,2023-02-28T04:07:13Z,4062827737,388,,4054699405,56,Back,4062827735,21,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982735,11,61,1,0,37,jv3jh5m5t7qy5t37vwwmnj16,0,58.6,68.7,2023-02-25T15:03:18.209Z,2023-02-28T04:07:27Z,4054699691,56,Center,4062827857,388,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356349,750,49,1,0,39,82kapkjwonlv9j1ui0ytv5sii,1,31.5,32.6,2023-02-25T15:03:19.819Z,2023-02-28T04:07:37Z,,,,,,,,,,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982791,13,1,1,0,39,82kapkjwonlv9j1ui0ytv5sii,0,32.9,43.6,2023-02-25T15:03:19.838Z,2023-02-28T04:07:51Z,4054699955,56,Center,4062828053,178,,4054699961,212,31.5,4054699959,141,46.1,4054699963,213,0.1,4054699957,140,62.9,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513356363,809,49,1,0,40,jv3jh5m5t7qy5t37vwwmnj16,1,36.7,72.6,2023-02-25T15:03:21.534Z,2023-02-28T04:07:59Z,,,,,,,,,,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982855,12,1,1,0,40,jv3jh5m5t7qy5t37vwwmnj16,0,31.9,74.2,2023-02-25T15:03:21.563Z,2023-02-28T04:08:10Z,4054700285,1,,4054700273,212,45.0,4054700281,213,0.4,4054700263,140,70.8,4054700257,56,Left,4054700253,157,,4054700267,141,100.0,4062828239,178,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982869,13,5,1,0,42,jv3jh5m5t7qy5t37vwwmnj16,0,66.7,101.7,2023-02-25T15:03:23.564Z,2023-02-28T04:08:20Z,4054700323,347,,4054700319,56,Left,4054703425,233,14,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983479,14,5,1,0,42,82kapkjwonlv9j1ui0ytv5sii,1,33.3,-1.7,2023-02-25T15:03:23.564Z,2023-02-28T04:08:19Z,4054703381,233,13,4054703353,347,,4054703351,56,Back,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983633,15,1,1,0,58,82kapkjwonlv9j1ui0ytv5sii,0,35.3,0,2023-02-25T15:03:39.194Z,2023-02-28T04:08:26Z,4054704139,212,26.0,4054704137,141,4.3,4054704133,56,Right,4054704131,107,,4054704141,213,0.1,4054704135,140,59.8,4054704143,1,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983621,14,61,1,1,0,jv3jh5m5t7qy5t37vwwmnj16,1,30.6,93,2023-02-25T15:03:41.180Z,2023-02-28T04:08:42Z,4054704085,56,Back,4062828539,15,,4062828541,178,,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983729,16,43,1,1,2,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-02-25T15:03:43.059Z,2023-02-25T15:04:03Z,4054704655,3,0,4054704665,140,65.2,4054704669,212,5.8,4054704667,141,6.2,4054704671,213,0.2,4054704663,56,Right,4054708431,144,1,4054704659,168,0,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983741,17,50,1,1,3,82kapkjwonlv9j1ui0ytv5sii,1,67.5,7.2,2023-02-25T15:03:44.361Z,2023-02-28T04:10:14Z,4054704713,286,,4054705375,233,15,4054704709,56,Right,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983777,15,7,1,1,4,jv3jh5m5t7qy5t37vwwmnj16,1,32.5,92.8,2023-02-25T15:03:44.794Z,2023-02-28T04:10:21Z,4061967259,383,,4054704895,56,Back,4054705325,233,17,4054704899,285,,4062829407,178,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983821,16,49,1,1,4,jv3jh5m5t7qy5t37vwwmnj16,1,34.5,94.8,2023-02-25T15:03:45.575Z,2023-02-28T04:10:59Z,,,,,,,,,,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983925,17,1,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,0,35.2,94.1,2023-02-25T15:03:47.208Z,2023-02-28T04:11:08Z,4054705647,141,100.0,4054705649,212,36.7,4054705653,1,,4054705643,56,Left,4062829735,388,,4054705651,213,0.1,4054705645,140,69.8,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511983939,18,5,1,1,7,jv3jh5m5t7qy5t37vwwmnj16,0,60,101.8,2023-02-25T15:03:48.452Z,2023-02-28T04:11:13Z,4054705687,347,,4054705685,56,Left,4054709055,233,18,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511984543,18,5,1,1,7,82kapkjwonlv9j1ui0ytv5sii,1,40,-1.8,2023-02-25T15:03:48.452Z,2023-02-28T04:11:13Z,4054708971,233,18,4054708831,56,Back,4054708833,347,,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511985481,23,1,1,1,21,82kapkjwonlv9j1ui0ytv5sii,0,48.1,0,2023-02-25T15:04:01.933Z,2023-02-28T04:11:19Z,4054715011,107,,4054713687,140,65.6,4054713705,212,19.6,4054713695,141,9.2,4054713713,213,0.4,4054713677,56,Right,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511984559,19,44,1,1,22,jv3jh5m5t7qy5t37vwwmnj16,1,35.2,92.4,2023-02-25T15:04:03.613Z,2023-02-28T11:32:23Z,4054708929,285,,4054709025,233,19,4054708925,56,Back,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511984553,19,44,1,1,22,82kapkjwonlv9j1ui0ytv5sii,0,64.8,7.6,2023-02-25T15:04:03.614Z,2023-02-28T04:11:45Z,4054708889,286,,4054708887,56,Right,4054709115,233,19,,,,,,,,,,,,,,,,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511984597,20,1,1,1,22,jv3jh5m5t7qy5t37vwwmnj16,0,30.5,94.2,2023-02-25T15:04:03.646Z,2023-02-28T11:32:24Z,4054709143,213,6.0,4054709141,212,9.7,4054709135,140,39.3,4054709129,3,,4054709131,56,Back,4062830029,388,,4054709137,141,89.7,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511984761,20,1,1,1,24,82kapkjwonlv9j1ui0ytv5sii,0,55.7,17.1,2023-02-25T15:04:04.713Z,2023-02-28T04:12:07Z,4062830235,388,,4054710041,213,0.8,4054710035,141,29.1,4054710039,212,11.9,4054710033,140,64.0,4054710031,56,Center,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511984683,21,1,1,1,24,jv3jh5m5t7qy5t37vwwmnj16,0,29.1,93.9,2023-02-25T15:04:05.653Z,2023-02-28T04:12:34Z,4054709601,1,,4054709577,140,49.5,4054709591,212,32.7,4054709563,157,,4054709571,56,Back,4062830351,388,,4054709583,141,57.6,4054709595,213,5.4,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511985153,21,1,1,1,28,82kapkjwonlv9j1ui0ytv5sii,1,52.9,48.5,2023-02-25T15:04:08.953Z,2023-02-28T04:12:47Z,4055304839,3,,4054711995,141,58.8,4062830795,388,,4054711991,56,Center,4054711993,140,77.8,4054711997,212,27.1,4054711999,213,0.3,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511985093,22,4,1,1,34,jv3jh5m5t7qy5t37vwwmnj16,1,16.3,28.3,2023-02-25T15:04:15.088Z,2023-02-28T04:12:57Z,4054711665,56,Back,4054712135,233,22,4054711667,152,,4054711669,285,,4054711661,13,,4054711663,294,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511985161,22,4,1,1,34,82kapkjwonlv9j1ui0ytv5sii,0,83.7,71.7,2023-02-25T15:04:15.089Z,2023-02-28T04:12:57Z,4062830969,178,,4054712025,286,,4054712019,294,,4054712017,13,,4054712021,56,Center,4054712213,233,22,4054712023,152,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511986385,23,1,1,2,4,jv3jh5m5t7qy5t37vwwmnj16,0,20.4,31,2023-02-25T15:04:44.738Z,2023-02-28T04:13:04Z,4054718283,1,,4054718257,152,,4054718271,212,60.4,4054718261,140,65.3,4054718259,56,Left,4054718277,213,0.7,4054718253,5,,4054718265,141,86.5,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,4062831083,178,4054718255,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511986437,24,1,1,2,7,82kapkjwonlv9j1ui0ytv5sii,0,34.7,19.8,2023-02-25T15:04:47.848Z,2023-02-28T04:13:16Z,4062831287,388,,4054718583,140,44.8,4054718589,212,18.2,4054718593,213,5.3,4054718579,56,Back,4054718585,141,0.0,4054718575,3,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511986867,24,5,1,2,10,jv3jh5m5t7qy5t37vwwmnj16,1,56.1,102,2023-02-25T15:04:50.827Z,2023-02-28T04:13:23Z,4054720735,56,Left,4054720831,233,25,4054720737,347,,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511986453,25,5,1,2,10,82kapkjwonlv9j1ui0ytv5sii,0,43.9,-2,2023-02-25T15:04:50.827Z,2023-02-28T04:13:23Z,4054720879,233,24,4054718667,347,,4054718665,56,Back,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511987099,25,1,1,2,21,jv3jh5m5t7qy5t37vwwmnj16,1,60.5,100,2023-02-25T15:05:02.370Z,2023-02-28T04:13:33Z,4054721791,140,71.2,4054721789,56,Left,4054721787,107,,4054721793,141,93.5,4054721797,213,5.8,4054721795,212,12.5,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511987139,26,1,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,1,67.6,94.2,2023-02-25T15:05:04.950Z,2023-02-28T04:13:40Z,4054721975,141,95.4,4062831591,178,,4054721979,213,3.0,4054721977,212,8.6,4054721973,140,59.4,4054721971,56,Left,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511987259,27,1,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,1,59.4,95.4,2023-02-25T15:05:05.660Z,2023-02-28T04:13:48Z,4054722557,155,,4054722563,141,95.9,4054722561,140,76.8,4054722559,56,Left,4054722567,213,0.0,4054722565,212,18.3,4062831709,178,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511987357,28,1,1,2,27,jv3jh5m5t7qy5t37vwwmnj16,0,76.8,95.9,2023-02-25T15:05:07.943Z,2023-02-28T04:13:59Z,4062831829,178,,4054723037,3,,4054723061,213,3.7,4054723057,212,5.5,4054723049,140,72.3,4054723053,141,91.7,4054723043,56,Left,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
