id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/16/value
2493565873,6,1,1,0,28,69t8imcdaqlgfbds2p58596my,0,46.1,16.8,2022-12-27T15:00:53.524Z,2022-12-29T22:45:23Z,3957831263,212,20.8,3957831261,141,27.0,3957831259,140,64.8,3960247395,388,,3957831257,56,Center,3957831255,3,,3957831265,213,0.3,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565875,6,1,1,0,30,3ptd7zlc5isrongig0wij2id4,1,33.5,82.3,2022-12-27T15:00:55.488Z,2022-12-29T22:45:28Z,3957831277,213,0.0,3957831275,212,10.9,3957831267,3,,3960247453,388,,3957831269,56,Back,3957831273,141,82.4,3957831271,140,43.9,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565877,7,1,1,0,31,3ptd7zlc5isrongig0wij2id4,0,43.9,82.4,2022-12-27T15:00:56.506Z,2022-12-29T22:45:37Z,3957831291,213,6.2,3957831285,140,54.9,3957832059,168,,3957831287,141,80.3,3957831289,212,11.6,3957831281,3,,3957831283,56,Left,3960247511,178,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565879,7,61,1,0,31,69t8imcdaqlgfbds2p58596my,1,52,25.2,2022-12-27T15:00:56.782Z,2022-12-29T22:45:47Z,3957831293,56,Center,3960247581,21,,3960247583,178,,,,,,,,,,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565885,8,1,1,0,33,69t8imcdaqlgfbds2p58596my,0,47,27.9,2022-12-27T15:00:58.229Z,2022-12-29T22:45:52Z,3957831331,1,,3957831325,141,8.9,3957831327,212,57.8,3957831321,56,Right,3957831323,140,100.0,3957831319,157,,3960247603,178,,3957831329,213,6.1,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493847321,771,56,1,0,39,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-12-27T15:01:04.282Z,2022-12-29T22:45:59Z,3959318727,56,Back,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565883,8,5,1,0,40,3ptd7zlc5isrongig0wij2id4,1,-0.8,90.4,2022-12-27T15:01:05.208Z,2022-12-29T22:46:02Z,3957831339,233,9,3957831315,56,Back,3957831317,346,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565887,9,5,1,0,40,69t8imcdaqlgfbds2p58596my,0,100.8,9.6,2022-12-27T15:01:05.208Z,2022-12-29T22:46:02Z,3957831333,56,Right,3957831343,233,8,3957831335,346,,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565913,9,1,1,1,6,3ptd7zlc5isrongig0wij2id4,0,4.3,57.8,2022-12-27T15:01:31.200Z,2022-12-29T22:46:25Z,3957831393,1,,3957831385,140,69.1,3957831391,213,0.3,3957831387,141,85.9,3957831389,212,70.7,3957831383,56,Left,3957831381,124,,3957831397,74,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565919,10,44,1,1,9,69t8imcdaqlgfbds2p58596my,1,29,13.2,2022-12-27T15:01:34.516Z,2022-12-30T14:31:30Z,3957831409,233,10,3957831407,285,,3957831405,56,Back,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565915,10,44,1,1,9,3ptd7zlc5isrongig0wij2id4,0,71,86.8,2022-12-27T15:01:34.517Z,2022-12-29T22:46:32Z,3957831413,233,10,3957831401,286,,3957831399,56,Left,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565921,11,1,1,1,9,69t8imcdaqlgfbds2p58596my,1,28.2,11.6,2022-12-27T15:01:34.625Z,2022-12-30T14:31:30Z,3957831421,56,Back,3957868461,3,,3957868469,213,0.1,3960247809,388,,3957868463,140,39.7,3957868465,141,13.0,3957868467,212,12.1,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493572617,427,1,1,1,10,69t8imcdaqlgfbds2p58596my,0,39,23.1,2022-12-27T15:01:35.439Z,2022-12-29T22:47:00Z,3957868757,213,0.2,3957868755,212,3.2,3957868765,286,,3957868751,140,42.0,3957868761,233,11,3957868753,141,24.1,3960247835,178,,3957868759,236,,8zcwhxcdh09wxdn29kzpox591,K. Lee,3957868749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565923,11,74,1,1,10,3ptd7zlc5isrongig0wij2id4,1,59.2,87.8,2022-12-27T15:01:35.443Z,2022-12-29T22:47:06Z,3957831431,56,Left,3957867477,285,,3957868767,233,427,3960247885,178,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565925,12,1,1,1,11,3ptd7zlc5isrongig0wij2id4,0,81.2,86.6,2022-12-27T15:01:36.399Z,2022-12-29T22:47:12Z,3957831449,141,80.0,3957831453,213,3.3,3957831451,212,27.1,3957831443,157,,3957831455,1,,3957831447,140,55.7,3957831445,56,Left,3960247923,178,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565929,12,1,1,1,13,69t8imcdaqlgfbds2p58596my,1,26.7,19.2,2022-12-27T15:01:38.597Z,2022-12-29T22:47:20Z,3957831483,213,6.2,3957831481,212,10.0,3957831479,141,17.3,3960247957,178,,3957831473,3,,3957831475,56,Back,3957831477,140,36.1,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565935,13,44,1,1,15,69t8imcdaqlgfbds2p58596my,1,34.7,16.8,2022-12-27T15:01:40.459Z,2022-12-30T14:31:31Z,3957831509,233,13,3957831503,56,Back,3957831505,285,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565933,13,44,1,1,15,3ptd7zlc5isrongig0wij2id4,0,65.3,83.2,2022-12-27T15:01:40.460Z,2022-12-29T22:47:30Z,3957831499,56,Left,3957831501,286,,3957831513,233,13,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565937,14,61,1,1,15,69t8imcdaqlgfbds2p58596my,1,36.1,17.3,2022-12-27T15:01:40.511Z,2022-12-30T14:31:31Z,3960248177,15,,3957831507,56,Back,3960248179,388,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493847479,772,61,1,1,15,3ptd7zlc5isrongig0wij2id4,1,72.7,84.4,2022-12-27T15:01:40.533Z,2022-12-29T22:48:02Z,3960248213,15,,3960248215,388,,3959319521,56,Left,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493847623,773,61,1,1,17,3ptd7zlc5isrongig0wij2id4,1,73.9,72.3,2022-12-27T15:01:41.825Z,2022-12-29T22:48:16Z,3960248259,178,,3959320167,56,Center,,,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493572845,428,50,1,1,17,69t8imcdaqlgfbds2p58596my,1,21,27.6,2022-12-27T15:01:42.466Z,2022-12-29T22:48:25Z,3957870063,233,396,3957870055,56,Back,3957870057,285,,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493572839,396,7,1,1,18,3ptd7zlc5isrongig0wij2id4,0,79,72.4,2022-12-27T15:01:42.808Z,2022-12-29T22:48:29Z,3960248359,178,,3959320693,385,,3957870059,233,428,3957870037,286,,3957870035,56,Center,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493847667,774,61,1,1,18,3ptd7zlc5isrongig0wij2id4,1,78.1,69.7,2022-12-27T15:01:42.841Z,2022-12-29T22:48:41Z,3960248477,178,,3959320431,56,Center,,,,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565943,15,49,1,1,19,69t8imcdaqlgfbds2p58596my,1,27.9,30.6,2022-12-27T15:01:44.038Z,2022-12-29T22:48:48Z,,,,,,,,,,,,,,,,,,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565945,16,1,1,1,19,69t8imcdaqlgfbds2p58596my,1,27.9,30.6,2022-12-27T15:01:44.128Z,2022-12-29T22:48:53Z,3957831543,212,13.8,3957831541,141,34.8,3957831537,56,Back,3957831545,213,0.2,3960248559,178,,3957831539,140,40.8,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565951,17,1,1,1,22,69t8imcdaqlgfbds2p58596my,1,41,34.9,2022-12-27T15:01:47.205Z,2022-12-29T22:48:59Z,3960248621,178,,3957831573,212,8.4,3957831571,141,23.7,3957831569,140,37.6,3957831575,213,4.3,3957831567,56,Back,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565953,18,50,1,1,23,69t8imcdaqlgfbds2p58596my,1,33,20,2022-12-27T15:01:48.213Z,2022-12-29T22:49:10Z,3957831603,285,,3957831599,233,14,3957831579,56,Back,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565957,14,7,1,1,24,3ptd7zlc5isrongig0wij2id4,1,67,80,2022-12-27T15:01:48.876Z,2022-12-29T22:49:15Z,3957831591,233,18,3957831587,56,Left,3960248685,178,,3957831589,286,,3959321057,384,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565959,15,49,1,1,24,3ptd7zlc5isrongig0wij2id4,1,61.3,82.3,2022-12-27T15:01:49.390Z,2022-12-29T22:49:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565963,16,50,1,1,25,3ptd7zlc5isrongig0wij2id4,1,56.7,78.5,2022-12-27T15:01:50.700Z,2022-12-29T22:49:28Z,3957831605,56,Center,3957831611,286,,3957831627,233,19,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565965,19,7,1,1,26,69t8imcdaqlgfbds2p58596my,1,43.3,21.5,2022-12-27T15:01:50.834Z,2022-12-29T22:49:33Z,3957831613,56,Back,3957831623,233,16,3959321159,383,,3957831615,285,,3960248765,178,,,,,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565967,20,49,1,1,27,69t8imcdaqlgfbds2p58596my,1,47.9,25.3,2022-12-27T15:01:52.054Z,2022-12-29T22:49:39Z,,,,,,,,,,,,,,,,,,,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565973,21,3,1,1,30,69t8imcdaqlgfbds2p58596my,0,69.2,8.9,2022-12-27T15:01:55.744Z,2022-12-29T22:49:50Z,3957831649,286,,3959321209,465,,3960248823,178,,3957831647,56,Right,3957831665,233,17,,,,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565975,17,7,1,1,31,3ptd7zlc5isrongig0wij2id4,1,30.8,91.1,2022-12-27T15:01:55.802Z,2022-12-29T22:49:54Z,3957831655,285,,3959321213,385,,3960248831,178,,3957831651,167,,3957831661,233,21,3957831653,56,Back,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565977,18,5,1,1,32,3ptd7zlc5isrongig0wij2id4,0,24.3,101.4,2022-12-27T15:01:57.459Z,2022-12-29T22:49:59Z,3957831659,347,,3957831657,56,Back,3957831705,233,22,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565985,22,5,1,1,32,69t8imcdaqlgfbds2p58596my,1,75.7,-1.4,2022-12-27T15:01:57.459Z,2022-12-29T22:49:59Z,3957831699,347,,3957831697,56,Right,3957831701,233,18,,,,,,,,,,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565989,23,1,1,1,37,69t8imcdaqlgfbds2p58596my,1,80.4,0,2022-12-27T15:02:02.228Z,2022-12-29T22:50:02Z,3957831729,212,17.3,3957831723,56,Right,3957831721,107,,3957831727,141,8.3,3957831725,140,65.0,3957831731,213,2.8,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565993,24,1,1,1,40,69t8imcdaqlgfbds2p58596my,0,65,8.3,2022-12-27T15:02:05.009Z,2022-12-29T22:50:08Z,3957831753,212,7.0,3957831751,141,16.4,3957831749,140,69.1,3960248931,178,,3957831747,56,Right,3957831755,213,0.9,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494017505,792,67,1,1,40,3ptd7zlc5isrongig0wij2id4,1,33.6,80.4,2022-12-27T15:02:05.572Z,2022-12-30T14:31:32Z,3960256671,233,869,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494017503,869,67,1,1,40,69t8imcdaqlgfbds2p58596my,0,66.4,19.6,2022-12-27T15:02:05.573Z,2022-12-29T23:17:06Z,3960256675,233,792,,,,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493565997,19,8,1,1,40,3ptd7zlc5isrongig0wij2id4,1,34.1,79,2022-12-27T15:02:05.648Z,2022-12-30T14:31:32Z,3960248977,178,,3957831767,56,Back,3959321463,385,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493566003,25,1,1,1,43,69t8imcdaqlgfbds2p58596my,1,52.3,13.5,2022-12-27T15:02:08.052Z,2022-12-29T22:50:24Z,3957831793,141,14.1,3960248985,178,,3957831791,140,79.8,3957831787,157,,3957831799,1,,3957831789,56,Right,3957831795,212,28.9,3957831797,213,0.0,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493566005,26,1,1,1,48,69t8imcdaqlgfbds2p58596my,0,76.9,12.9,2022-12-27T15:02:13.091Z,2022-12-29T22:50:36Z,3957831803,56,Right,3957831809,212,2.4,3957831835,286,,3957831807,141,16.2,3957831805,140,76.2,3957831831,233,20,3960249045,178,,3957831829,236,,8zcwhxcdh09wxdn29kzpox591,K. Lee,3957831811,213,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493566009,20,74,1,1,48,3ptd7zlc5isrongig0wij2id4,1,37.8,82.6,2022-12-27T15:02:13.106Z,2022-12-29T22:50:42Z,3957831825,56,Back,3957831827,285,,3960249087,178,,3957831837,233,26,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493566011,21,49,1,1,49,3ptd7zlc5isrongig0wij2id4,1,36.5,83.3,2022-12-27T15:02:14.599Z,2022-12-29T22:50:46Z,,,,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493566013,22,1,1,1,49,3ptd7zlc5isrongig0wij2id4,1,36.5,83.3,2022-12-27T15:02:14.719Z,2022-12-29T22:50:52Z,3960249147,178,,3957831843,140,40.5,3957831841,56,Back,3957831845,141,91.5,3957831847,212,7.0,3957831849,213,0.9,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493566019,23,1,1,1,50,3ptd7zlc5isrongig0wij2id4,0,40.5,91.5,2022-12-27T15:02:14.974Z,2022-12-29T22:50:59Z,3957831879,157,,3960249189,178,,3957831881,56,Left,3957831883,140,77.2,3957831889,213,6.2,3957831887,212,38.6,3957831885,141,88.0,3957831891,1,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493566023,27,49,1,1,56,69t8imcdaqlgfbds2p58596my,1,22.8,12.9,2022-12-27T15:02:20.928Z,2022-12-29T22:51:15Z,,,,,,,,,,,,,,,,,,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
